Raman shift cm-1,4ATP_1mM_rep1_acc3_processed_intensity
-93.47115107,-47.398046988390966
-87.69374369,24.532860716485065
-81.9253076,8.023086169400202
-76.16582701,-0.5186161782240308
-70.41528615,116.31891110662524
-64.67366933,69.10361417808262
-58.94096086,20.42782559013021
-53.21714512,23.048928735522363
-47.50220652,-10.400180601880344
-41.79612954,20.62029376934647
-36.09889866,-6.673314389808125
-30.41049843,57.85826996230063
-24.73091343,8.237909677168698
-19.0601283,-45.07585786538807
-13.39812769,84.2612862918043
-7.744896327,-16.810426905393793
-2.100418946,42.930879433034676
3.535319659,87.07574424635584
9.162334658,-78.78172766623179
14.78064118,-3.538084906858426
20.39025432,26.38590720685773
25.99118913,14.32105269417804
31.58346061,29.14023679016347
37.16708375,18.54717085457432
42.74207347,-1.913020208353231
48.30844468,-11.587925267837445
53.86621222,7.3098530914689075
59.41539093,-30.592197932643284
64.95599558,42.97422205784846
70.48804091,18.24170869743379
76.01154164,-63.85383350509747
81.52651243,-9.679667077593551
87.03296792,-5.404266769567106
92.5309227,68.94545952395127
98.02039134,42.99085629697218
103.5013884,-6.054703628699967
108.9739282,90.19213177489397
114.4380255,68.02570807269815
119.8936944,36.06890216484272
125.3409495,-40.487316241086305
130.779805,-41.689763460343045
136.2102753,42.36063875508591
141.6323747,-32.03361921999884
147.0461174,32.61675687119515
152.4515176,76.52725501321098
157.8485895,-5.054064865777972
163.2373472,-14.518728399128637
168.6178049,-18.822384557718745
173.9899766,80.44982301909819
179.3538764,87.00953555211072
184.7095182,37.596242201622736
190.0569161,74.53404223147237
195.396084,1.6562500359773527
200.7270358,-16.310295434047553
206.0497854,3.987704801667432
211.3643466,-5.865205474591933
216.6707333,40.1176266735955
221.9689593,29.517779660847786
227.2590382,17.407830302983648
232.5409839,31.131180834136604
237.8148101,51.68763601639277
243.0805303,52.86025617085453
248.3381582,-6.523493909686902
253.5877075,-1.4359969941208526
258.8291917,30.758791780214327
264.0626244,-8.585371606509774
269.288019,-94.01456328061755
274.5053891,-61.14142302391502
279.7147481,-8.575796472456858
284.9161094,20.37790327107615
290.1094865,501.02587888711236
295.2948927,1966.376301451356
300.4723414,5750.753281397041
305.6418459,11574.296441479213
310.8034194,16478.25898493154
315.9570752,19100.127261090776
321.1028267,20028.654092592362
326.2406869,20467.062221377768
331.370669,20835.050854470825
336.4927863,20854.11183339487
341.6070517,21052.45791251389
346.7134786,21175.81330166167
351.8120798,21315.329998083995
356.9028684,21740.71253067388
361.9858576,21825.564922175676
367.0610602,22168.55052404142
372.1284892,23346.438221123215
377.1881577,25859.813270488707
382.2400784,30415.088077279543
387.2842644,34437.01537823658
392.3207284,34710.35259050494
397.3494833,32207.93777902667
402.370542,29433.68073493839
407.3839172,26960.402757263357
412.3896217,24558.39239018117
417.3876683,22550.79298278902
422.3780697,20661.963122924764
427.3608386,19356.965910438263
432.3359876,18906.485090828563
437.3035295,18132.757128774974
442.2634769,17230.330421915103
447.2158423,16457.388357090345
452.1606383,15663.94762089336
457.0978776,15590.869852018888
462.0275727,16278.212702025026
466.9497361,15667.833069587829
471.8643802,14144.238506303023
476.7715176,14230.17611438671
481.6711608,14558.48944847018
486.5633221,14047.398938901095
491.448014,13423.047507472145
496.3252488,12597.56758533583
501.195039,11505.434296224475
506.0573969,10445.099639864759
510.9123349,9897.203662343547
515.7598651,9427.480705880003
520.6,8831.622406864914
525.4327518,8270.383610200082
530.2581327,7677.334116735308
535.076155,7383.926934222232
539.8868309,7328.227136739957
544.6901726,6708.247809621742
549.4861922,5541.621488348863
554.2749019,4941.903541998066
559.0563139,4690.475543971508
563.8304402,4256.880284816587
568.597293,4089.777918646585
573.3568844,4068.4445380641137
578.1092263,3868.761183534223
582.8543308,3664.5713706941024
587.5922101,3437.6467452287943
592.322876,3037.4868371175853
597.0463405,2894.1132330128676
601.7626157,2971.8360302833225
606.4717135,2993.567844004181
611.1736458,2748.0365259312894
615.8684246,2279.660462435182
620.5560617,2474.8879781968735
625.2365691,3038.172819459114
629.9099585,3605.8197863106216
634.5762419,4228.659239222334
639.2354312,4184.361420356261
643.887538,3317.438510896014
648.5325743,2031.3646397667108
653.1705518,1103.9653385334623
657.8014823,623.1915036050232
662.4253775,278.57779382495573
667.0422493,229.17613045485268
671.6521092,42.4507981175193
676.2549691,0.4629593551362632
680.8508407,193.24489308217562
685.4397355,36.864257443703536
690.0216654,74.32661810730497
694.5966419,463.86713299565054
699.1646767,1115.0997934631287
703.7257814,1762.7284427616032
708.2799676,2353.06588728924
712.827247,2871.000783038782
717.367631,2315.3265888525257
721.9011314,1323.2085195914715
726.4277595,712.9451813092091
730.9475271,332.5016243681439
735.4604456,446.1490443667608
739.9665264,802.2523197640603
744.4657813,885.9773363279073
748.9582215,635.4474845236455
753.4438587,322.2717432818481
757.9227042,110.23762886733311
762.3947696,14.65143548042579
766.8600662,-66.65784921081831
771.3186056,31.3815230369637
775.770399,134.3863833972482
780.215458,-29.64869147401805
784.6537939,140.682930578967
789.0854181,435.85496169333237
793.510342,768.8079608699936
797.9285769,1514.1786115633568
802.3401342,2041.4246113257905
806.7450253,2359.937324714927
811.1432614,2467.670193472064
815.5348538,2293.038263967481
819.9198139,2091.5934348038973
824.2981531,1724.6852248571795
828.6698824,1347.216791982637
833.0350133,836.182932859314
837.393557,566.454985762788
841.7455248,428.8319312227177
846.0909278,177.9581731420858
850.4297774,256.053175936755
854.7620848,173.31969604367987
859.0878611,33.91974739798752
863.4071176,-29.533644682132945
867.7198655,42.94977760054826
872.026116,167.9187527023878
876.3258802,-5.312647850099893
880.6191693,2.4556419390464725
884.9059946,3.9353244330304733
889.186367,-62.86987959893668
893.4602979,-28.31725940157048
897.7277982,86.648702305185
901.9888793,407.13522847853346
906.2435521,703.0640404820988
910.4918277,1133.8848787628613
914.7337174,1636.0651333677633
918.9692321,1997.0730881320378
923.1983831,2049.042829834627
927.4211813,1803.775198108986
931.6376378,1876.0140062522078
935.8477637,2009.0160806669483
940.0515701,2283.5926451877313
944.249068,2569.6039322728357
948.4402684,2116.0949953787513
952.6251825,1787.1458341307134
956.8038212,1777.6049143610453
960.9761955,1631.7099084667716
965.1423166,1455.4405647473704
969.3021953,1244.91981054998
973.4558427,1202.291898125066
977.6032699,1098.2760647463456
981.7444877,852.2040165291637
985.8795072,742.8180561650515
990.0083394,816.3560106347668
994.1309953,1490.150244146731
998.2474857,3325.378311655446
1002.357822,5917.605063260842
1006.462014,7163.36090678523
1010.560075,5118.810192608642
1014.652013,2001.315770597028
1018.737841,590.4946267323885
1022.81757,16.92178016397156
1026.891209,29.40294242015989
1030.958771,361.82197274768987
1035.020266,836.1595632973967
1039.075705,1778.412525152462
1043.1251,2729.297388865938
1047.16846,4015.2031155988625
1051.205797,5756.771125154779
1055.237121,9473.762205537234
1059.262444,15240.341773388318
1063.281777,25340.79818078423
1067.295131,35884.817439129096
1071.302515,37021.4831878502
1075.303942,37343.6185438376
1079.299422,36709.016107660376
1083.288966,25778.56240069976
1087.272585,14074.302928290554
1091.250289,7467.9739081669395
1095.222091,4387.470557300876
1099.187999,3198.5691398462077
1103.148026,2962.8291800715906
1107.102183,3272.70190556359
1111.050479,3565.3194973839345
1114.992927,5302.572437766643
1118.929536,7669.125523605455
1122.860318,11886.639475940932
1126.785283,18679.696539822835
1130.704443,28629.99220242502
1134.617808,36710.57443924759
1138.52539,36864.411922988395
1142.427198,37213.43412999533
1146.323244,34742.71869756668
1150.213538,25503.690033334933
1154.098093,19632.293967439837
1157.976917,17224.765202713068
1161.850023,16855.319547920506
1165.717421,18155.82467324644
1169.579121,18080.4502835203
1173.435135,16795.423584315082
1177.285474,15308.642273091908
1181.130148,14787.905491472882
1184.969169,13890.543588291965
1188.802547,11980.531456471199
1192.630292,9575.444904482003
1196.452416,6863.433065688092
1200.26893,5288.927961905785
1204.079844,4555.680391919757
1207.88517,3935.7728661526635
1211.684917,3618.5632975530552
1215.479098,3447.4597955315767
1219.267722,3237.8785016686506
1223.050801,2847.356003123112
1226.828346,2517.6778349868837
1230.600366,2188.6929883726098
1234.366874,1703.9088717246505
1238.12788,1502.952552391267
1241.883395,1331.7106593511962
1245.633429,1131.545984807155
1249.377994,1287.7886402779604
1253.1171,1317.3307885267986
1256.850759,975.2332563455748
1260.578981,626.1174695107184
1264.301776,418.1862206450787
1268.019157,135.9895224203301
1271.731133,-68.2683957459285
1275.437715,42.89503114299805
1279.138915,178.98476615401523
1282.834743,268.24440648016935
1286.52521,593.4389384382321
1290.210328,1224.7287172986216
1293.890106,2096.576286431158
1297.564555,2855.5295859922535
1301.233688,2912.548030401469
1304.897514,2530.172447372892
1308.556044,2051.173857517728
1312.209289,1657.7598696025943
1315.857261,1436.6737019461762
1319.499969,1340.3297606585438
1323.137425,1351.652553355585
1326.769641,1225.7821747440594
1330.396626,1359.4072642760948
1334.018391,1572.312980476474
1337.634948,1780.5789611688851
1341.246307,2235.8769874993086
1344.85248,2591.9711113735793
1348.453477,2806.1089944943433
1352.049309,2880.769473016844
1355.639987,3149.7715166937924
1359.225522,3396.7377356400775
1362.805925,3532.9757994538486
1366.381207,3923.6817807811494
1369.951379,4557.890560728129
1373.516452,5663.380410042484
1377.076436,7546.807870077604
1380.631343,11050.556897415054
1384.181184,15625.013954436963
1387.725969,19154.140134032
1391.26571,19203.89262176414
1394.800417,14380.63707180619
1398.330102,8481.632537137795
1401.854776,4801.396764684761
1405.374448,2612.3524744768765
1408.889132,2280.5745892391224
1412.398837,3085.5093249357215
1415.903574,4699.570731484573
1419.403355,8282.70917132582
1422.89819,13316.358605051288
1426.388091,19078.9880217828
1429.873069,24255.20985514255
1433.353134,27338.135387246446
1436.828298,27177.030747791592
1440.298571,23983.447825440035
1443.763965,19264.783069036086
1447.224491,14057.981487946485
1450.68016,9634.404799331602
1454.130983,6284.172377945148
1457.576971,4300.520956196859
1461.018135,3643.9143528277764
1464.454486,3696.3174034434633
1467.886036,4466.928993129804
1471.312794,4534.30011987129
1474.734774,3267.616944944959
1478.151985,1902.7596398822534
1481.564439,1173.29688625348
1484.972146,744.3141338159057
1488.375119,556.2859276349154
1491.773368,599.18111788643
1495.166904,195.82412502418447
1498.555739,41.28177818047334
1501.939883,431.88714127039566
1505.319349,728.8117208510994
1508.694146,1156.481002345654
1512.064286,1528.3119761987346
1515.429781,1677.9403190640533
1518.790642,1923.8584777521028
1522.146879,2475.8124967155836
1525.498505,3224.5012165261414
1528.845529,4232.32962193608
1532.187965,5712.477838788942
1535.525822,6971.408110747547
1538.859112,8159.175523129565
1542.187846,9711.92419604595
1545.512036,11055.582516294864
1548.831693,12508.36516235803
1552.146829,14101.560063260016
1555.457453,15203.819353005352
1558.763579,16199.258560344028
1562.065216,17266.888430208626
1565.362377,17885.767084391977
1568.655073,18406.004207341808
1571.943315,18932.80722599032
1575.227114,18584.73926392504
1578.506482,17608.493278474976
1581.781431,16437.62473949593
1585.051971,15051.81057283236
1588.318114,13838.030196675343
1591.579872,11887.040142293059
1594.837255,9430.47060572914
1598.090275,7522.928490306431
1601.338945,5572.790084422929
1604.583274,4371.760613728924
1607.823275,3746.967458388195
1611.058959,3208.922481478593
1614.290338,3070.2709159533097
1617.517422,2506.738502124882
1620.740224,2067.486756052391
1623.958755,1877.6265013000511
1627.173027,1657.7968076676298
1630.38305,1403.782429198825
1633.588838,1027.6834408614336
1636.7904,980.1156033936709
1639.987749,779.983048999613
1643.180896,553.3364353501247
1646.369853,473.80095166994397
1649.554632,232.95313804987381
1652.735244,164.4085311458516
1655.9117,123.04615950348625
1659.084013,7.56381998457573
1662.252193,-64.49771311714449
1665.416254,-5.602758475034989
1668.576205,42.5472461214697
1671.732059,-19.56059388974313
1674.883828,5.312976667829162
1678.031523,-66.30721746780682
1681.175157,40.58399767472838
1684.314739,141.04852742166895
1687.450284,-39.54390554417796
1690.581801,20.681729259002623
1693.709304,71.76877717621687
1696.832803,29.966974127354206
1699.952311,98.12836556920843
1703.067839,151.59388799020826
1706.179399,109.08508318298425
