Raman shift cm-1,4ATP_1uM_rep3_acc3_processed_intensity
-93.47115107,-11.655258408611084
-87.69374369,6.479738723839095
-81.9253076,17.434208523500427
-76.16582701,26.201136988240393
-70.41528615,18.816167439774354
-64.67366933,-16.818419685118723
-58.94096086,-51.78381393448814
-53.21714512,-41.57835311385357
-47.50220652,3.900696500402155
-41.79612954,18.91940922821084
-36.09889866,3.504217778729643
-30.41049843,21.072258271100246
-24.73091343,54.13934099682093
-19.0601283,64.33294388347619
-13.39812769,77.48584472283572
-7.744896327,77.57164982951211
-2.100418946,38.53183556360777
3.535319659,8.32473678873679
9.162334658,8.263302820507844
14.78064118,14.33038848804261
20.39025432,34.81766214703544
25.99118913,69.89412720297918
31.58346061,79.26632868338547
37.16708375,47.132699290008475
42.74207347,3.1661332934927913
48.30844468,-25.79057594428452
53.86621222,-27.100898515893334
59.41539093,15.109753575427385
64.95599558,77.4333188427649
70.48804091,79.58359188039033
76.01154164,8.884942819238496
81.52651243,-33.42845658066354
87.03296792,-3.8383721683293235
92.5309227,24.537804172787006
98.02039134,15.188061846608798
103.5013884,16.013736512792217
108.9739282,46.367842460467216
114.4380255,50.60017350945859
119.8936944,2.0937809380196786
125.3409495,-32.17734862203046
130.779805,-7.850580686662729
136.2102753,21.17596645350429
141.6323747,10.477209011611642
147.0461174,-12.820382892755207
152.4515176,-20.640851567606326
157.8485895,-16.07496071426253
163.2373472,-5.268083720423746
168.6178049,6.456942575597971
173.9899766,13.644700705328745
179.3538764,25.403537925760148
184.7095182,51.16330594409641
190.0569161,68.0706004368863
195.396084,51.12153765339932
200.7270358,21.472417398367426
206.0497854,4.543118988253614
211.3643466,-5.946613775918237
216.6707333,-6.8321762220619
221.9689593,12.721590137402984
227.2590382,38.77039375837241
232.5409839,45.44490904686562
237.8148101,20.95386043127711
243.0805303,-13.528534110427437
248.3381582,-23.94066183126266
253.5877075,-15.183900809513815
258.8291917,-11.900636219496455
264.0626244,-3.3301992467755355
269.288019,9.918937950787324
274.5053891,-1.1409866313816863
279.7147481,7.828525510554805
284.9161094,123.47442339300449
290.1094865,574.672136103156
295.2948927,2183.247439670342
300.4723414,5913.678338654651
305.6418459,11239.039140324981
310.8034194,15917.801391757788
315.9570752,18254.681112769806
321.1028267,18759.91522170211
