Raman shift cm-1,blank_rep1_acc5_processed_intensity
-93.52472366,839.121393833749
-87.74731628,25.691573996754066
-81.97888019,-40.07745339840721
-76.2193996,48.54929684460084
-70.46885874,-22.169468176205577
-64.72724191,-38.61692164640435
-58.99453344,-124.68342685503863
-53.2707177,24.40364618436167
-47.55577911,100.90899552717904
-41.84970212,81.2077185759956
-36.15247124,438.58490142063323
-30.46407101,434.94618274576294
-24.78448602,229.0956939725865
-19.11370089,259.27504951234823
-13.45170028,180.93195709895627
-7.798468914,-104.66360143572344
-2.153991534,-60.70793239016054
3.481747071,204.3349048020022
9.10876207,46.102420056823604
14.72706859,105.6253966010647
20.33668173,38.914867086985154
25.93761654,-65.38005230038016
31.52988803,358.4218524102357
37.11351116,262.6181772914366
42.68850089,66.08082922061055
48.25487209,182.30091122631345
53.81263964,65.60570327346072
59.36181834,-66.007125671846
64.90242299,-95.21841844815138
70.43446832,181.8259080942341
75.95796905,249.62879629162347
81.47293984,-36.77609033466548
86.97939533,244.286612124525
92.47735012,356.92686294376733
97.96681875,46.38504489687416
103.4478158,170.71600162050183
108.9203557,196.80288184802612
114.3844529,-5.393066425996228
119.8401218,354.58632814472077
125.2873769,649.8287245462496
130.7262324,109.13263285723816
136.1567027,-217.53832695053836
141.5788021,66.58453960361926
146.9925448,216.44410378745476
152.397945,202.09801727108578
157.7950169,60.38332659454704
163.1837747,-55.50442503658983
168.5642323,225.85935187218826
173.936404,326.19264379975743
179.3003038,30.872427050180747
184.6559456,61.07178239754391
190.0033435,313.18863072370414
195.3425114,282.5263274105178
200.6734632,75.68389037545143
205.9962128,-85.81403660168431
211.310774,-45.777944885382084
216.6171607,45.11317092967811
221.9153867,-35.24950798278438
227.2054656,12.098840953653093
232.4874113,12.198853202864761
237.7612375,-90.14054329650872
243.0269577,62.88478831988133
248.2845856,120.51105088171542
253.5341349,-33.49102211769588
258.7756191,-28.850591700077032
264.0090518,82.47599607802647
269.2344464,179.15097398439025
274.4518165,233.82731338038386
279.6611755,-6.347316399158927
284.8625368,-147.50771228313664
290.0559139,-26.034469499798952
295.2413201,455.791659767799
300.4187688,1598.1733499763823
305.5882733,2453.900319019895
310.7498468,3219.5370983311354
315.9035027,3984.6365025441582
321.0492541,4011.9095804617855
326.1871143,3993.822454310137
331.3170964,3999.637273267555
336.4392137,3984.581612063411
341.5534792,3871.8170529459794
346.659906,3710.912186909513
351.7585072,3791.669921233896
356.8492959,3508.0800541086946
361.932285,3354.8985412812463
367.0074876,3332.4702930997537
372.0749167,3111.103521227562
377.1345851,3078.1871055168936
382.1865058,2777.0860138616395
387.2306918,2522.0028994396744
392.2671558,2373.8295395907644
397.2959107,2065.107251251374
402.3169694,2097.4027122599164
407.3303446,2012.476469669609
412.3360492,1605.4239815767069
417.3340958,1298.8028510374174
422.3244971,1167.2749464029134
427.307266,1325.355639680934
432.2824151,1353.2451675684001
437.2499569,1378.1532839899637
442.2099043,1220.2511836449457
447.1622697,655.5982824719449
452.1070657,724.1261817454651
457.044305,596.2917291294939
461.9740001,277.26168645137113
466.8961635,316.0048683789814
471.8108076,-59.36578637689399
476.717945,43.68758130921606
481.6175882,283.7658736413646
486.5097495,127.66707682141669
491.3944414,232.43511904967545
496.2716763,74.37899988801382
501.1414665,42.34646789218368
506.0038244,416.85933854969517
510.8587623,82.45069551422557
515.7062925,-235.4467065517115
520.5464274,-1.0494024544150307
525.3791792,72.610605739927
530.2045601,51.517555950627866
535.0225824,-150.193158808896
539.8332583,40.0563766177288
544.6366,12.266415871437403
549.4326196,-107.49134293493489
554.2213293,515.9627000264054
559.0027413,89.57041702030665
563.7768676,-134.09458167373828
568.5437204,532.593906799666
573.3033118,222.26549427595387
578.0556537,61.43487381070872
582.8007583,339.82644395237844
587.5386375,129.3579922948593
592.2693034,-147.12296811220585
596.9927679,23.848369290299843
601.7090431,204.78146523396867
606.4181409,42.68273822963056
611.1200732,-101.9714423462799
615.814852,5.975331954520925
620.5024891,126.79150126615946
625.1829965,7.30645250831958
629.8563859,385.1178669388046
634.5226693,452.5949996802565
639.1818586,0.1867778107803133
643.8339654,126.8405805377854
648.4790017,-49.66768216214996
653.1169792,-6.270197696252353
657.7479097,44.99498697972922
662.3718049,-289.2967785310335
666.9886767,-55.852962581836096
671.5985366,3.9116441468614767
676.2013965,31.43941199508265
680.7972681,31.855629527534575
685.386163,-63.88546346396129
689.9680928,20.5476073312102
694.5430693,110.70038256552004
699.1111041,222.60449788177425
703.6722088,80.28967941643168
708.226395,97.22875908567175
712.7736744,234.25248950423747
717.3140584,211.81467573816542
721.8475588,-19.718674281243466
726.3741869,-130.52864932298343
730.8939545,101.06053858687545
735.406873,337.68283091426935
739.9129539,379.38395511070496
744.4122087,275.1533557074005
748.9046489,246.06971372824705
753.3902861,-124.1420262694374
757.8691316,1.589609987932704
762.341197,211.78284888840193
766.8064936,182.78646219588052
771.265033,698.639974729663
775.7168264,488.85973640145
780.1618854,296.73256259282925
784.6002213,234.7876646953572
789.0318455,-157.21022279621502
793.4567694,124.89145073743182
797.8750043,235.0110538250899
802.2865616,-8.586744241603988
806.6914527,64.12217328156964
811.0896888,121.1286083014516
815.4812812,-27.42525579426536
819.8662414,-106.92941343971452
824.2445805,11.21680098647402
828.6163098,90.5133263809821
832.9814407,-56.440855680030495
837.3399844,-134.16852635750294
841.6919522,90.70473096756947
846.0373552,104.43690340916682
850.3762048,-82.30286888917945
854.7085122,221.9228244652393
859.0342885,307.9552418907408
863.353545,83.18742886918545
867.6662929,225.6171838769418
871.9725434,408.2879516740062
876.2723076,624.8046509678994
880.5655967,391.49913687148336
884.852422,403.80478518889254
889.1327944,708.668359773681
893.4067253,-27.01133252607292
897.6742257,-222.28011896946748
901.9353067,245.4030258929359
906.1899795,226.25996684960987
910.4382551,110.51682090625414
914.6801448,-141.56165521822027
918.9156596,64.76768632133965
923.1448105,122.76137782930189
927.3676087,-46.41135658361636
931.5840652,221.45366431307048
935.7941911,33.08690084001361
939.9979975,114.7206567418404
944.1954954,84.63628852023825
948.3866958,-255.9377190437879
952.5716099,-4.638687868972511
956.7502486,77.7678111220606
960.9226229,58.538877599434755
965.088744,22.468321011286378
969.2486227,10.585371553478154
973.4022701,34.02137188939196
977.5496973,-70.58195424448415
981.6909151,-67.5232598116862
985.8259346,64.29732795997435
989.9547668,24.30121834529413
994.0774227,1.4659749959159143
998.1939132,82.19736848221768
1002.304249,-165.99002768499082
1006.408442,-135.90096299548316
1010.506502,-8.294706384261495
1014.598441,163.27006205218942
1018.684269,364.8199896193759
1022.763997,105.10415342093977
1026.837637,22.745591447999928
1030.905199,37.313777800586806
1034.966694,117.11467556919989
1039.022133,48.958895305174245
1043.071527,-171.5615511679881
1047.114887,130.79325009143102
1051.152224,110.58941313713855
1055.183549,-55.92232315394705
