peak_cm,method,model,slope,intercept,r2,n_points,sigma_blank_pre,sigma_blank_post,lod_pre_M,loq_pre_M,lod_post_M,loq_post_M
392.32,height,linear_log10,1290.5455521821345,17050.86466655246,0.7249712717928583,13,55.70777062303637,112.63532432153056,8.26725186140584e-14,1.6577674560277773e-13,1.1212303973683223e-13,4.577579813832581e-13
1078.5,height,linear_log10,2127.5654194746785,26383.98855762583,0.6544132605286583,13,124.24989673484106,162.58361661127302,5.945340121583525e-13,1.5239718873286194e-12,6.733326001780866e-13,2.3075621798024725e-12
1589.62,height,linear_log10,1031.101564523086,12907.87121943271,0.614323415559291,13,64.42929538020145,139.9977845043613,4.665864995118493e-13,1.2774190084987045e-12,7.741041938996027e-13,6.905962469626591e-12
