Raman_shift_cm-1,concentration_label,concentration_M,intensity,intensity_with_offset,offset_applied
1598.4998132459127,1mM,0.001,8622.597259548515,8622.597259548515,0.0
1602.425499938061,1mM,0.001,6328.246660395077,6328.246660395077,0.0
1606.3511866302092,1mM,0.001,4759.522565471415,4759.522565471415,0.0
1610.2768733223577,1mM,0.001,3847.4648565507555,3847.4648565507555,0.0
1614.202560014506,1mM,0.001,3205.9497559451397,3205.9497559451397,0.0
1618.1282467066542,1mM,0.001,2835.305153377398,2835.305153377398,0.0
1622.0539333988024,1mM,0.001,2403.797940639449,2403.797940639449,0.0
1625.9796200909507,1mM,0.001,2016.4208346516075,2016.4208346516075,0.0
1629.905306783099,1mM,0.001,1707.4591898208844,1707.4591898208844,0.0
1633.8309934752474,1mM,0.001,1401.594108274887,1401.594108274887,0.0
1637.7566801673956,1mM,0.001,1176.6850735909534,1176.6850735909534,0.0
1641.682366859544,1mM,0.001,954.5080699988397,954.5080699988397,0.0
1645.6080535516921,1mM,0.001,749.8574172234694,749.8574172234694,0.0
1649.5337402438404,1mM,0.001,448.1180552664693,448.1180552664693,0.0
1653.4594269359889,1mM,0.001,341.70766957596965,341.70766957596965,0.0
1657.385113628137,1mM,0.001,212.61406648431327,212.61406648431327,0.0
1661.3108003202854,1mM,0.001,26.08590050125444,26.08590050125444,0.0
1665.2364870124336,1mM,0.001,77.84115015446696,77.84115015446696,0.0
1669.1621737045818,1mM,0.001,48.73496855119516,48.73496855119516,0.0
1673.08786039673,1mM,0.001,8.703842021203616,8.703842021203616,0.0
1677.0135470888786,1mM,0.001,37.08735098164958,37.08735098164958,0.0
1680.9392337810268,1mM,0.001,19.707081374238427,19.707081374238427,0.0
1684.864920473175,1mM,0.001,-15.94681214393167,-15.94681214393167,0.0
1688.7906071653233,1mM,0.001,-31.045082357532213,-31.045082357532213,0.0
1692.7162938574716,1mM,0.001,-3.4352370175005253,-3.4352370175005253,0.0
1696.64198054962,1mM,0.001,8.870814031910909,8.870814031910909,0.0
1700.5676672417683,1mM,0.001,53.62906147826452,53.62906147826452,0.0
1704.4933539339165,1mM,0.001,100.80868777364374,100.80868777364374,0.0
1708.4190406260648,1mM,0.001,92.3878114069448,92.3878114069448,0.0
1712.344727318213,1mM,0.001,118.5392419055695,118.5392419055695,0.0
1716.2704140103615,1mM,0.001,115.8038439098343,115.8038439098343,0.0
1720.1961007025097,1mM,0.001,49.078491602948695,49.078491602948695,0.0
1724.121787394658,1mM,0.001,-9.164533077786615,-9.164533077786615,0.0
1728.0474740868062,1mM,0.001,16.902786861758383,16.902786861758383,0.0
1731.9731607789545,1mM,0.001,-35.149703603268335,-35.149703603268335,0.0
1735.8988474711027,1mM,0.001,-7.551545534844086,-7.551545534844086,0.0
1739.8245341632512,1mM,0.001,72.98844404838101,72.98844404838101,0.0
1743.7502208553994,1mM,0.001,16.267804250263318,16.267804250263318,0.0
1747.6759075475477,1mM,0.001,95.61946880852722,95.61946880852722,0.0
1751.601594239696,1mM,0.001,88.14932731681316,88.14932731681316,0.0
1755.5272809318442,1mM,0.001,46.01484278744825,46.01484278744825,0.0
1759.4529676239927,1mM,0.001,21.2020338272372,21.2020338272372,0.0
1763.378654316141,1mM,0.001,0.32483244580150955,0.32483244580150955,0.0
1767.3043410082892,1mM,0.001,19.91065353710406,19.91065353710406,0.0
1771.2300277004374,1mM,0.001,-61.396073841030464,-61.396073841030464,0.0
1775.1557143925857,1mM,0.001,11.0671851132446,11.0671851132446,0.0
1779.0814010847341,1mM,0.001,76.5612193098879,76.5612193098879,0.0
1783.0070877768824,1mM,0.001,28.31702947792336,28.31702947792336,0.0
1786.9327744690306,1mM,0.001,23.59737842440862,23.59737842440862,0.0
1790.8584611611789,1mM,0.001,63.289988604838896,63.289988604838896,0.0
1794.784147853327,1mM,0.001,88.04864862586244,88.04864862586244,0.0
