Name,BC_4 ATP_10^-3M_750_5_5_M_S1.csv
Date,2024/09/24 10:22:35
Tag,BC_4 ATP_10^-3M_750_5_5_M_S1
Comment,
Peak raman shift[cm-1],377.587527750688
Integration[ms],750
Averaging,5
Measure data Count,5
Source wave length,784.697448855189
Calibrate value 0,778.657113
Calibrate value 1,0.3511058614
Calibrate value 2,-0.000114611915
Calibrate value 3,-1.39683906E-08
Calibrate value 4,-6.349040836E-12
Calibrate value 5,6.469782684E-14
Sensor pixel num,512
Count monitor raman shift,0
Count monitor value,0
Dark name,
Ramanshift[cm-1],1,2,3,4,5
-93.0717810017486,14298.4,14248,14307.2,14212,14301.8
-87.2943736183952,12944.4,13008.2,12946.4,13032.2,12939.6
-81.525937530123,12746.8,12844.8,12733,12761.4,12684.6
-75.7664569369681,12857.4,12886.8,12951,12885.8,12843.6
-70.0159160827698,12983.4,12917.4,12918.4,13026.8,12893.4
-64.2742992549156,12592.2,12620,12574.8,12699.8,12637.2
-58.541590784067,12688.4,12606,12576.2,12679,12670
-52.8177750439099,12844.4,12776.8,12908.8,12798.4,12752.8
-47.1028364508675,13000,12931.8,13001.6,13030.8,12991.2
-41.3967594638525,12978.8,12866,12932.2,13010.4,13018
-35.6995285840112,13538.4,13538.8,13473.4,13458.6,13518.2
-30.0111283544538,13587.4,13615.6,13583.8,13472.2,13439.6
-24.3315433599946,13203.8,13219.2,13094,13107.2,13110.6
-18.6607582269062,13197,13150.6,13112.8,13195.2,13141
-12.9987576226504,13017.4,12867.2,13029.8,12958.4,13044.4
-7.34552625563083,12658.6,12753.6,12788,12738.4,12680
-1.70104887494199,12586.6,12486,12527.2,12589.2,12556.8
3.93468972989649,13192.2,13180,13221.2,13177,13209.2
9.56170472916892,12505,12525.2,12520,12538,12554.6
15.1800112532474,12909,12942.4,12851.8,12895.2,12896
20.7896243928062,12559.4,12597.6,12629.6,12489.8,12576.2
26.3905591990933,12708.4,12669.4,12573.6,12607.2,12626
31.9828306841591,13117,13105.6,13085,13059,13098.4
37.5664538211258,12920.6,12860.2,13034.2,12934.4,12934.8
43.1414435444076,12621.4,12554.2,12580.4,12587,12518.4
48.7078147499742,12698.6,12622.2,12545.6,12554.2,12570.4
54.2655822955694,12535.4,12474.6,12420.4,12405.2,12471.2
59.814761000991,12153.6,12137,12245,12089.6,12122.2
65.3553656482818,12141.4,12048.6,12134,12173,12123.4
70.8874109820135,12507.8,12522.4,12473.4,12554,12478.2
76.4109117094977,12553.8,12668.4,12654.4,12601.6,12571.2
81.9258825010347,12056.2,12017.2,11940.8,11929.6,11935.2
87.4323379901416,12589.4,12504.4,12564.6,12483,12466.2
92.9302927737936,12867.8,12902.4,12884.8,12881.2,12796.2
98.419761412657,12186.6,12177.8,12127.8,12094.2,12189.6
103.900758431322,12468.2,12438.4,12482.6,12391.2,12483.8
109.373298318533,12317.4,12238.6,12344.2,12290.4,12217.2
114.837395527415,12333.6,12327.6,12327.2,12257.8,12286.6
120.293064475716,12538.2,12579.6,12497.2,12561.2,12475.4
125.740319546025,13380.2,13441.8,13455.4,13438.4,13383.6
131.179175085999,12183.6,12266.4,12227.6,12217.8,12172.6
136.609645408595,12104.8,11957.8,12007.4,12007.6,11950.8
142.031744792304,12096,11977.2,12011,11979.6,12048.8
147.445487481351,12620.2,12610.2,12611.6,12663,12684.8
152.850887685943,12245,12221,12239,12228.4,12187.2
158.247959582481,12142.2,12184.2,12133.4,12203.4,12246.6
163.636717313779,11974.4,12091.8,12086.2,12043.4,12062.2
169.017174989298,12402.8,12424.6,12415,12403.8,12309.4
174.389346685342,12722.4,12701.8,12585.8,12672.2,12696.8
179.753246445305,12260,12202.6,12143,12211.2,12195.8
185.10888827987,12259.2,12247,12274.6,12287.8,12286.2
190.456286167238,12510,12499.8,12484,12454.8,12468.2
195.795454053326,12701.2,12663.6,12673,12688,12691.6
201.126405852005,11972.6,12028.4,12111.2,12110.8,12014.4
206.449155445292,12144.8,12120.4,12099.4,12139,12131
211.763716683583,11810.2,11825,11745,11887.4,11772.6
217.070103385846,12201.4,12283,12274.8,12223,12226.2
222.368329339855,11851.4,11857.4,11823.8,11841,11823.8
227.658408302384,12050.6,12001.4,11977.2,12013.4,11978.2
232.940353999415,11918,12055,11978.6,11930.6,11976.2
238.214180126355,11929.8,11883,11957.8,11905.4,11881.8
243.479900348242,11986.2,12026.4,12019.2,11984.2,12019
248.737528299953,12008.8,12063.6,12012.2,12022,12028
253.987077586402,11908.2,11837.8,11809,11872.8,11830.8
259.228561782755,12016.6,12110.6,12027.4,12146.6,11965.8
264.46199443463,12071.4,12053.8,12128.6,12058.4,11983.2
269.687389058301,12271.6,12195.2,12280,12220.4,12199.2
274.904759140896,12345.8,12388.4,12441.6,12367.4,12425.8
280.114118140607,12093.8,12005,11999.4,12037.2,12128.8
285.315479486881,11811.2,11879.4,11752.4,11909.6,11813.2
290.508856580633,11976,11947.2,11921.2,11958.2,11957.8
295.694262794426,12303.8,12308.2,12311,12304,12295.6
300.871711472693,13253.6,13346.6,13263.6,13270.4,13213.4
306.041215931913,13546.6,13618.8,13585.4,13577.8,13537.8
311.202789460824,14122,14032.4,14013.6,14060.2,13930.8
316.3564453206,15129,15172.2,15044.6,15022.8,15006.6
321.502196745068,15390.8,15295.8,15301.4,15303.6,15160.8
326.640056940885,15371.6,15397,15331,15302.4,15257
331.770039087738,15543,15488.6,15389.6,15515.4,15371.4
336.892156338543,15465.8,15421,15452.6,15381.4,15414.8
342.006421819617,15481.4,15472.6,15384.4,15447,15457.2
347.112848630893,15345.8,15318.4,15182.8,15258.8,15239
352.211449846096,15684.8,15530.4,15638.2,15460.8,15615.8
357.302238512928,15241.2,15231.8,15116,15172.8,15129.6
362.385227653271,15468.4,15298.4,15245,15341.4,15342.2
367.460430263362,15656.8,15674.2,15652.2,15679.6,15569
372.527859313997,15292.8,15334.8,15354.6,15326.8,15332.6
377.587527750688,15727,15686.8,15774,15673,15608.4
382.639448493877,15482.6,15440.4,15474.4,15464,15322.6
387.683634439107,15329.8,15305.4,15302,15295,15292.2
392.72009845721,15606.4,15544.4,15367.4,15408.2,15374.4
397.748853394485,15002,15020.2,14970.8,15012.2,14969.4
402.76991207289,15374,15403.6,15434,15370,15350.4
407.783287290211,15180.8,15176,15082.2,15035.8,14992.6
412.788991820255,15033.8,14949.2,14977.8,14921.6,14902.6
417.787038413016,14803,14713.8,14708.6,14744.6,14679.8
422.777439794883,14999.6,14950.2,14943.8,14948.8,14869.4
427.760208668777,15134,15039.2,15088.8,14976,14999.6
432.735357714366,15461.8,15493,15445.6,15548.8,15307
437.702899588219,15662.2,15636,15744.6,15579,15589.8
442.662846924002,15720.4,15745.8,15616.8,15667.4,15669
447.615212332628,14945.8,14972.4,14966,14907,14809
452.560008402459,14996.6,14992,14979.2,14928.8,14949.4
457.497247699466,15266.8,15191.6,15095.4,15172.6,15114.4
462.42694276741,14603,14577.4,14557,14524.2,14545.6
467.349106127996,15212.8,15133.4,15214.2,15015,15026
472.263750281081,14465.4,14479.8,14382.2,14399.4,14364.2
477.170887704813,14940.8,15000.6,14978,14999,14932.8
482.070530855812,14852.4,14918.2,14831.6,14824.4,14683.6
486.962692169351,15187.8,15205,15196.6,15144,15138.6
491.847384059509,14992.4,14991.8,14879.6,14881.2,14802.4
496.724618919354,14904,14783.2,14838.6,14807.8,14741.8
501.594409121106,14900.8,14910.2,14903,14864,14726.4
506.456767016303,15288.8,15291.2,15137.4,15267.8,15195
511.311704935972,14945.4,14930.2,14919.8,14810.4,14828.8
516.159235190789,14357.4,14299,14393.8,14335.6,14153
520.999370071249,14922.8,14876.8,14919.6,14903.2,14817.2
525.832121847836,14897.4,14846.8,14819,14911,14785.2
530.657502771179,14904.2,14744,14808,14753,14767.4
535.475525072219,14286.8,14298.4,14252.2,14239.6,14231
540.286200962379,14665.8,14693.2,14727.6,14667.8,14561.6
545.089542633712,14841.6,14908.2,14785,14812,14743.4
549.885562259076,14584,14557.4,14505.8,14620,14499.2
554.67427199229,15435,15504.4,15409.4,15494.6,15302.8
559.455683968295,14563.8,14564,14364.2,14486.8,14415.4
564.229810303319,14308.4,14177.6,14202.8,14208.4,14205.6
568.996663095024,15388.8,15312.6,15291,15324,15235
573.756254422682,15033.8,15041.4,15095.4,14960,14936.2
578.508596347321,14482.2,14458.4,14522.6,14447.6,14443.4
583.253700911884,14995.2,14990.8,14861.6,14998.2,14754.6
587.991580141394,14865.4,14811.8,14755.6,14853.4,14854.4
592.722246043097,14601.4,14503.6,14454.2,14458.2,14511.6
597.445710606635,14599.6,14599.8,14596.8,14544,14569.2
602.161985804183,15009.6,14880.4,14783.8,14804.8,14782
606.871083590626,14455.6,14483.4,14530.2,14353,14348.2
611.573015903688,14503.6,14483,14421.4,14419.6,14361.8
616.267794664109,14532.4,14578,14421.4,14446,14451.8
620.955431775774,14789.6,14833.8,14784.2,14732,14705.8
625.635939125892,14511.6,14502.4,14339,14487.8,14441.2
630.309328585123,14923.4,14897.6,14924,14857.2,14884.4
634.975612007751,15192,15181,15208.8,15200.8,15043
639.634801231821,14546.2,14512.6,14380.8,14451.6,14428.6
644.286908079293,14814.2,14815.4,14840.2,14823.8,14847.4
648.931944356194,14594.6,14623.8,14460.4,14500.4,14352.6
653.569921852761,14449,14485.6,14443.2,14406.2,14385.4
658.200852343592,14751,14637.6,14664.8,14691.6,14666.6
662.824747587809,13980.4,14015.2,13870.8,13937,14010
667.441619329178,14368.6,14377.8,14405.6,14355,14334.4
672.05147929628,14391.8,14302.8,14267.8,14359.2,14232.6
676.654339202636,14479.2,14498.6,14423,14506.8,14437.8
681.250210746879,14445.6,14443,14418.8,14509,14334
685.839105612884,14277.6,14384.2,14304,14265.6,14304.4
690.421035469903,14417.2,14457.6,14354.6,14425.6,14367.2
694.996011972729,14228,14066.6,14190.4,14112.4,14122.4
699.564046761832,14696.4,14666.2,14722.6,14729.8,14668.8
704.125151463501,14349.6,14367.2,14284.6,14331,14342.6
708.679337689982,14534.4,14456.2,14520.2,14461.2,14471.2
713.22661703964,14665.6,14567.2,14559.8,14576.2,14482.6
717.767001097078,14349.4,14414.2,14381.8,14267.2,14349.4
722.300501433285,14364.4,14327.6,14377,14281.4,14340
726.827129605783,13690,13719.8,13708.4,13701.4,13665
731.34689715877,14383.6,14529.4,14486.2,14424.8,14370.4
735.859815623244,14406.6,14354,14307.6,14410.8,14264
740.365896517156,14935,14858.8,14843.2,14956.6,14796.4
744.865151345544,14302,14265.8,14282.6,14241.6,14302.4
749.357591600676,14481.6,14355.8,14305.8,14358.6,14415.6
753.843228762184,13854,13867.4,13833,13935.8,13801.6
758.322074297195,13852.4,13685,13731.2,13714.8,13677.8
762.794139660487,14347.2,14314.4,14362.8,14289.6,14283.4
767.2594362946,14014,13891.6,13843.4,13767,13799.6
771.717975629996,15253.6,15333.8,15291,15360.6,15185
776.169769085182,14196,14195.4,14271.4,14171,14171.2
780.614828066839,14632.4,14580.6,14609,14684.8,14545.4
785.05316396998,13878.6,13930.2,13902,13812,13816.8
789.484788178057,13865.8,13710.6,13708.8,13776.8,13676.6
793.909712063116,13920,13914,13881.6,13828.8,13736.2
798.32794698591,14435,14451,14423.2,14377.8,14361.6
802.739504296052,13890.2,13856.2,13868.4,13841.8,13645.2
807.144395332138,14036.2,14022.6,14059,14017.6,13990.6
811.542631421878,14030.4,14043.8,13965.8,14001.4,13954.6
815.934223882232,13839.8,13903.4,13828,13793,13805.2
820.31918401953,13513.8,13616.8,13519.4,13577.8,13572.8
824.697523129624,13945.4,13940.8,13925,13860,13749.2
829.069252497993,14088.6,13938.2,14089.2,14127.2,14006.8
833.43438339989,14014.6,13930.8,13932.8,14009,13919.8
837.792927100469,13669.4,13719.8,13630.4,13599,13635
842.14489485491,14038.6,13949.4,13935.2,13987.4,14008.4
846.490297908544,13834.2,13801.4,13872.6,13852.2,13767.6
850.829147496994,13735.6,13781.4,13770.2,13689.2,13646.4
855.161454846289,13847.2,13827.2,13807.4,13729.8,13772.6
859.487231173005,14073,14092.8,14022.2,14000.6,14010.4
863.806487684371,13408.8,13406.8,13371.8,13426.6,13381.4
868.119235578417,13956.4,13844,13911,13916,13818.4
872.425486044092,14233.2,14288.4,14326.8,14194.8,14291.4
876.725250261385,14655.6,14679.8,14613,14589.6,14503.6
881.018539401459,14090,14154.8,14122.2,14166,14083
885.305364626767,14118.2,14053.2,14109,14056.2,14071
889.585737091185,14628.2,14595.2,14610.4,14642,14557.2
893.859667940127,13491.8,13431.6,13502.8,13458.8,13427
