Name,AAB_4 ATP_10^-8M_750_5_5_M_S1.csv
Date,2024/09/24 10:37:14
Tag,AAB_4 ATP_10^-8M_750_5_5_M_S1
Comment,
Peak raman shift[cm-1],392.72009845721
Integration[ms],750
Averaging,5
Measure data Count,5
Source wave length,784.697448855189
Calibrate value 0,778.657113
Calibrate value 1,0.3511058614
Calibrate value 2,-0.000114611915
Calibrate value 3,-1.39683906E-08
Calibrate value 4,-6.349040836E-12
Calibrate value 5,6.469782684E-14
Sensor pixel num,512
Count monitor raman shift,0
Count monitor value,0
Dark name,
Ramanshift[cm-1],1,2,3,4,5
-93.0717810017486,14350.8,14300.6,14222.2,14412.2,14112.6
-87.2943736183952,12931.2,12918.2,12986.6,12894.2,12895.8
-81.525937530123,12707.6,12835,12787.2,12833.6,12741.8
-75.7664569369681,12917.4,12923.2,12888,12848.8,12909.2
-70.0159160827698,12910.4,12900.4,12954.6,12986.6,13006.6
-64.2742992549156,12634.8,12637.4,12596.4,12527.6,12626.2
-58.541590784067,12643.6,12615.8,12706.4,12667,12694.6
-52.8177750439099,12816.4,12955.8,12857.8,12892,12809.6
-47.1028364508675,13036.8,13013.2,13013.2,12972.6,13040.8
-41.3967594638525,13077.2,13054.8,13048.2,12998.8,13054.8
-35.6995285840112,13540.4,13529.2,13477.6,13457.6,13551.2
-30.0111283544538,13629,13549.6,13581.2,13551.4,13599.8
-24.3315433599946,13176.2,13066.4,13174.4,13138.2,13081.8
-18.6607582269062,13217,13265,13230.6,13226.4,13252.8
-12.9987576226504,13004.8,13053.2,13009,13027.4,13079
-7.34552625563083,12711.4,12823.2,12720,12770.2,12850.6
-1.70104887494199,12529.2,12564.2,12531.2,12576.8,12505
3.93468972989649,13258.2,13294.6,13208,13264,13192.8
9.56170472916892,12633,12533.2,12677.6,12710.2,12542.6
15.1800112532474,12901.6,12947.8,12912,12887.8,12914.4
20.7896243928062,12557,12518.8,12609.2,12598.2,12624
26.3905591990933,12701,12626.2,12653.4,12624.2,12690.6
31.9828306841591,13193,13146.6,13137,13152,13156.6
37.5664538211258,12895.6,12908.6,12925.4,13002.6,12933.6
43.1414435444076,12557.8,12498,12566.2,12497.2,12539.2
48.7078147499742,12581.6,12647,12683.8,12670.2,12640
54.2655822955694,12471.8,12468.6,12468.2,12509.2,12470
59.814761000991,12097.4,12147.2,12154,12174.4,12214
65.3553656482818,12177.8,12134.4,12159.8,12128,12184.6
70.8874109820135,12461.4,12469.2,12618,12486.2,12515.6
76.4109117094977,12711.6,12676.6,12705,12677.8,12683.6
81.9258825010347,11949,12006.8,11950.8,12080.8,12062
87.4323379901416,12551.2,12572.4,12579.4,12540.2,12509.2
92.9302927737936,12854.8,12870,12861.6,12935,12871.4
98.419761412657,12228.6,12297,12182.2,12174,12243.4
103.900758431322,12488.2,12586.2,12457.4,12561.6,12464.6
109.373298318533,12266.8,12335.8,12365,12415.6,12264.2
114.837395527415,12346.6,12455,12388.6,12356,12437
120.293064475716,12558.8,12517.2,12556.6,12515.8,12539
125.740319546025,13522,13468.8,13501.2,13414.2,13429.4
131.179175085999,12336.6,12274.6,12303,12281.2,12358.8
136.609645408595,12007.4,12064.8,12022.4,11960.4,11970.4
142.031744792304,12089.8,12050.8,12085.8,12105.4,12071.2
147.445487481351,12692.2,12669.2,12662,12774,12715.4
152.850887685943,12240.2,12337.8,12232.4,12273.6,12214.8
158.247959582481,12177.8,12308.8,12181.6,12239.2,12236
163.636717313779,12141.8,12037.8,12153,12085,12020.6
169.017174989298,12406.4,12341.6,12437.2,12420.6,12444.6
174.389346685342,12695,12669,12767.8,12674.8,12723.8
179.753246445305,12245.2,12178.4,12315.4,12192.4,12180.2
185.10888827987,12267,12302.6,12317,12322.8,12295
190.456286167238,12546.2,12548.4,12549.4,12505,12547.6
195.795454053326,12692.6,12635.8,12726.4,12654.2,12775.2
201.126405852005,12098,12146,12026.4,12059.2,12071.4
206.449155445292,12169.2,12188.2,12139.8,12171.8,12126.8
211.763716683583,11921.2,11901,11880.8,11877.4,11927.2
217.070103385846,12220.2,12272.8,12280.6,12314.6,12346.4
222.368329339855,11815.8,11906.8,11864.8,11916.8,11935.6
227.658408302384,12032.4,12076.4,12033.6,12039.4,12071.8
232.940353999415,12086.4,12038.6,12027.6,12052.2,11974.6
238.214180126355,11904.4,11894.4,11940,11986.6,11960.4
243.479900348242,12146.6,12098.2,12015,12040.4,12084.8
248.737528299953,12067.2,12077.6,12055.4,12113.4,12038.2
253.987077586402,11959.2,11903.4,11953,11895.6,11882.6
259.228561782755,12051.4,12051.4,12150.2,12055.8,12094.8
264.46199443463,12225,12154.6,12043.8,11986.6,11976.4
269.687389058301,12230.4,12301.6,12284.4,12360.2,12323.4
274.904759140896,12428.4,12448,12415.2,12478,12433.2
280.114118140607,12216.4,12135.6,12107.6,12131.8,12149.8
285.315479486881,12010.8,11895.4,11910.8,11890.8,11894.2
290.508856580633,12358.8,12288.2,12279.4,12324,12192
295.694262794426,13296.4,13368.8,13329.8,13310.6,13257
300.871711472693,15656.2,15767.6,15712,15638.2,15681.2
306.041215931913,17762,18092.8,17928.2,17971.6,17833
311.202789460824,19900.8,20180.8,20000.2,20047.4,19948.6
316.3564453206,21516.2,21902.8,21924,21812.6,21676.8
321.502196745068,21866.6,22309.2,22296.6,22177,22114.2
326.640056940885,22077.2,22586.2,22386.4,22348.2,22228.8
331.770039087738,22316.2,22818.4,22608,22725.8,22534.4
336.892156338543,22516.8,22984.4,22890,22828,22544.4
342.006421819617,22780.4,23255.6,23017.8,23098.6,22910.4
347.112848630893,22777.8,23323.8,23082.4,23156.6,22925.4
352.211449846096,23139.4,23538.4,23537,23412.6,23307
357.302238512928,22755.6,23250.6,23135.6,23023.6,22801.2
362.385227653271,22937.2,23339.4,23068.6,23303.4,22935.2
367.460430263362,23217.8,23595.8,23424.4,23522.6,23260.8
372.527859313997,22918.6,23404.2,23192.2,23118.8,22961.4
377.587527750688,23510,23988.2,23763.6,23629.4,23328.6
382.639448493877,24125.8,24445,23961,23905.4,23695.4
387.683634439107,25109.2,25219.8,24694.2,24423,24213.8
392.72009845721,25821.4,25910.4,25444,25262.6,24782.6
397.748853394485,25028,25077.2,24693.2,24591.8,24298.2
402.76991207289,24456.4,24740.6,24365.4,24388.2,24104
407.783287290211,23455.2,23982.4,23680,23659,23277.8
412.788991820255,22735.8,23273.8,23064.2,22922.2,22808.2
417.787038413016,22169,22669.6,22310.6,22330.6,22245.8
422.777439794883,22135.8,22628,22410.2,22562.4,22293
427.760208668777,21837.8,22562.8,22341.2,22303.2,22335.6
432.735357714366,22337,22743.6,22707.2,22720.4,22536.8
437.702899588219,22232,22791.4,22535.6,22660.4,22527
442.662846924002,22400.8,22725.2,22691,22911.8,22630
447.615212332628,21402.2,21929.2,21861.8,21831.2,21747.4
452.560008402459,21524.2,21879.8,21848.4,21930.8,21787
457.497247699466,21502.2,22049,21998.6,22082.8,21877.4
462.42694276741,21010.4,21207.8,21338.8,21406,21252.2
467.349106127996,21553.6,22058.2,21879.8,21959.8,21738.6
472.263750281081,20871.4,21382.2,21362.6,21359.2,21267.2
477.170887704813,21472.4,21931,21873,21943.6,21820.8
482.070530855812,21397.4,21809.2,21821.4,22034.8,21719
486.962692169351,21865.2,22210.6,22199.4,22308.8,22198.6
491.847384059509,21542.4,21924,21936,21993.8,21818
496.724618919354,21375.6,21735.4,21741.2,21830,21756.4
501.594409121106,21352.8,21795.8,21769.2,22034.2,21750.2
506.456767016303,21727.8,22062.6,22176.6,22214.4,21982.8
511.311704935972,21377.6,21693.4,21664,21772.6,21692.8
516.159235190789,20755,21074.2,21139.2,21157.8,21105.8
520.999370071249,21180,21664.8,21561.6,21582,21537.4
525.832121847836,21100.6,21449.4,21529.4,21522.4,21505.4
530.657502771179,21046.6,21456.4,21469.2,21580,21348.6
535.475525072219,20586.8,20914.8,20915.4,20994.2,20857.6
540.286200962379,21076.6,21332.2,21340.6,21361.2,21245.2
545.089542633712,21011.2,21417,21468.8,21427,21365
549.885562259076,20668.2,21239.6,21106.4,20975.4,21151
554.67427199229,21602.2,22045.4,22101.2,21949.4,21969
559.455683968295,20690.8,21211.8,21092.4,21161.4,21086.8
564.229810303319,20471.8,20867.8,20790.8,20926,20723
568.996663095024,21548.6,21956.6,21861.4,22007.4,21861.8
573.756254422682,21165.8,21562.6,21570.6,21550.6,21477
578.508596347321,20630.6,21079.6,21007.8,21009.4,20975
583.253700911884,21062.8,21316.8,21424,21389.4,21398.4
587.991580141394,20990,21309.4,21495.8,21321.6,21308
592.722246043097,20632.6,21077,20862.2,20866.4,20695.2
597.445710606635,20743.4,21116.2,21061.2,21126.6,21054.6
602.161985804183,21089.6,21375,21369,21398.2,21289.2
606.871083590626,20501.4,20867.8,20958.8,20798.2,20813
611.573015903688,20464,20834.8,20936,20879.4,20827.8
616.267794664109,20522.6,20837.2,20875.6,20991.2,20888.4
620.955431775774,20801,21036.4,21143.2,21322,21138.6
625.635939125892,20428,20944,20918.8,20907.4,20793.4
630.309328585123,20940.8,21205,21273.2,21382.2,21269.2
634.975612007751,21059.4,21422.2,21548,21594.6,21416.8
639.634801231821,20403.8,20823.6,20878.2,20840.8,20824.2
644.286908079293,20720.6,20944,20930.2,20965.4,21043.6
648.931944356194,20268.8,20634.6,20796.2,20737.8,20724.2
653.569921852761,20329.4,20584.2,20757.2,20638.8,20605
658.200852343592,20475,20771.4,20854.6,20905.8,20849.8
662.824747587809,19721.4,19999.8,20063,20195,20042.2
667.441619329178,20056.4,20457.4,20519,20462,20561.2
672.05147929628,20068,20379,20461.4,20489.2,20555.6
676.654339202636,20170.8,20487.4,20640.6,20651.8,20626.4
681.250210746879,20193.8,20502,20632.4,20659.4,20545.6
685.839105612884,19952.6,20395.4,20409.4,20452.8,20390
690.421035469903,20231.4,20422.6,20619.6,20589.2,20559.6
694.996011972729,19983.8,20270.2,20394.8,20322.2,20248.2
699.564046761832,20537,20770.8,20843.8,21104.2,20802
704.125151463501,20231.8,20481.2,20550.8,20622.6,20446
708.679337689982,20326.4,20618.6,20724,20733.4,20646.4
713.22661703964,20403,20707.4,20793.8,20815.8,20724.2
717.767001097078,20164.6,20446.2,20420.8,20544.4,20500.8
722.300501433285,20025.6,20456.6,20407,20479.2,20527
726.827129605783,19352.6,19724.2,19717.2,19747.4,19846.6
731.34689715877,20037.6,20283.8,20454.8,20361.8,20399
735.859815623244,19834.4,20207.6,20165.8,20237,20162
740.365896517156,20388.6,20669.8,20585.6,20684.6,20651.2
744.865151345544,19727.4,20086.2,20265.2,20215.4,20203.8
749.357591600676,19707.6,20066.6,20050.2,20194.4,20208.2
753.843228762184,19229,19529.2,19652.4,19535.6,19489.8
758.322074297195,18893.8,19204,19346.8,19427.4,19367.8
762.794139660487,19612.6,19909.2,19984.2,19908.6,20037
767.2594362946,19115,19349.6,19527.6,19496.4,19421.2
771.717975629996,20551.8,20798,20890.2,20962.8,20841
776.169769085182,19425.4,19779.6,19668.2,19834.6,19775.6
780.614828066839,19792.8,20110.8,20091.6,20111.6,20093
785.05316396998,19066,19276.4,19338.4,19411.8,19396.6
789.484788178057,18917.2,19303.2,19152,19325.4,19187.2
793.909712063116,18931.2,19355,19172.6,19366.2,19239
798.32794698591,19645.2,19793.8,19838.6,19944.2,19771.2
802.739504296052,19149.8,19318,19286,19372.4,19334.6
807.144395332138,19213.4,19380,19438.2,19578.6,19354.8
811.542631421878,19021,19250.6,19222.8,19294.8,19309.6
815.934223882232,18751.4,19087.4,19122.4,19240.8,18995.6
820.31918401953,18514.2,18755,18773,18820.4,18844.6
824.697523129624,18753.8,18894.2,19057.4,19111.6,18984.8
829.069252497993,18844.8,19009.4,18983.4,19170,19132
833.43438339989,18602.6,18881.6,18911.6,18888.4,18876.6
837.792927100469,18285.4,18507.8,18638,18515.6,18534.6
842.14489485491,18737.8,18876.6,18927.8,19162.6,18929.2
846.490297908544,18338.2,18606.8,18648.2,18727.4,18760.4
850.829147496994,18401,18672.4,18665.8,18658.6,18748.8
855.161454846289,18380,18708.2,18762,18824.2,18689.8
859.487231173005,18667,18874.2,19023.8,19202.8,18965.4
863.806487684371,18102.2,18310.8,18334.2,18364.8,18334.2
868.119235578417,18605.8,18958,18805,19095.6,18880.4
872.425486044092,18916.6,19086.6,19285.2,19213.6,19150
876.725250261385,19363.4,19555.4,19521.2,19516.2,19462.8
881.018539401459,18838.8,19138.2,19115.6,19178.6,19076.6
885.305364626767,18849,19091.8,19184,19135.8,19066.6
889.585737091185,19289.8,19625.2,19492.8,19673.8,19548.8
893.859667940127,18221.4,18424.4,18402.6,18407.8,18413.6
898.127168310677,18154,18249,18384.6,18399,18287.6
902.388249331707,18568.2,18749.8,18750.6,18812.6,18801.2
906.642922124003,18838,19032.2,19197,19264.4,19136
910.891197800389,18283.2,18483.8,18529.4,18562.6,18495.6
915.133087465836,18320.8,18488.8,18493.6,18565,18454
919.368602217606,18162.8,18448.8,18314.2,18367.6,18393
923.597753145354,18881,18971.2,19150.6,18972.8,18999.2
927.820551331259,18469.6,18529.8,18570.4,18675.2,18575.8
932.037007850138,19120.4,19305.2,19370,19418.8,19364.8
936.247133769581,18562.4,18686.2,18826.2,18787.4,18751.8
940.450940150044,18770.2,19008.2,18981.8,19023.6,19016.4
944.648438045002,18853.2,18984.2,19009,19046.8,19054
948.839638501038,17966.2,18229,18203.2,18188.6,18161.6
953.024552557976,18815.6,19040,19019.6,19034.8,19119.8
957.203191249007,18441,18602,18696.6,18699.6,18480.8
961.375565600785,19149.8,19251,19269.4,19295,19247.4
965.541686633571,18642.2,18712.4,18837.4,18779.4,18770.2
969.701565361323,18617,18867.2,18819.2,18872,18845
973.855212791839,18603,18829.2,18712.8,18794.8,18735.2
978.002639926852,18293.8,18514.8,18471.2,18578.2,18466.2
982.143857762165,18435.4,18598.2,18644.6,18717,18655
986.278877287752,18328.4,18670.4,18595.4,18672,18597.8
990.407709487881,18557.6,18707.4,18726,18716.4,18631.6
994.53036534123,18309.2,18283.4,18429,18345.6,18317.6
998.646855820994,18651.2,18820.4,18813.6,18708.6,18741.8
1002.75719189501,17783.6,18077.2,17898.6,17974.8,17837.8
1006.86138452586,18492.2,18691,18691.6,18553.4,18605.4
1010.95944467101,18153.6,18316.6,18277.4,18307.6,18393.4
1015.05138328288,18389.4,18660.6,18705.6,18693.8,18567.8
1019.13721130899,18648.2,18878.8,18961,18783.6,18857.4
1023.21693969209,18156.6,18399.6,18438.4,18370.8,18259
1027.2905793702,17960.6,18243,18229.8,18372,18277.4
1031.3581412768,17812,18131.4,18102.8,18063.4,18082.6
1035.41963634092,18137.2,18513,18476,18576.6,18440.6
1039.47507548723,17845,18228.2,18199.4,18265.6,18100.2
1043.52446963617,17522.2,17802.6,17924,17930.6,17980.6
1047.56782970403,17864.8,18169.4,18298.4,18232.2,18283
1051.60516660314,17829.6,18112.8,18093.8,18170.8,18267.2
1055.63649124187,17514.4,17937.6,17859.4,17823.4,17859.2
1059.66181452483,17697,17998.8,18007,18058.2,17982.4
1063.68114735294,17676,18060.8,18033.4,18068.4,17975.4
1067.69450062355,18465.8,18736.8,18635,18404.4,18295.6
1071.70188523054,20302.2,20350.4,20320.8,20154.4,19985.2
1075.70331206442,20361.4,20411,20086.6,19990.4,19800.8
1079.69879201248,21257.6,21367,21066.6,20970,20855.8
1083.68833595885,20165,20101.6,20076.8,19998.4,19912.8
1087.67195478464,18919.6,19236.6,19210.8,19239.8,19183.2
1091.64965936803,18227.4,18568.2,18750.8,18728.2,18617.4
1095.62146058439,18131,18440.8,18421.2,18503,18428.4
1099.58736930637,17472.4,17896.8,17949.4,17764.8,17845.6
1103.54739640402,17732.8,17947.4,18015.6,18029,17982.6
