Wavelength,blank_rep2_acc5_I1
402.3169694,103.60436723523708
407.3303446,199.35174380881108
412.3360492,2.2191267967700696
417.3340958,-147.48636206029914
422.3244971,1.5341375020780106
427.307266,199.7764670746492
432.2824151,345.13424429352926
437.2499569,621.6705271406263
442.2099043,516.6635201625268
447.1622697,48.244036691125075
452.1070657,248.75245610586717
457.044305,317.4017455383655
461.9740001,-28.885809209148647
466.8961635,28.246028430605293
471.8108076,-43.690255410308964
476.717945,-2.177333711351821
481.6175882,211.05747478473313
486.5097495,209.16651612746682
491.3944414,203.53789717189102
496.2716763,-8.921370834921618
501.1414665,99.01040051919699
506.0038244,479.7788016113009
510.8587623,198.07860194999193
515.7062925,-86.37247159903927
520.5464274,49.5456980609888
525.3791792,240.94493280726238
530.2045601,102.31865140226728
535.0225824,-224.11577440897236
539.8332583,105.4884338806678
544.6366,80.51615615370065
549.4326196,-47.94517649541194
554.2213293,459.9020064676479
559.0027413,42.83801851307908
563.7768676,-140.9601119890358
568.5437204,511.35879561501315
573.3033118,298.0770882779361
578.0556537,28.40061773607158
582.8007583,356.88803277168336
587.5386375,271.04268313860484
592.2693034,-60.883903774743885
596.9927679,106.88243622684786
601.7090431,267.6919449937559
606.4181409,52.23660649989506
611.1200732,-112.52200981297938
615.814852,99.22460763963136
620.5024891,180.20125457973336
625.1829965,-22.24906864501645
629.8563859,420.20452840627877
634.5226693,507.16202418345165
639.1818586,46.614316694443914
643.8339654,157.245835487347
648.4790017,45.55420730291735
653.1169792,-12.207917263584022
657.7479097,40.757728571894404
662.3718049,-188.27653264093533
666.9886767,-119.95454122163028
671.5985366,-5.960449887734285
676.2013965,34.262197743510114
680.7972681,10.377283129360876
685.386163,4.8652433189290605
689.9680928,-19.517480665970652
694.5430693,-50.16200312162255
699.1111041,87.00190669575386
703.6722088,83.31751461766362
708.226395,78.95929777787205
712.7736744,119.01551779425608
717.3140584,85.86845158751203
721.8475588,-55.31396997981028
726.3741869,-169.3483928850419
730.8939545,28.076194626710276
735.406873,325.27632038815864
739.9129539,353.4457422371579
744.4122087,330.8068995548565
748.9046489,234.75358861222048
753.3902861,-179.9921078893385
757.8691316,-58.78750767499514
762.341197,73.25481639370446
766.8064936,122.38770216349803
771.265033,652.9938098060375
775.7168264,452.2042569687601
780.1618854,287.26740701546623
784.6002213,283.51141285030644
789.0318455,-138.79398172863148
793.4567694,110.8540192926539
797.8750043,249.0121895946686
802.2865616,-50.091991715882614
806.6914527,78.3822054907414
811.0896888,178.55550444856635
815.4812812,50.89573698883396
819.8662414,-66.732502031291
824.2445805,-35.77456993721353
828.6163098,198.81378463645706
832.9814407,93.8261246120037
837.3399844,-149.27831896692805
841.6919522,74.00657234056416
846.0373552,78.82038431353249
850.3762048,-106.95798085570095
854.7085122,203.91070047048925
859.0342885,241.19700974014268
863.353545,-14.261068595724282
867.6662929,112.7061913827929
