Wavelength,AAB_4 ATP_10^-11M_750_5_5_L_S2_I1,AAB_4 ATP_10^-11M_750_5_5_L_S2_I2,AAB_4 ATP_10^-11M_750_5_5_L_S2_I3,AAB_4 ATP_10^-11M_750_5_5_L_S2_I4,AAB_4 ATP_10^-11M_750_5_5_L_S2_I5
342.006421819617,-119.54569616851293,-57.762289880518466,-0.6521739443750363,3.2461962690731383,-93.10176024985104
347.112848630893,24.33060562453191,-0.35501618817775693,101.91432403406574,278.0264222431971,68.20940958239308
352.211449846096,50.98202579014537,194.6781228562428,198.88466341225475,453.156082042609,167.04569124152758
357.302238512928,21.300509392717856,74.86571382469815,260.5582901627291,351.8165342933721,-29.068270273990834
362.385227653271,27.618524526280154,171.15452560507057,266.25147243281054,338.1259386680963,-32.66671267337827
367.460430263362,361.08812313157586,290.620101192545,279.31506527970964,483.3210401396183,165.6800830888324
372.527859313997,197.29628378869614,253.6514695728049,477.68024411802406,636.2479915779284,88.65031488254016
377.587527750688,908.0831546816495,867.4328462168517,1048.3235713098854,1107.933934561703,675.9886050805707
382.639448493877,1920.524887648856,1865.624634078657,1972.8810400730727,2052.1916632459515,1670.4894917264028
387.683634439107,3239.5193053231546,2966.623054498172,2920.4609964315814,3159.4148823214628,2729.3243542163373
392.72009845721,3910.7631549291673,3686.1514835887556,3433.8771505085474,3667.0855477562527,3424.924166224612
397.748853394485,3330.717080087992,3319.1594446154513,3271.685231082263,3345.558483140423,2793.1391072065535
402.76991207289,2549.9548807393985,2568.364553849114,2564.464302016737,2710.8096115944813,2117.5615844686286
407.783287290211,1610.1457683774704,1720.3936017694477,1667.2245759880343,1859.0354000880286,1353.8103784900745
412.788991820255,827.8619800085428,887.0805009818168,905.7941009046272,1073.4264387459236,472.9156318798199
417.787038413016,365.48372889722833,543.2575957480607,429.02080845306614,672.6547926708158,303.4708409044885
422.777439794883,189.81730012982337,443.4239578153997,217.034682343762,470.61320106027347,51.31690285061552
427.760208668777,-21.346476660859693,383.69890924687405,174.89264541444396,336.19742662862666,15.418777150930794
432.735357714366,89.89656294095145,233.44974538907786,206.01044340270482,195.65987462723615,73.73999680806114
437.702899588219,62.706328264548674,322.40849327237805,230.16197664008007,314.81469758785494,100.67943866565096
442.662846924002,367.80219482940646,407.66393579258954,195.96449878836563,428.80105865605066,249.6817122743638
447.615212332628,-29.415559432045384,-17.980799111787302,109.6816591166712,118.34096399906207,-118.54592763988771
452.560008402459,-15.021538291505578,0.8968856042277711,24.988995310024336,21.96691169072787,-148.28301362530925
457.497247699466,220.9986683334528,142.9981308025654,-17.442720700991728,44.24150150734748,5.498255951314352
462.42694276741,-128.23431586915635,-85.58031184630659,-17.81877852268275,-111.94408431781002,-133.29998016628966
467.349106127996,269.6362734005679,25.483127210257628,14.415651932728366,-4.997996652729071,0.6006452354411413
472.263750281081,237.49748109365646,30.04042972758668,82.08768590135995,49.360881005248565,74.35116952263745
477.170887704813,363.76482574452336,15.533166974411596,180.82888944751573,-37.560339622417345,43.750460438811885
482.070530855812,613.0063332139805,389.0655775523268,277.02989369937654,124.94443283467277,230.22518579116647
486.962692169351,785.0023202763363,555.4201310586864,327.7416912926806,241.20038269103028,351.9988953001608
491.847384059509,481.9337721351628,486.0271333030478,329.80078336900783,170.4411819533718,284.1732800257243
496.724618919354,546.0200241165721,370.21408043137717,319.1625892337412,123.47555561269579,244.68633224669387
501.594409121106,475.06610402601973,333.2830908141094,307.6486954873281,151.04652312192513,144.47739657836954
506.456767016303,545.3718193482619,459.3485133859803,266.6207619972858,191.87671529551338,247.65839430880777
511.311704935972,392.4799778662061,311.33108727668986,197.61210624275867,66.45458691667035,225.2128834163372
516.159235190789,47.35788376110523,72.85716571700404,160.6330487235006,-78.68348517911677,-16.84122394619281
520.999370071249,476.01693406135496,257.0386452144715,188.6547333485625,65.2300753765148,96.16673800370411
525.832121847836,337.8084517719304,437.4460924329607,228.32690999120473,226.5992527951919,288.62115961088887
530.657502771179,364.8219382598319,229.65651335299913,220.8968302537365,42.072107071273166,177.4987503996119
535.475525072219,8.45075900924229,151.9956372057071,194.0386633482269,-5.178065531935346,1.2173373397956526
540.286200962379,413.08224161416786,346.8961609855405,207.7907182205166,298.18246648428067,354.62749927275144
545.089542633712,402.36663007031507,288.5315092897212,243.254215068988,201.74434571677335,313.5650328056468
549.885562259076,307.6329418178432,312.78313931252796,217.2055879172682,102.30196920061644,101.06268607580421
554.67427199229,594.9016570069115,399.24912771150906,106.18897340018043,335.3732257106134,282.50745006291453
559.455683968295,-38.41913350015366,-39.58376322265586,-2.116246480071169,13.454869999285066,-130.87343979612328
564.229810303319,30.45209646560258,-63.04704858848834,-15.523125481395482,-92.41160487913847,-117.54163566258873
568.996663095024,267.3882894506394,441.0041838760901,45.07869795487858,384.8982399845843,317.2434726048953
573.756254422682,239.6931026840611,238.7942289608742,95.32461634693712,202.97191958227256,128.47088448946172
578.508596347321,-75.31551535570861,-8.301866478652599,109.32848145330716,-26.169174274557236,-30.987141595308447
583.253700911884,242.82375277043946,340.0273128820116,114.15117319493004,286.0195213985724,87.08267582597193
587.991580141394,297.41215974276366,248.81227616803892,119.6123542405061,241.3127198495132,57.66146756336151
592.722246043097,-41.739738506362514,-46.18319476158368,122.106561713024,6.304717263308447,-66.33882863521936
597.445710606635,87.03340311039793,170.37536105223393,117.79473652255561,67.40379506459189,71.63495195426694
602.161985804183,119.4663253961966,206.90658428911155,87.16676761620955,94.90648856677802,139.99191548106185
606.871083590626,-8.050938544824099,47.26195943829257,27.340952535305043,12.9590867481121,21.315504297863377
611.573015903688,-20.6043553512574,60.46775778872971,-15.28962152130864,-22.70115534328322,-37.27569217660312
616.267794664109,33.707539820092606,0.12267764512928636,2.165231475956787,-26.68845896389491,-18.702169315395068
620.955431775774,17.5282379728451,29.52876164703089,67.46399906003454,-31.946113234456202,169.30100895359197
625.635939125892,122.42144694798856,137.49305339878396,147.66847296460412,21.49665510634879,142.38569679994663
630.309328585123,76.05381294038948,274.101922711058,227.42330889298773,197.30748578192097,239.699754768937
634.975612007751,371.6826119207697,333.75122747944783,284.6546994858021,235.17420211022218,395.40341093009147
639.634801231821,39.2539131946834,199.29728191413815,283.4367339384866,152.3128530944617,256.0674875047881
644.286908079293,246.5986978206628,260.6281764163813,222.5354033034931,186.30209959231604,372.45374003575927
648.931944356194,216.91830147313783,160.9356132081171,151.02931015473558,101.2590498198962,98.6905112750946
653.569921852761,-160.8138884780702,-22.04128374455472,110.6224614708448,3.5067558291378234,15.568797294597601
658.200852343592,176.69052571633623,37.15806805076477,89.7446034250153,46.46557909524382,182.3585781314116
662.824747587809,-60.71026475669013,-112.93723571902368,56.25979176740507,-10.163801737763777,-103.67188527290602
667.441619329178,30.554520884433646,-62.54614656479964,10.63577912695182,-35.9235023204882,17.92364830955215
672.05147929628,33.42635539919614,83.79031163537192,-18.22205399888275,47.71423327857921,-43.50163896701109
676.654339202636,30.02814604275183,-22.39819951652497,-14.118518151700066,64.25896951700858,-42.79538411401939
681.250210746879,145.638824226209,79.19838090116916,7.395916393998105,-0.6690264166992677,168.84002359884445
685.839105612884,17.476350693582347,82.40859477808915,16.32935607700557,-64.76353266845963,15.331243335621735
690.421035469903,-12.595045777669494,-76.86791649043444,1.582974618238163,-68.54450353627124,-4.719032176810522
694.996011972729,-4.581625021555597,-8.14699337820332,-11.28544009613881,-35.316191906900954,22.740703203671117
699.564046761832,178.76390989867426,126.26412486229574,18.787249078293073,46.18920516064925,91.20830186163047
704.125151463501,343.7478561923987,238.60823209670107,100.58008970068497,171.35959794377726,157.0235422809551
708.679337689982,361.7707826802285,282.9997306179233,188.96335204301192,180.46637854679312,234.2439223639696
713.22661703964,401.708041155679,261.37156726585334,225.78256478925843,83.89175048265761,278.35060870771747
717.767001097078,364.8040947060767,252.5984040356002,197.2857210967279,47.77830815930986,154.0201006716222
722.300501433285,202.3069486661334,130.4587866797321,140.34310352544375,22.678873844724162,-62.11685994905738
726.827129605783,56.34976678473096,-15.036049185696648,104.80082539186353,-24.209561365518603,-65.57952990770521
731.34689715877,195.19529256519115,35.00438781463273,119.06955365598056,24.217565581976316,87.8887230600098
735.859815623244,211.11452932725615,277.6211516317769,173.6409578653895,196.36799900444495,237.7424298331525
740.365896517156,565.3422355377181,330.33232651485093,224.57113035851424,321.0418830131561,355.9020084666678
744.865151345544,267.5218293880654,144.20068387596257,220.23006726075118,267.7962004587784,238.68899794926213
749.357591600676,236.69670181599076,12.26068410722246,138.8996189619005,113.78610126301798,227.56195249538632
753.843228762184,32.64385160866705,-111.72411760370181,18.08663803320878,-15.543582423467669,-24.573032712760035
758.322074297195,-74.32530200375314,-16.263706444730587,-50.05195558628691,-21.92302764871159,-43.67371639335887
762.794139660487,201.67499593375194,16.364853197345624,17.301707184111187,-38.635634777590354,44.56470912906813
767.2594362946,-23.818821987743632,38.36679791035446,202.82591321740492,37.96820809789863,41.209793907832434
771.717975629996,547.6524769838294,386.0059967244132,370.82683751964333,328.2457578297839,456.40282224693493
776.169769085182,394.32982965379165,326.5024223605074,382.2826851549879,392.5100550395101,327.8762121096905
780.614828066839,354.70142895360965,119.69698907594056,241.07941809843388,269.4362875458236,293.6347666653196
785.05316396998,212.69864184428008,27.747170517003255,101.54485446660837,112.99411548433092,93.95877241901468
789.484788178057,-57.249280051624055,-115.23916429264031,111.60643279913211,-55.97240137054189,-188.69855734965194
793.909712063116,240.02475813696293,74.44267074068568,263.6465508290318,173.9914176859817,240.0614391045135
798.32794698591,501.8147463768664,264.49913636495853,422.5122355127644,470.4014675600048,330.3899035692204
802.739504296052,421.8505084317354,224.7823126674179,473.8228769339315,372.98158419046683,360.10518699095235
807.144395332138,266.4269714522681,122.84977275618468,405.2667832297176,280.29410167111774,367.6131972372949
811.542631421878,205.38683729338493,74.20517950970263,284.8562011769999,256.89929955653514,204.02772772053606
815.934223882232,38.20392082035215,10.066181494912598,215.2819077837753,69.32287022337863,28.658382416253474
820.31918401953,-4.494290641289105,-9.182242108078583,261.53046446000457,23.676076029299736,-42.32038808748464
824.697523129624,130.57444741091945,208.40626017573032,372.2252982429595,245.04283205518442,100.72770632837506
829.069252497993,80.81447698768389,180.66850073464317,419.9035114990535,295.63169407200735,46.01209980559496
833.43438339989,35.5488521204447,12.091362389858531,345.31606842756054,108.08247112363424,30.36775271557175
837.792927100469,-3.281273766361979,57.93389153147393,208.11980498493355,33.174258993365285,-26.78356361038945
842.14489485491,14.833327908628434,6.014496937289312,91.77510623098374,114.32625049833108,-0.3822703369343272
846.490297908544,88.09326591186905,-57.287099163983996,24.79527734530725,112.83851731091613,31.187570235480248
850.829147496994,-37.42103220974616,-21.60995164508691,-4.801949820688158,-21.92800401845092,-141.3352610410966
855.161454846289,12.317371028610232,-13.907123168224743,-17.92823278965072,-67.27364367596725,67.57719669663169
859.487231173005,-77.85242077847131,-18.563765277616355,-20.29171894639725,3.316488232381346,62.35419242111954
863.806487684371,-196.65247949930858,17.83714723702822,20.18796668789036,-20.660294560886726,-126.46060839570896
868.119235578417,93.10054601153615,161.3729327763244,135.75596100362498,13.139863783981255,72.69464418569115
872.425486044092,388.5674573015202,373.9430135385674,287.64671096345205,373.95134946982506,312.0366415155373
876.725250261385,344.9584429375039,410.36176794651357,391.1071700853001,548.5883080392549,379.41128663235963
881.018539401459,150.91906645543645,321.2704003227199,403.9888433825314,296.53020664619805,283.1801062688154
885.305364626767,382.561496478293,457.9481805262517,331.1276025214826,328.4199546555405,385.92895477757133
889.585737091185,413.7633792484538,413.549915325485,188.56556960262643,403.44769160470474,342.2332031930857
893.859667940127,68.90156524265024,9.960985136017655,41.795108625395585,66.79389422771193,-45.760554043383955
898.127168310677,-127.26941839870554,-90.48203415402966,0.17143550405773667,-49.29939101032166,-87.24127222082322
902.388249331707,76.05625122410325,153.1136817693053,76.06799437605281,144.008567301553,154.70345439023427
906.642922124003,287.91295008252825,332.670525466001,136.37074359546142,214.7393997383241,253.90598555196178
910.891197800389,-22.31168305470984,137.11376487889106,84.04571092921773,39.44884379392478,89.1319875527278
915.133087465836,-16.01420883430822,-100.47797289056776,-4.151172511253108,-108.91734477215323,-147.31523858404606
919.368602217606,52.2823443172081,11.85440597770068,1.3217040802373674,43.577119595005044,6.664635842557388
923.597753145354,273.2354212841265,68.67316186967545,112.23725419575715,146.64891403343358,63.60736738239356
927.820551331259,16.01074912318451,139.590202896437,240.79511503159756,178.0287287224864,26.039956285658548
