Raman shift cm-1,4ATP_10uM_rep3_acc3_processed_intensity
-93.47115107,473.5734563254829
-87.69374369,21.939715477130274
-81.9253076,-22.408735589732522
-76.16582701,20.616425879235
-70.41528615,56.79011333174316
-64.67366933,-44.58361071121592
-58.94096086,-95.15674486868721
-53.21714512,12.733595597012124
-47.50220652,-45.33694890138871
-41.79612954,70.64073527758009
-36.09889866,161.0783910485067
-30.41049843,141.5693825372885
-24.73091343,8.258519638192418
-19.0601283,6.356134840529627
-13.39812769,7.003484940025359
-7.744896327,-24.880675451565885
-2.100418946,27.60131839707835
3.535319659,138.9759351327578
9.162334658,32.986857621324255
14.78064118,14.154112532181347
20.39025432,17.869865893387615
25.99118913,-15.964595513152378
31.58346061,154.43984019757002
37.16708375,156.78620930719254
42.74207347,95.68028827162243
48.30844468,24.028328665082167
53.86621222,41.08823462420213
59.41539093,-102.13477156550474
64.95599558,-70.15867680421162
70.48804091,197.11296975390565
76.01154164,153.23500736133067
81.52651243,-17.455983456229404
87.03296792,19.12735470164739
92.5309227,204.720268200279
98.02039134,-33.43374850193098
103.5013884,24.963152498967276
108.9739282,49.49155992119894
114.4380255,43.29743800579299
119.8936944,65.67317482004967
125.3409495,329.95170665735566
130.779805,19.374074344865164
136.2102753,-104.96085027968108
141.6323747,-9.86071143318642
147.0461174,121.68944907950635
152.4515176,-3.4365813760847317
157.8485895,1.7998681756272106
163.2373472,-39.145576735438354
168.6178049,-17.779883889316018
173.9899766,123.4877033696211
179.3538764,3.5945880648789483
184.7095182,33.35644535635517
190.0569161,61.20080853490953
195.396084,110.44881248996862
200.7270358,-88.50683273849693
206.0497854,47.455507414950915
211.3643466,-37.701748189666006
216.6707333,58.2058850707686
221.9689593,-33.61191548154301
227.2590382,19.111942989833267
232.5409839,-48.701906973249095
237.8148101,-48.52279951361248
243.0805303,65.04248784037281
248.3381582,67.4366142695375
253.5877075,126.83423835008463
258.8291917,136.93332592755706
264.0626244,226.24858178352983
269.288019,354.3637531344074
274.5053891,421.5005049769677
279.7147481,237.68481865716575
284.9161094,254.5004794309306
290.1094865,324.94778938642986
295.2948927,267.9165638273682
300.4723414,286.40813876511925
305.6418459,23.226708297156385
310.8034194,-97.07090796347364
315.9570752,33.033837600611285
321.1028267,219.15192286554787
326.2406869,161.0853540349791
331.370669,425.8318627897445
336.4927863,574.4857433283197
341.6070517,509.2808920167014
346.7134786,675.1517994880207
351.8120798,834.4068715626211
356.9028684,933.7405564955703
361.9858576,949.9236786483516
367.0610602,1188.1866880721132
372.1284892,1579.9948842907615
377.1881577,3029.990834383943
382.2400784,5747.768772372379
387.2842644,8866.759292370187
392.3207284,10181.635409926166
397.3494833,8426.728844970452
402.370542,5799.201543461626
407.3839172,3385.7669201848735
412.3896217,1909.7780547011705
417.3876683,1277.0420683342077
422.3780697,531.1071982492067
427.3608386,461.2000985926803
432.3359876,364.76729055395856
437.3035295,378.1594679912955
442.2634769,359.93631414146074
447.2158423,8.903729341593277
452.1606383,149.83021320590515
457.0978776,142.56981192935297
462.0275727,-34.74254064530061
466.9497361,128.55508738561895
471.8643802,-57.65170156982252
476.7715176,29.13319979411913
481.6711608,57.44179421157094
486.5633221,96.41144634894704
491.448014,164.62002203343064
496.3252488,18.529873930951435
501.195039,159.52858739027286
506.0573969,201.01205280780897
510.9123349,284.44842119009587
515.7598651,-9.061188733916795
520.6,166.49590543339698
525.4327518,198.4050119858571
530.2581327,104.44505229891801
535.076155,16.006101148968753
539.8868309,211.7739341125044
544.6901726,239.92597854929062
549.4861922,186.27614225835464
554.2749019,400.84858512771837
559.0563139,37.649830091344015
563.8304402,-45.66264189858219
568.597293,209.12384146620556
573.3568844,187.91402293463324
578.1092263,-28.921848543822055
582.8543308,35.37640218832902
587.5922101,-13.567656019476473
592.322876,-56.62810069278743
597.0463405,-12.285360048286298
601.7626157,48.25795052249566
606.4717135,-68.73747727939033
611.1736458,62.613118159750655
615.8684246,-88.50844697313168
620.5560617,-11.375727966043556
625.2365691,56.700625170524205
629.9099585,69.4625628480704
634.5762419,446.4698931920142
639.2354312,465.07772603385035
643.887538,413.78464659934866
648.5325743,121.27089396891199
653.1705518,55.16116518510563
657.8014823,149.73238097626478
662.4253775,-100.30298853839317
667.0422493,35.95861543459324
671.6521092,34.89745104167628
676.2549691,-29.125280646119137
680.8508407,20.042885929516387
685.4397355,-78.82359395326738
690.0216654,31.156557408220294
694.5966419,59.49081664282252
699.1646767,261.4841995445927
703.7257814,330.6372050647475
708.2799676,219.37509463063594
712.827247,190.4537668882636
717.367631,171.86262551276207
721.9011314,48.28467409200083
726.4277595,-90.87182978645727
730.9475271,151.59291369858346
735.4604456,12.65661042034631
739.9665264,348.3285397284451
744.4657813,105.05956060812431
748.9582215,130.22436401036407
753.4438587,-12.94339112977893
757.9227042,-35.67033976520099
762.3947696,94.2211885829134
766.8600662,-12.681478917786244
771.3186056,329.51277752427706
775.770399,20.675529513374777
780.215458,273.16888135475057
784.6537939,-10.999694222692293
789.0854181,37.83709004815271
793.510342,212.26870178686875
797.9285769,573.5224716935342
802.3401342,661.2810935662956
806.7450253,531.0659428528237
811.1432614,514.3949262696726
815.5348538,405.9500902404491
819.9198139,260.79067446673633
824.2981531,303.786405574843
828.6698824,197.72877889468674
833.0350133,145.19073730508927
837.393557,45.05218369304371
