Raman shift cm-1,4ATP_1fM_rep2_acc4_processed_intensity
-93.47115107,502.3863724312667
-87.69374369,33.57246371373803
-81.9253076,-35.67608005205346
-76.16582701,123.9758084424989
-70.41528615,140.71357703318782
-64.67366933,19.157264969697934
-58.94096086,-32.5335506201105
-53.21714512,-13.776688190055845
-47.50220652,8.98135779834705
-41.79612954,97.94355111393266
-36.09889866,222.3702191804546
-30.41049843,229.65374315891785
-24.73091343,128.05560363187072
-19.0601283,49.1319288927904
-13.39812769,14.389470527707026
-7.744896327,-8.780226231004534
-2.100418946,12.578514081748807
3.535319659,82.5308646307241
9.162334658,108.31552542622532
14.78064118,38.03155730285194
20.39025432,-12.07372383499866
25.99118913,77.27288161248136
31.58346061,188.6670625449018
37.16708375,148.5981128147887
42.74207347,36.50427635267981
48.30844468,1.6736213563709743
53.86621222,-14.045646581206661
59.41539093,-62.481955595671664
64.95599558,-26.32770191469381
70.48804091,70.00329079837536
76.01154164,60.13993948704019
81.52651243,30.94254477978489
87.03296792,120.05676225783898
92.5309227,175.14112461580842
98.02039134,113.26988771467416
103.5013884,57.74077393383746
108.9739282,30.39118201577424
114.4380255,69.08389549264928
119.8936944,249.45889740071752
125.3409495,355.77213410162517
130.779805,178.41691040323508
136.2102753,-28.43735269201275
141.6323747,14.691673109084288
147.0461174,131.44840099259974
152.4515176,82.44129449300553
157.8485895,-24.942803607100785
163.2373472,-0.938474527860059
168.6178049,127.3359998547301
173.9899766,207.44966286524485
179.3538764,178.95022296422306
184.7095182,146.2615228037412
190.0569161,174.62253043226048
195.396084,155.51570621384315
200.7270358,60.026849197644154
206.0497854,29.191636606067593
211.3643466,74.63097219026099
216.6707333,62.03541957631662
221.9689593,4.0718783500841695
227.2590382,15.642840580116921
232.5409839,67.15602768270061
237.8148101,58.32685951609035
243.0805303,0.18021543657927808
248.3381582,-34.38914375331088
253.5877075,-7.747561402951442
258.8291917,73.44238553250761
264.0626244,167.58725347830153
269.288019,225.41784106725686
274.5053891,210.33045789881666
279.7147481,130.21272188372723
284.9161094,75.18683043217072
290.1094865,114.32080461267634
295.2948927,170.63805768528755
300.4723414,124.04851339503507
305.6418459,10.785622722286677
310.8034194,4.674767418521462
315.9570752,152.94573609578177
321.1028267,302.6640357599592
326.2406869,359.8029579927055
331.370669,370.6541522386539
336.4927863,386.21396547751414
341.6070517,455.1313416032731
346.7134786,578.1528612640558
351.8120798,641.2829225187993
356.9028684,624.5364790514543
361.9858576,672.8910511882766
367.0610602,801.3201723806121
372.1284892,1013.7371285522115
377.1881577,1742.6616004279297
382.2400784,3387.117776816564
387.2842644,5320.2248505101115
392.3207284,6203.913680949638
397.3494833,5488.297006913899
402.370542,3896.198188784402
407.3839172,2393.9460655146113
412.3896217,1354.8706408469902
417.3876683,700.2757030809485
422.3780697,315.84967554784964
427.3608386,172.07818482973755
432.3359876,207.60175806636965
437.3035295,255.55211388746022
442.2634769,168.80935682841627
447.2158423,19.022557369172077
452.1606383,-24.816770022655874
457.0978776,1.6348762523799536
462.0275727,-9.05155897179472
466.9497361,-10.757830805980774
471.8643802,16.709468780065848
476.7715176,7.789555381480241
481.6711608,3.541365106300603
486.5633221,75.25983902706716
491.448014,151.05379930752318
496.3252488,155.0643861820943
501.195039,128.63359390779863
506.0573969,81.66472189979345
510.9123349,-11.235429122996813
515.7598651,-53.74544771009462
520.6,23.145431371316484
525.4327518,87.93573848621631
530.2581327,58.97465813706644
535.076155,37.63354387193247
539.8868309,62.73561227607307
544.6901726,117.69366156733105
549.4861922,228.7245533051387
554.2749019,257.71745846579324
559.0563139,99.47580037035642
563.8304402,20.152309762252855
568.597293,133.65807367049882
573.3568844,141.1129098291293
578.1092263,7.903049928203055
582.8543308,-27.162297093142094
587.5922101,2.3664736143830805
592.322876,-1.0144532670568527
597.0463405,23.94482518756773
601.7626157,35.87258257567266
606.4717135,-28.850201807302394
611.1736458,-61.866535201403565
615.8684246,-14.944150085867351
620.5560617,5.152248134497958
625.2365691,-2.4217408558034412
629.9099585,68.8155332583352
