Name,AAB_AS_750_5_5_H_S1.csv,,,,,,,,,
Date,02/08/2024 14:29,,,,,,,,,
Tag,AAB_AS_750_5_5_H_S1,,,,,,,,,
Comment,,,,,,,,,,
Peak raman shift[cm-1],392.3410158,,,,,,,,,
Integration[ms],750,,,,,,,,,
Averaging,5,,,,,,,,,
Measure data Count,5,,,,,,,,,
Source wave length,784.7207916,,,,,,,,,
Calibrate value 0,778.657113,,,,,,,,,
Calibrate value 1,0.351105861,,,,,,,,,
Calibrate value 2,-0.000114612,,,,,,,,,
Calibrate value 3,-1.40E-08,,,,,,,,,
Calibrate value 4,-6.35E-12,,,,,,,,,
Calibrate value 5,6.47E-14,,,,,,,,,
Sensor pixel num,512,,,,,,,,,
Count monitor raman shift,0,,,,,,,,,
Count monitor value,0,,,,,,,,,
Dark name,,,,,,,,,,
Ramanshift[cm-1],1,2,3,4,5,6,7,8,9,10
918.9895195,16626.4,16954.4,16945.2,17121.6,17184.4,16626.4,16954.4,16945.2,17121.6,17184.4
923.2186705,17289.6,17485.2,17450.6,17625,17738.6,17289.6,17485.2,17450.6,17625,17738.6
927.4414686,16893.6,17103.6,17051.6,17175.2,17284.4,16893.6,17103.6,17051.6,17175.2,17284.4
931.6579252,17552.6,17838.8,17893.6,17783.4,18003.2,17552.6,17838.8,17893.6,17783.4,18003.2
935.8680511,16950.2,17308.8,17335.6,17232.4,17425.8,16950.2,17308.8,17335.6,17232.4,17425.8
940.0718575,17188.4,17427,17459.6,17478.2,17549.2,17188.4,17427,17459.6,17478.2,17549.2
944.2693554,17230.6,17410.2,17612,17520.8,17634.4,17230.6,17410.2,17612,17520.8,17634.4
948.4605558,16456,16658.8,16671.8,16663.8,16957.2,16456,16658.8,16671.8,16663.8,16957.2
952.6454699,17135.6,17457.4,17459.6,17522,17609.8,17135.6,17457.4,17459.6,17522,17609.8
956.8241086,16881.4,17100.8,17156.8,17222,17260.4,16881.4,17100.8,17156.8,17222,17260.4
960.9964829,17402,17575.8,17692.8,17828.6,17872.8,17402,17575.8,17692.8,17828.6,17872.8
965.1626039,17016,17234.8,17201,17288.4,17321.2,17016,17234.8,17201,17288.4,17321.2
969.3224827,16843.8,17291.6,17206.8,17303.6,17356.6,16843.8,17291.6,17206.8,17303.6,17356.6
973.4761301,16973.8,17247.2,17112.4,17328.2,17391.2,16973.8,17247.2,17112.4,17328.2,17391.2
977.6235572,16885.4,17149.2,16984.8,16970,17198.6,16885.4,17149.2,16984.8,16970,17198.6
981.7647751,16869.2,17144.6,17090.8,17159.2,17254,16869.2,17144.6,17090.8,17159.2,17254
985.8997946,16814.2,17087,17072.8,17173.8,17162.2,16814.2,17087,17072.8,17173.8,17162.2
990.0286268,16926.4,17114.6,17101.8,17187,17312.8,16926.4,17114.6,17101.8,17187,17312.8
994.1512826,16555.2,16870.2,16911.4,16845.4,16911,16555.2,16870.2,16911.4,16845.4,16911
998.2677731,17005.2,17283.2,17290.6,17297.8,17322.6,17005.2,17283.2,17290.6,17297.8,17322.6
1002.378109,16125.4,16452.6,16413.8,16394,16549.6,16125.4,16452.6,16413.8,16394,16549.6
1006.482302,16790.2,17007,17047,17106.8,17167.6,16790.2,17007,17047,17106.8,17167.6
1010.580362,16373.4,16896.4,16819.2,16861,16947.6,16373.4,16896.4,16819.2,16861,16947.6
1014.672301,16932,17061.8,17224,17153.6,17230.2,16932,17061.8,17224,17153.6,17230.2
1018.758129,17107.2,17415.4,17325,17531.6,17559.8,17107.2,17415.4,17325,17531.6,17559.8
1022.837857,16587.2,17012.4,16978.6,16947,17126.6,16587.2,17012.4,16978.6,16947,17126.6
1026.911497,16676.2,16830.6,16910,16830.6,16999.6,16676.2,16830.6,16910,16830.6,16999.6
1030.979059,16421.4,16695,16623,16707,16842.6,16421.4,16695,16623,16707,16842.6
1035.040554,16751.8,17055,16997.8,17031,17191.6,16751.8,17055,16997.8,17031,17191.6
1039.095993,16570,16807,16722.4,16699,16856.8,16570,16807,16722.4,16699,16856.8
1043.145387,16094.2,16564.2,16549,16484,16510.4,16094.2,16564.2,16549,16484,16510.4
1047.188747,16419.4,16607.2,16768.2,16780.6,16895.4,16419.4,16607.2,16768.2,16780.6,16895.4
1051.226084,16448.4,16658.6,16597.2,16630.6,16724.2,16448.4,16658.6,16597.2,16630.6,16724.2
1055.257409,16219.8,16413.2,16417.4,16300.4,16523,16219.8,16413.2,16417.4,16300.4,16523
1059.282732,16172.6,16448.2,16356.8,16487.8,16503.4,16172.6,16448.2,16356.8,16487.8,16503.4
1063.302065,16136.6,16432,16279.2,16357.8,16441,16136.6,16432,16279.2,16357.8,16441
1067.315418,16433.4,16626.8,16606.6,16677.8,16731.2,16433.4,16626.8,16606.6,16677.8,16731.2
1071.322803,17572.8,17908.8,17831.2,17811.4,18032,17572.8,17908.8,17831.2,17811.4,18032
1075.324229,17159.8,17464.4,17407.8,17521.6,17484.4,17159.8,17464.4,17407.8,17521.6,17484.4
1079.319709,17965.4,18270.2,18134.6,18225.8,18106,17965.4,18270.2,18134.6,18225.8,18106
1083.309253,17134,17384.2,17501,17436.8,17523,17134,17384.2,17501,17436.8,17523
1087.292872,16700,16981.6,16953,17160.4,17066.8,16700,16981.6,16953,17160.4,17066.8
1091.270577,16523.2,16879.8,16880.2,16873.4,16889.4,16523.2,16879.8,16880.2,16873.4,16889.4
1095.242378,16597.2,16837.2,16811.8,16857.8,17103.2,16597.2,16837.2,16811.8,16857.8,17103.2
1099.208287,16099.8,16427,16459.4,16373,16555.4,16099.8,16427,16459.4,16373,16555.4
1103.168314,16236.8,16623.8,16601.2,16631,16663.4,16236.8,16623.8,16601.2,16631,16663.4
1107.12247,16073.6,16498.8,16556,16451,16545.2,16073.6,16498.8,16556,16451,16545.2
1111.070767,16273.4,16648.4,16613.8,16674.2,16670.6,16273.4,16648.4,16613.8,16674.2,16670.6
1115.013214,16325.4,16564.4,16539.6,16489,16611,16325.4,16564.4,16539.6,16489,16611
1118.949823,16182.2,16502.6,16441.4,16382.4,16557.4,16182.2,16502.6,16441.4,16382.4,16557.4
1122.880605,16501.6,16776,16725.8,16830,16948.4,16501.6,16776,16725.8,16830,16948.4
1126.805571,16231.4,16337.2,16411.4,16361.4,16544,16231.4,16337.2,16411.4,16361.4,16544
1130.72473,16256.4,16491.8,16425.2,16446.8,16508.8,16256.4,16491.8,16425.2,16446.8,16508.8
1134.638096,17221.4,17483.6,17507.8,17438,17483.2,17221.4,17483.6,17507.8,17438,17483.2
1138.545677,17212.8,17519.4,17434.8,17487.8,17478.4,17212.8,17519.4,17434.8,17487.8,17478.4
1142.447485,17136,17407,17422.2,17300,17437.8,17136,17407,17422.2,17300,17437.8
1146.343531,16871,17218.6,17142.4,17370.8,17314,16871,17218.6,17142.4,17370.8,17314
1150.233826,16277.6,16615.2,16671.8,16712.8,16671.2,16277.6,16615.2,16671.8,16712.8,16671.2
1154.11838,16549.8,16862.2,16768,16840.4,16879.8,16549.8,16862.2,16768,16840.4,16879.8
1157.997204,15890.4,16183.8,16136,16223.4,16311,15890.4,16183.8,16136,16223.4,16311
1161.87031,15747.8,16090,15971,16091.6,16100,15747.8,16090,15971,16091.6,16100
1165.737708,16225.6,16475.8,16457.2,16608.8,16676.8,16225.6,16475.8,16457.2,16608.8,16676.8
1169.599408,15781.8,16224,16182,16175,16385,15781.8,16224,16182,16175,16385
1173.455423,16215.6,16503.2,16513.4,16634,16647.8,16215.6,16503.2,16513.4,16634,16647.8
1177.305762,15239.8,15730,15719.2,15751.2,15738.4,15239.8,15730,15719.2,15751.2,15738.4
1181.150436,15534.4,15837,15828.2,15859.6,15985,15534.4,15837,15828.2,15859.6,15985
1184.989456,15941.2,16262.4,16226.2,16252.2,16382.6,15941.2,16262.4,16226.2,16252.2,16382.6
1188.822834,15926.6,16122.2,16172.2,16210.4,16221.6,15926.6,16122.2,16172.2,16210.4,16221.6
1192.650579,15514.6,15989,15921.8,15852.6,15922,15514.6,15989,15921.8,15852.6,15922
1196.472704,15314.4,15654.8,15586.4,15610.4,15725.6,15314.4,15654.8,15586.4,15610.4,15725.6
1200.289217,15455.2,15764.2,15588.8,15752,15905.4,15455.2,15764.2,15588.8,15752,15905.4
1204.100132,15123,15409.2,15412.8,15478.4,15479.6,15123,15409.2,15412.8,15478.4,15479.6
1207.905457,14791.8,15049.8,15010.2,15131.4,15074.4,14791.8,15049.8,15010.2,15131.4,15074.4
1211.705205,15337,15616.8,15613.4,15673.8,15785.8,15337,15616.8,15613.4,15673.8,15785.8
1215.499385,14979.8,15235.8,15159,15348.2,15309.2,14979.8,15235.8,15159,15348.2,15309.2
1219.28801,16489.6,16683.6,16614.6,16669,16734.6,16489.6,16683.6,16614.6,16669,16734.6
1223.071088,14898,15245.6,15244.8,15310.2,15411.6,14898,15245.6,15244.8,15310.2,15411.6
1226.848633,14926.6,15258.2,15216.2,15320.4,15346.8,14926.6,15258.2,15216.2,15320.4,15346.8
1230.620654,15222,15537.2,15522,15545.8,15571.4,15222,15537.2,15522,15545.8,15571.4
1234.387161,15419.8,15616,15565,15576.6,15666.8,15419.8,15616,15565,15576.6,15666.8
1238.148167,14867.2,15268.4,15222.8,15367.6,15357,14867.2,15268.4,15222.8,15367.6,15357
1241.903682,14994.4,15299.6,15238,15215.4,15511.8,14994.4,15299.6,15238,15215.4,15511.8
1245.653716,15224.8,15597.6,15519,15572.6,15642,15224.8,15597.6,15519,15572.6,15642
1249.398281,15183.6,15595.4,15530.8,15506.6,15602.2,15183.6,15595.4,15530.8,15506.6,15602.2
1253.137388,14680.2,14849.8,14649.8,14798.6,14816,14680.2,14849.8,14649.8,14798.6,14816
1256.871046,15001.6,15253.4,15268.4,15277.6,15296.2,15001.6,15253.4,15268.4,15277.6,15296.2
1260.599268,14718.6,15002.2,15069,15139,15206.2,14718.6,15002.2,15069,15139,15206.2
1264.322064,14944.2,15224.8,15233.8,15205.2,15388.6,14944.2,15224.8,15233.8,15205.2,15388.6
1268.039444,14850.4,15141.2,15167.2,15239.8,15273.6,14850.4,15141.2,15167.2,15239.8,15273.6
1271.75142,14545.8,14839,14764.6,14937.2,15032,14545.8,14839,14764.6,14937.2,15032
1275.458002,14449.2,14855.2,14704.4,14751,14872.6,14449.2,14855.2,14704.4,14751,14872.6
1279.159202,14966.2,15256,15128.4,15232.6,15257,14966.2,15256,15128.4,15232.6,15257
1282.85503,15184,15449.2,15416,15488.4,15511,15184,15449.2,15416,15488.4,15511
1286.545498,14798.6,15049.2,15024.2,15028.6,15186,14798.6,15049.2,15024.2,15028.6,15186
1290.230615,14589.4,14827.2,14778.4,14959.6,14882.6,14589.4,14827.2,14778.4,14959.6,14882.6
1293.910393,14715.4,15004.8,14958.2,15036,15084.2,14715.4,15004.8,14958.2,15036,15084.2
1297.584843,15124.6,15459.4,15502.6,15488.4,15603,15124.6,15459.4,15502.6,15488.4,15603
1301.253975,14609.8,14946.6,14842.8,14916.8,14961.4,14609.8,14946.6,14842.8,14916.8,14961.4
1304.917801,14964.2,15181,15209.6,15176.6,15257.6,14964.2,15181,15209.6,15176.6,15257.6
1308.576331,15085.8,15256.2,15332.4,15274.6,15483.6,15085.8,15256.2,15332.4,15274.6,15483.6
1312.229576,14999.2,15416.8,15184.8,15367.8,15300.8,14999.2,15416.8,15184.8,15367.8,15300.8
1315.877548,14555.8,14654.8,14734,14730.6,14824.2,14555.8,14654.8,14734,14730.6,14824.2
1319.520256,14556.4,14856.2,14808.4,14745.8,14911.6,14556.4,14856.2,14808.4,14745.8,14911.6
1323.157713,15239.8,15579.8,15458.2,15647.2,15664.8,15239.8,15579.8,15458.2,15647.2,15664.8
1326.789928,14783.6,14996,14929.8,15034.8,15176,14783.6,14996,14929.8,15034.8,15176
1330.416913,15224.4,15567.6,15467,15526,15699.4,15224.4,15567.6,15467,15526,15699.4
1334.038678,14554,15013.2,14975,14891.8,15098.4,14554,15013.2,14975,14891.8,15098.4
1337.655235,14843.2,15123.6,15104.6,15141.2,15171.2,14843.2,15123.6,15104.6,15141.2,15171.2
1341.266595,14489,14794.6,14842.4,14877.4,14957.8,14489,14794.6,14842.4,14877.4,14957.8
1344.872767,14538,14832.6,14731.2,14666.6,14900.6,14538,14832.6,14731.2,14666.6,14900.6
1348.473764,14378.2,14627,14721.2,14697.2,14834.8,14378.2,14627,14721.2,14697.2,14834.8
1352.069596,14415.8,14652.8,14572.2,14783.8,14796.8,14415.8,14652.8,14572.2,14783.8,14796.8
1355.660275,14493.4,14803,14798,14790,14856.6,14493.4,14803,14798,14790,14856.6
1359.24581,15022.4,15326,15297.4,15334.8,15455.2,15022.4,15326,15297.4,15334.8,15455.2
1362.826213,14594.6,14888.6,14844.2,14871.4,15011.8,14594.6,14888.6,14844.2,14871.4,15011.8
1366.401495,14651.6,15007.4,14845,14977.8,15071.2,14651.6,15007.4,14845,14977.8,15071.2
1369.971667,14621.4,14881.8,14840.8,15016.4,14923,14621.4,14881.8,14840.8,15016.4,14923
1373.536739,14914,15088.4,15076.6,15169.8,15154.2,14914,15088.4,15076.6,15169.8,15154.2
1377.096724,15045.6,15272.4,15273.8,15186.6,15335.6,15045.6,15272.4,15273.8,15186.6,15335.6
1380.651631,14985.8,15238.2,15192.8,15222.2,15225.8,14985.8,15238.2,15192.8,15222.2,15225.8
1384.201471,14870.4,15176.6,15072,15071.4,15166.4,14870.4,15176.6,15072,15071.4,15166.4
1387.746256,15177,15312.4,15212.2,15232,15277.6,15177,15312.4,15212.2,15232,15277.6
1391.285997,14674.6,15070.2,14962.6,15041.2,15069.4,14674.6,15070.2,14962.6,15041.2,15069.4
1394.820705,14403.6,14845.8,14839.2,14814.4,14850,14403.6,14845.8,14839.2,14814.4,14850
1398.35039,14417.8,14833.6,14726,14848,14839.6,14417.8,14833.6,14726,14848,14839.6
1401.875063,14640.2,14876.4,14893.6,14944.4,15005.2,14640.2,14876.4,14893.6,14944.4,15005.2
1405.394736,14528.6,14739.8,14603.8,14659.6,14845.8,14528.6,14739.8,14603.8,14659.6,14845.8
1408.909419,14037.6,14297.8,14234.6,14356.4,14428.2,14037.6,14297.8,14234.6,14356.4,14428.2
1412.419124,13755.4,14037.4,13906.2,14020,14070,13755.4,14037.4,13906.2,14020,14070
1415.923861,14153.4,14406.2,14375.2,14478.2,14513.6,14153.4,14406.2,14375.2,14478.2,14513.6
1419.423642,14844.6,15126.4,15107.6,15195.8,15135,14844.6,15126.4,15107.6,15195.8,15135
1422.918478,14587.4,14889.2,14732.8,14784.4,14899.2,14587.4,14889.2,14732.8,14784.4,14899.2
1426.408379,14657,14873.8,14792.4,14843.6,14880,14657,14873.8,14792.4,14843.6,14880
1429.893356,15163.4,15216.2,15341.4,15345.6,15369.4,15163.4,15216.2,15341.4,15345.6,15369.4
1433.373421,14443.6,14757,14750.4,14732.8,14717.4,14443.6,14757,14750.4,14732.8,14717.4
1436.848585,14434,14717,14664,14778.8,14759.2,14434,14717,14664,14778.8,14759.2
1440.318858,14451.2,14796,14779.2,14703,14796.8,14451.2,14796,14779.2,14703,14796.8
1443.784253,14043.4,14255.4,14232,14315.2,14517.4,14043.4,14255.4,14232,14315.2,14517.4
1447.244779,13893.4,14211,14209,14136.6,14264,13893.4,14211,14209,14136.6,14264
1450.700448,13897,14080.4,14126.2,14202.4,14185,13897,14080.4,14126.2,14202.4,14185
1454.15127,14332,15200.2,14526.6,14483,14553.4,14332,15200.2,14526.6,14483,14553.4
1457.597258,14159.8,14301.4,14428,14390.8,14460.8,14159.8,14301.4,14428,14390.8,14460.8
1461.038422,14255,14554.2,14538.4,14567.6,14542.8,14255,14554.2,14538.4,14567.6,14542.8
1464.474773,14493.4,14632.2,14497.8,14541.4,14763.2,14493.4,14632.2,14497.8,14541.4,14763.2
1467.906323,13927.2,14161.8,14117.8,14110.8,14154.4,13927.2,14161.8,14117.8,14110.8,14154.4
1471.333082,14014.4,14246,14189.8,14257.6,14309.8,14014.4,14246,14189.8,14257.6,14309.8
1474.755061,13643.2,13937.2,13871.8,13963.6,14002.2,13643.2,13937.2,13871.8,13963.6,14002.2
1478.172272,14323.6,14491.4,14571.8,14523.2,14653,14323.6,14491.4,14571.8,14523.2,14653
1481.584726,14054.4,14233.2,14160.2,14261.4,14298,14054.4,14233.2,14160.2,14261.4,14298
1484.992434,13986.4,14087.6,14112,14169.6,14158.6,13986.4,14087.6,14112,14169.6,14158.6
1488.395406,13536,13789.8,13672.4,13688.4,13815,13536,13789.8,13672.4,13688.4,13815
1491.793655,13773.4,13983.8,14026.8,14038.4,14050,13773.4,13983.8,14026.8,14038.4,14050
1495.187192,14371,14585,14650.4,14603.6,14687.2,14371,14585,14650.4,14603.6,14687.2
1498.576026,13688.6,13969.4,13868.4,14051.6,14103.8,13688.6,13969.4,13868.4,14051.6,14103.8
1501.960171,13800.4,13973.6,13994,14055,14164.4,13800.4,13973.6,13994,14055,14164.4
1505.339636,13356.8,13594.6,13579.8,13553.8,13691.6,13356.8,13594.6,13579.8,13553.8,13691.6
1508.714433,13697.2,13940.4,13902.2,13899,14041.4,13697.2,13940.4,13902.2,13899,14041.4
1512.084574,13766,13975.6,13957,13957.8,14044.4,13766,13975.6,13957,13957.8,14044.4
1515.450069,13645.4,13897.8,13912.8,13954.2,14018.6,13645.4,13897.8,13912.8,13954.2,14018.6
1518.810929,13523.6,13684.6,13657,13718.8,13796.8,13523.6,13684.6,13657,13718.8,13796.8
1522.167166,13696.8,13878.2,13854.6,13927.6,13977.8,13696.8,13878.2,13854.6,13927.6,13977.8
1525.518792,13288.8,13482.6,13488.2,13427.2,13664.2,13288.8,13482.6,13488.2,13427.2,13664.2
1528.865817,13298,13457.8,13571.4,13471.2,13657.8,13298,13457.8,13571.4,13471.2,13657.8
1532.208252,13894.2,14095,14148.6,14123.6,14176.2,13894.2,14095,14148.6,14123.6,14176.2
1535.546109,13655.6,13781.8,13772.2,13735.8,13923.6,13655.6,13781.8,13772.2,13735.8,13923.6
1538.879399,13446.4,13746.4,13850.2,13765.6,13857.4,13446.4,13746.4,13850.2,13765.6,13857.4
1542.208134,14173,14397.4,14301,14432,14480.6,14173,14397.4,14301,14432,14480.6
1545.532324,13271.8,13436.6,13396.4,13524.6,13553.6,13271.8,13436.6,13396.4,13524.6,13553.6
1548.851981,14559.2,14693.8,14743.4,14666.8,14628.4,14559.2,14693.8,14743.4,14666.8,14628.4
1552.167116,13978.8,14187.4,14157.6,14199.8,14181.6,13978.8,14187.4,14157.6,14199.8,14181.6
1555.477741,13358.8,13591.6,13618.4,13566.6,13660,13358.8,13591.6,13618.4,13566.6,13660
1558.783866,12894.8,13125.8,13156.4,13225.8,13356,12894.8,13125.8,13156.4,13225.8,13356
1562.085504,13496.6,13575.2,13645.2,13766.8,13750.6,13496.6,13575.2,13645.2,13766.8,13750.6
1565.382665,13724.2,13869.8,13857.4,13872,13985,13724.2,13869.8,13857.4,13872,13985
1568.67536,13932.4,14239.6,14145.4,14126.6,14195.6,13932.4,14239.6,14145.4,14126.6,14195.6
1571.963602,13721,14026.4,13886.2,13938,14033.8,13721,14026.4,13886.2,13938,14033.8
1575.247402,13733.6,13949.4,13911.2,14004.8,14134,13733.6,13949.4,13911.2,14004.8,14134
1578.52677,13648,13776.4,13871.4,13850.8,13797.2,13648,13776.4,13871.4,13850.8,13797.2
1581.801718,14113.2,14251,14267.6,14403.2,14369,14113.2,14251,14267.6,14403.2,14369
1585.072258,13594.4,13899,13792.4,13859.2,13852,13594.4,13899,13792.4,13859.2,13852
1588.338401,13648,13787.4,13875.6,13942.2,13926.8,13648,13787.4,13875.6,13942.2,13926.8
1591.600159,13602,13727.8,13803.2,13735.2,13951,13602,13727.8,13803.2,13735.2,13951
1594.857542,13406.2,13537.2,13656.6,13516.2,13699.4,13406.2,13537.2,13656.6,13516.2,13699.4
1598.110563,13188.4,13415.8,13462.6,13483.8,13549.8,13188.4,13415.8,13462.6,13483.8,13549.8
1601.359232,13222.6,13352.4,13492.6,13474.2,13443,13222.6,13352.4,13492.6,13474.2,13443
1604.603561,13499.2,13854.2,13802.2,13837.4,13890.2,13499.2,13854.2,13802.2,13837.4,13890.2
1607.843562,13241.4,13391.2,13466.2,13510.4,13476,13241.4,13391.2,13466.2,13510.4,13476
1611.079246,12736.2,13066.6,13043.4,13072.8,13119.4,12736.2,13066.6,13043.4,13072.8,13119.4
1614.310625,13592.2,13736.2,13703.8,13721.8,13867.4,13592.2,13736.2,13703.8,13721.8,13867.4
1617.537709,12753,12927.2,12825,12945,13003.2,12753,12927.2,12825,12945,13003.2
1620.760511,13094,13312,13299.4,13234.4,13375.6,13094,13312,13299.4,13234.4,13375.6
1623.979042,12723.6,13035.6,12943.4,13041.6,13022.6,12723.6,13035.6,12943.4,13041.6,13022.6
1627.193314,12842.6,13022.4,13027,13095.4,13092.6,12842.6,13022.4,13027,13095.4,13092.6
1630.403338,12447.2,12669.4,12632.2,12635.6,12782.4,12447.2,12669.4,12632.2,12635.6,12782.4
1633.609125,12937.8,13170.4,13001.2,13130.2,13177.2,12937.8,13170.4,13001.2,13130.2,13177.2
1636.810687,12725.4,12847.4,12835.4,12892.4,12901.2,12725.4,12847.4,12835.4,12892.4,12901.2
1640.008036,12882.2,13122.4,13033.6,12996.8,13191.2,12882.2,13122.4,13033.6,12996.8,13191.2
1643.201184,13092,13192.2,13134.6,13143.6,13303,13092,13192.2,13134.6,13143.6,13303
1646.390141,12399.6,12580.8,12553.4,12576.4,12635.4,12399.6,12580.8,12553.4,12576.4,12635.4
1649.574919,13274,13412,13298.4,13346.8,13465.8,13274,13412,13298.4,13346.8,13465.8
1652.755531,12700,12830.6,12734.2,12775.6,12811.6,12700,12830.6,12734.2,12775.6,12811.6
1655.931988,12306.8,12424.8,12303.8,12453.6,12517.8,12306.8,12424.8,12303.8,12453.6,12517.8
1659.1043,12618.8,12753.2,12779,12830.4,12888.2,12618.8,12753.2,12779,12830.4,12888.2
1662.272481,13157,13298.4,13335,13412,13406.4,13157,13298.4,13335,13412,13406.4
1665.436541,12331.8,12509.6,12565,12604.4,12612.4,12331.8,12509.6,12565,12604.4,12612.4
1668.596492,12624.4,12875,12800,12818.2,12873.8,12624.4,12875,12800,12818.2,12873.8
1671.752347,12891,13131.2,13042,13068.2,13061.4,12891,13131.2,13042,13068.2,13061.4
1674.904116,12910.6,13017.4,13049,12973.8,13090.8,12910.6,13017.4,13049,12973.8,13090.8
1678.051811,12430.6,12570.4,12578.6,12504.8,12687.4,12430.6,12570.4,12578.6,12504.8,12687.4
1681.195444,12500.2,12642.2,12659,12687.8,12648.2,12500.2,12642.2,12659,12687.8,12648.2
1684.335027,12556.4,12810.8,12697,12684.4,12606.6,12556.4,12810.8,12697,12684.4,12606.6
1687.470571,12533.2,12536,12498,12600,12713.6,12533.2,12536,12498,12600,12713.6
1690.602089,12399.8,12526.6,12510.4,12538.8,12507.8,12399.8,12526.6,12510.4,12538.8,12507.8
1693.729591,12203.2,12272.8,12289,12362.6,12438.2,12203.2,12272.8,12289,12362.6,12438.2
1696.853091,12291.8,12442.8,12383.2,12384.2,12500.8,12291.8,12442.8,12383.2,12384.2,12500.8
1699.972598,12377.6,12511.2,12516.4,12513.2,12696.2,12377.6,12511.2,12516.4,12513.2,12696.2
1703.088126,12388.8,12652.6,12638.2,12610,12644.4,12388.8,12652.6,12638.2,12610,12644.4
1706.199686,12353.8,12547.6,12569.4,12597.6,12586.2,12353.8,12547.6,12569.4,12597.6,12586.2
1709.30729,12806.6,12934.8,12896.8,12907.8,12991.4,12806.6,12934.8,12896.8,12907.8,12991.4
1712.41095,12398.6,12551.4,12458.2,12592.4,12546.6,12398.6,12551.4,12458.2,12592.4,12546.6
1715.510678,12503.8,12520,12543.6,12635,12595.2,12503.8,12520,12543.6,12635,12595.2
1718.606484,12683.2,12893.2,12835.8,12869,12936.6,12683.2,12893.2,12835.8,12869,12936.6
1721.698382,12620.2,12681.2,12814,12686,12822,12620.2,12681.2,12814,12686,12822
1724.786384,12555,12605.2,12691.8,12796,12679.6,12555,12605.2,12691.8,12796,12679.6
1727.8705,12053.2,12204,12234,12142.8,12220.6,12053.2,12204,12234,12142.8,12220.6
1730.950744,12416.4,12433.2,12514.2,12445.6,12535,12416.4,12433.2,12514.2,12445.6,12535
1734.027126,12126.2,12254,12216.2,12376.4,12417.2,12126.2,12254,12216.2,12376.4,12417.2
1737.099659,12499.8,12616.6,12448.4,12617.4,12636.8,12499.8,12616.6,12448.4,12617.4,12636.8
1740.168355,12132.8,12265.6,12202.8,12206.2,12198,12132.8,12265.6,12202.8,12206.2,12198
1743.233226,12998.8,13213.2,13163.2,13210.6,13252.2,12998.8,13213.2,13163.2,13210.6,13252.2
1746.294283,12276.6,12469.2,12379.8,12466.2,12460.4,12276.6,12469.2,12379.8,12466.2,12460.4
1749.351539,12254.6,12312.2,12339.4,12330,12367.2,12254.6,12312.2,12339.4,12330,12367.2
1752.405006,12285.8,12417,12352.6,12474.4,12459.8,12285.8,12417,12352.6,12474.4,12459.8
1755.454695,12342.4,12389,12442.2,12466.6,12502.4,12342.4,12389,12442.2,12466.6,12502.4
1758.50062,12237.2,12311.8,12392.2,12362,12475,12237.2,12311.8,12392.2,12362,12475
1761.542791,12382.6,12454.6,12428.2,12434.2,12458,12382.6,12454.6,12428.2,12434.2,12458
1764.58122,12164.2,12208.4,12253.6,12172.8,12233.8,12164.2,12208.4,12253.6,12172.8,12233.8
1767.615921,11862.4,11893.6,11842.6,11849.6,11912.2,11862.4,11893.6,11842.6,11849.6,11912.2
1770.646905,12375.6,12607.6,12526.8,12502.4,12589.8,12375.6,12607.6,12526.8,12502.4,12589.8
1773.674184,12399.4,12532,12548.2,12525,12610.4,12399.4,12532,12548.2,12525,12610.4
1776.69777,12186,12184.8,12155,12166.4,12145.4,12186,12184.8,12155,12166.4,12145.4
1779.717675,12108,12185.2,12191.4,12083,12263.2,12108,12185.2,12191.4,12083,12263.2
1782.733912,12586.2,12702.6,12556.8,12721,12801.8,12586.2,12702.6,12556.8,12721,12801.8
1785.746492,12545,12700.2,12621.6,12555.4,12630,12545,12700.2,12621.6,12555.4,12630
1788.755428,12495,12600.2,12557.8,12662.2,12615.8,12495,12600.2,12557.8,12662.2,12615.8
1791.760733,12120.4,12179.4,12146.6,12161.8,12231.4,12120.4,12179.4,12146.6,12161.8,12231.4
1794.762417,12042.2,12139.6,12077.8,12101.4,12200.4,12042.2,12139.6,12077.8,12101.4,12200.4
1797.760493,12496,12544.8,12614.2,12485,12587.2,12496,12544.8,12614.2,12485,12587.2
1800.754975,12446.6,12589.6,12440.6,12543,12631.8,12446.6,12589.6,12440.6,12543,12631.8
1803.745872,12302,12391.2,12406,12346.2,12356.6,12302,12391.2,12406,12346.2,12356.6
1806.7332,12228.2,12289.4,12339.6,12392.6,12394.4,12228.2,12289.4,12339.6,12392.6,12394.4
1809.716968,12024.8,11960.8,12023.8,12039.8,12215,12024.8,11960.8,12023.8,12039.8,12215
1812.69719,12059.4,12189,12201.8,12192.8,12210.4,12059.4,12189,12201.8,12192.8,12210.4
1815.673878,11731,11765.4,11872.6,11895.4,11920.6,11731,11765.4,11872.6,11895.4,11920.6
1818.647044,11840.6,11968,12028.2,11941.6,11992.8,11840.6,11968,12028.2,11941.6,11992.8
1821.6167,12020.6,12137.2,12111.4,12081,12161,12020.6,12137.2,12111.4,12081,12161
1824.58286,11754.4,11745.6,11757.4,11840.8,11806.4,11754.4,11745.6,11757.4,11840.8,11806.4
1827.545535,12038.4,12095.8,12203.8,12117,12104.6,12038.4,12095.8,12203.8,12117,12104.6
1830.504737,11845,12017.2,11941.4,11900.2,11913.8,11845,12017.2,11941.4,11900.2,11913.8
1833.46048,11952,11955.2,12114.6,12004.6,12082.4,11952,11955.2,12114.6,12004.6,12082.4
