comparison_id,left_lineage,right_lineage,interpretation,level,file,concentration_molar,concentration_label,replicate,accumulation,band,center_cm-1,window_cm-1,left_peak_value,right_peak_value,absolute_change,percent_change_from_left,left_observed_shift_cm-1,right_observed_shift_cm-1,left_n_points,right_n_points
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc4.csv,1e-07,100 nM,1,4,peak_1589.62_height,1589.6199999999999,8,1380.0764519043848,1419.6530926439548,39.576640739569939,2.8677136462228332,1588.3181139999999,1585.0519710000001,5,5
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc5.csv,1e-07,100 nM,1,5,peak_392.32_height,392.31999999999999,10,6941.9321056349409,5592.3261092227867,-1349.6059964121541,-19.44135978104201,392.32072840000001,392.32072840000001,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc5.csv,1e-07,100 nM,1,5,peak_1078.5_height,1078.5,7,3182.2748379374498,3061.0192314432529,-121.25560649419685,-3.8103436274155098,1079.299422,1079.299422,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc5.csv,1e-07,100 nM,1,5,peak_1589.62_height,1589.6199999999999,8,1520.8275613079888,1412.4031953189744,-108.4243659890144,-7.1293004379644431,1588.3181139999999,1585.0519710000001,5,5
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc1.csv,1e-07,100 nM,2,1,peak_392.32_height,392.31999999999999,10,8863.2618175350544,8305.9717952723859,-557.29002226266857,-6.287640303709944,392.32072840000001,392.32072840000001,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc1.csv,1e-07,100 nM,2,1,peak_1078.5_height,1078.5,7,4834.1260981357091,4949.0790510377801,114.95295290207105,2.3779469250171794,1079.299422,1079.299422,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc1.csv,1e-07,100 nM,2,1,peak_1589.62_height,1589.6199999999999,8,2561.317567167875,2457.7784268406435,-103.53914032723151,-4.0424171393052921,1588.3181139999999,1588.3181139999999,5,5
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc2.csv,1e-07,100 nM,2,2,peak_392.32_height,392.31999999999999,10,9040.6840138784119,8296.5974171714533,-744.08659670695852,-8.2304236666684343,392.32072840000001,392.32072840000001,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc2.csv,1e-07,100 nM,2,2,peak_1078.5_height,1078.5,7,4885.8277925284156,4888.567294615551,2.7395020871354063,0.056070377497232954,1079.299422,1079.299422,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc2.csv,1e-07,100 nM,2,2,peak_1589.62_height,1589.6199999999999,8,2362.4479126330507,2337.1613148423271,-25.28659779072359,-1.0703557803541404,1588.3181139999999,1588.3181139999999,5,5
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc3.csv,1e-07,100 nM,2,3,peak_392.32_height,392.31999999999999,10,8877.9306004112259,8198.8085209074688,-679.12207950375705,-7.6495538213860357,392.32072840000001,392.32072840000001,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc3.csv,1e-07,100 nM,2,3,peak_1078.5_height,1078.5,7,4885.2687018423212,4861.7751799649141,-23.493521877407147,-0.48090541813078419,1079.299422,1079.299422,3,3
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,scan,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc3.csv,1e-07,100 nM,2,3,peak_1589.62_height,1589.6199999999999,8,2501.6959101329485,2369.3907613374167,-132.30514879553175,-5.2886183432462266,1588.3181139999999,1588.3181139999999,5,5
