comparison_id,left_lineage,right_lineage,interpretation,file,concentration_molar,concentration_label,replicate,accumulation,grid_basis,n_points,x_min_cm-1,x_max_cm-1,axis_max_abs_difference_cm-1,rmse,mae,max_abs,mean_signed_difference,pearson_r,nrmse_percent_of_left_range,relative_l2_percent
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc5.csv,1e-10,100 pM,3,5,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,4921.330504673906,2197.0210501487213,15166.573910867915,-2106.7528096036694,0.90653166791246775,13.654466058946161,45.742868913700072
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc1.csv,0.0001,100 µM,1,1,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,1693.2671468110564,1043.9057760489673,4101.6254270595218,-932.83534102650481,0.9956818190672746,3.6167587200196705,10.374769007466984
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc2.csv,0.0001,100 µM,1,2,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,497.58861791523293,258.88917141715126,1627.4634710461614,-184.74275923131333,0.99992806573176285,1.0474754653966194,3.1577353987360404
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc3.csv,0.0001,100 µM,1,3,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,566.94260297649714,301.9565095520116,2013.3275263541218,-252.49652365733482,0.99911421555412694,1.2080270110869087,5.1843767530162665
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc4.csv,0.0001,100 µM,1,4,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,449.36693121394859,208.75903599659111,1728.2547543719338,-137.53460196745135,0.99981011916565521,0.95272115213171693,4.1688443595329163
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc5.csv,0.0001,100 µM,1,5,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,1865.5881761291369,745.92101870171223,6401.8863029919194,-712.65087481461592,0.9901204941600521,3.9587638584061926,17.031795727494213
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc1.csv,0.0001,100 µM,2,1,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,282.01194232076188,98.193417372038297,1419.1649978166452,-73.864066476341137,0.99806230151414699,1.0644559592134197,6.671595578055185
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc2.csv,0.0001,100 µM,2,2,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,330.03939279468506,129.45262765471531,1551.216283870659,-74.778403571818558,0.99719629948029498,1.2234346005583894,7.6718432955544182
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc3.csv,0.0001,100 µM,2,3,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,409.69779854192348,205.80294158963585,1544.3325704295983,48.913192192788856,0.99479870806894344,1.5215781348037625,9.5702642387683934
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc4.csv,0.0001,100 µM,2,4,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,306.82066002100743,114.75106163508715,1463.4868388787827,-84.168103371532879,0.99776003978125261,1.1409944147545106,7.0687710524986898
historical_vs_controlled_legacy,historical_mixed_blank_legacy,controlled_legacy_confirmed_blank,blank_only_effect,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc5.csv,0.0001,100 µM,2,5,shared_native_grid,512,-93.471151070000005,1971.4936210000001,0,288.82860755850987,138.67879331059544,1437.5061514252902,-78.017077100963789,0.99783201843067793,1.0921892399663116,6.7347163879034335
