record_id,sample_type,analyte,matrix,concentration_molar,concentration_label,replicate,accumulation,instrument,acquisition,analysis_lineage,baseline_lambda,blank_replication_design,file,manifest_row,provenance_status,record_group,source_axis_status,source_record_group,band,center_cm-1,window_cm-1,method,peak_value,observed_shift_cm-1,n_points
row00014__4ATP_100fM_rep3_acc3__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc3.csv,14,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1078.5_height,1078.5,7,height,3770.763341957012,1079.299422,3
row00014__4ATP_100fM_rep3_acc3__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc3.csv,14,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1589.62_height,1589.6199999999999,8,height,1998.8023174050932,1581.7814310000001,5
row00015__4ATP_100fM_rep3_acc4__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc4.csv,15,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_392.32_height,392.31999999999999,10,height,31747.344489815332,392.32072840000001,3
row00015__4ATP_100fM_rep3_acc4__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc4.csv,15,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1078.5_height,1078.5,7,height,3376.9105899133842,1079.299422,3
row00015__4ATP_100fM_rep3_acc4__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc4.csv,15,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1589.62_height,1589.6199999999999,8,height,1911.3547280256835,1581.7814310000001,5
row00016__4ATP_100fM_rep3_acc5__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc5.csv,16,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_392.32_height,392.31999999999999,10,height,29145.924966084833,392.32072840000001,3
row00016__4ATP_100fM_rep3_acc5__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc5.csv,16,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1078.5_height,1078.5,7,height,3366.8585295881931,1079.299422,3
row00016__4ATP_100fM_rep3_acc5__Intensity,4atp,4-ATP,AuAgBC substrate,1e-13,100 fM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc5.csv,16,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1589.62_height,1589.6199999999999,8,height,1508.9788966756544,1581.7814310000001,5
row00017__4ATP_100nM_rep1_acc1__Intensity,4atp,4-ATP,AuAgBC substrate,9.9999999999999995e-08,100 nM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc1.csv,17,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_392.32_height,392.31999999999999,10,height,6136.8783287875021,392.32072840000001,3
row00017__4ATP_100nM_rep1_acc1__Intensity,4atp,4-ATP,AuAgBC substrate,9.9999999999999995e-08,100 nM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc1.csv,17,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1078.5_height,1078.5,7,height,3663.7995268602481,1079.299422,3
row00017__4ATP_100nM_rep1_acc1__Intensity,4atp,4-ATP,AuAgBC substrate,9.9999999999999995e-08,100 nM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc1.csv,17,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1589.62_height,1589.6199999999999,8,height,1396.9523176986834,1585.0519710000001,5
row00018__4ATP_100nM_rep1_acc2__Intensity,4atp,4-ATP,AuAgBC substrate,9.9999999999999995e-08,100 nM,1,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc2.csv,18,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_392.32_height,392.31999999999999,10,height,6556.2848299034522,392.32072840000001,3
row00018__4ATP_100nM_rep1_acc2__Intensity,4atp,4-ATP,AuAgBC substrate,9.9999999999999995e-08,100 nM,1,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc2.csv,18,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h,peak_1078.5_height,1078.5,7,height,3315.1495755805099,1079.299422,3
