record_group,sample_type,concentration_molar,concentration_label,instrument,replicate,raman_shift_cm-1,intensity_mean,intensity_sd,n_scans
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,367.06106019999999,41205.7391677263,3182.4071401323986,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,372.12848919999999,40950.551092802823,3372.750901495675,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,377.18815769999998,40373.63790410076,3745.8699359347729,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,382.24007840000002,40118.751106457559,3943.5706108258046,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,387.28426439999998,39763.825995448206,4242.4576643740829,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,392.32072840000001,39241.157640090372,4552.7764771069742,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,397.34948329999997,38832.194891610299,4795.6773638291897,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,402.370542,38211.085942587968,5114.7110828247141,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,407.38391719999998,37700.358988203727,5436.6110177318515,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,412.38962170000002,37405.582708054688,5748.3822813079096,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,417.38766829999997,36955.489445501669,6019.1788641922967,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,422.37806970000003,36257.214097261458,6204.4860179497064,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,427.36083860000002,35423.988816296842,6344.4470664507417,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,432.33598760000001,34623.990567576504,6533.9268493756299,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,437.30352950000002,33838.086538411779,6756.4755551853077,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,442.2634769,33159.302036940979,6971.466923325328,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,447.21584230000002,32846.693871485346,6950.8646816146065,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,452.16063830000002,32156.276688159931,7155.5066624202709,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,457.0978776,31509.033275014383,7425.9525429178721,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,462.02757270000001,31062.655183518236,7641.7358668283587,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,466.9497361,30362.707739785237,7964.2035838770307,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,471.86438020000003,29938.366507040104,8120.722809943235,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,476.77151759999998,29381.075939171056,8617.0291403065821,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,481.6711608,28837.986822100327,9250.6200801884279,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,486.56332209999999,28332.552102432517,9670.4388093476155,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,491.448014,27613.908446526249,9765.8812792020126,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,496.3252488,26864.231120553992,9723.8702793202992,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,501.19503900000001,26070.417418806195,9773.9081223098365,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,506.05739690000001,25154.021919439103,9963.7393639727597,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,510.91233490000002,24569.313325991701,9943.5300995882535,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,515.75986509999996,24031.587501415626,9840.7223690651645,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,520.60000000000002,23117.427064874562,9972.8451124187832,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,525.43275180000001,22399.273840391816,9997.1929314702775,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,530.25813270000003,21750.928278796782,10127.602256015929,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,535.07615499999997,21375.792040001746,10164.612457188185,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,539.88683089999995,20769.050201020891,10595.869765805379,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,544.69017259999998,20015.047389109455,10702.82470413519,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,549.4861922,19257.797591018119,10375.830690076444,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,554.27490190000003,18219.482895548696,10701.928981707702,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,559.05631389999996,17888.765713469933,10562.342027803865,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,563.8304402,17490.745969963267,10629.896028268462,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,568.59729300000004,16653.071419138552,11210.569547270883,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,573.35688440000001,16132.452084511082,11150.830602050562,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,578.10922630000005,15779.528415048229,11197.780554484607,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,582.85433079999996,15384.154830619576,11658.545851101371,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,587.59221009999999,14907.630731579169,11793.482232696535,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,592.32287599999995,14495.430695293131,11665.236887975025,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,597.04634050000004,14012.183519161603,11856.990277895604,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,601.76261569999997,13596.70758409526,12120.414098999538,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,606.47171349999996,13281.104975480348,12090.033289280369,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,611.17364580000003,12827.46682583612,12001.691214579259,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,615.86842460000003,12348.309610347036,12068.69341089075,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,620.55606169999999,11941.148982545901,12228.442161553918,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,625.2365691,11792.486200832927,12331.782157094414,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,629.90995850000002,11425.961657403928,12660.86862403753,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,634.57624190000001,11076.218803811955,12761.285609379122,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,639.23543119999999,11030.263771454847,12440.208903118617,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,643.88753799999995,10457.63608946467,12234.186890288564,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,648.53257429999996,9948.1513659914926,11790.442515725133,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,653.1705518,9532.0100148211022,11559.507440575071,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,657.80148229999998,9043.0291520590545,11415.701484981895,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,662.42537749999997,8812.9907022469306,11092.502732162064,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,667.04224929999998,8448.0095589501234,11038.956060725126,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,671.65210920000004,8138.5461137856619,10838.682896816419,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,676.25496910000004,7823.3836534233824,10755.294474766109,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,680.85084070000005,7721.9592919272718,10594.525185305492,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,685.43973549999998,7601.1379406782899,10392.537205174394,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,690.02166539999996,7516.3536750061703,10303.528197007943,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,694.59664190000001,7685.3690300863818,10228.929959920224,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,699.16467669999997,7680.7976405299196,10287.482337608082,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,703.72578139999996,7869.5998802741988,10112.796008985526,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,708.27996759999996,8038.4285695772242,10267.009815157382,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,712.82724700000006,8188.5381470385455,10292.642765433824,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,717.36763099999996,8006.4707076633758,9819.9302327607602,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,721.90113140000005,7517.4037963045121,9194.6650398546408,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,726.42775949999998,7032.2297932479587,8508.4533641322159,5
optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,portable_raman,1,730.9475271,6430.946771080331,8186.0484876082555,5
