record_id,file,source_sha256,source_intensity_column,source_intensity_column_index,processed_file,sample_type,analyte,matrix,concentration_molar,concentration_label,replicate,accumulation,instrument,acquisition,analysis_lineage,baseline_lambda,blank_replication_design,manifest_row,provenance_status,record_group,source_axis_status,source_record_group
row00038__4ATP_100pM_rep2_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc2.csv,fc84460d0af8206a9cfeaab56d594774ff3442d0c5fd181f23998eddb69fd209,Intensity,1,processed_spectra/4ATP_100pM_rep2_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,2,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,38,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00039__4ATP_100pM_rep2_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc3.csv,b3cd06f6cdf8776146a3f05ec5b03d1625d84e3eeb114e37e7eed2f1f98c31da,Intensity,1,processed_spectra/4ATP_100pM_rep2_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,2,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,39,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00040__4ATP_100pM_rep2_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc4.csv,1b208dba5c559720740ec8c8f35f34b2466336626e440dcc7e30bc19fbf615b5,Intensity,1,processed_spectra/4ATP_100pM_rep2_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,2,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,40,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00041__4ATP_100pM_rep2_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc5.csv,e4d62cae789d645215d9a91e7a26d0ca8ea7b94122795df796f5cdcc26d29862,Intensity,1,processed_spectra/4ATP_100pM_rep2_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,2,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,41,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00042__4ATP_100pM_rep3_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc1.csv,e21d66604ff46df29a1c62c4f8bd851826eeabc54cd456408481cbcfa5c1f86a,Intensity,1,processed_spectra/4ATP_100pM_rep3_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,3,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,42,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00043__4ATP_100pM_rep3_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc2.csv,abf5f989b6e59eccb4b16c480be33d100f468990a1f5627a4c0da52f98733aa1,Intensity,1,processed_spectra/4ATP_100pM_rep3_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,3,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,43,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00044__4ATP_100pM_rep3_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc3.csv,7bfea1a1d31a50586b491002f90f622288e115560c9c83d28400ce216d9fdaf9,Intensity,1,processed_spectra/4ATP_100pM_rep3_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,3,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,44,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00045__4ATP_100pM_rep3_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc4.csv,91767f05c226aad4ca4a010dd8d673bc7701a1d866f4d766c59a5220569689a0,Intensity,1,processed_spectra/4ATP_100pM_rep3_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,45,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00046__4ATP_100pM_rep3_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc5.csv,da5ba94dfd6506d0cb517ff417e2739a7e5f06aede0327d36378d2da1831f3a5,Intensity,1,processed_spectra/4ATP_100pM_rep3_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-10,100 pM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,46,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00047__4ATP_100uM_rep1_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc1.csv,7bd1eaf2edfb8e9d9819f3dc4102e60ef3e417e91efb02f4f9fcf2a51227754a,Intensity,1,processed_spectra/4ATP_100uM_rep1_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,47,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00048__4ATP_100uM_rep1_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc2.csv,36820506ab37e4f5fccb374ff7b4f86d53814626c051e1cb810048651b17cc73,Intensity,1,processed_spectra/4ATP_100uM_rep1_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,1,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,48,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00049__4ATP_100uM_rep1_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc3.csv,bc68fc4dc069c6c600d94bc4cf1f7c1bbaff65dbe410b09a6ccdf38660d0c29c,Intensity,1,processed_spectra/4ATP_100uM_rep1_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,1,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,49,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00050__4ATP_100uM_rep1_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc4.csv,a6385b9ef874e9ec458290fa00ee02ea5b3dc59d79b5972376ed9f94a8cf1d77,Intensity,1,processed_spectra/4ATP_100uM_rep1_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,1,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,50,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00051__4ATP_100uM_rep1_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc5.csv,87c78c9fe5b2c2ec424e51818ba6e6e3c1d38a0423d30b8c8c05cceca39e7042,Intensity,1,processed_spectra/4ATP_100uM_rep1_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,1,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,51,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00052__4ATP_100uM_rep2_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc1.csv,693d3953e7364c250ed1360bae9364514ad429cabccddc067819f58a7e5dbbc3,Intensity,1,processed_spectra/4ATP_100uM_rep2_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,2,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,52,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00053__4ATP_100uM_rep2_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc2.csv,7ab1d4b5a667a7621d9de709d84b9a3ba063e2d58b6af85a7eb8b8e8a90e793b,Intensity,1,processed_spectra/4ATP_100uM_rep2_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,2,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,53,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00054__4ATP_100uM_rep2_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc3.csv,6c271e977fdac261930e095da2eaa817c420a2e3f7cfe02ba37dadeee438e73f,Intensity,1,processed_spectra/4ATP_100uM_rep2_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,2,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,54,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00055__4ATP_100uM_rep2_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc4.csv,3d4b6808eae3e9388900a5c9508d9747119e7caa1e39cb5d0d7782cbef97d500,Intensity,1,processed_spectra/4ATP_100uM_rep2_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,2,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,55,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00056__4ATP_100uM_rep2_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc5.csv,ed2829d6a975527f0f45eabf44ad670ca405876edf26610b5c1cfc394b690003,Intensity,1,processed_spectra/4ATP_100uM_rep2_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,2,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,56,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00057__4ATP_100uM_rep3_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc1.csv,d83e8ca2e4bfcfcbd49d4d0ef6507843650b74fb564e9fb8302a41b8d4df32f7,Intensity,1,processed_spectra/4ATP_100uM_rep3_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,3,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,57,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00058__4ATP_100uM_rep3_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc2.csv,9d502c3986df0fdbf8289a49b1c5c85aee10e9f6cc048a021d801ff7d73764c7,Intensity,1,processed_spectra/4ATP_100uM_rep3_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,3,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,58,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00059__4ATP_100uM_rep3_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc3.csv,7ce2ba64dfa4fda092974372f1c67c7a5c840ee12d6f415894f5fee5fd0184c5,Intensity,1,processed_spectra/4ATP_100uM_rep3_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,3,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,59,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00060__4ATP_100uM_rep3_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc4.csv,8b93a5d4acda05930513db417e2c4017ceff51ddc364e11aaf1e67eb781a9b78,Intensity,1,processed_spectra/4ATP_100uM_rep3_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,60,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00061__4ATP_100uM_rep3_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc5.csv,3800b57d34ecd2090f8652a2518d6ee36b3d5246a77dc9c6d2dbf8188e8d3cb8,Intensity,1,processed_spectra/4ATP_100uM_rep3_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,0.0001,100 µM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,61,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00062__4ATP_10fM_rep1_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc1.csv,5d8d2691083b0f9c0252368c35a5fab6314816cdefd88162267f0d2a4866b7da,Intensity,1,processed_spectra/4ATP_10fM_rep1_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,62,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00063__4ATP_10fM_rep1_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc2.csv,af88efc7f7c984b6d93c9593d5016effdc5e783864046c6b0ec46c38d1482059,Intensity,1,processed_spectra/4ATP_10fM_rep1_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,1,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,63,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00064__4ATP_10fM_rep1_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc3.csv,a827d3acac8526a62039077f569c11d3491c7b2acb9e187fe640971bb69e5552,Intensity,1,processed_spectra/4ATP_10fM_rep1_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,1,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,64,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00065__4ATP_10fM_rep1_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc4.csv,5bc6284c9593c9f812376333a0398138992674b5c76d54fccf509c37439758ae,Intensity,1,processed_spectra/4ATP_10fM_rep1_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,1,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,65,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00066__4ATP_10fM_rep1_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc5.csv,7bd6bc9ae62330265bdd8b74ebc90511253ee6dc0a9bdfb9c4e75cf9b31cf190,Intensity,1,processed_spectra/4ATP_10fM_rep1_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,1,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,66,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00067__4ATP_10fM_rep2_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc1.csv,064c5d9495ff27751847c900f631ee94b2c46d72134f498d4e1abef89578f6cb,Intensity,1,processed_spectra/4ATP_10fM_rep2_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,2,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,67,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00068__4ATP_10fM_rep2_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc2.csv,9acb1b2c2255444915a77d26ec2eb0634b748e65845ccc64995d8fccb83dc1a7,Intensity,1,processed_spectra/4ATP_10fM_rep2_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,2,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,68,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00069__4ATP_10fM_rep2_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc3.csv,65c123851acb6dcb7070640aa1394ada62a8b276604c6a5dfc30380eb4aea533,Intensity,1,processed_spectra/4ATP_10fM_rep2_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,2,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,69,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00070__4ATP_10fM_rep2_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc4.csv,640a4c16a839f663113d16b9530406be8aa34b5817021d9fc934304d787f8c6a,Intensity,1,processed_spectra/4ATP_10fM_rep2_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,2,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,70,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00071__4ATP_10fM_rep2_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc5.csv,5c5152bde81c5276c6f87dd58f2f5bf4a34e0d7c316df98767fe019a9e3678ef,Intensity,1,processed_spectra/4ATP_10fM_rep2_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,2,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,71,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00072__4ATP_10fM_rep3_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc1.csv,e592441593f5f055a9d1b46a4a8c32853d5e685a016733efa28fbde7a189aed0,Intensity,1,processed_spectra/4ATP_10fM_rep3_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,3,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,72,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00073__4ATP_10fM_rep3_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc2.csv,1e1145f3324a55c9e9f37aa689272920d0f725e226eac505faf99cf1bdd4a02e,Intensity,1,processed_spectra/4ATP_10fM_rep3_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,3,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,73,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00074__4ATP_10fM_rep3_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc3.csv,864e67bdb83a77565da053c028982cd6a9a3dd127ec02ecdc997d91483399248,Intensity,1,processed_spectra/4ATP_10fM_rep3_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,3,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,74,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00075__4ATP_10fM_rep3_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc4.csv,ab502b3b4f28f4a8d72ad454a4534db736bcb93180f06a7f10412f22a91add0a,Intensity,1,processed_spectra/4ATP_10fM_rep3_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,3,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,75,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00076__4ATP_10fM_rep3_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc5.csv,83afa9e6ef07d10b1f113ce3103d6bbc2b501ae661eb28224414793d9b300ee3,Intensity,1,processed_spectra/4ATP_10fM_rep3_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-14,10 fM,3,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,76,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00077__4ATP_10nM_rep1_acc1__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc1.csv,38f8b8f2568cba64d4d9b06126b4bf6c8250d111dbef19e26dca1f37c4d1584c,Intensity,1,processed_spectra/4ATP_10nM_rep1_acc1_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-08,10 nM,1,1,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,77,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00078__4ATP_10nM_rep1_acc2__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc2.csv,0aacb2c38834c9928b534bd573329541f1a4a0171a8b49f238ded7783aef32b6,Intensity,1,processed_spectra/4ATP_10nM_rep1_acc2_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-08,10 nM,1,2,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,78,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00079__4ATP_10nM_rep1_acc3__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc3.csv,f34477754dfdd563be1e6fe6e1836d98ded8bf0afdc1ae466a2512437da9ded7,Intensity,1,processed_spectra/4ATP_10nM_rep1_acc3_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-08,10 nM,1,3,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,79,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00080__4ATP_10nM_rep1_acc4__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc4.csv,c4bbf9e9b6ce10ab30ea8679ebaef5f61ea0ec95bce807059e16299d0edf0573,Intensity,1,processed_spectra/4ATP_10nM_rep1_acc4_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-08,10 nM,1,4,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,80,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
row00081__4ATP_10nM_rep1_acc5__Intensity,data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc5.csv,b4b102bde017269066850aa4cfcc76dfe5ca6802f94705e32f1bdc1253135791,Intensity,1,processed_spectra/4ATP_10nM_rep1_acc5_blank_subtracted_processed.csv,4atp,4-ATP,AuAgBC substrate,1e-08,10 nM,1,5,portable_raman,750_5_5_H,controlled_legacy_confirmed_blank,3000,,81,raw_unverified,optimisation_750_5_5_h_confirmed_blank_reanalysis,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,optimisation_750_5_5_h
