Wavelength,4ATP_1mM_rep1_acc5_I1
402.370542,17193.941568483286
407.3839172,10856.322570172571
412.3896217,6339.441318242112
417.3876683,3894.3845867832842
422.3780697,2329.197460437026
427.3608386,1427.805792056506
432.3359876,1421.7658346029693
437.3035295,1296.257722568218
442.2634769,1170.4451032446068
447.2158423,372.2722906023864
452.1606383,42.47498610206094
457.0978776,449.2324703513714
462.0275727,1315.3281066048166
466.9497361,1630.6122925613709
471.8643802,995.7025895762145
476.7715176,1222.3224391595195
481.6711608,1732.0343765780817
486.5633221,2368.378304740325
491.448014,2121.0744200222744
496.3252488,2108.269264313076
501.195039,1949.9025783640227
506.0573969,1990.1607881618165
510.9123349,1957.5091327247155
515.7598651,1592.7293331565943
520.6,1609.546272888978
525.4327518,1593.21921197144
530.2581327,1580.069195750877
535.076155,994.4974741920414
539.8868309,1358.2893547575713
544.6901726,1330.8904675039503
549.4861922,429.1507204660393
554.2749019,260.79044881513255
559.0563139,-33.85830655947029
563.8304402,-176.16760498674375
568.597293,227.3388700584328
573.3568844,255.7821243549024
578.1092263,71.3240969963972
582.8543308,181.9606744705543
587.5922101,181.7654084871574
592.322876,65.98009074651054
597.0463405,288.3253309231932
601.7626157,409.7204869387733
606.4717135,485.0130213195989
611.1736458,344.17872961226385
615.8684246,288.87388710231244
620.5560617,488.7880768715677
625.2365691,1204.8982773068165
629.9099585,2708.8289069842485
634.5762419,4101.438489290007
639.2354312,4060.610571854464
643.887538,3115.225885380989
648.5325743,1768.8558436806397
653.1705518,811.5877714526323
657.8014823,471.67841827155826
662.4253775,47.27717902766926
667.0422493,283.7477761434857
671.6521092,200.71822028773386
676.2549691,122.69370345432617
680.8508407,81.87176484240081
685.4397355,-102.29916898663396
690.0216654,278.5581995269804
694.5966419,1044.0751663256633
699.1646767,2153.6270416140997
703.7257814,2383.653012991097
708.2799676,2045.6660654772022
712.827247,2130.2999387557065
717.367631,1852.720052911338
721.9011314,1144.814205625491
726.4277595,403.91005714167113
730.9475271,255.11304238441517
735.4604456,325.83916716379827
739.9665264,923.4328489699401
744.4657813,873.9877568992433
748.9582215,736.3403552900363
753.4438587,382.49218793147884
757.9227042,53.967382816639656
762.3947696,195.89547194576517
766.8600662,-12.602170440499322
771.3186056,521.7806194048208
775.770399,520.7196960972014
780.215458,622.5425512113707
784.6537939,661.0268358943977
789.0854181,1138.6669859355516
793.510342,1834.9039673969546
797.9285769,2970.919604266235
802.3401342,3997.437367487659
806.7450253,3859.787065876939
811.1432614,3903.1668365171336
815.5348538,3541.5283071787508
819.9198139,3018.238311810086
824.2981531,2287.0095215625897
828.6698824,1669.1859181147265
833.0350133,1075.9067531189448
837.393557,528.7397877605144
