Wavelength,4ATP_1fM_rep3_acc4_I1
402.370542,3603.10873799654
407.3839172,2040.8811814243877
412.3896217,955.3491895972993
417.3876683,417.5605341930991
422.3780697,48.97717081303881
427.3608386,12.05235911658292
432.3359876,83.78048014708793
437.3035295,32.357096172719594
442.2634769,315.8238229641829
447.2158423,-82.47115815442976
452.1606383,-70.34424637394932
457.0978776,198.88604668651487
462.0275727,-143.43734518881502
466.9497361,140.6451642924003
471.8643802,-45.97666043930667
476.7715176,99.34252565963061
481.6711608,-98.87147199325545
486.5633221,202.74328349196776
491.448014,89.47902164412744
496.3252488,174.00421138595993
501.195039,103.38017208154997
506.0573969,0.5098319716503283
510.9123349,88.37013409666679
515.7598651,-210.8047471151399
520.6,33.98502365713102
525.4327518,36.404815795925515
530.2581327,72.7309473379778
535.076155,-62.48603849950723
539.8868309,131.4714315783972
544.6901726,184.0480440437882
549.4861922,97.29449093167614
554.2749019,363.9272023228632
559.0563139,49.887183901041226
563.8304402,-79.4121340014899
568.597293,276.61595272598515
573.3568844,191.29997396548288
578.1092263,-113.539816122312
582.8543308,191.3949604289428
587.5922101,43.96558230738219
592.322876,-46.12615040137143
597.0463405,105.64382003167793
601.7626157,137.792906060125
606.4717135,-55.685796680955264
611.1736458,11.58734635305791
615.8684246,-67.07439715022201
620.5560617,-6.373811021987876
625.2365691,-21.658130756210994
629.9099585,57.0270583398501
634.5762419,419.9635757303904
639.2354312,65.76454578490393
643.887538,369.7214327791012
648.5325743,24.07673092979212
653.1705518,-41.92270219175634
657.8014823,236.65555747209555
662.4253775,-73.27500546358215
667.0422493,82.46129631924578
671.6521092,-83.98535299941659
676.2549691,44.682381778524814
680.8508407,3.0427862368865135
685.4397355,-55.372854369005836
690.0216654,27.92555404190034
694.5966419,12.961277371604865
699.1646767,90.78613654098353
703.7257814,326.0344900582518
708.2799676,280.60099412537056
712.827247,175.38100791461966
717.367631,72.74045899898329
721.9011314,-29.966228333838444
726.4277595,-72.66926284869078
730.9475271,140.56332545773012
735.4604456,191.0491240074698
739.9665264,429.78417900112345
744.4657813,321.81210195510175
748.9582215,196.7189516258877
753.4438587,-11.955555699002161
757.9227042,-51.80965612930004
762.3947696,204.52028048049897
766.8600662,-74.33344958946464
771.3186056,553.1007861801604
775.770399,176.2285465162645
780.215458,335.3036198411819
784.6537939,97.18005873616767
789.0854181,0.5629875633339907
793.510342,348.539356658162
797.9285769,555.2469306832809
802.3401342,594.8081794273571
806.7450253,432.62214315518986
811.1432614,365.84548476326745
815.5348538,262.7481647515456
819.9198139,11.11034566387707
824.2981531,233.88442129615441
828.6698824,152.52306848192848
833.0350133,80.53471000817353
837.393557,52.97079308622142
841.7455248,16.44051992012237
846.0909278,24.913013489290734
850.4297774,-103.15090979203933
854.7620848,-51.1236628783854
859.0878611,80.76303964306362
863.4071176,-127.56858383408917
867.7198655,-14.383294166514588
872.026116,219.38585012896783
876.3258802,454.59090709172233
880.6191693,222.43501852894178
884.9059946,285.31402635878976
889.186367,483.1881420349255
893.4602979,47.59417343949917
897.7277982,-47.54549978637806
901.9888793,134.44447757430953
906.2435521,425.6580307687873
910.4918277,-11.314691863547978
914.7337174,-69.99279933139769
918.9692321,8.858209367001564
923.1983831,232.5437592860858
927.4211813,99.34178036234835
931.6376378,321.6817697309539
935.8477637,-3.150473137525296
940.0515701,189.70023480936743
944.249068,61.772944732716496
948.4402684,-166.93137606096252
952.6251825,207.9258462986154
956.8038212,-9.388035677458902
960.9761955,337.6749788858051
965.1423166,96.7038878207104
969.3021953,71.03084695883808
973.4558427,64.70002618494073
977.6032699,26.75022310062377
981.7444877,-9.33966893296656
985.8795072,94.85794158021417
990.0083394,-41.3888041950122
994.1309953,-53.06910538009288
998.2474857,160.30773604849492
1002.357822,-172.30300406308834
1006.462014,145.03657216540932
1010.560075,-4.098191818855867
1014.652013,26.470325393124313
1018.737841,87.32817592454148
1022.81757,-25.4291675915033
1026.891209,41.004940892337345
1030.958771,-22.92894073722664
1035.020266,271.6978990165271
1039.075705,-44.249721072413195
1043.1251,-93.37626491472156
1047.16846,81.1282184987931
1051.205797,82.41266422897161
1055.237121,-90.61530037285729
1059.262444,-25.776003210958606
1063.281777,224.44896022444073
1067.295131,893.1998130426591
1071.302515,2480.8004858602835
1075.303942,3366.7159665217237
1079.299422,3655.9402851068444
1083.288966,2710.8704808099396
1087.272585,1349.16939575761
1091.250289,592.761350007977
1095.222091,68.38888618554802
1099.187999,36.28653606728312
1103.148026,166.8449973884608
1107.102183,74.07094009673256
1111.050479,-101.95948734655622
1114.992927,44.47260603959194
1118.929536,-39.01998984097236
1122.860318,-13.217293998778587
1126.785283,-216.52436129390753
1130.704443,79.44523385965749
1134.617808,402.6843639194294
1138.52539,465.7236916801403
1142.427198,308.5788625757914
1146.323244,311.1145949945426
1150.213538,99.06612947234726
1154.098093,217.52137206758653
1157.976917,65.81485114826182
1161.850023,10.89413084029411
1165.717421,288.24107896890564
1169.579121,288.00274972203897
1173.435135,405.6417159388502
1177.285474,536.3093120639423
1181.130148,782.9462600541178
1184.969169,973.7397424376636
1188.802547,517.8841867678407
1192.630292,324.8199923793459
1196.452416,58.58494006804085
1200.26893,46.47604974963315
1204.079844,-145.75438968069466
1207.88517,-105.27624705457674
1211.684917,74.36748966756795
1215.479098,-75.43227512863086
1219.267722,364.06148337560035
1223.050801,-87.76031647102627
1226.828346,-3.6817954437715343
1230.600366,192.32344334334675
1234.366874,167.604226218647
1238.12788,103.11193797890564
1241.883395,92.05016681985944
1245.633429,341.4904030240755
1249.377994,292.1263347746785
1253.1171,-15.99171625947065
1256.850759,81.24356585336318
1260.578981,-3.276368071199613
1264.301776,78.04598981193794
1268.019157,0.4727773319359585
1271.731133,-138.12782656867694
1275.437715,-128.43258719637197
1279.138915,94.8583396595277
1282.834743,167.53435492937706
1286.52521,86.73685603011063
1290.210328,-11.509441445135963
1293.890106,-20.81039841129632
1297.564555,230.8226244678408
1301.233688,-59.75706624489521
1304.897514,153.28416950522387
1308.556044,343.92208308703357
1312.209289,173.60118455660813
1315.857261,-70.00594505841354
1319.499969,-37.312348182186724
1323.137425,247.64775079922993
1326.769641,139.62439986785012
1330.396626,304.58798721903486
1334.018391,71.79113197364131
1337.634948,78.86011823546824
1341.246307,35.73672263375511
1344.85248,49.534032366867905
