Wavelength,4ATP_10nM_rep2_acc1_I1
402.370542,6370.068718676062
407.3839172,4737.599238964271
412.3896217,3032.6643342829084
417.3876683,2081.2853660234214
422.3780697,1607.301657050848
427.3608386,1028.814049528417
432.3359876,638.4900455372044
437.3035295,593.2826680020044
442.2634769,394.1492747557568
447.2158423,15.761419411068346
452.1606383,-29.56326682538929
457.0978776,-13.844297914798517
462.0275727,49.811790209765604
466.9497361,416.00271061468084
471.8643802,665.3180191212632
476.7715176,1067.4085069981738
481.6711608,1816.1598184990762
486.5633221,2122.731462379834
491.448014,1928.7805902069267
496.3252488,1600.2495356990512
501.195039,1191.929141465389
506.0573969,1021.4294033536644
510.9123349,950.3276875890988
515.7598651,682.972691703937
520.6,599.4628097286659
525.4327518,720.3487308285221
530.2581327,588.8964406070518
535.076155,517.3929722163557
539.8868309,833.3774271326001
544.6901726,699.5401356156908
549.4861922,186.03473610834044
554.2749019,104.99810628983687
559.0563139,-40.952535485073895
563.8304402,-184.82588940201458
568.597293,61.659057548891724
573.3568844,-7.531907866003166
578.1092263,-168.6379519772854
582.8543308,92.30567270487882
587.5922101,96.22506362065542
592.322876,-67.61485640418323
597.0463405,169.4529992440839
601.7626157,234.87973594286814
606.4717135,-6.469733368172456
611.1736458,-10.789629000159039
615.8684246,75.84809711700291
620.5560617,35.89920758911467
625.2365691,53.85355596588488
629.9099585,183.58896884655405
634.5762419,206.21225715458058
639.2354312,92.26458220368659
643.887538,-44.379601192991686
648.5325743,-140.51423621367212
653.1705518,-53.64415627255585
657.8014823,4.863035003469122
662.4253775,33.15352029276255
667.0422493,258.0896265835436
671.6521092,263.256699026304
676.2549691,70.27998670170928
680.8508407,44.84198001847108
685.4397355,-25.20097486241866
690.0216654,-89.75640901786392
694.5966419,60.083867305511376
699.1646767,268.31266705169037
703.7257814,459.86098498502906
708.2799676,705.7997150137635
712.827247,964.5115972063431
717.367631,1011.6579134872482
721.9011314,766.6212136867834
726.4277595,524.4406023039301
730.9475271,388.52227468756973
735.4604456,276.76995055225416
739.9665264,456.56186939197505
744.4657813,736.9539605321479
748.9582215,417.9970589313525
753.4438587,12.760403284475615
757.9227042,102.85757004157858
762.3947696,-39.842032324067986
766.8600662,-159.52332931967612
771.3186056,133.08319782938634
775.770399,59.50377368298723
780.215458,-62.2828263228912
784.6537939,92.62522008061205
789.0854181,64.24719399924288
793.510342,175.47429440878113
797.9285769,463.6983841832189
802.3401342,495.6694959134329
806.7450253,398.5682651594798
811.1432614,274.3181567165557
815.5348538,96.37169054318656
819.9198139,30.875143654688145
824.2981531,67.95069576931564
828.6698824,-18.149624845453218
833.0350133,-206.0294007019038
837.393557,-153.67816439394664
841.7455248,50.17831640664008
846.0909278,-16.99791479002306
850.4297774,-56.431056106965116
854.7620848,142.5997260799304
859.0878611,100.63180537644075
863.4071176,91.95713760862418
867.7198655,504.1929197855752
872.026116,761.9845965398745
876.3258802,633.4791044821832
880.6191693,471.4181554932911
884.9059946,488.650976524561
889.186367,418.55674655086113
893.4602979,-40.649903871402785
897.7277982,-298.4694867827966
901.9888793,-12.56931066100151
906.2435521,197.1954059578311
910.4918277,59.594675176689634
914.7337174,-11.499728011032857
918.9692321,165.75578502530698
923.1983831,172.66066582745043
927.4211813,62.15639690329408
931.6376378,93.19684151535694
935.8477637,30.015023485600977
940.0515701,41.111682428381755
944.249068,98.65731158749622
948.4402684,-53.42617751319631
952.6251825,-108.21172247636059
956.8038212,74.62130078835617
960.9761955,261.67168527260947
965.1423166,177.41399859052035
969.3021953,24.131486305923318
973.4558427,108.02719388376863
977.6032699,84.48449309856005
981.7444877,-36.23614040952452
985.8795072,-1.5167323371242674
990.0083394,-79.6807395047872
994.1309953,-69.05815286560392
998.2474857,168.44629991180773
1002.357822,252.5507106271216
1006.462014,301.931769800598
1010.560075,242.90748958802214
1014.652013,14.703361833278905
1018.737841,31.9245315835542
1022.81757,85.35582671200609
1026.891209,-52.915013814432314
1030.958771,-57.324202377465554
1035.020266,7.963756392640789
1039.075705,-80.56526020380625
1043.1251,-28.482172349642497
1047.16846,249.92060692507948
1051.205797,469.82146668964197
1055.237121,909.6235035684476
1059.262444,1942.750874161131
1063.281777,3641.701774863006
1067.295131,6057.4319541842415
1071.302515,7928.151627496096
1075.303942,7730.086809374097
1079.299422,6099.348370201558
1083.288966,3939.6947599421655
1087.272585,1782.725998602782
1091.250289,660.5851194514289
1095.222091,260.11666186685034
1099.187999,-37.05302885005949
1103.148026,38.942452574130584
1107.102183,77.50549236150255
1111.050479,-13.026501777410886
1114.992927,243.78049540647044
1118.929536,767.6122933906663
1122.860318,1363.108236461172
1126.785283,2217.9686257946414
1130.704443,3881.747355844447
1134.617808,5502.116487720039
1138.52539,5649.215765439414
1142.427198,4593.157239407003
1146.323244,3044.4124814791103
1150.213538,2003.2283103353075
1154.098093,1653.6740693116117
1157.976917,1244.3043549971735
1161.850023,1228.4090817433625
1165.717421,1413.5856568035888
1169.579121,1424.8155168601643
1173.435135,1592.288570132243
1177.285474,1605.0704749030083
1181.130148,1590.454245570807
1184.969169,1596.1909659587654
1188.802547,1336.7359934884498
1192.630292,880.304657175695
1196.452416,428.8638662375688
1200.26893,205.48447495662913
1204.079844,70.56809028569842
1207.88517,-64.51844890735083
1211.684917,-178.54107406703588
1215.479098,9.818503968615914
1219.267722,294.39328133515846
1223.050801,95.24763335064381
1226.828346,15.975633049738462
1230.600366,189.05538908824929
1234.366874,176.11336665638737
1238.12788,69.37891790195135
1241.883395,10.412995674472768
1245.633429,164.77489841859278
1249.377994,186.25358003354086
1253.1171,24.77174128774641
1256.850759,27.516896868808544
1260.578981,51.76689432612511
1264.301776,66.60795628269989
1268.019157,-5.328532556461141
1271.731133,-189.53612332647572
1275.437715,-170.46938720403887
1279.138915,16.82131395597753
1282.834743,94.55181541636375
1286.52521,24.76014437244703
1290.210328,-63.57631764443613
1293.890106,30.325455193280504
1297.564555,185.4466303012432
1301.233688,210.48412457135237
1304.897514,397.2679356194458
1308.556044,571.8155186692056
1312.209289,283.87034339781894
1315.857261,-17.772279143347987
1319.499969,76.14482674201645
1323.137425,201.4510695620338
1326.769641,241.3756667118596
1330.396626,308.82260666560796
1334.018391,174.22844097309644
1337.634948,-54.07950701361551
1341.246307,-73.72287840211538
1344.85248,21.744204470884142
1348.453477,13.821513995893838
1352.049309,-50.99200614516667
1355.639987,38.174017201141396
1359.225522,73.21437346130551
1362.805925,68.200293300044
1366.381207,262.43908985042617
1369.951379,313.2242831215044
1373.516452,452.0767557352592
1377.076436,1023.8456259889572
1380.631343,1469.230999914822
1384.181184,1819.647240615046
1387.725969,2127.304913681299
1391.26571,1757.5684329832147
1394.800417,1050.8165301546505
1398.330102,581.5719983645358
1401.854776,178.60018878382834
1405.374448,-21.103531733466298
1408.889132,-26.99966769655657
1412.398837,4.682417550993705
1415.903574,549.410328593578
1419.403355,1472.6721115079654
1422.89819,2175.058596029545
1426.388091,2641.04778341933
1429.873069,2665.8866441616647
1433.353134,2106.904960099846
1436.828298,1357.0412590591714
1440.298571,804.6107326299662
1443.763965,465.93739982656916
1447.224491,87.15719057739989
1450.68016,-87.77942693668592
1454.130983,-23.837822330569907
1457.576971,-54.95975479576191
1461.018135,75.23978403632827
1464.454486,163.1572886498816
1467.886036,18.420242723634146
1471.312794,64.44029706963192
1474.734774,186.3158466081095
1478.151985,261.6526511435768
1481.564439,246.5864502097029
1484.972146,-17.218462978506068
1488.375119,-143.2686123494841
1491.773368,68.15287798326972
1495.166904,133.7788874478283
1498.555739,-11.119106577967614
1501.939883,-24.513686086103917
1505.319349,-33.614918961859075
1508.694146,-47.14099239488496
1512.064286,45.47470799408984
1515.429781,13.576976247601124
1518.790642,61.024558169685406
1522.146879,212.11456206565708
1525.498505,15.910527997213649
1528.845529,-19.813909407635947
1532.187965,347.1120858249178
1535.525822,428.24769743750767
1538.859112,402.0448653281401
1542.187846,514.693302332902
1545.512036,594.9922458065485
1548.831693,826.8462912170144
1552.146829,988.5747671307035
1555.457453,901.503959974878
1558.763579,1071.6554644139615
1562.065216,1626.2777317177352
1565.362377,2133.8548821342847
1568.655073,2543.3441490792175
1571.943315,2832.9205984449127
1575.227114,2801.6479515924293
1578.506482,2862.930778184391
1581.781431,2969.675281941809
1585.051971,2670.8529945540777
1588.318114,2293.6021442333076
1591.579872,1856.422091608125
1594.837255,1202.9582180858179
1598.090275,607.0641855883641
1601.338945,387.299110674905
1604.583274,378.79846330858527
1607.823275,63.40973185236362
1611.058959,47.76137759046469
1614.290338,343.11473535905134
1617.517422,29.065693065009327
1620.740224,-89.97011107191429
1623.958755,176.35605648307137
1627.173027,6.042350648844149
1630.38305,-60.932427870453466
1633.588838,40.01976292771906
1636.7904,7.97727012319956
1639.987749,189.3817932034999
1643.180896,161.3827113192001
1646.369853,-38.361064887034445
1649.554632,198.21699222654024
1652.735244,184.00101550139152
1655.9117,-123.17807149334476
1659.084013,88.45422328544919
1662.252193,223.7166665407667
1665.416254,-18.784553137555122
1668.576205,58.73033553528421
1671.732059,239.4006065949452
1674.883828,104.17105145499863
1678.031523,-43.74185999369365
1681.175157,-26.005096258231788
1684.314739,7.183016089526063
1687.450284,17.8097618646907
1690.581801,16.716690565901445
1693.709304,-72.21746972165147
1696.832803,-115.68104511688671
1699.952311,-17.90401728789402
1703.067839,32.77462625876342
1706.179399,99.41943602836818
1709.287003,141.43073593083682
1712.390663,-4.553449604150046
1715.49039,36.19342669883008
1718.586197,177.8751445246089
1721.678095,52.711910822569735
1724.766096,-78.45171599648802
1727.850213,-106.1384566759989
1730.930456,-9.157230799115496
1734.006838,71.72382518731774
1737.079372,-48.25636506466162
1740.148067,1.1983793976905872
1743.212938,140.56092238079327
1746.273996,76.73336879566432
1749.331252,43.57932211541083
1752.384718,61.6163655174596
1755.434408,7.279673584084776
1758.480332,-33.8180863630796
1761.522503,13.46040876420102
1764.560933,-2.4218488128690296
1767.595634,-112.59338009391377
1770.626618,13.310713403033333
1773.653896,153.82309022453046
1776.677482,-53.233732385802796
1779.697388,-101.10287134387545
1782.713625,111.6493621558875
1785.726205,156.3902067017798
1788.735141,98.62003650699262
1791.740445,-26.55419853319836
1794.742129,15.648368515740003
1797.740206,301.6492249972034
1800.734687,295.73182021782304
1803.725585,189.85468858265176
1806.712912,245.69760934398073
1809.69668,219.30973708276542
1812.676902,95.6614127590301
1815.65359,-84.1092088846035
1818.626756,-110.21013480474448
1821.596413,-24.329549110228072
1824.562573,-17.655592178673942
1827.525247,42.47460183885141
1830.48445,68.7064600471067
1833.440192,-18.87196414718437
1836.392487,-67.50017356298031
1839.341347,19.48569465651599
1842.286784,80.60203598280623
1845.22881,3.820680548191376
1848.167439,52.08902299978945
1851.102682,58.07889243379577
1854.034553,-116.99908493465409
1856.963063,21.94199164494239
1859.888226,202.92064194613886
