Wavelength,4ATP_1pM_rep3_acc1_I1
402.370542,2062.8987978343944
407.3839172,1281.8101699672393
412.3896217,608.0985636812206
417.3876683,350.00963427067063
422.3780697,145.11066443249365
427.3608386,92.29398007178224
432.3359876,113.8672869202037
437.3035295,233.80760760704015
442.2634769,391.3791880259146
447.2158423,4.3824988444612245
452.1606383,63.84754474245665
457.0978776,234.87668709786203
462.0275727,-0.6819385103881359
466.9497361,120.54804807231312
471.8643802,187.05781087891546
476.7715176,184.8781824637881
481.6711608,337.1334697031825
486.5633221,482.7814232848782
491.448014,379.37510758355666
496.3252488,302.4276619962925
501.195039,230.77855996067092
506.0573969,169.73483213788313
510.9123349,234.65059304804072
515.7598651,112.04615993034076
520.6,179.28953165958455
525.4327518,364.69722807949165
530.2581327,325.9291980882699
535.076155,220.22561352968614
539.8868309,454.81881308832
544.6901726,390.06403778536287
549.4861922,212.61641458348822
554.2749019,426.86714944900996
559.0563139,70.43726577520056
563.8304402,-8.201428909109381
568.597293,380.731398950903
573.3568844,251.7498483471445
578.1092263,108.97205694078457
582.8543308,262.69794129220463
587.5922101,188.10746510550916
592.322876,-7.631450115225107
597.0463405,179.79514545764414
601.7626157,202.056006677009
606.4717135,100.48609809779782
611.1736458,90.95860316979588
615.8684246,4.998952730467408
620.5560617,161.0508876946269
625.2365691,104.94000888471965
629.9099585,217.07919108046644
634.5762419,333.3352123564373
639.2354312,146.23095889126853
643.887538,344.6955754027995
648.5325743,96.74030909287148
653.1705518,34.38802873325176
657.8014823,175.07441517248844
662.4253775,-7.371283012773347
667.0422493,158.39025822241
671.6521092,53.00236119933061
676.2549691,18.93791422232107
680.8508407,71.3438315125868
685.4397355,4.530099140757102
690.0216654,49.11991789935428
694.5966419,39.68872177390722
699.1646767,168.8954571127283
703.7257814,310.5009443067297
708.2799676,358.38136206715853
712.827247,319.9373198624721
717.367631,338.92244144022834
721.9011314,147.8099313553007
726.4277595,0.15151392288862553
730.9475271,115.2942657817839
735.4604456,237.38652564606218
739.9665264,321.301789614914
744.4657813,257.16080638217
748.9582215,283.0488777320211
753.4438587,-11.5328444079787
757.9227042,2.638833416811849
762.3947696,133.79959712199934
766.8600662,108.89454888309729
771.3186056,508.7638976071712
775.770399,309.63257626550694
780.215458,223.8697914297686
784.6537939,256.8318816629444
789.0854181,73.99855556669308
793.510342,296.29923958920244
797.9285769,445.74354325614377
802.3401342,526.2127336175981
806.7450253,400.5792464926908
811.1432614,219.507764527556
815.5348538,173.25292418949812
819.9198139,225.44454858236077
824.2981531,321.83627674445506
828.6698824,277.01809455245166
833.0350133,223.3177274264267
837.393557,136.9223578275719
841.7455248,199.90435217553704
846.0909278,166.97058569447654
850.4297774,2.247789001639376
854.7620848,145.17708831566733
859.0878611,142.85727431475698
863.4071176,-0.6565628082526018
867.7198655,144.5242776145251
872.026116,433.61582605632475
876.3258802,486.9154194537132
880.6191693,325.59949306366207
884.9059946,375.3020033742191
889.186367,452.9235247273873
893.4602979,221.49621595148164
897.7277982,-6.348110994185845
901.9888793,218.02288431931402
906.2435521,459.2650441126889
910.4918277,261.8399399346699
914.7337174,74.97946796642873
918.9692321,279.3361199740334
923.1983831,408.01278649830147
927.4211813,472.704029414052
931.6376378,536.5504176947165
935.8477637,351.48928178336473
940.0515701,530.9784313823998
944.249068,397.4861007572995
948.4402684,273.47793449184474
952.6251825,507.8784893573129
956.8038212,348.1835037715241
960.9761955,515.5942063698767
965.1423166,432.51675650858306
969.3021953,264.1167224511628
973.4558427,441.07808822782
977.6032699,239.80519870673288
981.7444877,214.10230510183828
985.8795072,345.6810746047058
990.0083394,118.95923326102275
994.1309953,155.97803722620074
998.2474857,233.37893744930352
1002.357822,77.30736082569456
1006.462014,232.76379594298805
1010.560075,227.81153925254512
1014.652013,155.37803489232238
1018.737841,106.9343765049216
1022.81757,13.687093438794363
1026.891209,2.3106605511625276
1030.958771,6.286377772219112
1035.020266,56.69384427011437
1039.075705,-23.329680396903314
1043.1251,15.220523928921466
1047.16846,46.108957528786505
1051.205797,-13.790669691628864
1055.237121,42.875224741518196
1059.262444,278.1043583193168
1063.281777,497.5877556418518
1067.295131,1256.034084358948
1071.302515,2311.9585772521773
1075.303942,2528.292779148474
1079.299422,2496.0014855992135
1083.288966,1870.0671414649346
1087.272585,858.9711518058139
1091.250289,367.0825490347006
1095.222091,88.76009736550168
1099.187999,86.86085479314852
1103.148026,81.59016971420624
1107.102183,6.165807059864619
1111.050479,3.3876508993016614
1114.992927,35.9098624463204
1118.929536,166.12741299493837
1122.860318,288.7946713336273
1126.785283,483.9735262222089
1130.704443,922.647356532008
1134.617808,1557.971177664976
1138.52539,1750.5027472828956
1142.427198,1466.65135225132
1146.323244,992.4272551988693
1150.213538,550.5594348310015
1154.098093,571.1473330861891
1157.976917,259.704796144385
1161.850023,151.83494214394386
1165.717421,429.22922530531696
1169.579121,351.30437898544824
1173.435135,537.8660452597583
1177.285474,472.613531095722
1181.130148,568.1043910613666
1184.969169,808.8642541971858
1188.802547,616.2647411218122
1192.630292,511.1121912573626
1196.452416,255.45686085710804
1200.26893,117.77427427853945
1204.079844,0.9125096489997304
1207.88517,-7.9541065694784265
1211.684917,50.2878122060888
1215.479098,108.35253766030519
1219.267722,367.88245652089927
1223.050801,149.2552988688426
1226.828346,136.29238753309028
1230.600366,308.3667937617629
1234.366874,328.7939514763684
1238.12788,316.9666651954212
1241.883395,62.29926106054381
1245.633429,401.33501280488554
1249.377994,485.6758321318416
1253.1171,95.75776160562737
1256.850759,184.31253526090404
1260.578981,162.27118599280675
1264.301776,133.8911249152493
1268.019157,205.28822490640596
1271.731133,2.2590999116719104
1275.437715,-14.49534832430254
1279.138915,258.12760596514
1282.834743,265.179442723193
1286.52521,115.06229752255012
1290.210328,4.519725119695522
1293.890106,233.77634312662303
1297.564555,367.2492077789743
1301.233688,118.07975070752218
1304.897514,272.2828651427276
1308.556044,436.609060250898
1312.209289,315.7058349102158
1315.857261,14.622388647179832
1319.499969,95.98462877973225
1323.137425,352.231702665536
1326.769641,267.37009165500194
1330.396626,376.15572762259126
1334.018391,218.46920885717373
1337.634948,101.5733373328776
1341.246307,179.8620368047218
1344.85248,122.16840686166734
1348.453477,215.24070607141903
1352.049309,148.65448549048415
1355.639987,173.68179688990813
1359.225522,384.2365271430708
1362.805925,420.59028913718885
1366.381207,451.18843803466416
1369.951379,379.32484573765805
1373.516452,307.75315254045927
1377.076436,603.776186519282
1380.631343,889.988725551525
1384.181184,959.0464070033754
1387.725969,1072.6121925288198
1391.26571,849.1598780916693
1394.800417,529.4999064478911
1398.330102,553.3406275898665
1401.854776,328.8851550545219
1405.374448,232.19141482653822
1408.889132,175.37181006613037
1412.398837,-11.238536096990174
1415.903574,464.3960791529844
1419.403355,873.5734754949781
1422.89819,884.7520923899151
1426.388091,1088.7581846451508
1429.873069,1135.2351316848813
1433.353134,746.8492167521194
1436.828298,462.8515270427497
1440.298571,361.5540624219843
1443.763965,271.59729255241837
1447.224491,142.56751304062254
1450.68016,108.5032409516707
1454.130983,270.46665691907765
1457.576971,114.38316767835249
1461.018135,189.03993324040857
1464.454486,388.1973819824698
1467.886036,217.2711665439674
1471.312794,191.99261056744854
1474.734774,299.11524945496876
1478.151985,327.27601116145433
1481.564439,288.3437427514509
1484.972146,276.61996874930264
1488.375119,13.57846541075287
1491.773368,188.52135454577274
1495.166904,423.20531819811504
1498.555739,45.71427881111822
1501.939883,162.56564430999015
1505.319349,276.0219100074005
1508.694146,203.46168542917303
1512.064286,282.83431093333684
1515.429781,104.50786653683144
1518.790642,54.00728068972876
1522.146879,160.76897809525644
1525.498505,2.524958460520338
1528.845529,-12.204631032595898
1532.187965,214.54986354276616
1535.525822,167.160146366582
1538.859112,297.309410653565
1542.187846,394.3472606041837
1545.512036,264.0914737992207
1548.831693,548.0477197789696
1552.146829,515.4893547006354
1555.457453,198.25515106086914
1558.763579,237.24822447467477
1562.065216,474.06285078148676
1565.362377,788.9237011605524
1568.655073,812.729061525933
1571.943315,895.9981592263007
1575.227114,885.2560302604711
1578.506482,921.6426191097962
1581.781431,1395.981696515832
1585.051971,1179.6748598657036
1588.318114,1164.9767767316616
1591.579872,1241.5152133951342
1594.837255,793.1101672819382
1598.090275,672.0978928033073
1601.338945,390.21131918097353
1604.583274,420.467980491288
1607.823275,118.4844434415727
1611.058959,74.56704601071897
1614.290338,586.6180329726508
1617.517422,105.78174451270479
1620.740224,4.570727041126247
1623.958755,165.79901218274563
1627.173027,62.36862205954412
1630.38305,163.18553707729188
1633.588838,157.379337821631
1636.7904,128.97737998232606
1639.987749,344.30152773201917
1643.180896,330.4374172376142
1646.369853,112.60245434170383
1649.554632,343.847347534444
1652.735244,309.41089959133024
1655.9117,129.89733265822315
1659.084013,286.0318689392543
1662.252193,417.747280087277
1665.416254,212.57825177919813
1668.576205,95.22353247829687
1671.732059,498.9431844383671
1674.883828,317.51401939170773
1678.031523,20.292165042915258
1681.175157,270.98606617199175
1684.314739,116.50222223235687
1687.450284,124.2638151915371
1690.581801,196.83768398358734
1693.709304,-50.88108221703078
1696.832803,17.41096573664163
1699.952311,129.02240550277565
1703.067839,217.88974555812865
1706.179399,315.68817050410416
1709.287003,296.55903410468545
1712.390663,187.2984406918781
1715.49039,182.0440093708412
1718.586197,276.6866176090366
1721.678095,199.53033721520296
1724.766096,87.24005284866735
1727.850213,-0.9511951624690482
1730.930456,9.718991690798248
1734.006838,112.32841279167178
1737.079372,43.188718250387865
1740.148067,106.98835175712247
1743.212938,336.080924708524
1746.273996,179.18361533559573
1749.331252,54.751309643731474
1752.384718,123.41385516060791
1755.434408,124.50748364840138
1758.480332,176.68846519083672
1761.522503,178.35684805775963
1764.560933,92.50455835248431
1767.595634,4.696535670147114
1770.626618,168.06076636109856
1773.653896,291.74075536932196
1776.677482,126.52590410413814
