Wavelength,4ATP_1pM_rep3_acc5_I1
402.370542,2314.312820026759
407.3839172,1318.4745322228573
412.3896217,603.0358338368796
417.3876683,466.61834548595516
422.3780697,170.93545264320164
427.3608386,28.561062290772497
432.3359876,27.78641341428829
437.3035295,71.01971004345705
442.2634769,220.78278642254827
447.2158423,-63.53510723758609
452.1606383,-73.72938153307041
457.0978776,39.65309513660304
462.0275727,-141.24459310449993
466.9497361,-70.11763053547656
471.8643802,140.9435578878206
476.7715176,91.59074529208556
481.6711608,65.82786413987469
486.5633221,222.01242007379642
491.448014,133.00974681595972
496.3252488,61.28542393429689
501.195039,2.3080291700621274
506.0573969,88.81836970121094
510.9123349,2.3412493977493796
515.7598651,-236.67124197055
520.6,46.152369978293336
525.4327518,151.23825272743807
530.2581327,89.76479980211661
535.076155,48.9727051772511
539.8868309,181.04795588000297
544.6901726,303.54097524076906
549.4861922,163.9499997381772
554.2749019,179.61088484853644
559.0563139,-49.23314502647963
563.8304402,-78.46556360705927
568.597293,243.01538656762932
573.3568844,58.22538873653548
578.1092263,-87.30526162205297
582.8543308,151.3906720151981
587.5922101,157.27270922095613
592.322876,53.42999971328254
597.0463405,130.7929322879968
601.7626157,40.9572475967816
606.4717135,-22.608667163253813
611.1736458,18.106192085378098
615.8684246,-121.19177794252391
620.5560617,43.97667920804406
625.2365691,-10.347844280170648
629.9099585,68.74154078029733
634.5762419,338.2549857753511
639.2354312,76.05077085397852
643.887538,236.99534280052922
648.5325743,49.33414789393828
653.1705518,-59.33319293112845
657.8014823,126.11694848185289
662.4253775,-113.2900189345778
667.0422493,6.307482941648232
671.6521092,-11.189787072773015
676.2549691,68.44195954783572
680.8508407,57.90550052856133
685.4397355,-87.82073384643354
690.0216654,-52.3561706325454
694.5966419,-56.20488334118727
699.1646767,78.40427538441918
703.7257814,93.26725137396261
708.2799676,240.80920105894984
712.827247,201.89099654933807
717.367631,68.09832211740286
721.9011314,3.557516968980508
726.4277595,-103.00608287751948
730.9475271,5.676691931102596
735.4604456,186.1206071856809
739.9665264,262.4011258381788
744.4657813,180.43791375858837
748.9582215,218.07669920244734
753.4438587,-31.70121729379207
757.9227042,-59.76582570469736
762.3947696,17.126058814618318
766.8600662,24.216069590064762
771.3186056,381.70877305956446
775.770399,229.6603136366516
780.215458,175.81578789595733
784.6537939,96.11542431942598
789.0854181,-148.36984759289044
793.510342,87.98542580831872
797.9285769,362.17703535133796
802.3401342,434.66881683580004
806.7450253,334.3632637199971
811.1432614,231.20176357935634
815.5348538,37.06419206728151
819.9198139,-27.842270906967315
824.2981531,117.97547603458315
828.6698824,165.4303863446903
833.0350133,95.7078279251632
837.393557,-66.36739248673939
841.7455248,35.744945637403816
846.0909278,134.85576243152127
850.4297774,-118.16029271946627
854.7620848,-51.655275635494945
859.0878611,74.09087281768689
863.4071176,-21.413840672513288
867.7198655,63.81644911075546
872.026116,314.47304756881977
876.3258802,422.48504307276835
880.6191693,149.54885242657792
884.9059946,165.21573385163947
889.186367,321.2145652783738
893.4602979,31.65264618313131
897.7277982,-149.79729868537788
901.9888793,85.84355087119366
906.2435521,242.0777669080021
910.4918277,39.11518100546073
914.7337174,-171.8152677481603
918.9692321,-53.96109259186369
923.1983831,64.88729970839722
927.4211813,51.81565468703457
931.6376378,162.73944671025083
935.8477637,72.71110315805618
940.0515701,60.849000350860024
944.249068,-38.14967249506344
948.4402684,-76.58994977877728
952.6251825,86.71083658677753
956.8038212,-1.4705450355227185
960.9761955,184.94976971989763
965.1423166,83.20147616826262
969.3021953,-38.256344308261305
973.4558427,153.56200214567116
977.6032699,-29.287316627908694
981.7444877,1.1607602461044735
985.8795072,180.79465133339318
990.0083394,-50.46196906286377
994.1309953,-48.72530661523069
998.2474857,69.25508205648566
1002.357822,-100.43149421810449
1006.462014,91.76701776375694
1010.560075,187.07556500898863
1014.652013,87.61310471922525
1018.737841,111.7125946836054
1022.81757,-26.945747997927356
1026.891209,-90.35705560965744
1030.958771,-8.266655350594192
1035.020266,81.63753830601672
1039.075705,-21.49164783655351
1043.1251,-131.28494279663346
1047.16846,54.370350151612456
1051.205797,88.46236507321828
1055.237121,-29.78002833694245
1059.262444,156.78313340479053
1063.281777,311.31795097476606
1067.295131,906.7952282423494
1071.302515,1874.974011574232
1075.303942,2373.5029070396895
1079.299422,2740.66334759329
1083.288966,2194.8567900157936
1087.272585,1070.2434036180466
1091.250289,580.2156366683143
1095.222091,197.86551039235928
1099.187999,8.217565847318838
1103.148026,76.3024972561193
1107.102183,-22.60696428927895
1111.050479,-100.02750071215632
1114.992927,-39.5478678327886
1118.929536,-7.706017382487516
1122.860318,9.97030061872556
1126.785283,-10.077636185427309
1130.704443,211.15052041511035
1134.617808,652.9061225188889
1138.52539,713.6190983496726
1142.427198,687.2968726028103
1146.323244,458.0257418643728
1150.213538,75.95246057039913
1154.098093,214.25979622188743
1157.976917,50.296882635760994
1161.850023,-135.15469458988082
1165.717421,88.95439368647976
1169.579121,84.97733286931134
1173.435135,198.44645257651837
1177.285474,230.5696993919414
1181.130148,492.30292596168647
1184.969169,723.8071683275093
1188.802547,435.55427483285666
1192.630292,230.10338844411945
1196.452416,21.544970622466735
1200.26893,15.957126088273071
1204.079844,-83.30905482699472
1207.88517,-100.43008553686423
1211.684917,-56.00748656047335
1215.479098,68.71913679237969
1219.267722,385.62820007620894
1223.050801,21.256757467861462
1226.828346,-10.380781036519693
1230.600366,234.97327174707198
1234.366874,307.47012839812123
1238.12788,262.29418898370204
1241.883395,36.249557813308456
1245.633429,394.57095359285313
1249.377994,312.07643218609746
1253.1171,-56.17708054852392
1256.850759,61.23669533283237
1260.578981,53.81684776592101
1264.301776,121.98341785366756
1268.019157,164.10646277856222
1271.731133,-78.92249628690524
1275.437715,-3.2262956613435563
1279.138915,291.61124152893126
1282.834743,187.77301252733787
1286.52521,72.05898391886558
1290.210328,-78.89318462524261
1293.890106,-18.348488453687878
1297.564555,244.98450440633496
1301.233688,73.8390119269202
1304.897514,122.68145055788546
1308.556044,353.6542135502614
1312.209289,258.9365180950749
1315.857261,-36.63168046545934
1319.499969,-5.15529613916442
1323.137425,238.32244581381383
1326.769641,151.51594625464668
1330.396626,222.10031019339158
1334.018391,207.18533973922968
1337.634948,-18.955509461378824
1341.246307,2.992626999883214
1344.85248,-3.951202217154787
1348.453477,32.43616121805553
1352.049309,-38.64033644909841
1355.639987,-83.18526319990497
1359.225522,167.4677495271635
1362.805925,95.55462154188763
1366.381207,92.62456507316801
1369.951379,139.42122505131874
1373.516452,9.248638198434037
1377.076436,238.83749419088372
1380.631343,392.5554947479154
1384.181184,368.7052847250857
1387.725969,452.97841469948617
1391.26571,377.3276179491295
1394.800417,218.9812458309657
1398.330102,301.5755447390743
1401.854776,277.43097735446736
1405.374448,176.25523139343613
1408.889132,25.485673192105878
1412.398837,-165.21511568865571
1415.903574,196.69659543321131
1419.403355,477.1163838685443
1422.89819,421.6207105718204
1426.388091,567.6759579450018
1429.873069,614.9303324640255
1433.353134,438.10563707179244
1436.828298,329.0557349525325
1440.298571,214.2693095312993
1443.763965,80.32015591759455
1447.224491,-43.20912527533483
1450.68016,18.975788618326078
1454.130983,191.47181343807188
1457.576971,-21.215190639780303
1461.018135,76.48132796008849
1464.454486,249.15587659122684
1467.886036,-10.056341989869452
1471.312794,-84.5499667522372
1474.734774,60.2069178301449
1478.151985,189.95939474692977
1481.564439,160.62684242866862
1484.972146,48.893580385964015
1488.375119,-159.894352656328
1491.773368,90.23758703607882
1495.166904,243.5567053643308
1498.555739,-57.882979492659615
1501.939883,35.706316030711605
1505.319349,50.47584690205531
1508.694146,68.26310579596338
1512.064286,160.66306570631195
1515.429781,72.93319690805356
1518.790642,22.32905676195196
1522.146879,1.47864692188341
1525.498505,-180.768083146128
1528.845529,-144.5773322640025
1532.187965,232.61343506879848
1535.525822,45.0111554565442
1538.859112,59.460079137963476
1542.187846,302.2721291238313
1545.512036,127.36254118904571
1548.831693,371.01780160587896
1552.146829,259.95489070243775
1555.457453,-46.679733648686124
1558.763579,48.409733607822545
1562.065216,59.83532908177631
1565.362377,421.6350189045065
1568.655073,607.0551103980406
1571.943315,602.1554656416338
1575.227114,611.7651184607039
1578.506482,781.2678185716659
1581.781431,1253.9508773596144
1585.051971,1108.215081686773
1588.318114,1269.412930767921
1591.579872,1409.7907098146256
1594.837255,950.3470206908255
1598.090275,644.8178519332687
1601.338945,368.2235615229315
1604.583274,446.9251729651314
1607.823275,11.932967920489318
1611.058959,-70.4446935359756
1614.290338,341.05188749531953
1617.517422,-25.823028182991948
1620.740224,17.20373093989383
1623.958755,91.49191433467558
1627.173027,-43.84016842860274
1630.38305,12.914089915076147
1633.588838,-1.6489206629994442
1636.7904,-30.34130336782482
1639.987749,204.64984047492771
1643.180896,269.1478964062453
1646.369853,33.24386208003216
1649.554632,310.8947827201828
1652.735244,272.809644706595
1655.9117,-36.358127483905264
1659.084013,159.3816970948642
1662.252193,275.8425346346421
1665.416254,26.78007047961819
1668.576205,32.68093622576998
1671.732059,398.97897109019596
1674.883828,172.4208420349446
1678.031523,-38.05370323333
1681.175157,181.93456365772545
1684.314739,-12.27552074546702
1687.450284,43.84889505488172
1690.581801,120.60270907327777
1693.709304,-92.56249339298529
1696.832803,23.049861035410686
1699.952311,-43.54032500074754
1703.067839,32.410214214562984
1706.179399,177.03024562804467
1709.287003,49.24110346264615
1712.390663,20.79646062040956
1715.49039,60.118943822966685
1718.586197,204.45561480425886
1721.678095,122.39943326707362
1724.766096,-63.51434667124204
1727.850213,-80.33360823868634
1730.930456,1.5959217906729464
1734.006838,114.69122447304653
1737.079372,-7.5120586949597055
1740.148067,61.5473111711799
1743.212938,291.6492047613124
1746.273996,137.2849947414079
1749.331252,25.222463410589626
1752.384718,-10.795757489850075
1755.434408,-29.90878573224336
1758.480332,48.94526195041226
1761.522503,49.963992868496916
1764.560933,-28.760261995485507
1767.595634,-141.81030044544332
1770.626618,63.854089848115564
1773.653896,188.46377724808735
1776.677482,4.326950573205977
1779.697388,15.323060478322986
1782.713625,170.70918123132378
1785.726205,240.2949328939285
1788.735141,170.33757427365026
1791.740445,-10.366614587597724
1794.742129,38.477286122024
1797.740206,347.50586433308763
1800.734687,238.6883807959466
1803.725585,159.625455268957
1806.712912,218.17806127474296
1809.69668,48.97634889429992
1812.676902,30.062649932016484
1815.65359,-64.94220377337615
1818.626756,-76.29507059272782
1821.596413,-12.167750716508635
1824.562573,24.700055586178678
1827.525247,45.898258898409495
1830.48445,-45.9682960205846
1833.440192,-36.18571710149536
1836.392487,-36.148372404485144
1839.341347,58.82366713608053
1842.286784,89.37145550977903
1845.22881,-18.606275104526958
1848.167439,59.29870649683289
1851.102682,62.06289808145857
1854.034553,-138.46258656971077
1856.963063,-14.287328502716719
1859.888226,270.485890026383
1862.810053,173.03530103865705
1865.728557,2.4035221630510932
1868.643751,45.30763733709591
1871.555648,-41.744680769354545
1874.46426,-164.11170198437821
1877.369599,85.84258591161824
1880.271679,69.63823459008609
1883.170512,-14.801268911075113
1886.06611,132.21863036572722
1888.958487,60.96667628098203
1891.847655,41.3388463591923
1894.733626,-16.687950239556812
1897.616414,-66.23154475106685
1900.496032,-87.6883847422746
1903.372491,-17.793609620675852
1906.245805,48.01899516338926
1909.115987,-6.529404893862193
1911.983049,42.34061343455278
1914.847004,-3.6506378232879797
1917.707866,87.0533243332793
1920.565646,90.77424349196008
1923.420359,9.223414938954193
1926.272016,-18.265542553664545
1929.120631,-155.29970473818867
1931.966216,-44.01559936072499
1934.808786,3.184280438371843
1937.648351,21.830114910261273
1940.484927,140.44434892227173
1943.318525,27.33318995760419
1946.149158,253.6438102387824
1948.97684,614.9152544938329
1951.801584,260.89577399806376
1954.623403,52.46327929581048
1957.44231,161.5767925716068
1960.258318,12.874718211599884
1963.071439,-85.8933709387511
1965.881688,-81.23218675657108
1968.689078,84.4545565934418
1971.493621,22.87640120516835
