Wavelength,4ATP_1uM_rep3_acc5_I1
402.370542,9458.859829121246
407.3839172,6427.14889770431
412.3896217,3933.4861464454098
417.3876683,2589.9348453137154
422.3780697,1787.8336655051498
427.3608386,1327.5838800872425
432.3359876,1002.9927203312691
437.3035295,766.1490091165961
442.2634769,906.0060921386939
447.2158423,403.0757346963783
452.1606383,336.87645457891995
457.0978776,391.44423906009433
462.0275727,-14.379495853354456
466.9497361,-72.71088038661219
471.8643802,-16.033555352965777
476.7715176,77.62714816605512
481.6711608,172.46053211901562
486.5633221,420.64928720029275
491.448014,252.59664209699622
496.3252488,231.45207704745917
501.195039,263.8600863922147
506.0573969,287.6602309944501
510.9123349,294.9289580858149
515.7598651,72.83179251382717
520.6,71.8374191922976
525.4327518,-4.271430089720525
530.2581327,-1.0756438832231652
535.076155,-140.46429178772632
539.8868309,135.2676713752171
544.6901726,232.3259438692803
549.4861922,68.16902944619869
554.2749019,274.4102642500893
559.0563139,59.393831607512766
563.8304402,66.14877398793578
568.597293,176.01210364978215
573.3568844,-41.39173546877282
578.1092263,-138.65746809706616
582.8543308,35.836572663549305
587.5922101,22.194186944119792
592.322876,-177.82484156164537
597.0463405,178.4842082533687
601.7626157,233.13078113094707
606.4717135,-60.12040821901246
611.1736458,89.94278904958446
615.8684246,-1.527094259763544
620.5560617,1.8177948264637962
625.2365691,36.32557840147456
629.9099585,86.18256663434113
634.5762419,405.93497209739144
639.2354312,381.43317624751216
643.887538,362.1344975593347
648.5325743,64.48314686806043
653.1705518,51.793434570799946
657.8014823,165.75097136533077
662.4253775,-130.87176734635523
667.0422493,41.918101553475026
671.6521092,-66.919905751638
676.2549691,-74.1136288427324
680.8508407,48.377968108942696
685.4397355,22.371943291848766
690.0216654,215.93595916376216
694.5966419,198.0950593496691
699.1646767,429.7875471569632
703.7257814,506.24324980219717
708.2799676,401.8001132587942
712.827247,404.181341390974
717.367631,362.84674174047905
721.9011314,188.17251155626127
726.4277595,49.98392966308984
730.9475271,2.7302512317073706
735.4604456,28.701622393904472
739.9665264,283.4382181018
744.4657813,132.41055188936934
748.9582215,219.29012940147913
753.4438587,56.05191196994019
757.9227042,-138.47964329998013
762.3947696,50.72462760601229
766.8600662,-31.987762101486624
771.3186056,289.00710011301635
