Wavelength,4ATP_1nM_rep3_acc4_I1
402.370542,966.4009413872202
407.3839172,388.5592975864531
412.3896217,210.11845361667542
417.3876683,30.20719716338658
422.3780697,-65.28751815767669
427.3608386,48.1863679072751
432.3359876,1.1101246974881178
437.3035295,147.2356168463923
442.2634769,306.6798781558962
447.2158423,48.82087494877942
452.1606383,-33.87073258445116
457.0978776,-31.20685777365884
462.0275727,-64.10722821241507
466.9497361,72.00875995554429
471.8643802,33.896986677563746
476.7715176,-48.71158361174457
481.6711608,100.37905531074284
486.5633221,221.72996825025734
491.448014,140.39582735942258
496.3252488,-1.125647823809004
501.195039,-43.962091716945224
506.0573969,38.67574161461448
510.9123349,12.363989745791514
515.7598651,-73.72894900199776
520.6,80.33880266447159
525.4327518,269.4280731336553
530.2581327,192.76570048173494
535.076155,34.173232885118296
539.8868309,163.09671695186898
544.6901726,176.51478411561243
549.4861922,112.95013819318524
554.2749019,294.6644003515403
559.0563139,9.191972523836284
563.8304402,-50.81630556915775
568.597293,464.0098066017299
573.3568844,265.166473687839
578.1092263,-53.93313534136519
582.8543308,170.6397504600377
587.5922101,185.49401389067157
592.322876,6.252302730966903
597.0463405,12.697912310636411
601.7626157,68.8053861878866
606.4717135,17.31965581294935
611.1736458,-51.20393370034344
615.8684246,10.425855951063795
620.5560617,29.43998242014868
625.2365691,-41.617191486652246
629.9099585,124.57553133163583
634.5762419,147.7541471739919
639.2354312,129.87769938812085
643.887538,330.65134700629983
648.5325743,41.9742438602957
653.1705518,-51.3914335205377
657.8014823,156.02497374343557
662.4253775,-37.10225434388008
667.0422493,13.914689129414228
671.6521092,50.60812181408437
676.2549691,-26.009981103733026
680.8508407,80.18214024916347
685.4397355,-66.31243130791586
690.0216654,-110.57711812227967
694.5966419,74.1852532527289
699.1646767,33.50631605185731
703.7257814,-6.876305966600512
708.2799676,82.90682269529793
712.827247,53.61240029072701
717.367631,-24.683611649323893
721.9011314,-83.59557301841073
726.4277595,-74.10705692728743
730.9475271,-4.341730245099598
