Wavelength,4ATP_1mM_rep2_acc5_I1
402.370542,11913.841163636522
407.3839172,7345.707190740959
412.3896217,4432.237176873435
417.3876683,2879.310892418818
422.3780697,1849.4576809167602
427.3608386,1154.2514962648966
432.3359876,799.2191435007317
437.3035295,818.0767536816429
442.2634769,737.8854938303557
447.2158423,243.69408897054382
452.1606383,10.702561574069478
457.0978776,138.39695586800372
462.0275727,249.3965281944429
466.9497361,401.87434542099436
471.8643802,440.4353199854004
476.7715176,602.5851321097989
481.6711608,1201.986827478553
486.5633221,1501.8351933215108
491.448014,1252.9396851438323
496.3252488,1093.733837809773
501.195039,1134.3212568726512
506.0573969,1179.9689607102437
510.9123349,1044.181027552976
515.7598651,756.179225108519
520.6,700.5423349781795
525.4327518,734.8560134672989
530.2581327,518.973952360474
535.076155,460.3532000049845
539.8868309,742.0656828703632
544.6901726,720.0539074510862
549.4861922,378.6761608487004
554.2749019,178.126658787417
559.0563139,-4.202633584863179
563.8304402,1.2242408884285396
568.597293,217.0360832258566
573.3568844,94.90377185994839
578.1092263,-37.96705350776938
582.8543308,124.95517187549558
587.5922101,98.66794152516013
592.322876,27.750826711332593
597.0463405,93.67925832962828
601.7626157,4.280001647806785
606.4717135,-48.411146739274955
611.1736458,21.077032511212565
615.8684246,-9.816535054033011
620.5560617,1.3684393467756308
625.2365691,433.4594500794792
629.9099585,1452.5554232292925
634.5762419,2444.6437838596357
639.2354312,2608.968285673993
643.887538,1887.0061980664723
648.5325743,945.5477812995214
653.1705518,540.3940315277332
657.8014823,413.43786913256463
662.4253775,145.26913886808597
667.0422493,15.369467821110447
671.6521092,33.922010518451316
676.2549691,124.83334788634875
680.8508407,203.91772996364125
685.4397355,130.40721757119263
690.0216654,239.3716360528797
694.5966419,725.5264450424547
699.1646767,1226.3060100497123
703.7257814,1311.0765317210617
708.2799676,1106.864372051521
712.827247,1021.9119616708631
717.367631,867.2524976997565
721.9011314,471.3412829024537
726.4277595,134.1352170963437
730.9475271,5.4499717572725785
735.4604456,96.7884417192081
739.9665264,237.16023210958338
744.4657813,216.59177929500675
748.9582215,99.43662986948584
753.4438587,-12.48597203852205
757.9227042,-17.749955839577524
762.3947696,16.960445307201553
766.8600662,61.44224221266268
771.3186056,217.77239012842074
775.770399,310.82537925737506
780.215458,288.56567168563015
784.6537939,272.07475672986584
789.0854181,448.85171321323924
793.510342,1023.0527377477574
797.9285769,1687.414836040607
802.3401342,2104.782645279115
806.7450253,2281.651793315048
811.1432614,2151.788626509473
815.5348538,1848.0555804481191
819.9198139,1643.5255259595233
824.2981531,1404.2238921466978
828.6698824,1004.2693384432432
833.0350133,620.8281694566058
837.393557,399.9634495643577
841.7455248,325.19981515381187
846.0909278,190.84024078909533
850.4297774,3.2318232615234592
854.7620848,-6.2098592609245316
859.0878611,59.87789424954735
863.4071176,2.599773904061294
867.7198655,-13.306102234120772
872.026116,226.266692846576
876.3258802,374.4913723695154
880.6191693,255.98836620191923
884.9059946,355.6454710677235
889.186367,485.13579096392004
893.4602979,277.22491463379174
897.7277982,204.5153627840573
901.9888793,469.69215844009614
906.2435521,768.5152657985245
910.4918277,927.7813840637173
914.7337174,1117.956679359675
918.9692321,1423.6297010619064
923.1983831,1528.911500389866
927.4211813,1466.634239236315
931.6376378,1448.139385727638
935.8477637,1565.5532523084485
940.0515701,1841.1911383235447
944.249068,1954.2621945129204
948.4402684,2040.4078598081587
952.6251825,2318.2028781474364
956.8038212,2455.5472495164004
960.9761955,2457.58817842572
965.1423166,2437.3269311597915
969.3021953,2455.552859824489
973.4558427,2542.4999359998346
977.6032699,2460.969830264069
981.7444877,2373.393345554393
985.8795072,2406.013228420721
990.0083394,2349.188042333286
994.1309953,2555.7114879065803
998.2474857,3495.8828031682324
1002.357822,4808.136271964828
1006.462014,5099.7453721483835
1010.560075,3482.928841582704
1014.652013,1381.013318059935
1018.737841,402.554027921713
1022.81757,162.21255794204444
1026.891209,-8.497548216577343
1030.958771,5.425029732239636
1035.020266,145.8367302266306
1039.075705,123.39205482329362
1043.1251,95.18857209336875
1047.16846,316.6384200836101
1051.205797,724.0919134445148
1055.237121,1505.0757437297307
1059.262444,3049.379850906651
1063.281777,6078.268414612826
1067.295131,11890.033096228344
1071.302515,20266.112741032863
1075.303942,28103.51768919373
1079.299422,30353.050639289228
1083.288966,24050.611045908725
1087.272585,13624.577933676977
1091.250289,5977.503441712858
1095.222091,2248.9533286626984
1099.187999,615.9864503297713
1103.148026,118.94556706693947
1107.102183,6.737785616132896
1111.050479,14.822982594503628
1114.992927,270.45396655069635
1118.929536,892.2043528691493
1122.860318,1941.8788432511737
1126.785283,3722.2204211981452
1130.704443,7137.652135836586
1134.617808,11907.98707830341
1138.52539,15591.60047579747
1142.427198,15626.983187111753
1146.323244,11881.058599118758
1150.213538,7372.975043272918
1154.098093,4599.360666381317
1157.976917,3053.2459186273836
1161.850023,2230.8842785865163
1165.717421,2308.375083678652
1169.579121,2670.679772214553
1173.435135,3047.6902220855236
1177.285474,3664.073412509907
1181.130148,4210.324132587585
1184.969169,4288.4475424316015
1188.802547,3771.3351050084857
1192.630292,2626.2558958275768
1196.452416,1341.388194808328
1200.26893,545.6169283434647
1204.079844,174.40100327080017
