Wavelength,blank_rep3_acc4_I1
402.3169694,299.18123390593246
407.3303446,212.11622370183613
412.3360492,54.72245281285541
417.3340958,-62.31861595306509
422.3244971,-12.470557090617149
427.307266,163.28812008090972
432.2824151,366.22508576148357
437.2499569,496.3126766727619
442.2099043,442.47359828154003
447.1622697,271.0158821314617
452.1070657,159.23094030481298
457.044305,117.54749209867623
461.9740001,79.36236564351202
466.8961635,22.89753911362095
471.8108076,-50.536866473192276
476.717945,-35.84925896425557
481.6175882,148.4398252875635
486.5097495,320.80752381351704
491.3944414,258.65123580206455
496.2716763,126.72344496627193
501.1414665,228.36179497099874
506.0038244,370.6084501153673
510.8587623,203.685854741434
515.7062925,-25.10160803699182
520.5464274,44.60980706209011
525.3791792,169.95387687843868
530.2045601,65.86114983307561
535.0225824,-69.46671199295633
539.8332583,-66.86474982000436
544.6366,38.13824776554975
549.4326196,238.55328599068162
554.2213293,283.40438895153784
559.0027413,30.39088406871997
563.7768676,-34.0067301211875
568.5437204,218.4444951764799
573.3033118,284.0450817800793
578.0556537,198.68518345877965
582.8007583,232.4027520071686
587.5386375,149.50123460750547
592.2693034,-23.12923640374538
596.9927679,47.07024410138183
601.7090431,146.51112102795196
606.4181409,11.048715872000685
611.1200732,-68.4070009691859
615.814852,28.248323451281976
620.5024891,82.15093295817314
625.1829965,196.239207835255
629.8563859,445.1749893506603
634.5226693,472.06801162826196
639.1818586,202.61766290020387
643.8339654,-7.889494781320536
648.4790017,-17.84711511803289
653.1169792,28.967613501612504
657.7479097,-8.1986732104142
662.3718049,-91.190753104338
666.9886767,-80.6316252479537
671.5985366,17.13184925755013
676.2013965,117.9948743839559
680.7972681,162.956444689813
685.386163,81.9457043395596
689.9680928,-20.526889120699707
694.5430693,70.89049954171605
699.1111041,258.08498604885426
703.6722088,283.5941846885671
708.226395,223.2965773787255
712.7736744,253.77666198820953
717.3140584,238.89382368158294
721.8475588,48.88770019274489
726.3741869,-88.85373807463111
730.8939545,51.49822539513298
735.406873,333.2657213544844
739.9129539,484.1537019866537
744.4122087,393.99049860764353
748.9046489,152.58507333226225
753.3902861,-32.34310555072625
757.8691316,-58.50066592850635
762.341197,29.042847801139942
766.8064936,230.75008113971307
771.265033,462.5279090570075
775.7168264,502.1936834398948
780.1618854,299.4518536948872
784.6002213,27.113409202866023
789.0318455,-47.61304857045252
793.4567694,141.6330676757152
