Wavelength,4ATP_100uM_rep3_acc2_I1
402.370542,2361.8930325026186
407.3839172,1445.4929052051202
412.3896217,659.6728559751791
417.3876683,378.55627660353275
422.3780697,52.826168702999894
427.3608386,-4.739567957193685
432.3359876,43.53774635671198
437.3035295,218.9272096534296
442.2634769,397.65834800511493
447.2158423,-25.5535175252553
452.1606383,-30.267846300546807
457.0978776,144.8902951735663
462.0275727,-37.596289389493904
466.9497361,-44.19040231388226
471.8643802,-34.609193136481736
476.7715176,35.99904764068924
481.6711608,220.22532930644593
486.5633221,260.95102418434544
491.448014,228.87956708925412
496.3252488,277.503727191729
501.195039,267.1711574642568
506.0573969,331.389645142247
510.9123349,294.82846012554455
515.7598651,42.02139463293861
520.6,191.96691081317113
525.4327518,368.45212946888205
530.2581327,122.79133042246394
535.076155,56.05671373642963
539.8868309,268.97594557273715
544.6901726,306.28911251934005
549.4861922,287.5780083599593
554.2749019,276.76941341193105
559.0563139,-8.017950784564164
563.8304402,-52.98133957351456
568.597293,341.0677770414941
573.3568844,265.3320781945604
578.1092263,-20.48561686461926
582.8543308,195.43560385586443
587.5922101,165.3113304685994
592.322876,-114.41028358410676
597.0463405,-15.084485632707583
601.7626157,56.66979912663555
606.4717135,49.617452409691396
611.1736458,61.96463085649248
615.8684246,23.14043736516942
620.5560617,36.90660168098111
625.2365691,-62.61437911304438
629.9099585,247.29104800737696
634.5762419,616.004646392782
639.2354312,534.8114902607203
643.887538,620.0470917159528
648.5325743,303.22756421498434
653.1705518,50.30610623024313
657.8014823,114.26845910669545
662.4253775,-113.166158422644
667.0422493,5.20118898749115
671.6521092,49.01820289645457
676.2549691,-58.29520505437449
680.8508407,45.01622950549336
685.4397355,18.92934426125248
690.0216654,-44.53290792988628
694.5966419,31.08108704580718
699.1646767,98.28507400126637
703.7257814,180.7455051405259
708.2799676,415.5219105725728
712.827247,433.6219979976131
717.367631,337.25501986270046
721.9011314,245.5565954777494
726.4277595,65.74385023216018
730.9475271,-11.699921512222318
735.4604456,198.82307304175265
739.9665264,368.3268934147418
744.4657813,281.15965641494313
748.9582215,273.3718722061576
753.4438587,-9.220095432716334
757.9227042,-14.788103757423414
762.3947696,159.62464980528057
766.8600662,149.88870553034576
771.3186056,522.0704264053948
775.770399,492.8467122024322
780.215458,374.29348237670456
784.6537939,249.13215204096196
789.0854181,-46.807017920300495
793.510342,243.73947698292886
797.9285769,619.0500748278182
802.3401342,699.6546738184688
806.7450253,637.8360543717836
811.1432614,650.1836506524214
815.5348538,590.6463712766972
819.9198139,491.5272013134572
824.2981531,582.934249225933
828.6698824,491.39401019922934
833.0350133,368.8240149235644
837.393557,344.660001333079
841.7455248,261.01696627538513
846.0909278,141.6389624324047
850.4297774,10.907909440655203
854.7620848,36.05574088777212
859.0878611,30.74276285036376
863.4071176,-15.732510514764726
867.7198655,157.0399557437022
872.026116,319.80866686466106
876.3258802,319.6232944989415
880.6191693,239.73787538422948
884.9059946,317.0145108968027
889.186367,360.2013966702598
893.4602979,30.44263881056122
897.7277982,-87.97821663069772
901.9888793,151.5208347484977
906.2435521,275.3115208260624
910.4918277,64.4612328389594
914.7337174,-104.95077414323896
918.9692321,206.58274364874705
923.1983831,225.0979374965691
927.4211813,123.1331521837219
931.6376378,295.2590394635472
935.8477637,240.88770636513527
940.0515701,316.67865470267134
944.249068,190.18668737852295
948.4402684,53.66814036825963
952.6251825,211.18131533701035
956.8038212,195.77254975289452
960.9761955,303.2222565850316
965.1423166,140.47239569974408
969.3021953,14.757952556096825
973.4558427,162.44143630577037
977.6032699,-46.73562946524089
981.7444877,67.22132752259677
985.8795072,263.49377989348704
990.0083394,12.639298578599664
994.1309953,116.57849518242165
998.2474857,292.77233958304896
1002.357822,422.7269844375105
1006.462014,881.4363870168463
1010.560075,918.5589460498031
1014.652013,603.9916174346981
1018.737841,418.1819921921915
1022.81757,201.69604915419404
1026.891209,-42.42078752328143
1030.958771,-22.50614465223498
1035.020266,150.41629212845237
1039.075705,28.972314097374692
1043.1251,-11.696455322266047
1047.16846,191.03434453862155
1051.205797,213.08827599112283
1055.237121,215.1589801343207
1059.262444,501.9138555123127
1063.281777,1035.6789846272159
1067.295131,2536.6703156074955
1071.302515,5047.726733593935
1075.303942,7384.325369465085
1079.299422,8748.573319092664
1083.288966,7684.111764973422
1087.272585,4786.792465580213
1091.250289,2405.316301222545
1095.222091,939.9269627959629
1099.187999,385.4638995645146
1103.148026,277.0299579208795
1107.102183,103.77361801449933
1111.050479,40.16399590574747
1114.992927,-57.01197969644181
1118.929536,17.671947336445555
1122.860318,230.17999571863766
1126.785283,387.58216276246185
1130.704443,1136.011825986775
1134.617808,2349.48075832195
1138.52539,3445.7259572637377
1142.427198,4344.121296767219
1146.323244,4045.1491708278827
1150.213538,2814.0155011743364
1154.098093,2082.158074319359
1157.976917,1407.8880169269223
1161.850023,1139.2136932717149
1165.717421,1659.7823669214831
1169.579121,1881.5517302829867
1173.435135,1818.425231138578
1177.285474,1769.120381355916
1181.130148,1834.509466065354
1184.969169,1863.4368902069637
1188.802547,1597.3893321315063
1192.630292,1121.8852822808476
1196.452416,655.7643516103299
