Wavelength,4ATP_1uM_rep1_acc4_I1
402.370542,8246.164552772341
407.3839172,5654.357914016906
412.3896217,3531.2315051971163
417.3876683,2336.793704646745
422.3780697,1245.2317257634313
427.3608386,813.292490828615
432.3359876,491.6756962620748
437.3035295,97.29561498263502
442.2634769,392.6274903470512
447.2158423,19.621397176186292
452.1606383,-164.9247562415767
457.0978776,33.54370772924085
462.0275727,37.49561873886341
466.9497361,327.34038462851095
471.8643802,834.0815270036546
476.7715176,1564.6397680719201
481.6711608,2733.6740100762545
486.5633221,3511.5666336237628
491.448014,3019.2658459946433
496.3252488,2587.4222454554947
501.195039,2009.1976468861867
506.0573969,1707.8770423005117
510.9123349,1428.651445297728
515.7598651,960.9962174405191
520.6,1243.431463184348
525.4327518,1157.6310217027894
530.2581327,1076.3864090580319
535.076155,1102.4201085593231
539.8868309,1407.670040531957
544.6901726,1277.820184644319
549.4861922,493.27684888134536
554.2749019,461.48340478037426
559.0563139,185.84809183986363
563.8304402,-57.96330455821226
568.597293,277.8022860367091
573.3568844,46.07374516463824
578.1092263,-179.29618785778803
582.8543308,228.52424226459334
587.5922101,401.22000149673477
592.322876,206.64492194513514
597.0463405,285.6556145610557
601.7626157,328.5934265360265
606.4717135,81.13912016287577
611.1736458,66.30097221492906
615.8684246,-3.6190848387814185
620.5560617,-7.190854913384101
625.2365691,150.77608483755466
629.9099585,278.05457169751026
634.5762419,350.0928112245456
639.2354312,48.17768962473929
643.887538,82.32822965549713
648.5325743,13.139883051284414
653.1705518,-79.71387101865912
657.8014823,200.23322300284417
662.4253775,11.563618485201005
667.0422493,83.60127138031385
671.6521092,-40.19348014158095
676.2549691,-192.0664149768927
680.8508407,66.7351561046089
685.4397355,-18.11083583971049
690.0216654,67.62897286377483
694.5966419,163.35836275014663
699.1646767,596.8414590664252
703.7257814,1214.5334912750404
708.2799676,1634.7023332358513
712.827247,2044.6840381502225
717.367631,1881.8932803052994
721.9011314,1192.5725080131815
726.4277595,707.4958381552497
730.9475271,647.33898939766
735.4604456,510.6014865315992
739.9665264,604.2936058048363
744.4657813,685.9489933611876
748.9582215,336.58321885605983
753.4438587,-3.924418938688177
757.9227042,25.230818419153366
762.3947696,-13.746229889853566
766.8600662,0.7038306539034238
771.3186056,470.54589925168693
775.770399,371.35773888856056
780.215458,207.078427847875
784.6537939,309.6222478946729
789.0854181,275.5652826695987
793.510342,425.4402952703167
797.9285769,824.3436441401354
802.3401342,1056.8047349475673
806.7450253,912.2425520877514
811.1432614,784.6759082509016
815.5348538,601.4590080051421
819.9198139,574.1611851931011
824.2981531,521.8762682026208
828.6698824,344.62856694697984
833.0350133,82.6069978206142
837.393557,34.189059650358104
841.7455248,182.86246080813726
846.0909278,-77.10838068565863
850.4297774,7.765399165036797
854.7620848,281.38767734402427
859.0878611,137.87693116691298
863.4071176,-47.393857657132685
867.7198655,212.26530638682743
872.026116,536.4620518834017
876.3258802,623.9963741210613
880.6191693,568.9761739752539
884.9059946,432.66472404308297
889.186367,460.3628015177783
893.4602979,-6.759721297883516
897.7277982,-207.47420466859694
901.9888793,244.9529168483532
906.2435521,485.37065679324587
910.4918277,536.1422423751865
914.7337174,480.34086225234205
918.9692321,764.4778141737843
923.1983831,589.3148015155894
