Wavelength,4ATP_1mM_rep3_acc5_I1
402.370542,9017.596006075955
407.3839172,5671.96441919677
412.3896217,3554.7395915734537
417.3876683,2328.192822909065
422.3780697,1435.1510703894396
427.3608386,922.770729980618
432.3359876,550.5782397030043
437.3035295,335.2323721284188
442.2634769,340.1048778246268
447.2158423,126.17939436485813
452.1606383,-32.92948791629806
457.0978776,42.929744715581364
462.0275727,190.8422807335769
466.9497361,223.75603655049463
471.8643802,221.2302081593325
476.7715176,485.5944616886236
481.6711608,778.8186433914839
486.5633221,880.0080624617835
491.448014,805.7010191032159
496.3252488,809.6581053236605
501.195039,725.2733311156339
506.0573969,693.7093561061256
510.9123349,784.6594206884952
515.7598651,498.3082050691655
520.6,357.7120509277561
525.4327518,497.28631263458783
530.2581327,499.6948031994043
535.076155,561.8791981417544
539.8868309,716.940545528355
544.6901726,637.2124352705525
549.4861922,281.0265069974648
554.2749019,37.294204230114474
559.0563139,18.46833956336559
563.8304402,-35.42867238667077
568.597293,-78.16011152227884
573.3568844,-16.206604472050685
578.1092263,18.484851444854485
582.8543308,27.801884671456946
587.5922101,2.1366976231711305
592.322876,-0.6050968043912235
597.0463405,84.67927771278119
601.7626157,77.00114472717678
606.4717135,44.15106994370103
611.1736458,50.78003273161744
615.8684246,-86.52720440717144
620.5560617,-18.250834932455746
625.2365691,335.83537236361803
629.9099585,896.6522309793875
634.5762419,1583.020204661366
639.2354312,1679.848480738103
643.887538,1372.8404884605707
648.5325743,901.3524400799524
653.1705518,345.4180524665344
657.8014823,195.7992332768349
662.4253775,201.1325766097748
667.0422493,158.94141753452004
671.6521092,23.055158498500532
676.2549691,-10.695481187988207
680.8508407,85.66837280368281
685.4397355,1.1361863436350177
690.0216654,169.23062951908332
694.5966419,534.5379044873043
699.1646767,780.4585024127864
703.7257814,915.4700210564001
708.2799676,798.7971242971703
712.827247,797.6492404522787
717.367631,714.8096047545896
721.9011314,304.29557857223745
726.4277595,108.06535126080689
730.9475271,26.777652904999286
735.4604456,-0.5890298754875403
