Wavelength,4ATP_100uM_rep1_acc2_I1
402.370542,10761.16890726144
407.3839172,6792.376682642893
412.3896217,3959.218913308998
417.3876683,2480.6403284251483
422.3780697,1544.37507167462
427.3608386,1092.8081126592278
432.3359876,1027.1141284163205
437.3035295,1155.0930286548537
442.2634769,1200.1764660484296
447.2158423,660.2383260480601
452.1606383,174.54600933308848
457.0978776,54.21704879956815
462.0275727,-54.48565560598763
466.9497361,-35.840312344437734
471.8643802,57.06504756981394
476.7715176,243.09915047399045
481.6711608,728.4572940317985
486.5633221,1064.0651504157322
491.448014,909.9611543518968
496.3252488,795.0538968340206
501.195039,836.4401246273255
506.0573969,813.2483019023357
510.9123349,776.7352028227015
515.7598651,588.4294527854872
520.6,504.38267583588276
525.4327518,751.6860102666296
530.2581327,670.8346298547558
535.076155,464.390566681107
539.8868309,703.9581473182079
544.6901726,547.322615077509
549.4861922,311.3819496779015
554.2749019,488.67041791944484
559.0563139,66.37176631876355
563.8304402,-156.34308469653115
568.597293,323.5906459013622
573.3568844,257.689673801322
578.1092263,45.908114765855316
582.8543308,266.58654806778486
587.5922101,204.9520977971697
592.322876,-44.21833816713297
597.0463405,72.03169320486995
601.7626157,166.9288972548402
606.4717135,32.51073082087896
611.1736458,-44.34754085606255
615.8684246,-34.706437681195894
620.5560617,20.78986700922178
625.2365691,309.82169583320683
629.9099585,1134.5913297143452
634.5762419,1849.6481938606794
639.2354312,1827.6267866961907
643.887538,1369.6796955715654
648.5325743,709.7585950749626
653.1705518,372.17149385172524
657.8014823,294.6194106305875
662.4253775,34.99390302806751
667.0422493,-77.45881573313454
671.6521092,-45.23034206139437
676.2549691,-24.932093075160083
680.8508407,25.30587239205215
685.4397355,64.88676597270751
690.0216654,85.98260336348085
694.5966419,313.8096072477647
699.1646767,779.5645247988041
703.7257814,871.3181781223848
708.2799676,760.3475496844376
712.827247,980.4535883053695
717.367631,885.8427397327978
721.9011314,308.32083475066975
726.4277595,2.822111566330932
730.9475271,13.416699332639837
735.4604456,148.00282732242613
739.9665264,265.8636090292948
744.4657813,232.56479032485004
748.9582215,204.3261109410414
753.4438587,47.75075198082595
757.9227042,-90.48921153713854
762.3947696,-97.91169955500663
766.8600662,-17.219151802772103
771.3186056,276.78198283571237
775.770399,265.19011966396647
780.215458,30.924010549769264
784.6537939,4.9046745361065405
789.0854181,90.5432370209337
793.510342,490.3896963680436
797.9285769,1080.515099500074
802.3401342,1446.7214716298122
806.7450253,1492.792004054696
811.1432614,1328.5341892250208
815.5348538,1104.3239386455198
819.9198139,922.5345664754996
824.2981531,806.2442582832664
828.6698824,660.4571003999681
