Wavelength,4ATP_10uM_rep1_acc4_I1
402.370542,6082.961265628748
407.3839172,3714.457732223709
412.3896217,1978.605086819565
417.3876683,1228.6018877109836
422.3780697,808.5140040129763
427.3608386,490.11557957941204
432.3359876,366.80790844803005
437.3035295,378.21883368665567
442.2634769,374.5896389786558
447.2158423,75.78127220256692
452.1606383,-39.55352511041019
457.0978776,106.20093318645513
462.0275727,-13.862335497419735
466.9497361,-63.40427018392347
471.8643802,1.7237342537841869
476.7715176,-100.02835022775025
481.6711608,-7.210626530837999
486.5633221,114.41649066870059
491.448014,35.09640078698112
496.3252488,66.25529473652023
501.195039,70.29062095218933
506.0573969,67.02948276300094
510.9123349,116.35406477744027
515.7598651,-12.76116196410021
520.6,-12.568474535061796
525.4327518,210.36380202709688
530.2581327,166.0442806622641
535.076155,2.5610843245008255
539.8868309,135.10427719914833
544.6901726,193.93246682486688
549.4861922,152.63808217877477
554.2749019,198.6718750712671
559.0563139,-36.08801765156568
563.8304402,-86.63365644936084
568.597293,262.9856156632404
573.3568844,181.8149195708238
578.1092263,13.504355585251233
582.8543308,240.28022625151698
587.5922101,175.10752311762735
592.322876,-34.52006055583479
597.0463405,79.21515309895858
601.7626157,95.50765087160607
606.4717135,3.2041036787281882
611.1736458,14.30768191267589
615.8684246,21.344265849588737
620.5560617,-35.178957761353104
625.2365691,-42.58310347754741
629.9099585,284.21710148844704
634.5762419,585.6984018594726
639.2354312,625.7113575397707
643.887538,605.8813522816677
648.5325743,270.6125790934502
653.1705518,65.54547142982847
657.8014823,145.0750028363027
662.4253775,-20.944044543517975
667.0422493,-61.75455767291123
671.6521092,-1.855122352579201
676.2549691,-40.76766391882347
680.8508407,78.28090310980997
685.4397355,56.805889782581744
690.0216654,-89.59085696071497
694.5966419,61.737082271166855
699.1646767,328.42974675732285
703.7257814,341.45138989464385
708.2799676,174.16939718192816
712.827247,78.0079948913617
717.367631,-21.098673225836137
721.9011314,-85.00780929939765
726.4277595,8.91876300812055
730.9475271,9.020685632298864
735.4604456,75.47180172823846
739.9665264,225.62030936276187
744.4657813,144.49445131266202
748.9582215,60.343773028149826
753.4438587,-68.62069809148034
757.9227042,-177.91754531513288
762.3947696,-40.982205526285725
766.8600662,65.4712750816293
771.3186056,117.88834576701402
775.770399,224.73952112535426
780.215458,239.06234932502184
784.6537939,73.69395952931654
789.0854181,34.58442410511998
793.510342,299.9281759509272
797.9285769,583.3719211154694
802.3401342,666.6387482433429
806.7450253,603.9212698274955
811.1432614,528.8053615729505
815.5348538,350.409910693636
819.9198139,251.51841280592316
824.2981531,348.35076914825413
828.6698824,314.7649678084563
833.0350133,233.31339417099434
837.393557,146.83417468512243
841.7455248,27.25605320809518
846.0909278,-6.67239649990961
