Ramanshift[cm-1],Intensity,,,,,,,,
1433.353134,12483.2,,,,,,,,
1436.828298,12604.8,,,,,,,,
1440.298571,12826.2,,,,,,,,
1443.763965,12558.6,,,,,,,,
1447.224491,12467,,,,,,,,
1450.68016,12416,,,,,,,,
1454.130983,13026.4,,,,,,,,
1457.576971,12841.2,,,,,,,,
1461.018135,13077.2,,,,,,,,
1464.454486,13177.8,,,,,,,,
1467.886036,12693.8,,,,,,,,
1471.312794,12853.6,,,,,,,,
1474.734774,12443,,,,,,,,
1478.151985,13221.4,,,,,,,,
1481.564439,13005.4,,,,,,,,
1484.972146,12894.2,,,,,,,,
1488.375119,12548.2,,,,,,,,
1491.773368,12796,,,,,,,,
1495.166904,13494.4,,,,,,,,
1498.555739,12795.6,,,,,,,,
1501.939883,12907.8,,,,,,,,
1505.319349,12310.6,,,,,,,,
1508.694146,12804.6,,,,,,,,
1512.064286,12874,,,,,,,,
1515.429781,12729.4,,,,,,,,
1518.790642,12608.8,,,,,,,,
1522.146879,12892.4,,,,,,,,
1525.498505,12416.4,,,,,,,,
1528.845529,12384.4,,,,,,,,
1532.187965,13019.6,,,,,,,,
1535.525822,12759.8,,,,,,,,
1538.859112,12788.2,,,,,,,,
1542.187846,13364.4,,,,,,,,
1545.512036,12359.8,,,,,,,,
1548.831693,13731.4,,,,,,,,
1552.146829,13167.4,,,,,,,,
1555.457453,12498.4,,,,,,,,
1558.763579,12056.8,,,,,,,,
1562.065216,12506.6,,,,,,,,
1565.362377,12727.2,,,,,,,,
1568.655073,13120.4,,,,,,,,
1571.943315,12753,,,,,,,,
1575.227114,12695.8,,,,,,,,
1578.506482,12762.6,,,,,,,,
1581.781431,13295.2,,,,,,,,
1585.051971,12805,,,,,,,,
1588.318114,12899.4,,,,,,,,
1591.579872,12801.6,,,,,,,,
1594.837255,12784.6,,,,,,,,
1598.090275,12517.6,,,,,,,,
1601.338945,12520.8,,,,,,,,
1604.583274,13012.2,,,,,,,,
1607.823275,12667.2,,,,,,,,
1611.058959,12093,,,,,,,,
1614.290338,12882.6,,,,,,,,
1617.517422,12076.8,,,,,,,,
1620.740224,12584,,,,,,,,
1623.958755,12262,,,,,,,,
1627.173027,12264.8,,,,,,,,
1630.38305,12006,,,,,,,,
1633.588838,12486.2,,,,,,,,
1636.7904,12201.4,,,,,,,,
1639.987749,12447.8,,,,,,,,
1643.180896,12618.2,,,,,,,,
1646.369853,11960.6,,,,,,,,
1649.554632,12917.4,,,,,,,,
1652.735244,12240.6,,,,,,,,
1655.9117,11900.4,,,,,,,,
1659.084013,12268.6,,,,,,,,
1662.252193,12918.4,,,,,,,,
1665.416254,12007.6,,,,,,,,
1668.576205,12324.2,,,,,,,,
1671.732059,12620.6,,,,,,,,
1674.883828,12685.6,,,,,,,,
1678.031523,12051.8,,,,,,,,
1681.175157,12227.4,,,,,,,,
1684.314739,12196.6,,,,,,,,
1687.450284,12262.6,,,,,,,,
1690.581801,12234.2,,,,,,,,
1693.709304,12002,,,,,,,,
1696.832803,11979.2,,,,,,,,
1699.952311,12233.8,,,,,,,,
1703.067839,12200.6,,,,,,,,
1706.179399,12194.8,,,,,,,,
1709.287003,12619.6,,,,,,,,
1712.390663,12206.8,,,,,,,,
1715.49039,12282.2,,,,,,,,
1718.586197,12550.6,,,,,,,,
1721.678095,12480.4,,,,,,,,
1724.766096,12467.4,,,,,,,,
1727.850213,11842.2,,,,,,,,
1730.930456,12289,,,,,,,,
1734.006838,12068.2,,,,,,,,
1737.079372,12356,,,,,,,,
1740.148067,11976.8,,,,,,,,
1743.212938,13082,,,,,,,,
1746.273996,12247.8,,,,,,,,
1749.331252,12107,,,,,,,,
1752.384718,12206.4,,,,,,,,
1755.434408,12366.6,,,,,,,,
1758.480332,12273.6,,,,,,,,
1761.522503,12321.8,,,,,,,,
1764.560933,12033.4,,,,,,,,
1767.595634,11752.4,,,,,,,,
1770.626618,12493.8,,,,,,,,
1773.653896,12579.6,,,,,,,,
1776.677482,12140.2,,,,,,,,
1779.697388,12086.4,,,,,,,,
1782.713625,12702.2,,,,,,,,
1785.726205,12533,,,,,,,,
1788.735141,12600.4,,,,,,,,
1791.740445,12132,,,,,,,,
1794.742129,12081.8,,,,,,,,
1797.740206,12677.6,,,,,,,,
1800.734687,12601.4,,,,,,,,
1803.725585,12414.8,,,,,,,,
1806.712912,12324.8,,,,,,,,
1809.69668,11974,,,,,,,,
1812.676902,12083,,,,,,,,
1815.65359,11730.6,,,,,,,,
1818.626756,11870.8,,,,,,,,
1821.596413,12132.2,,,,,,,,
1824.562573,11778.6,,,,,,,,
1827.525247,12140,,,,,,,,
1830.48445,11891.6,,,,,,,,
1833.440192,12096,,,,,,,,
1836.392487,12003.6,,,,,,,,
1839.341347,12164,,,,,,,,
1842.286784,12242,,,,,,,,
1845.22881,11668.2,,,,,,,,
1848.167439,12210,,,,,,,,
1851.102682,12050.2,,,,,,,,
1854.034553,12177,,,,,,,,
1856.963063,11861.2,,,,,,,,
1859.888226,12732.4,,,,,,,,
1862.810053,12233.8,,,,,,,,
1865.728557,12051,,,,,,,,
1868.643751,11792,,,,,,,,
1871.555648,11814.8,,,,,,,,
1874.46426,11654.8,,,,,,,,
1877.369599,12260.4,,,,,,,,
1880.271679,12058,,,,,,,,
1883.170512,11893.6,,,,,,,,
1886.06611,12375.4,,,,,,,,
1888.958487,12073,,,,,,,,
1891.847655,12010.6,,,,,,,,
1894.733626,12118,,,,,,,,
1897.616414,12265.6,,,,,,,,
1900.496032,11741.4,,,,,,,,
1903.372491,12092.2,,,,,,,,
1906.245805,12363,,,,,,,,
1909.115987,12472.8,,,,,,,,
1911.983049,12404.2,,,,,,,,
1914.847004,12266.8,,,,,,,,
1917.707866,12470.2,,,,,,,,
1920.565646,12414.8,,,,,,,,
1923.420359,11935,,,,,,,,
1926.272016,12137.6,,,,,,,,
1929.120631,11955.2,,,,,,,,
1931.966216,12134.4,,,,,,,,
1934.808786,12045,,,,,,,,
1937.648351,12314.4,,,,,,,,
1940.484927,12213.8,,,,,,,,
1943.318525,12328.2,,,,,,,,
1946.149158,12606.4,,,,,,,,
1948.97684,13617.4,,,,,,,,
1951.801584,12549.4,,,,,,,,
1954.623403,12344.6,,,,,,,,
1957.44231,12342.6,,,,,,,,
1960.258318,12002.6,,,,,,,,
1963.071439,11925.8,,,,,,,,
1965.881688,12118.6,,,,,,,,
1968.689078,12222,,,,,,,,
1971.493621,12040.8,,,,,,,,
