duplicate_group,sha256,copies,source,relative_path
310,7d60bef534c01b860276efc137ade0f2e6f9c643dba5a87702de521a0c00dd5a,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1mM_rep3_acc2.csv
310,7d60bef534c01b860276efc137ade0f2e6f9c643dba5a87702de521a0c00dd5a,2,curated,Raman_spectra_data/Optimisation/500_5_5_L/4ATP_1mM_rep3_acc2.csv
311,7d6c54f740a8b579573398ef3f806e65629047f4e975d8ab4039da80c92ae53d,2,master_portable,Test AS   Glu/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-3M_750_5_5_H_S2.csv
311,7d6c54f740a8b579573398ef3f806e65629047f4e975d8ab4039da80c92ae53d,2,master_portable,Test AS   Glu/Elegidos/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-3M_750_5_5_H_S2.csv
312,7d76796167d33a5982afc38cbaf2875dc4debba69f97302111c1732d3cf031af,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-12M_750_5_5_L_S2.csv
312,7d76796167d33a5982afc38cbaf2875dc4debba69f97302111c1732d3cf031af,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-12M_750_5_5_L_S2.csv
313,7d9eec8da0b5679d6d03d7b8083ddc2d3c9c18664face599eb7910b9e813c10c,2,master_portable,Test 4-ATP/18-09-24/Calibración/Si_C_750_5_5_H.csv
313,7d9eec8da0b5679d6d03d7b8083ddc2d3c9c18664face599eb7910b9e813c10c,2,master_portable,Test 4-ATP/Elegidos/18-09-24/Calibración/Si_C_750_5_5_H.csv
314,7e0bfa01aa0e86c7467305315102ee4551c9481666a088c24c60c5c432fba61a,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/BC_4 ATP_10^-3M_750_5_5_H_S1.csv
314,7e0bfa01aa0e86c7467305315102ee4551c9481666a088c24c60c5c432fba61a,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_H/BC_4 ATP_10^-3M_750_5_5_H_S1.csv
315,7e1e00c70b50b00988522944ce71073854e1be4f7553deba61f0f88f9e624c9f,2,curated,Raman_spectra_data/Analytical Enhancement/Original spectra/AAB_4-ATP^10-15M_C2_M3_I1.csv
315,7e1e00c70b50b00988522944ce71073854e1be4f7553deba61f0f88f9e624c9f,2,master_benchtop,24-10-23/Measures/Spectra/4-ATP/AAB/AAB_4-ATP^10-15M_C2_M3.csv
316,7fa10b8c7e1f5af9a6e491f1eaab3cc40c666a83d3f3cf6edcd4771b6d59f95c,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/BC_4 ATP_10^-3M_750_5_5_H_S2.csv
316,7fa10b8c7e1f5af9a6e491f1eaab3cc40c666a83d3f3cf6edcd4771b6d59f95c,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_H/BC_4 ATP_10^-3M_750_5_5_H_S2.csv
317,80620a9374c174e667a1c3cb94497f83f698123a37de3b805ddc8ff43f4eb4fe,2,master_portable,Test 4-ATP/24-09-24/Blank/Blanck_GOAABC_750_5_5_H.csv
317,80620a9374c174e667a1c3cb94497f83f698123a37de3b805ddc8ff43f4eb4fe,2,master_portable,Test 4-ATP/Elegidos/24-09-24/Blank/Blanck_GOAABC_750_5_5_H.csv
318,8183b041a24bb83493533562bdf11f5ed0df80fe6809641189347afb55e7fe15,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100pM_rep3_acc2.csv
318,8183b041a24bb83493533562bdf11f5ed0df80fe6809641189347afb55e7fe15,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_100pM_rep2_acc2.csv
318,8183b041a24bb83493533562bdf11f5ed0df80fe6809641189347afb55e7fe15,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10pM_rep2_acc2.csv
319,81b57150990912610b3095a1f356cafbb1fab6e26a38b73949c80705523739b7,5,curated,Raman_spectra_data/Optimisation/500_5_5_L/Processed Spectra/blank_rep1_acc4_blank_subtracted_processed.csv
319,81b57150990912610b3095a1f356cafbb1fab6e26a38b73949c80705523739b7,5,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/blank_rep1_acc4_blank_subtracted_processed.csv
319,81b57150990912610b3095a1f356cafbb1fab6e26a38b73949c80705523739b7,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep1_acc4_blank_subtracted_processed.csv
319,81b57150990912610b3095a1f356cafbb1fab6e26a38b73949c80705523739b7,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep1_acc4_blank_subtracted_processed.csv
319,81b57150990912610b3095a1f356cafbb1fab6e26a38b73949c80705523739b7,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep1_acc4_blank_subtracted_processed.csv
320,824e5848d291e3e682ec0dae75f1fe355cff1e946a36e7ecf18f3cc0cd75e8c2,3,curated,Raman_spectra_data/Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv
320,824e5848d291e3e682ec0dae75f1fe355cff1e946a36e7ecf18f3cc0cd75e8c2,3,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv
320,824e5848d291e3e682ec0dae75f1fe355cff1e946a36e7ecf18f3cc0cd75e8c2,3,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv
321,824f81bc0746b0e33a7b1dd5d849dc1159367e9a07f8b36c7cbc592c3fb4c910,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-12M_750_5_5_H_S1.csv
321,824f81bc0746b0e33a7b1dd5d849dc1159367e9a07f8b36c7cbc592c3fb4c910,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-12M_750_5_5_H_S1.csv
322,82578095d70699ea2110b6363fda2c55731d5baacee433bfa29638260b42fe29,2,master_portable,Test AS   4-ATP/25-07-24/4 ATP   AS/750_5_5_H/AAB_AS_4 ATP_10^-4M_750_5_5_H_S3.csv
322,82578095d70699ea2110b6363fda2c55731d5baacee433bfa29638260b42fe29,2,master_portable,Test AS   4-ATP/Elegidos/25-07-24/4 ATP   AS/750_5_5_H/AAB_AS_4 ATP_10^-4M_750_5_5_H_S3.csv
323,837f0748ecb13a678362311d3207154d51255eb072b7129e05f119a6a254fef8,2,curated,Raman_spectra_data/Blind samples/Processed spectra/blank_rep1_acc3_blank_subtracted_processed.csv
323,837f0748ecb13a678362311d3207154d51255eb072b7129e05f119a6a254fef8,2,curated,Raman_spectra_data/Calibration curve/Processed spectra/blank_rep1_acc3_blank_subtracted_processed.csv
324,83861938e8a0e7d16198b046adbcfe1980b4e325f0f34e7c375929ace7527ce7,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv
324,83861938e8a0e7d16198b046adbcfe1980b4e325f0f34e7c375929ace7527ce7,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv
325,8398e063eac30da766445de64c7eb44dd64e6a1a3f402849a561d9ad25d164a1,2,master_benchtop,24-10-21/Measures/Analitos elegidos/Blanks/GOAAB/Normalized Spectra WBS/GOAAB_Blank_S2_C1_M2_wb_s_n.csv
325,8398e063eac30da766445de64c7eb44dd64e6a1a3f402849a561d9ad25d164a1,2,master_benchtop,24-10-21/Measures/Blanks/GOAAB/Normalized Spectra WBS/GOAAB_Blank_S2_C1_M2_wb_s_n.csv
326,83e5d139d68b3d23e3403d70a5ba1ebfc96bc6cca5e977479a92366914d19809,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1pM_rep2_acc3.csv
326,83e5d139d68b3d23e3403d70a5ba1ebfc96bc6cca5e977479a92366914d19809,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1pM_rep2_acc3.csv
327,842cc26dc3416f5f166fdcaec241750f36346c7668f8c40b7eb8794f5101ff29,2,master_benchtop,24-10-21/Measures/Analitos elegidos/Artificial Sweat/Baseline Corrected/GOAAB_AS_S2_C1_M2_1_wb.csv
327,842cc26dc3416f5f166fdcaec241750f36346c7668f8c40b7eb8794f5101ff29,2,master_benchtop,24-10-21/Measures/Artificial Sweat/Baseline Corrected/GOAAB_AS_S2_C1_M2_1_wb.csv
328,84946a528106e903a551494cfbcfc8f35ea1ec706e5164e5ab8edce202a28a28,2,master_portable,Test AS   4-ATP/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-7M_750_5_5_M_S2.csv
328,84946a528106e903a551494cfbcfc8f35ea1ec706e5164e5ab8edce202a28a28,2,master_portable,Test AS   4-ATP/Elegidos/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-7M_750_5_5_M_S2.csv
329,84ce4c923774ec586dcc72eb45e9ae23b40bcc34f1c4a482928cbe70f95978df,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100fM_rep2_acc4.csv
329,84ce4c923774ec586dcc72eb45e9ae23b40bcc34f1c4a482928cbe70f95978df,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_100fM_rep2_acc4.csv
329,84ce4c923774ec586dcc72eb45e9ae23b40bcc34f1c4a482928cbe70f95978df,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10fM_rep2_acc4.csv
330,8519380fab798c509beec7806fb42e3561f99fae77fa1a7cf4279aa5075d9300,2,curated,Raman_spectra_data/Proof of concept/Benchtop Raman/Processed spectra/HS_V2S1_AAB_C2_S1_I1_I2_C1_I1_blank_subtracted_processed.csv
330,8519380fab798c509beec7806fb42e3561f99fae77fa1a7cf4279aa5075d9300,2,curated,Raman_spectra_data/Proof of concept/Benchtop Raman/Processed spectra/HS_V3S1_AAB_C2_S1_I1_I2_blank_subtracted_processed.csv
331,85bb6199c3686bf3c842e925b3a204f2ba44d81ec4e763c34bda22163c7a193c,2,master_portable,Test AS   4-ATP/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-3M_750_5_5_M_S2.csv
331,85bb6199c3686bf3c842e925b3a204f2ba44d81ec4e763c34bda22163c7a193c,2,master_portable,Test AS   4-ATP/Elegidos/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-3M_750_5_5_M_S2.csv
332,85d4d16675b292f8c97a5029483c38128c00cd18416466785a620a7a4a10147c,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-4M_750_5_5_M_S3.csv
332,85d4d16675b292f8c97a5029483c38128c00cd18416466785a620a7a4a10147c,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-4M_750_5_5_M_S3.csv
333,85e0b8012916eb30814a784674fff15ccd98e50d46056a2e601076e24b49fb90,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-6M_750_5_5_H_S2.csv
333,85e0b8012916eb30814a784674fff15ccd98e50d46056a2e601076e24b49fb90,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-6M_750_5_5_H_S2.csv
334,85ebef489879e11ae080bd0d91e7d2f02f51ca0c7507d61c80cf8225c0ef20cd,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10fM_rep3_acc5.csv
334,85ebef489879e11ae080bd0d91e7d2f02f51ca0c7507d61c80cf8225c0ef20cd,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10fM_rep2_acc5.csv
335,872d36ef41a87bf9137755ee4498461a4d147eed65fc94fa028ba9254b864061,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10pM_rep2_acc5.csv
335,872d36ef41a87bf9137755ee4498461a4d147eed65fc94fa028ba9254b864061,2,curated,Raman_spectra_data/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc5.csv
336,879691bdd0574c5c90fd095f175e154c0849372db02b78fd2a022b854676ed23,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-9M_750_5_5_M_S2.csv
336,879691bdd0574c5c90fd095f175e154c0849372db02b78fd2a022b854676ed23,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-9M_750_5_5_M_S2.csv
337,87acbff0c6aab384c342a94dcab42f729c7deb1e53d9767e2c679a75d01aa9ff,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100uM_rep1_acc1.csv
337,87acbff0c6aab384c342a94dcab42f729c7deb1e53d9767e2c679a75d01aa9ff,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_100uM_rep2_acc1.csv
337,87acbff0c6aab384c342a94dcab42f729c7deb1e53d9767e2c679a75d01aa9ff,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10uM_rep1_acc1.csv
338,88d1932a985ffd23986f812bd54190fdff2ca39d2ce366afc31329f68dfbed4e,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1fM_rep3_acc5.csv
338,88d1932a985ffd23986f812bd54190fdff2ca39d2ce366afc31329f68dfbed4e,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1fM_rep2_acc5.csv
339,89315917620265ec2817bdeae9a955548cbaead993fc27e2b896d6ae492815a2,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10fM_rep3_acc2.csv
339,89315917620265ec2817bdeae9a955548cbaead993fc27e2b896d6ae492815a2,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10fM_rep2_acc2.csv
340,898abba75e33ad170c647f3f9d1fd416152a121b9e48447b4ea9ce22772b0b61,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-15M_750_5_5_M_S1.csv
340,898abba75e33ad170c647f3f9d1fd416152a121b9e48447b4ea9ce22772b0b61,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-15M_750_5_5_M_S1.csv
341,8a38a92de26a46f9d4d8c93a88b65e3f34061611e5e73124ca94583a5cdf6290,2,master_portable,Precision y exactitud/10-09-24/Elegidos/Sustrato AAG/AAB_4 ATP_y_750_5_5_L_S3.csv
341,8a38a92de26a46f9d4d8c93a88b65e3f34061611e5e73124ca94583a5cdf6290,2,master_portable,Precision y exactitud/10-09-24/Sustrato AAG/AAB_4 ATP_y_750_5_5_L_S3.csv
342,8a41deeb4218980387556270c370461641783da844f3852a76f9994c76a36d9a,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100fM_rep2_acc5.csv
342,8a41deeb4218980387556270c370461641783da844f3852a76f9994c76a36d9a,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_100fM_rep2_acc5.csv
342,8a41deeb4218980387556270c370461641783da844f3852a76f9994c76a36d9a,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10fM_rep2_acc5.csv
343,8ab7481134b28faf5c49ae51f833b620d4b6b98c31e5c88943bd0b336f6d6f45,2,master_portable,Test AS   4-ATP/13-09-24/4ATP AS/750_5_5_L/AAB_AS_4 ATP_10^-5M_750_5_5_L_S1.csv
343,8ab7481134b28faf5c49ae51f833b620d4b6b98c31e5c88943bd0b336f6d6f45,2,master_portable,Test AS   4-ATP/Elegidos/13-09-24/4ATP AS/750_5_5_L/AAB_AS_4 ATP_10^-5M_750_5_5_L_S1.csv
344,8b651a1ab3764ee933c05c5f987b34daf9cefb6fac2aff75e6bb2152a5e5ea5c,2,master_portable,Test HS/23-10-24/Human Sweat/BlankAl_HS_V2_H.csv
344,8b651a1ab3764ee933c05c5f987b34daf9cefb6fac2aff75e6bb2152a5e5ea5c,2,master_portable,Test HS/Elegidos/23-10-24/Human Sweat/BlankAl_HS_V2_H.csv
345,8ba033e1f1f1aa9405bd5c7274a37b17273106bff0b457edeb3b8dd7a7e92f3b,2,curated,Raman_spectra_data/Proof of concept/Portable Raman/Original spectra/HS_AAB_P1_750_5_5_H_S3.csv
345,8ba033e1f1f1aa9405bd5c7274a37b17273106bff0b457edeb3b8dd7a7e92f3b,2,master_portable,Test HS/30-09-24/HS/AABC/750_5_5_H/HS_AAB_P2_750_5_5_H_S3.csv
346,8be0e8807072e4429f9b4b0bb96b87b097e1f7ff694f6585d7a866df7f2c23d0,2,master_benchtop,24-10-08/AAB/CSV/Metadata/V2S3 GOAuAg_02_crr_cmd.csv
346,8be0e8807072e4429f9b4b0bb96b87b097e1f7ff694f6585d7a866df7f2c23d0,2,master_benchtop,24-10-16/V2S3 GOAuAg/Metadata/V2S3 GOAuAg_02_crr_cmd.csv
347,8c40da75fd796478f2fb44143491d23aeb87df78d9444c2889f61539c3d125ff,2,master_portable,Precision y exactitud/10-09-24/Elegidos/Sustrato GOAAG/GOAAB_4 ATP_SIG_750_5_5_L_S1.csv
347,8c40da75fd796478f2fb44143491d23aeb87df78d9444c2889f61539c3d125ff,2,master_portable,Precision y exactitud/10-09-24/Sustrato GOAAG/GOAAB_4 ATP_SIG_750_5_5_L_S1.csv
348,8c609431ab34b83a0f47400fec99680ec78d5b2ce7b52a0fa2d2c7107f4b6157,2,master_portable,Test HS/30-09-24/HS/GOAAB/750_5_5_M/HS_GOAABC_P1_750_5_5_M_S2.csv
348,8c609431ab34b83a0f47400fec99680ec78d5b2ce7b52a0fa2d2c7107f4b6157,2,master_portable,Test HS/Elegidos/30-09-24/HS/GOAAB/750_5_5_M/HS_GOAABC_P1_750_5_5_M_S2.csv
349,8d8ae0f8815d13dedb2e6506e04a12e9af14b6be0423d90a95c83372d8265f76,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100pM_rep2_acc3.csv
349,8d8ae0f8815d13dedb2e6506e04a12e9af14b6be0423d90a95c83372d8265f76,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_100pM_rep1_acc3.csv
349,8d8ae0f8815d13dedb2e6506e04a12e9af14b6be0423d90a95c83372d8265f76,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10pM_rep1_acc3.csv
350,8db1f962b224448aff4a1ed02764b068120ab0ec1f312a174b5c28b11d2e0f01,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-4M_750_5_5_H_S2.csv
350,8db1f962b224448aff4a1ed02764b068120ab0ec1f312a174b5c28b11d2e0f01,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-4M_750_5_5_H_S2.csv
351,8dc01ba29a331e972e95ab6a68d4d037090066302e7121dd2c611f43ae9510ff,2,master_benchtop,Daniela Patino_Dr. Eden/Sustratos AuAgBC/Mediciones 638 nm_10_1200/Artificial Sweat/AAB_AS_280624.rs
351,8dc01ba29a331e972e95ab6a68d4d037090066302e7121dd2c611f43ae9510ff,2,master_benchtop,Daniela Patino_Dr. Eden/Sustratos AuAgBC/Mediciones 638 nm_10_1200/Artificial Sweat/AAB_AS_280624_c.csv
352,8e1065451626d0c3123897b9900374416c01d30afc4f186627776d3a758a9f73,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S3.csv
352,8e1065451626d0c3123897b9900374416c01d30afc4f186627776d3a758a9f73,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S3.csv
353,8eb255dae8bd2d944a7079432922eeed82f657354924bb76fe524eebcf98e2a8,2,master_portable,Test AS   4-ATP/26-06-24/Sudor artificial + 4-ATP/AAB_AS_4-ATP_10^-10M_e_750_5_5_H_S3.csv
353,8eb255dae8bd2d944a7079432922eeed82f657354924bb76fe524eebcf98e2a8,2,master_portable,Test AS   4-ATP/Elegidos/26-06-24/Sudor artificial   4-ATP/AAB_AS_4-ATP_10^-10M_e_750_5_5_H_S3.csv
354,8f6d798bc6b4e8e506f86a45a834d74097dcc9bbba1589f263aae9c9ce00d1ac,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-4M_750_5_5_M_S1.csv
354,8f6d798bc6b4e8e506f86a45a834d74097dcc9bbba1589f263aae9c9ce00d1ac,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-4M_750_5_5_M_S1.csv
355,902dd6c10114339a847edc5c0732b882c15107ae5a4b40d197b622188974b6d0,2,master_portable,Test AS   Glu/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-5M_750_5_5_H_S2.csv
355,902dd6c10114339a847edc5c0732b882c15107ae5a4b40d197b622188974b6d0,2,master_portable,Test AS   Glu/Elegidos/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-5M_750_5_5_H_S2.csv
356,905d38d70cee8b6b72f3afaf03d113e7ccba3eabb7a785725fe6e859b9076cf4,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv
356,905d38d70cee8b6b72f3afaf03d113e7ccba3eabb7a785725fe6e859b9076cf4,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv
357,90874ba473f3101554bdac7952245bf1f611ad8a5ba7403d825b6aff6496ff0e,2,master_portable,Test AS   4-ATP/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-9M_750_5_5_M_S3.csv
357,90874ba473f3101554bdac7952245bf1f611ad8a5ba7403d825b6aff6496ff0e,2,master_portable,Test AS   4-ATP/Elegidos/25-07-24/4 ATP   AS/750_5_5_M/AAB_AS_4 ATP_10^-9M_750_5_5_M_S3.csv
358,90e67abe167d5e7fb1a81275f062d7cb223a9419d798ef5618266a70e01bd821,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100nM_rep3_acc4.csv
358,90e67abe167d5e7fb1a81275f062d7cb223a9419d798ef5618266a70e01bd821,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10nM_rep3_acc4.csv
359,91c7aee91beabc839a9fd10d16b242d9dbc18f509b060cfc33a06977078f90ed,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S2.csv
359,91c7aee91beabc839a9fd10d16b242d9dbc18f509b060cfc33a06977078f90ed,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S2.csv
360,923768f847fe1c7e90f95e3a3b7e939138da1145fa9d85aaf9e894652a2b1fe7,2,master_portable,Test AS   4-ATP/25-06-24/Sudor Artificial/AAB/AAB_AS_750_5_5_H_S1.csv
360,923768f847fe1c7e90f95e3a3b7e939138da1145fa9d85aaf9e894652a2b1fe7,2,master_portable,Test AS   4-ATP/Elegidos/25-06-24/Sudor Artificial/AAB/AAB_AS_750_5_5_H_S1.csv
361,92827eda05ae28e8620f0d3cb8a0fa51ba8cffa4d633f6f93560fb8721200734,2,curated,Raman_spectra_data/Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S2.csv
361,92827eda05ae28e8620f0d3cb8a0fa51ba8cffa4d633f6f93560fb8721200734,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-6M_750_5_5_L_S2.csv
362,9357aba20294642cd66a31206ba983320fe5d8f75995b6d33a151b3fe6fb769b,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10nM_rep1_acc1.csv
362,9357aba20294642cd66a31206ba983320fe5d8f75995b6d33a151b3fe6fb769b,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10nM_rep1_acc1.csv
363,9429d8acc268f05d27a439015aea7463ef0207690cd91016e7e3bca4a60ff81b,5,curated,Raman_spectra_data/Optimisation/500_5_5_L/Processed Spectra/blank_rep1_acc3_blank_subtracted_processed.csv
363,9429d8acc268f05d27a439015aea7463ef0207690cd91016e7e3bca4a60ff81b,5,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/blank_rep1_acc3_blank_subtracted_processed.csv
363,9429d8acc268f05d27a439015aea7463ef0207690cd91016e7e3bca4a60ff81b,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep1_acc3_blank_subtracted_processed.csv
363,9429d8acc268f05d27a439015aea7463ef0207690cd91016e7e3bca4a60ff81b,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep1_acc3_blank_subtracted_processed.csv
363,9429d8acc268f05d27a439015aea7463ef0207690cd91016e7e3bca4a60ff81b,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep1_acc3_blank_subtracted_processed.csv
364,94ceb41ea860aa035a80a25e212bfadb07d4dd06bd5b7cd562dca982bbc59b16,2,master_portable,Precision y exactitud/10-09-24/Elegidos/Sustrato GOAAG/GOAAB_4 ATP_$_750_5_5_L_S1.csv
364,94ceb41ea860aa035a80a25e212bfadb07d4dd06bd5b7cd562dca982bbc59b16,2,master_portable,Precision y exactitud/10-09-24/Sustrato GOAAG/GOAAB_4 ATP_$_750_5_5_L_S1.csv
365,94d877390eb77a7e2d2efd6ae59608cc9e8ecacd775e1b947fe0e6c4cff562cb,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-3M_750_5_5_M_S2.csv
365,94d877390eb77a7e2d2efd6ae59608cc9e8ecacd775e1b947fe0e6c4cff562cb,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-3M_750_5_5_M_S2.csv
366,94efbace68e71ef31d5ff18915b95c9523673152bfe36682893ef4c4e00c212c,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-7M_750_5_5_M_S2.csv
366,94efbace68e71ef31d5ff18915b95c9523673152bfe36682893ef4c4e00c212c,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-7M_750_5_5_M_S2.csv
367,951d46b882e56708eb85494a8ea85c05ecb0f8d5f08644405b4dba34cc87cda5,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1fM_rep3_acc2.csv
367,951d46b882e56708eb85494a8ea85c05ecb0f8d5f08644405b4dba34cc87cda5,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1fM_rep2_acc2.csv
368,9582c265274ccb0beb1b136f6d7c630c8c1b6f05200771deffe1e61cf469d748,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1nM_rep2_acc4.csv
368,9582c265274ccb0beb1b136f6d7c630c8c1b6f05200771deffe1e61cf469d748,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1nM_rep2_acc4.csv
368,9582c265274ccb0beb1b136f6d7c630c8c1b6f05200771deffe1e61cf469d748,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_100pM_rep2_acc4.csv
369,96339782812e981fd95a1126ec513b687257fd8cc46fa6ee79535568dc5302f4,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-3M_750_5_5_H_S2.csv
