duplicate_group,sha256,copies,source,relative_path
162,408e6f2f9962e5744c1058d09dbe882af8c62380d5b5ce0f5fb51c8fcd7f1c32,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep3_acc5_blank_subtracted_processed.csv
162,408e6f2f9962e5744c1058d09dbe882af8c62380d5b5ce0f5fb51c8fcd7f1c32,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep3_acc5_blank_subtracted_processed.csv
162,408e6f2f9962e5744c1058d09dbe882af8c62380d5b5ce0f5fb51c8fcd7f1c32,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep3_acc5_blank_subtracted_processed.csv
163,40cfd5b9753568f36381b1596c3e104d8dcda4974dc15cd8f9b013c56001e490,2,master_portable,Test 4-ATP/03-07-24/Blank/BC Blank 750_5_5_L.csv
163,40cfd5b9753568f36381b1596c3e104d8dcda4974dc15cd8f9b013c56001e490,2,master_portable,Test 4-ATP/Elegidos/03-07-24/Blank/BC Blank 750_5_5_L.csv
164,41037c0526734102687cea2ec7cec9c6dcfd37eabff18318357178d66c6ecb23,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100nM_rep3_acc2.csv
164,41037c0526734102687cea2ec7cec9c6dcfd37eabff18318357178d66c6ecb23,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10nM_rep3_acc2.csv
165,414345a6da4579711b2e1217f6a6465f25d8a7fb5783a05f8642acdd0826606c,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-6M_750_5_5_H_S3.csv
165,414345a6da4579711b2e1217f6a6465f25d8a7fb5783a05f8642acdd0826606c,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-6M_750_5_5_H_S3.csv
166,41ba32ef672ec8af67c66187c57b3d8e49714d63fa10779040b3496250c2b1ec,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1uM_rep1_acc1.csv
166,41ba32ef672ec8af67c66187c57b3d8e49714d63fa10779040b3496250c2b1ec,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_100nM_rep1_acc1.csv
167,420c1ae774d49f477068365d6bdf7dc4b82620f49f92472e5ef80d780068a0ba,2,master_portable,Test AS   4-ATP/26-06-24/Blanco/BC_blank_750_5_5_H.csv
167,420c1ae774d49f477068365d6bdf7dc4b82620f49f92472e5ef80d780068a0ba,2,master_portable,Test AS   4-ATP/Elegidos/26-06-24/Blanco/BC_blank_750_5_5_H.csv
168,423e45af1568c8676db562792acff421a352bca37ae8e594e35d79a91b0b1b6b,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100nM_rep2_acc5.csv
168,423e45af1568c8676db562792acff421a352bca37ae8e594e35d79a91b0b1b6b,3,curated,Raman_spectra_data/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc5.csv
168,423e45af1568c8676db562792acff421a352bca37ae8e594e35d79a91b0b1b6b,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10nM_rep2_acc5.csv
169,4282aa7e319a8240f52f6f260e2af94ebaafa4568d988faa461dfbdef9248d6c,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-4M_750_5_5_H_S1.csv
169,4282aa7e319a8240f52f6f260e2af94ebaafa4568d988faa461dfbdef9248d6c,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_H/GOAAB_4 ATP_10^-4M_750_5_5_H_S1.csv
170,4314609eea675acd70625e4d8a3861a88beaff24c12e3d9d84ec6cb61290c6d5,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-3M_750_5_5_M_S2.csv
170,4314609eea675acd70625e4d8a3861a88beaff24c12e3d9d84ec6cb61290c6d5,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-3M_750_5_5_M_S2.csv
171,4348b82bcebf141aa5c5e875978f0cf790eabbc1f6a504d5ca99cc4b42f5348e,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S1.csv
171,4348b82bcebf141aa5c5e875978f0cf790eabbc1f6a504d5ca99cc4b42f5348e,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-8M_750_5_5_M_S1.csv
172,45d41761c752a1dea92678aa76ffe8b3213a5d7749c8cbf5cf7f951d35bd40bd,2,master_portable,Test AS   4-ATP/25-06-24/Blank/AAB_blank_750_5_5_H.csv
172,45d41761c752a1dea92678aa76ffe8b3213a5d7749c8cbf5cf7f951d35bd40bd,2,master_portable,Test AS   4-ATP/Elegidos/25-06-24/Blank/AAB_blank_750_5_5_H.csv
173,461891935aecb1eb37d7d77ecec4c1717bfb67edbb093960bef5e375235c4557,2,master_portable,Test AS   Glu/02-08-24/Blanco/AAB_blank_750_5_5_H.csv
173,461891935aecb1eb37d7d77ecec4c1717bfb67edbb093960bef5e375235c4557,2,master_portable,Test AS   Glu/Elegidos/02-08-24/Blanco/AAB_blank_750_5_5_H.csv
174,464b3a434dd689c5e2c5bdd85fc3f6dc1683451693aa93f2779a3f354512e3db,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1fM_rep2_acc4.csv
174,464b3a434dd689c5e2c5bdd85fc3f6dc1683451693aa93f2779a3f354512e3db,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1fM_rep1_acc4.csv
175,46c20798d5e61e8f79d9114211db3efa6abfa71c268cf5f1f17ce9efba9a14ff,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_1mM_rep2_acc4.csv
175,46c20798d5e61e8f79d9114211db3efa6abfa71c268cf5f1f17ce9efba9a14ff,2,curated,Raman_spectra_data/Stability/24_09_24/4ATP_10pM_rep2_acc4.csv
176,46dee36f0c20c5ec73ed18e964c1a6a3591d974a4c90dbeda9bf02567f153bab,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10pM_rep1_acc2.csv
176,46dee36f0c20c5ec73ed18e964c1a6a3591d974a4c90dbeda9bf02567f153bab,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10pM_rep2_acc2.csv
177,47380a1d8ecc82c0b9346b046766a785edf0ae09edc8583644f51c338feb2936,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10uM_rep2_acc3.csv
177,47380a1d8ecc82c0b9346b046766a785edf0ae09edc8583644f51c338feb2936,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10uM_rep3_acc3.csv
177,47380a1d8ecc82c0b9346b046766a785edf0ae09edc8583644f51c338feb2936,3,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10uM_rep2_acc3.csv
178,474c0bea190c9d95214211c40a2aa7d096ae91a544ff50fe946df5dbd14b12a4,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-14M_750_5_5_H_S3.csv
178,474c0bea190c9d95214211c40a2aa7d096ae91a544ff50fe946df5dbd14b12a4,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-14M_750_5_5_H_S3.csv
179,47eecb5b66c9cf9362aaa1e6ec2b136c28b5e4046ee75125aece7b8f9419e1da,2,master_portable,Test HS/30-09-24/HS/AABC/750_5_5_H/HS_AAB_P4_750_5_5_H_S1.csv
179,47eecb5b66c9cf9362aaa1e6ec2b136c28b5e4046ee75125aece7b8f9419e1da,2,master_portable,Test HS/Elegidos/30-09-24/HS/AABC/750_5_5_H/HS_AAB_P4_750_5_5_H_S1.csv
180,485d4b788ae4e1d71c330a55ab481c4c789b2ecdd66f8566b989641467c635aa,2,master_portable,Precision y exactitud/10-09-24/Elegidos/Sustrato AAG/AAB_4 ATP_A_750_5_5_L_S1.csv
180,485d4b788ae4e1d71c330a55ab481c4c789b2ecdd66f8566b989641467c635aa,2,master_portable,Precision y exactitud/10-09-24/Sustrato AAG/AAB_4 ATP_A_750_5_5_L_S1.csv
181,486fd4dbf7381ce160ad8d3dcae96e01cb56cf8691f6ac20cf2faf287010490a,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-12M_750_5_5_M_S1.csv
181,486fd4dbf7381ce160ad8d3dcae96e01cb56cf8691f6ac20cf2faf287010490a,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-12M_750_5_5_M_S1.csv
182,48b74ea0deecfd5fddaf8a4cf766f21456bc9a928be2e7afd3fd8801966f4b7a,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-6M_750_5_5_M_S3.csv
182,48b74ea0deecfd5fddaf8a4cf766f21456bc9a928be2e7afd3fd8801966f4b7a,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_M/GOAAB_4 ATP_10^-6M_750_5_5_M_S3.csv
183,48daa572a6d9c97bcfa67a92a0ff0e3273bc8ff7c0749648ac7b9976e04a731d,2,curated,Raman_spectra_data/Blind samples/Processed spectra/blank_rep1_acc5_blank_subtracted_processed.csv
183,48daa572a6d9c97bcfa67a92a0ff0e3273bc8ff7c0749648ac7b9976e04a731d,2,curated,Raman_spectra_data/Calibration curve/Processed spectra/blank_rep1_acc5_blank_subtracted_processed.csv
184,48febc6c87a33d571ca1c45006f1c15c0b2d4ba071d6d929369f03ca4bf94ead,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1uM_rep3_acc5.csv
184,48febc6c87a33d571ca1c45006f1c15c0b2d4ba071d6d929369f03ca4bf94ead,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_100nM_rep3_acc5.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Blind samples/Original spectra/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Calibration curve/Original spectra/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Optimisation/500_5_5_L/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Optimisation/750_5_5_H/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Optimisation/750_5_5_M/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Stability/03_07_24/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Stability/19_05_24/blank_rep3_acc1.csv
185,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,8,curated,Raman_spectra_data/Stability/24_09_24/blank_rep3_acc1.csv
186,49e065090632ed5d049ddbe377ea93f294a10c1d36152d14ab8d0c2efbca6bf6,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-11M_750_5_5_M_S2.csv
186,49e065090632ed5d049ddbe377ea93f294a10c1d36152d14ab8d0c2efbca6bf6,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-11M_750_5_5_M_S2.csv
187,4a6a145f37700eeb78acc978316b5139c15d670dca0881c429ee0a5365bd66e8,2,master_benchtop,24-10-24/Surface Mapping/Metadata/241023_AAB_HS_V2S1_C1_SM1_CRR_metadata.csv
187,4a6a145f37700eeb78acc978316b5139c15d670dca0881c429ee0a5365bd66e8,2,master_benchtop,24-10-24/Surface Mapping/Metadata/241023_AAB_HS_V2S1_C1_SM1_metadata.csv
188,4a847b7245679e7c000adc21b94d47dce1f6c6dd552a4a891786e154f256b1a8,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1pM_rep2_acc4.csv
188,4a847b7245679e7c000adc21b94d47dce1f6c6dd552a4a891786e154f256b1a8,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1pM_rep2_acc4.csv
189,4ae2ae3ee04f43a076ca0f3eff1e0fedb2ba9799ee5a9c0622db233b3fd16098,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1uM_rep2_acc1.csv
189,4ae2ae3ee04f43a076ca0f3eff1e0fedb2ba9799ee5a9c0622db233b3fd16098,3,curated,Raman_spectra_data/Optimisation/750_5_5_M/4ATP_1uM_rep1_acc1.csv
189,4ae2ae3ee04f43a076ca0f3eff1e0fedb2ba9799ee5a9c0622db233b3fd16098,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_100nM_rep2_acc1.csv
190,4b66ecc8a9aba66b4f50dccee47c5ee5b079ed2f9c2117fded698a0b274d9ed1,5,curated,Raman_spectra_data/Optimisation/500_5_5_L/Processed Spectra/blank_rep3_acc2_blank_subtracted_processed.csv
190,4b66ecc8a9aba66b4f50dccee47c5ee5b079ed2f9c2117fded698a0b274d9ed1,5,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/blank_rep3_acc2_blank_subtracted_processed.csv
190,4b66ecc8a9aba66b4f50dccee47c5ee5b079ed2f9c2117fded698a0b274d9ed1,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep3_acc2_blank_subtracted_processed.csv
190,4b66ecc8a9aba66b4f50dccee47c5ee5b079ed2f9c2117fded698a0b274d9ed1,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep3_acc2_blank_subtracted_processed.csv
190,4b66ecc8a9aba66b4f50dccee47c5ee5b079ed2f9c2117fded698a0b274d9ed1,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep3_acc2_blank_subtracted_processed.csv
191,4c569f2732824ac9b3756b560865aefecf69b269c8a00d4bbabae30330fbf330,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100nM_rep3_acc3.csv
191,4c569f2732824ac9b3756b560865aefecf69b269c8a00d4bbabae30330fbf330,2,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10nM_rep3_acc3.csv
192,4c946818458b329a8ba77ed3c6213bba6e276c5067a8dbb158dc496873d2f3f1,2,curated,Raman_spectra_data/Blind samples/Processed spectra/blank_rep1_acc4_blank_subtracted_processed.csv
192,4c946818458b329a8ba77ed3c6213bba6e276c5067a8dbb158dc496873d2f3f1,2,curated,Raman_spectra_data/Calibration curve/Processed spectra/blank_rep1_acc4_blank_subtracted_processed.csv
193,4ca5609daa886e32744484e95d7d9558a4d02d7391660c25a937d2b755686378,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_100uM_rep2_acc2.csv
193,4ca5609daa886e32744484e95d7d9558a4d02d7391660c25a937d2b755686378,3,curated,Raman_spectra_data/Optimisation/750_5_5_M/4ATP_100uM_rep2_acc2.csv
193,4ca5609daa886e32744484e95d7d9558a4d02d7391660c25a937d2b755686378,3,curated,Raman_spectra_data/Stability/19_05_24/4ATP_10uM_rep2_acc2.csv
194,4d1bef006627530adb56be7b0a4d7fbfcaad2e6adde30183b0a8eb2330924db6,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-13M_750_5_5_L_S3.csv
194,4d1bef006627530adb56be7b0a4d7fbfcaad2e6adde30183b0a8eb2330924db6,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-13M_750_5_5_L_S3.csv
195,4d4880158d28803fba145558f49aced640b8e8673e7edc43f5acfeecb2aa6e65,2,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/processing_report.csv
195,4d4880158d28803fba145558f49aced640b8e8673e7edc43f5acfeecb2aa6e65,2,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/processing_report.csv
196,4f040e9af1fa8e41f16946381f0a03430200fadb92752dcd2ccba78d8b59b486,5,curated,Raman_spectra_data/Optimisation/500_5_5_L/Processed Spectra/blank_rep3_acc4_blank_subtracted_processed.csv
196,4f040e9af1fa8e41f16946381f0a03430200fadb92752dcd2ccba78d8b59b486,5,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/blank_rep3_acc4_blank_subtracted_processed.csv
196,4f040e9af1fa8e41f16946381f0a03430200fadb92752dcd2ccba78d8b59b486,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep3_acc4_blank_subtracted_processed.csv
196,4f040e9af1fa8e41f16946381f0a03430200fadb92752dcd2ccba78d8b59b486,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep3_acc4_blank_subtracted_processed.csv
196,4f040e9af1fa8e41f16946381f0a03430200fadb92752dcd2ccba78d8b59b486,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep3_acc4_blank_subtracted_processed.csv
197,50240abc778d3e1eeb485f1caa4b0ac0b3beeb0e5b16deb6752ae6f9d50a23d7,2,master_portable,Test AS   4-ATP/25-07-24/4 ATP   AS/750_5_5_H/AAB_AS_4 ATP_10^-11M_750_5_5_H_S1.csv
197,50240abc778d3e1eeb485f1caa4b0ac0b3beeb0e5b16deb6752ae6f9d50a23d7,2,master_portable,Test AS   4-ATP/Elegidos/25-07-24/4 ATP   AS/750_5_5_H/AAB_AS_4 ATP_10^-11M_750_5_5_H_S1.csv
198,50bbda6c20189778db3385dcd9810b7accc57d6a7e028c75f0c286b19a83f0c3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv
198,50bbda6c20189778db3385dcd9810b7accc57d6a7e028c75f0c286b19a83f0c3,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv
199,5220d0fd6a6fc700c9d33bc2a32dcf0b85987e0c3af340e093a73fc27bdbfe6b,2,master_portable,Test 4-ATP/18-09-24/Blank/BC_Blank_750_5_5_H.csv
199,5220d0fd6a6fc700c9d33bc2a32dcf0b85987e0c3af340e093a73fc27bdbfe6b,2,master_portable,Test 4-ATP/Elegidos/18-09-24/Blank/BC_Blank_750_5_5_H.csv
200,524a3736400b659ed951b1a7c560629120be3a449210937a2d39e75c728fe092,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-9M_750_5_5_M_S2.csv
200,524a3736400b659ed951b1a7c560629120be3a449210937a2d39e75c728fe092,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-9M_750_5_5_M_S2.csv
201,53197ad17938281fa29b34b155ceb6cb5d8da4b1ff2087fec73e14ef126c6e62,2,master_portable,Precision y exactitud/10-09-24/Elegidos/Sustrato AAG/AAB_4 ATP_$_750_5_5_L_S2.csv
201,53197ad17938281fa29b34b155ceb6cb5d8da4b1ff2087fec73e14ef126c6e62,2,master_portable,Precision y exactitud/10-09-24/Sustrato AAG/AAB_4 ATP_$_750_5_5_L_S2.csv
202,533feae9203a4f9bd0a504ddbf6e361befa89a4e44befdca6e76f4fc79b2187b,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1pM_rep3_acc4.csv
202,533feae9203a4f9bd0a504ddbf6e361befa89a4e44befdca6e76f4fc79b2187b,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1pM_rep1_acc4.csv
203,5463a3e0380712b54631dc43527e2cf184e2961ee135c3f30f2eb198529a8884,2,curated,Raman_spectra_data/Blind samples/Processed spectra/blank_rep3_acc3_blank_subtracted_processed.csv
203,5463a3e0380712b54631dc43527e2cf184e2961ee135c3f30f2eb198529a8884,2,curated,Raman_spectra_data/Calibration curve/Processed spectra/blank_rep3_acc3_blank_subtracted_processed.csv
204,54b7e6db648ffb421992032498b963a496db111c910717837fbc1bfe6970c114,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1fM_rep3_acc3.csv
204,54b7e6db648ffb421992032498b963a496db111c910717837fbc1bfe6970c114,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1fM_rep2_acc3.csv
205,54f16e298e0f4ea96075c92519a81c01f3d59a7eb8da5b6d9e3b0ccb3e5fb550,2,master_portable,Test AS   Glu/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-5M_750_5_5_H_S3.csv
205,54f16e298e0f4ea96075c92519a81c01f3d59a7eb8da5b6d9e3b0ccb3e5fb550,2,master_portable,Test AS   Glu/Elegidos/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-5M_750_5_5_H_S3.csv
206,55666260032452f38f95a0e95cdc2a92f6ed2b84314f9fa9072cebf7573bd7a4,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-12M_750_5_5_M_S3.csv
206,55666260032452f38f95a0e95cdc2a92f6ed2b84314f9fa9072cebf7573bd7a4,2,master_portable,Test 4-ATP/Elegidos/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-12M_750_5_5_M_S3.csv
207,56802c5f0b30d655de081073cb67674d648679c0999d13334f2437c227be2f63,5,curated,Raman_spectra_data/Optimisation/500_5_5_L/Processed Spectra/blank_rep1_acc2_blank_subtracted_processed.csv
207,56802c5f0b30d655de081073cb67674d648679c0999d13334f2437c227be2f63,5,curated,Raman_spectra_data/Optimisation/750_5_5_H/Processed Spectra/blank_rep1_acc2_blank_subtracted_processed.csv
207,56802c5f0b30d655de081073cb67674d648679c0999d13334f2437c227be2f63,5,curated,Raman_spectra_data/Stability/03_07_24/Processed Spectra/blank_rep1_acc2_blank_subtracted_processed.csv
207,56802c5f0b30d655de081073cb67674d648679c0999d13334f2437c227be2f63,5,curated,Raman_spectra_data/Stability/19_05_24/Processed Spectra/blank_rep1_acc2_blank_subtracted_processed.csv
207,56802c5f0b30d655de081073cb67674d648679c0999d13334f2437c227be2f63,5,curated,Raman_spectra_data/Stability/24_09_24/Processed Spectra/blank_rep1_acc2_blank_subtracted_processed.csv
208,573e753c0423888c25d437f38f1dff7e154768973460ff457f59497f44b62280,2,master_portable,Test AS   Glu/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-7M_750_5_5_H_S3.csv
208,573e753c0423888c25d437f38f1dff7e154768973460ff457f59497f44b62280,2,master_portable,Test AS   Glu/Elegidos/02-08-24/Sustrato AuAgBC/Sudor artificial   Glu/AAB_AS_Glu_1X10^-7M_750_5_5_H_S3.csv
209,577ad354baff390b682baf467dff1cdab869475eb61aeac21fc4d59ca2ee2264,3,curated,Raman_spectra_data/Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S1.csv
209,577ad354baff390b682baf467dff1cdab869475eb61aeac21fc4d59ca2ee2264,3,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-11M_750_5_5_L_S1.csv
209,577ad354baff390b682baf467dff1cdab869475eb61aeac21fc4d59ca2ee2264,3,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-11M_750_5_5_L_S1.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Blind samples/Original spectra/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Calibration curve/Original spectra/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Optimisation/500_5_5_L/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Optimisation/750_5_5_H/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Optimisation/750_5_5_M/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Stability/03_07_24/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Stability/19_05_24/blank_rep1_acc5.csv
210,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,8,curated,Raman_spectra_data/Stability/24_09_24/blank_rep1_acc5.csv
211,581829b8147396aa68eefb7819cead10dd201ffaed6074ec41bc005c12a40fb6,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-10M_750_5_5_H_S3.csv
211,581829b8147396aa68eefb7819cead10dd201ffaed6074ec41bc005c12a40fb6,2,master_portable,Test 4-ATP/Elegidos/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-10M_750_5_5_H_S3.csv
212,582429001ae47aa2502658211199bdba84b126866d08aa4887682f86fac1a73d,2,master_portable,Test AS   4-ATP/13-09-24/4ATP AS/750_5_5_L/AAB_AS_4 ATP_10^-3M_750_5_5_L_S2.csv
212,582429001ae47aa2502658211199bdba84b126866d08aa4887682f86fac1a73d,2,master_portable,Test AS   4-ATP/Elegidos/13-09-24/4ATP AS/750_5_5_L/AAB_AS_4 ATP_10^-3M_750_5_5_L_S2.csv
213,585447e4700eb8b4ee23e1c80db7d20dd5b57823015e3f354ada2e61fa37a4a6,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1mM_rep1_acc3.csv
213,585447e4700eb8b4ee23e1c80db7d20dd5b57823015e3f354ada2e61fa37a4a6,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_1mM_rep2_acc3.csv
214,58c657618bf4689600eb66ff6b36db9720e2fd79b5af8dd80c8e8ef40805fccd,2,master_benchtop,24-10-21/Measures/Analitos elegidos/Artificial Sweat/Normalized Spectra WBS/GOAAB_AS_S1_C1_M1_wb_s_n.csv
214,58c657618bf4689600eb66ff6b36db9720e2fd79b5af8dd80c8e8ef40805fccd,2,master_benchtop,24-10-21/Measures/Artificial Sweat/Normalized Spectra WBS/GOAAB_AS_S1_C1_M1_wb_s_n.csv
215,58d80ad895475ec4a807918411e6f395aa360ca62b77cc97f3177f6d49c1f780,2,master_portable,Test 4-ATP/18-09-24/GOAABC/750_5_5_L/GOAAB_4 ATP_10^-3M_750_5_5_L_S1.csv
215,58d80ad895475ec4a807918411e6f395aa360ca62b77cc97f3177f6d49c1f780,2,master_portable,Test 4-ATP/Elegidos/18-09-24/GOAABC/750_5_5_L/GOAAB_4 ATP_10^-3M_750_5_5_L_S1.csv
216,59b4ec17b93ef054836c66e16b53b06ce920c4b91960f5bf84f80072240d1668,2,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_10fM_rep2_acc5.csv
216,59b4ec17b93ef054836c66e16b53b06ce920c4b91960f5bf84f80072240d1668,2,curated,Raman_spectra_data/Stability/03_07_24/4ATP_10fM_rep1_acc5.csv
217,5a19bf4da2f5947a918a6d099ce5a5503ba194db75fdfacd87e427a4442ecc7c,3,curated,Raman_spectra_data/Calibration curve/Original spectra/4ATP_1uM_rep2_acc3.csv
