manifest_order,prepared_file,prepared_sha256,sample_type,concentration_M,concentration_label,prepared_replicate,prepared_accumulation,source_collection,source_master_path,source_master_column_index,source_master_column_name,source_scan_id,source_date,source_setting,source_replicate,intensity_max_abs_difference,axis_max_abs_difference,axis_match_1e-5,concentration_agrees,expected_calibration_date,expected_calibration_setting,date_matches_expected,setting_matches_expected,lineage_class,scientific_status,source_reuse_count,source_scan_first_prepared_file,source_scan_is_reused,statistical_independence_status
64,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc4.csv,3a6e923b363f36d8b33e73b68bbdb0f3dbdb6bdb3d48b949b3cb5ed7c48ab056,sample,1e-14,10fM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
65,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc5.csv,400c99002c771199d93bbbb836f907c4110b287d0495f865b5473d6bba5c8542,sample,1e-14,10fM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
66,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc1.csv,a160144c10cbc7c759a1369577552fc544c5ec6360bb7ed5fefc0322e5f2776e,sample,1e-14,10fM,2,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv#1,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
67,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc2.csv,78e797583733734b291f36a27622c2c26cc0cf3a9308897aae69b8a9bff66f1f,sample,1e-14,10fM,2,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv#2,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
68,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc3.csv,f901fc2ea981085f4e5a876c962b7d5893d3e21a49b5c10276ff99c8931686f1,sample,1e-14,10fM,2,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv#3,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
69,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc4.csv,3a2f8115f0f578c1e078054bf852b7612119c6e8158fce22705ef140522d5d73,sample,1e-14,10fM,2,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv#4,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
70,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc5.csv,59b4ec17b93ef054836c66e16b53b06ce920c4b91960f5bf84f80072240d1668,sample,1e-14,10fM,2,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S1.csv#5,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
71,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc1.csv,78ff8ef052cd411e40c28a79d25ff46fa7d1ae8ebde0e6a6144e60fb6f7ed083,sample,1e-14,10fM,3,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
72,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc2.csv,89315917620265ec2817bdeae9a955548cbaead993fc27e2b896d6ae492815a2,sample,1e-14,10fM,3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
73,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc3.csv,fac7d0c6d93accab1a33a8b70b1486c15d9a205107dac512ba5194d0c66410bc,sample,1e-14,10fM,3,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
74,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc4.csv,f1ffa6151dbfbbc70728905c70ebfa82e305386cfa3ad3c1ef08f557808f0d86,sample,1e-14,10fM,3,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
75,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc5.csv,85ebef489879e11ae080bd0d91e7d2f02f51ca0c7507d61c80cf8225c0ef20cd,sample,1e-14,10fM,3,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
76,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc1.csv,9357aba20294642cd66a31206ba983320fe5d8f75995b6d33a151b3fe6fb769b,sample,1e-08,10nM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv#1,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
77,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc2.csv,f351ba0c36cadb534b4dfb8d6f432a22d8249cd858f1faed8b20b19c3c96b9fc,sample,1e-08,10nM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv#2,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
78,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc3.csv,2ef0d17568d37a31a27849037d82a6a714fea4384c7b7a056795e61973adf40f,sample,1e-08,10nM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv#3,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
79,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc4.csv,e5330e9463ba2a137bd890fd50d76cbfe524cfd9731ce871c3a2441e469a74d9,sample,1e-08,10nM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv#4,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
80,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc5.csv,76030e2e3b3b74aff9f95adcfd4b19d9c1c3cb2f0446cf261632239581a3619a,sample,1e-08,10nM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv#5,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
81,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc1.csv,b7abbc1f86300f75bcc0f8a6f01912f44643ec597c7d9cc85d2306b42f74615c,sample,1e-08,10nM,2,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
82,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc2.csv,359cf933843502566edf6fa36beaf0a216c536c69ff69c1597ebcba1b3b57fe2,sample,1e-08,10nM,2,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
83,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc3.csv,24fa5416c0ee17cf7e24e8f93b73d85a05cbcca3595c29bd55bd3bf086255c50,sample,1e-08,10nM,2,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
84,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc4.csv,0f90bb33d049bf45fa8cd045b65da141bfe2f39417ca751ec5ecaf7de78116a9,sample,1e-08,10nM,2,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
85,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc5.csv,0dee5c98066b3d70e395f0f9f55e75ae6153944af7e112076d0da7695c7816b7,sample,1e-08,10nM,2,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
86,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc1.csv,2e65c3f92eb04e3c70a9dc4686e27699f0571f3041091d28f5a1c7a27886b661,sample,1e-08,10nM,3,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
87,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc2.csv,12ae203f54a217c160452caa0e81b13a0214580260d0f7b707b4e4f6d8d78b01,sample,1e-08,10nM,3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
88,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc3.csv,c21f89738c4a3fd9c2248d7ec06031920c880ce484b5d9e8e123f4c409dd2a60,sample,1e-08,10nM,3,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
89,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc4.csv,a5c3970f606a358f4324c8962e1583c40404ed092c8938b22f843b49fd3246ba,sample,1e-08,10nM,3,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
90,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc5.csv,3876cb2a320a7aa15a79291afabc3b1337039b670c8f55a9ac59f81f0dae396f,sample,1e-08,10nM,3,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10nM_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
91,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc1.csv,d0331241341b406df63007b70b9254cf3a1d4179457864a1a94215ec0996315a,sample,1e-11,10pM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
92,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc2.csv,46dee36f0c20c5ec73ed18e964c1a6a3591d974a4c90dbeda9bf02567f153bab,sample,1e-11,10pM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
93,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc3.csv,5a759ff319f0e47398648c36d5f74acee12ffcccfb661312c80dabf6a147fea4,sample,1e-11,10pM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
94,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc4.csv,f91723123af8701cadfe95ae320dd6a71a7d6b9ae8f82674de87cf3c8334aa48,sample,1e-11,10pM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
95,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc5.csv,34c96a0eebf6386b43d7e03ed5e0cbce1ea43e392efbadea2dba39ae7731c842,sample,1e-11,10pM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
96,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc1.csv,01d7e6e5daa4f0dc9338d470eccb969f043d292264ccc5548bbdeb6763aa8d05,sample,1e-11,10pM,2,1,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv,1,1,Test 4-ATP/24-09-24/4 ATP/750_5_5_H/AAB_4 ATP_10^-11M_750_5_5_H_S2.csv#1,24-09-24,750_5_5_H,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
