manifest_order,prepared_file,prepared_sha256,sample_type,concentration_M,concentration_label,prepared_replicate,prepared_accumulation,source_collection,source_master_path,source_master_column_index,source_master_column_name,source_scan_id,source_date,source_setting,source_replicate,intensity_max_abs_difference,axis_max_abs_difference,axis_match_1e-5,concentration_agrees,expected_calibration_date,expected_calibration_setting,date_matches_expected,setting_matches_expected,lineage_class,scientific_status,source_reuse_count,source_scan_first_prepared_file,source_scan_is_reused,statistical_independence_status
31,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc1.csv,f32bf02242fc6a5c21115f5c4a8c6abeeaac07779457ad9146b3059ebc670549,sample,1e-10,100pM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
32,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc2.csv,caabef09d39c3e3d5875fe3e8bd3e032e3fc3af9a599316be1e783d4ffadf113,sample,1e-10,100pM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
33,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc3.csv,038b58a1ab735ed3f43f068019ec759d94d1f02005af6cbe4a5b57982ab7c752,sample,1e-10,100pM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
34,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc4.csv,e102fcecc8d4bc3e127250bd82b8894027b659e279ec7a415c156932f7ad79ec,sample,1e-10,100pM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv#4,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
35,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc5.csv,bbbca1c13f0e0302e8e56343fc25ca2ad458063b187ec3fd29151936218c4fff,sample,1e-10,100pM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv#5,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
36,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc1.csv,3d1fc652c7ddb78c0f8d4e20a9202e266ea31f9795f072e8fe62bc21709a2016,sample,1e-10,100pM,2,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv#1,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
37,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc2.csv,b333b92194eef1d1a01784ba64eed110cb56d3fb3a0884984bac26817c8a5e70,sample,1e-10,100pM,2,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv#2,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
38,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc3.csv,8d8ae0f8815d13dedb2e6506e04a12e9af14b6be0423d90a95c83372d8265f76,sample,1e-10,100pM,2,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv#3,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
39,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc4.csv,04837085f07746be3a64e3d55960acb589fa41438f5529a10e58bb82659a7040,sample,1e-10,100pM,2,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv#4,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
40,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc5.csv,cbc1fc485b9fa4463521c82f6aa8e6b824e3d921e958b9109ec10e94764bd850,sample,1e-10,100pM,2,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv#5,03-07-24,750_5_5_L,1,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
41,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc1.csv,f9097205f7a7e12b677e121e2f260e38d09679c34f60b10a11fae0e54d29b399,sample,1e-10,100pM,3,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
42,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc2.csv,8183b041a24bb83493533562bdf11f5ed0df80fe6809641189347afb55e7fe15,sample,1e-10,100pM,3,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv#2,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
43,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc3.csv,b5a3cfd079368ef5b028a0843123e10da5fe00192404e312622087381c7dae93,sample,1e-10,100pM,3,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv#3,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
44,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc4.csv,3b3a497df66766dd965913be1ebdd25396d375c848b87b628a3f5ffa6c6ac931,sample,1e-10,100pM,3,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv#4,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
45,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc5.csv,00690ca821b3554b0cdd287395cff01036b15167cdb1f6b305c3b5103253108f,sample,1e-10,100pM,3,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv#5,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100pM_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
46,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc1.csv,87acbff0c6aab384c342a94dcab42f729c7deb1e53d9767e2c679a75d01aa9ff,sample,0.0001,100uM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-4M_750_5_5_L_S2.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-4M_750_5_5_L_S2.csv#1,03-07-24,750_5_5_L,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
47,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc2.csv,1d7ce27e46c5898e183428a62bc9d20484e2d191635c2f00225caf9cf6960094,sample,0.0001,100uM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#2,03-07-24,750_5_5_M,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,False,exact_intensity_acquisition_context_conflict,publication_snapshot_only_mixed_acquisition,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
48,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc3.csv,a8e27ceab2fcc2f012899cc451521cfd81be396ec832fad0311db0673cf19fa0,sample,0.0001,100uM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#3,03-07-24,750_5_5_M,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,False,exact_intensity_acquisition_context_conflict,publication_snapshot_only_mixed_acquisition,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
49,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc4.csv,17b8e6f57d8dbadc5949a11c4b7fe772ba6eb6d6b9bff2d0a98aa68700ce2ef9,sample,0.0001,100uM,1,4,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,4,4,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#4,03-07-24,750_5_5_M,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,False,exact_intensity_acquisition_context_conflict,publication_snapshot_only_mixed_acquisition,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
50,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc5.csv,2ac4d68a98f07dd290bcbd46c878be8ffe4ffad8bcc272f98f870008118f04d7,sample,0.0001,100uM,1,5,master_portable,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,5,5,Test 4-ATP/03-07-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#5,03-07-24,750_5_5_M,2,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,False,exact_intensity_acquisition_context_conflict,publication_snapshot_only_mixed_acquisition,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
51,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc1.csv,a3995b709c777241e16d3d5c2c1c9358f998f15e2b34826e50a6e1a2ac1b2e32,sample,0.0001,100uM,2,1,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,1,1,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#1,24-09-24,750_5_5_M,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
52,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc2.csv,4ca5609daa886e32744484e95d7d9558a4d02d7391660c25a937d2b755686378,sample,0.0001,100uM,2,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,2,2,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#2,24-09-24,750_5_5_M,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
53,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc3.csv,98717564014771215a687086fc2ce8b08e2587393d36c0385e4a4bed39d268bb,sample,0.0001,100uM,2,3,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,3,3,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#3,24-09-24,750_5_5_M,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
54,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc4.csv,bcd0c47f31676da2f982ef56c853b56aa10baa26d31dd736fab0cc7c4f883b6a,sample,0.0001,100uM,2,4,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,4,4,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#4,24-09-24,750_5_5_M,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
55,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc5.csv,10463e23d2975ca96296b2f5991e3e1ec6e2df0f3c0a846c5593ce3f1fbe02bb,sample,0.0001,100uM,2,5,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv,5,5,Test 4-ATP/24-09-24/4 ATP/750_5_5_M/AAB_4 ATP_10^-4M_750_5_5_M_S2.csv#5,24-09-24,750_5_5_M,2,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
56,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc1.csv,f552e90fc12d0b2ee3f074217f6aaf2a931201f010109f60955966f3c9265b1e,sample,0.0001,100uM,3,1,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,1,1,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv#1,24-09-24,750_5_5_L,1,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,True,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
57,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc2.csv,3cfff7848b39b137e488b18c8a71e964591e0367b963efff1cc2a1803109c0ea,sample,0.0001,100uM,3,2,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,2,2,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv#2,24-09-24,750_5_5_L,1,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,True,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
58,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc3.csv,bf27dcdf6c5de716432799b4816a0acd7f4aeb30ef277b529a57cbe49ef1d92b,sample,0.0001,100uM,3,3,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,3,3,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv#3,24-09-24,750_5_5_L,1,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,True,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
59,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc4.csv,fd53ba4a94022c27b6dedd7900f40679369ffa764d1155fc62783c555bb3015d,sample,0.0001,100uM,3,4,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,4,4,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv#4,24-09-24,750_5_5_L,1,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,True,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
60,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc5.csv,c357cb7b90a0b5258cd8e889a7b78b0951ac00762aa6a91ca2ff0fe091ab2cc0,sample,0.0001,100uM,3,5,master_portable,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,5,5,Test 4-ATP/24-09-24/4 ATP/750_5_5_L/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv#5,24-09-24,750_5_5_L,1,0.0,0.3993705685700206,False,True,03-07-24,750_5_5_L,False,True,exact_intensity_acquisition_context_and_axis_conflict,publication_snapshot_only_mixed_acquisition_and_axis,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_100uM_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
61,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc1.csv,1a976067634b2ffd908a6158788b0f5760a71010401ebc084115ba97875d1185,sample,1e-14,10fM,1,1,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv,1,1,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv#1,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
62,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc2.csv,7692729fece3726e21ebb8397abd74575b008e78435c4c91c8e791b8ddfc5720,sample,1e-14,10fM,1,2,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv,2,2,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv#2,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
63,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc3.csv,64b827e95844cf637e1a9c650a95f4aa626b1cf4d8ce25e4a55940d3088bee19,sample,1e-14,10fM,1,3,master_portable,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv,3,3,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-14M_750_5_5_L_S3.csv#3,03-07-24,750_5_5_L,3,0.0,4.998398708266905e-07,True,True,03-07-24,750_5_5_L,True,True,exact_intensity_axis_context_consistent_sample,source_intensity_exact_axis_within_1e-5_context_consistent,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10fM_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
