repository_path,source_sha256,source_label_set,repository_sha256,repository_label_set,numerical_body_sha256,numerical_body_unchanged,transformation,evidence,resolution_status
data/published_snapshot/proof_of_concept/benchtop_sweat_summary.csv,80c7d55ffc0081c30a06f78fca567b76ff8b84cd66cd303ced36d6cf68334c16,V2|V3|V4,82c1294c1c3df1c5b12ea63ee65742130efc8d57ba6a8d6ffeaf4a529975cba8,V1|V2|V3,d7020690de750ff33a7c9c9c50c0e3c3984ba0a689402547161b36e5237181de,true,header_only_acquisition_to_publication_relabel,author_confirmation:publication_renumbering_confirmed,confirmed
data/published_snapshot/proof_of_concept/portable_sweat_summary.csv,50c6e67d9b7b6deb7f2b629f9f1a726f4cf62530bc380b411cddd8a637f63075,V2|V3|V4,c23f7003c8d74afbf924421f1e4143ed178bc2df364b80a52ca208eb83cbf802,V1|V2|V3,db8ac8daa713ae19cb4998e244f06b43093015f80c2e86f6bf2c0ad21329a684,true,header_only_acquisition_to_publication_relabel,author_confirmation:publication_renumbering_confirmed,confirmed
data/published_snapshot/proof_of_concept/benchtop_vs_portable_normalized.csv,85dc95bb9360f0e1d7b0f96a39288513d9738f111d0f5e901b766dca9281aee0,V1|V2|V3,85dc95bb9360f0e1d7b0f96a39288513d9738f111d0f5e901b766dca9281aee0,V1|V2|V3,327c1911e017733f1d680e814cf542317d2acf082a911c8b1d151e08e5df60e9,true,none_already_uses_publication_labels,author_confirmation:publication_renumbering_confirmed,confirmed
