Raman shift cm-1,4ATP_10pM_rep1_acc5_processed_intensity
-93.47115107,512.6855091243546
-87.69374369,61.10331852687111
-81.9253076,-106.53471509078435
-76.16582701,60.391106091385446
-70.41528615,148.1561377444864
-64.67366933,-3.232935458490399
-58.94096086,-37.221394588170156
-53.21714512,12.084222216665816
-47.50220652,-15.828418787254245
-41.79612954,84.63690434108598
-36.09889866,235.77030371986876
-30.41049843,226.15666715999353
-24.73091343,113.2593048458127
-19.0601283,31.880603859554697
-13.39812769,2.6014388939153434
-7.744896327,-53.01059538252173
-2.100418946,10.819201934925935
3.535319659,118.61602450765574
9.162334658,66.45146931215464
14.78064118,44.63149900875741
20.39025432,-10.136552474958746
25.99118913,-20.077844762374877
31.58346061,164.3675119417679
37.16708375,165.79551045891358
42.74207347,29.630259645400766
48.30844468,-7.2329331161885975
53.86621222,-2.7861586280656994
59.41539093,-42.95953679440193
64.95599558,-31.547698503578374
70.48804091,181.66876076889497
76.01154164,115.78686869800546
81.52651243,-91.95874982913934
87.03296792,156.28300780422484
92.5309227,256.86626760654906
98.02039134,38.87640440654566
103.5013884,6.727258332193661
108.9739282,37.88992804935746
114.4380255,64.5467305052056
119.8936944,197.2781017198083
125.3409495,294.6594030383225
130.779805,134.5964616939957
136.2102753,-69.34605130745692
141.6323747,38.80254253345268
147.0461174,124.02879201388363
152.4515176,0.8571030448156094
157.8485895,-27.557209957614646
163.2373472,-36.48063758367698
168.6178049,31.522449599786203
173.9899766,202.73176519119295
179.3538764,120.55632013904041
184.7095182,37.11467934951381
190.0569161,174.26990599105645
195.396084,149.0679159117756
200.7270358,-6.8469730458280775
206.0497854,25.154889586948862
211.3643466,127.38839920145601
216.6707333,43.34367116532595
221.9689593,-38.808156344575785
227.2590382,0.8207517464388729
232.5409839,-40.99724775002121
237.8148101,-40.146765989165175
243.0805303,-3.022689040933095
248.3381582,-24.335873594744882
253.5877075,61.25188913393629
258.8291917,51.20096172367487
264.0626244,-31.97271367064685
269.288019,63.21657647509244
274.5053891,65.21226394656944
279.7147481,-47.542528963830115
284.9161094,-68.72043732071018
290.1094865,-51.88728871680719
295.2948927,305.7382489776676
300.4723414,1121.2844697132387
305.6418459,2005.0858295352928
310.8034194,2930.089007058919
315.9570752,3673.2974493774045
321.1028267,3927.5080545536434
326.2406869,3928.9507562332883
331.370669,3881.470172881678
336.4927863,3866.3210362244504
341.6070517,3867.4867711432867
346.7134786,3964.8404189680828
351.8120798,4026.8524082219633
356.9028684,3823.2644816587417
361.9858576,3726.01351857244
367.0610602,3689.0942060147645
372.1284892,3541.934300052578
377.1881577,3667.924613888561
382.2400784,4103.5717848436
387.2842644,4666.284802812308
392.3207284,4976.890823580188
397.3494833,4724.914491575419
402.370542,4160.328530885978
407.3839172,3456.5689703506287
412.3896217,2792.474421398485
417.3876683,2394.543426828902
422.3780697,2138.5069369208973
427.3608386,1904.9419191683733
432.3359876,1762.7549043372162
437.3035295,1757.2587803640142
442.2634769,1587.499674309221
447.2158423,1157.4629078949315
452.1606383,940.5666237908931
457.0978776,957.5446198506165
462.0275727,937.7326047847491
466.9497361,783.1201074883406
471.8643802,615.013872597252
476.7715176,734.4592659855689
481.6711608,820.0595100962087
486.5633221,667.8669217150359
491.448014,578.2428395798729
496.3252488,502.1691630104424
501.195039,506.57458464804404
506.0573969,544.8930278254284
510.9123349,306.36171433513846
515.7598651,50.3959600380681
520.6,56.73515187392195
525.4327518,173.50924013207623
530.2581327,130.02249126154675
535.076155,11.109115504656529
539.8868309,119.45573525694272
544.6901726,161.70561815620522
549.4861922,186.1485432051918
554.2749019,280.39222500525193
559.0563139,-16.62901011185886
563.8304402,-84.42263929816863
568.597293,267.78579361026414
573.3568844,167.22252537508757
578.1092263,-42.910259951949
582.8543308,103.60741886675987
587.5922101,124.6706191980038
592.322876,-23.841734555861876
597.0463405,57.44548452089862
601.7626157,162.9041878301939
606.4717135,57.519441862901886
611.1736458,-48.23398340777794
615.8684246,-77.49055413061569
620.5560617,9.831909492425439
625.2365691,56.49716896715586
629.9099585,21.317751512214727
634.5762419,79.93217592279211
639.2354312,95.26988972813729
643.887538,68.78030045555556
648.5325743,43.6305370023847
653.1705518,-1.435668960050407
657.8014823,-57.36781719114424
662.4253775,-77.87845055926687
667.0422493,-27.45359519074873
671.6521092,-28.662366184504663
676.2549691,15.63397039473989
680.8508407,61.31159008794543
685.4397355,19.9740989828108
690.0216654,-11.353944256551358
694.5966419,-50.81178090671506
699.1646767,50.896545686351146
703.7257814,181.18231268468844
708.2799676,141.17014879890428
712.827247,185.8457242478753
717.367631,210.24224735368443
721.9011314,18.879173299501986
726.4277595,-20.691950148937963
730.9475271,90.50322077665999
735.4604456,115.41666914509847
739.9665264,161.83823271857352
744.4657813,176.26619279491763
748.9582215,54.30369074351495
753.4438587,-43.0015147300623
757.9227042,-7.730383459721963
762.3947696,-44.037804818534994
766.8600662,46.689471859693015
771.3186056,258.1122176854826
775.770399,126.30080435611762
780.215458,117.29135830124397
784.6537939,149.63046401756498
789.0854181,-85.55755953252182
793.510342,52.74465720771323
797.9285769,258.50147997348245
802.3401342,217.98870748016253
806.7450253,192.25629696008536
811.1432614,44.862658521826006
815.5348538,-33.090856054410935
819.9198139,-0.3531078373272578
824.2981531,-5.099259143067364
828.6698824,55.311273216511836
833.0350133,92.97898988478889
837.393557,85.09282280781966
841.7455248,4.21143467195941
846.0909278,-50.76372526179371
850.4297774,58.06968957558082
854.7620848,23.229217139597694
859.0878611,-90.00747402251616
863.4071176,-0.9657305678211685
867.7198655,152.03284165509493
872.026116,313.729907021722
876.3258802,334.98025389540834
880.6191693,217.832908675339
884.9059946,304.0195890101624
889.186367,290.08486267454884
893.4602979,-3.856159469811246
897.7277982,-43.86127767912292
901.9888793,92.2255744727915
906.2435521,108.83358785984501
910.4918277,63.1886608599974
914.7337174,-52.8712276210844
918.9692321,-3.829455669465707
923.1983831,194.64176033973948
927.4211813,194.47534965689138
931.6376378,42.62982751092431
935.8477637,32.83422800689942
940.0515701,148.75903341421582
944.249068,41.02529192632409
948.4402684,-68.93994700498199
952.6251825,15.730213794918072
956.8038212,101.71207416496593
960.9761955,241.91157414085177
965.1423166,162.3267628422381
969.3021953,20.281749276774974
973.4558427,132.53661798651643
977.6032699,47.76931694401663
981.7444877,-77.01134087831117
985.8795072,45.20915222086451
990.0083394,80.92863984244046
994.1309953,5.697770312987348
998.2474857,-69.53483060553614
1002.357822,-10.289847782910757
1006.462014,164.9411211283085
1010.560075,163.19417693781
1014.652013,171.81034886846288
1018.737841,197.18416743897498
1022.81757,55.81546432992653
1026.891209,-6.81236031926046
1030.958771,6.872512348029723
1035.020266,50.40617396935467
1039.075705,-5.182654071938305
1043.1251,-117.00467511864088
1047.16846,-3.481028629901626
1051.205797,6.878155834604808
1055.237121,19.70613024981976
1059.262444,141.12154312316153
1063.281777,188.5934330694401
1067.295131,781.2084463766505
1071.302515,1522.9066323457732
1075.303942,1846.4928248054648
1079.299422,2075.9679237799014
1083.288966,1692.899363399715
1087.272585,905.5962848396091
1091.250289,408.36415599971235
1095.222091,63.3988996183313
1099.187999,13.961492096918638
1103.148026,14.561726831046983
1107.102183,-42.83033225203676
1111.050479,92.80710548603825
1114.992927,-8.129410804051084
1118.929536,-18.89235273191481
1122.860318,279.4887490498173
1126.785283,325.6767856848722
1130.704443,614.4504956810507
1134.617808,1140.028871360814
1138.52539,1332.33961696387
1142.427198,1323.8887533817438
1146.323244,954.9670078494228
1150.213538,708.0825177731318
1154.098093,732.8631757813272
1157.976917,436.4599226674966
1161.850023,341.37896039886004
1165.717421,370.4924136090503
1169.579121,321.71588919689947
1173.435135,488.21280646613985
1177.285474,470.7454280792518
1181.130148,462.870418698236
1184.969169,602.2119433882503
1188.802547,554.454019156592
1192.630292,369.6519771026835
1196.452416,221.4120446721276
1200.26893,117.50872784966147
1204.079844,-16.24864812201684
1207.88517,0.43473462466469215
1211.684917,-15.073917969836806
1215.479098,96.7795353041645
1219.267722,321.9094296036969
1223.050801,42.027106508629316
1226.828346,-33.53362037611025
1230.600366,160.1150275453871
1234.366874,23.875987174514705
1238.12788,4.594370640223164
1241.883395,148.67286813550643
1245.633429,354.548447359918
1249.377994,327.32372798167216
1253.1171,20.36129961874543
1256.850759,22.065183607548178
1260.578981,132.80526650690737
1264.301776,167.34047556035156
1268.019157,165.14167710034766
1271.731133,-30.07710642661911
1275.437715,-29.142401932636318
1279.138915,284.4130656516316
1282.834743,351.4080705187379
1286.52521,62.11773533405096
1290.210328,-49.62610837580554
1293.890106,169.11889926131988
1297.564555,294.8502180669957
1301.233688,257.3278631671663
