Raman shift cm-1,4ATP_10fM_rep2_acc1_processed_intensity
-93.47115107,752.9652171405737
-87.69374369,179.17888996544144
-81.9253076,-1.0656897067750606
-76.16582701,159.59190156841595
-70.41528615,197.93871698933913
-64.67366933,16.470415560572008
-58.94096086,-58.59816867695965
-53.21714512,-14.793015731415743
-47.50220652,14.358437441901579
-41.79612954,121.96511702912349
-36.09889866,255.8265895998428
-30.41049843,205.70374042513944
-24.73091343,49.45769058726748
-19.0601283,10.040434995792381
-13.39812769,10.972956201000798
-7.744896327,-51.98680015774158
-2.100418946,-46.95162353937005
3.535319659,12.287144464188131
9.162334658,26.96120592193258
14.78064118,14.079845664420468
20.39025432,-21.633299371665267
25.99118913,41.83142822462574
31.58346061,209.84044559538722
37.16708375,239.80271023395127
42.74207347,184.3957288678317
48.30844468,197.69325273160322
53.86621222,143.20715643535186
59.41539093,50.83120405965812
64.95599558,181.31439371482955
70.48804091,428.2336588012302
76.01154164,430.1732106050345
81.52651243,388.3762364749117
87.03296792,677.7476265004775
92.5309227,887.1696983533095
98.02039134,787.964239480216
103.5013884,859.8032289576124
108.9739282,1008.7240042234229
114.4380255,1020.960633354065
119.8936944,1273.4514056288026
125.3409495,1546.91823998128
130.779805,1378.3337393962506
136.2102753,1219.952126322004
141.6323747,1451.3300585989416
147.0461174,1638.529067073751
152.4515176,1536.583896187181
157.8485895,1486.1757935286425
163.2373472,1621.7802387809147
168.6178049,1776.0466137358073
173.9899766,1898.1162456724428
179.3538764,1930.2882222101207
184.7095182,1919.9599791543835
190.0569161,1980.3103316149059
195.396084,1955.9137273249476
200.7270358,1827.648835336827
206.0497854,1775.901357856285
211.3643466,1757.2746101951022
216.6707333,1696.0370786840735
221.9689593,1632.1373223099054
227.2590382,1561.405687284449
232.5409839,1419.6025203908737
237.8148101,1238.0615589883118
243.0805303,1128.0166128361586
248.3381582,1047.1272451537793
253.5877075,920.1594984582664
258.8291917,770.2268742820427
264.0626244,585.4410238453456
269.288019,371.5079292843597
274.5053891,155.6689866685101
279.7147481,-50.77068819235035
284.9161094,-52.250161408956956
290.1094865,977.3515849383383
295.2948927,5225.101507141859
300.4723414,15269.651080328838
305.6418459,29483.166519074355
310.8034194,40655.11604173543
315.9570752,44294.8719216053
321.1028267,43822.52524440499
326.2406869,43322.874327812824
331.370669,42841.311955044344
336.4927863,42104.97105880723
341.6070517,41568.079534688404
346.7134786,41024.200426729614
351.8120798,40414.487162659076
356.9028684,39884.55555562699
361.9858576,39256.04530531922
367.0610602,38576.40398228439
372.1284892,37952.403253544304
377.1881577,37327.30672016187
382.2400784,36775.180572708545
387.2842644,36224.136210299665
392.3207284,35599.011825784
397.3494833,34955.32137121484
402.370542,34213.32723643963
407.3839172,33502.83645434591
412.3896217,33005.23715789799
417.3876683,32451.383225853802
422.3780697,31646.046467476648
427.3608386,30782.926117296265
432.3359876,29873.656763928397
437.3035295,28933.590775908764
442.2634769,28338.702530755487
447.2158423,27921.950549957328
452.1606383,27195.785371225895
457.0978776,26430.08493465779
462.0275727,25834.96566821734
466.9497361,25191.187025335097
471.8643802,24492.99962112277
476.7715176,23686.883849259633
481.6711608,22760.309057397153
486.5633221,21934.246099785843
491.448014,21303.55729076402
496.3252488,20701.217765197172
501.195039,19854.979863671535
506.0573969,18968.117427437577
510.9123349,18455.86837586714
515.7598651,18001.045077393195
520.6,17213.446043810345
