Raman shift cm-1,4ATP_100nM_rep1_acc1_processed_intensity
-93.47115107,294.5376974532282
-87.69374369,54.01606415484578
-81.9253076,53.22317009567316
-76.16582701,-86.7161013814421
-70.41528615,113.789671882665
-64.67366933,-43.24229385920914
-58.94096086,-26.243760362124647
-53.21714512,6.676692046271507
-47.50220652,-34.74839108633513
-41.79612954,107.60690160745618
-36.09889866,180.12012797802345
-30.41049843,55.6283745071768
-24.73091343,36.99650092671516
-19.0601283,51.229156267339356
-13.39812769,15.52610092752613
-7.744896327,-88.48776117618009
-2.100418946,-40.85873101626366
3.535319659,139.34554054379672
9.162334658,22.685490890065232
14.78064118,56.28646489391446
20.39025432,-51.421936841652624
25.99118913,19.688620913250652
31.58346061,148.0898463196348
37.16708375,141.94025267244822
42.74207347,62.14464780663994
48.30844468,18.974832502552456
53.86621222,16.523965476591556
59.41539093,-87.54106251951151
64.95599558,-0.17258978362520416
70.48804091,93.47423520320436
76.01154164,178.5126107231282
81.52651243,-67.78780636971476
87.03296792,144.32665008783357
92.5309227,287.3715878105629
98.02039134,16.896507477190468
103.5013884,41.08867848042226
108.9739282,58.42991867150644
114.4380255,119.99651645009016
119.8936944,204.4534092446241
125.3409495,367.9574554686637
130.779805,105.6911765831598
136.2102753,-119.2780407917885
141.6323747,-31.697940698823782
147.0461174,115.57172975005386
152.4515176,34.04762230579449
157.8485895,-5.331521753045145
163.2373472,-10.979163802203196
168.6178049,12.417872606632784
173.9899766,109.26049505464269
179.3538764,43.076731763071464
184.7095182,7.11778546602433
190.0569161,46.209510017790365
195.396084,52.13930378177031
200.7270358,-47.97387883786708
206.0497854,53.16324269386722
211.3643466,-17.128698357810762
216.6707333,57.77260572859068
221.9689593,-35.936509830181144
227.2590382,-72.8820571821133
232.5409839,104.92358248475487
237.8148101,-25.99937287545496
243.0805303,-12.796611463266721
248.3381582,49.03590806957834
253.5877075,-60.24159144023114
258.8291917,7.285576159103897
264.0626244,42.580128989493026
269.288019,34.196128631837034
274.5053891,78.87572955969036
279.7147481,-54.08189577462836
284.9161094,-31.76684445493869
290.1094865,13.74898599387108
295.2948927,420.32573753502095
300.4723414,1381.5036448997635
305.6418459,2655.959054964401
310.8034194,3902.8000759162965
315.9570752,4712.341413954494
321.1028267,5003.1682586422985
326.2406869,4945.705093153545
331.370669,5130.494881439884
336.4927863,5199.312005810746
341.6070517,5186.652812068083
346.7134786,5397.925842123937
351.8120798,5417.814055215709
356.9028684,5257.621624584217
361.9858576,5161.8183137816295
367.0610602,5155.680975220243
372.1284892,5092.231173910826
377.1881577,5533.871384150583
382.2400784,6196.486168833922
387.2842644,7551.7837345775015
392.3207284,8169.730812884239
397.3494833,7371.391062065722
402.370542,6596.136942653425
407.3839172,5421.543926871801
412.3896217,4544.277764095687
417.3876683,3966.1383290551366
422.3780697,3589.794112835294
427.3608386,3229.5115025564282
432.3359876,3133.21029599933
437.3035295,3013.80868962381
442.2634769,2832.1364867240272
447.2158423,2430.5270071816367
452.1606383,2212.9672408527335
457.0978776,2174.8099761311164
462.0275727,1846.851608873073
466.9497361,2039.3478248998426
471.8643802,1645.6188126800917
476.7715176,1569.1461426552987
481.6711608,1668.0966968124835
486.5633221,1657.6612178803903
491.448014,1539.8571294395979
496.3252488,1361.1662358922076
501.195039,1290.8500094015362
506.0573969,1099.1729860099185
510.9123349,1048.0005373018676
515.7598651,732.4814560668387
520.6,828.2921637807785
525.4327518,691.7811138930083
530.2581327,574.7337276544281
535.076155,425.543739880452
539.8868309,423.04775485151686
544.6901726,329.35979313355665
549.4861922,284.5634152779553
554.2749019,461.49905288475475
559.0563139,29.757988365782694
563.8304402,12.66036036144169
