Raman shift (cm-1),RM_AS,RM_HS_V1,RM_HS_V2,RM_HS_V3
2199.517865,84.64059729,80.8411848,49.10398268,61.60511
2198.706069,82.16061581,77.65956025,45.66387707,61.55551
2197.894139,87.22754525,78.38053629,44.56676745,64.7803
2197.082075,89.04530407,79.0256988,44.18124327,64.32883
2196.269877,88.81201362,79.35362751,43.45442626,58.3253
2195.457544,91.07579111,80.07990488,44.20597207,54.54776
2194.645077,98.97625211,81.05072352,46.8005933,54.32635
2193.832475,103.5390622,77.69281074,47.5129528,53.19479
2193.019739,99.06989214,69.89972321,43.44273132,50.62981
2192.206869,90.40977593,61.38078784,38.23249447,46.94332
2191.393864,83.80280124,55.83080735,37.34980283,44.46002
2190.580724,79.77234031,54.34702977,38.97292732,43.87347
2189.76745,75.86536593,54.0384073,37.96507251,43.86047
2188.954042,71.08735213,53.50937806,35.90777431,42.22933
2188.140499,67.53560843,50.1290317,35.38415386,36.41987
2187.326821,64.9667418,45.5710314,32.96092583,32.63894
2186.513009,58.31677047,42.68430887,29.46433215,30.64038
2185.699062,51.73590685,41.3068693,31.40403274,25.25649
2184.88498,50.07548269,44.43108449,38.44678625,24.0961
2184.070764,52.65081117,48.64793972,44.57937847,24.9938
2183.256412,51.15130366,46.3353334,46.3313272,21.62997
2182.441926,41.7857494,37.74993154,43.91571782,16.55417
2181.627306,31.82955703,29.30745708,41.13976727,13.57272
2180.81255,27.34941237,25.34740105,42.77732988,13.71913
2179.997659,25.42779668,23.70476145,48.80623441,14.25138
2179.182634,27.37337699,24.1898735,54.5512908,14.4086
2178.367474,35.58662585,26.50783155,57.31187668,10.94759
2177.552178,41.94196879,27.17434933,58.67624578,9.15236
2176.736748,50.57911531,26.69691608,59.55925735,12.46661
2175.921183,61.37270315,28.19903793,58.79162006,17.76146
2175.105482,70.46211401,31.1696198,57.23547569,25.33546
2174.289647,77.49562515,32.44065885,56.14935844,28.40812
2173.473676,78.95632644,32.66961517,53.39513452,29.2844
2172.657571,81.40016229,32.21522351,47.80503888,32.2729
2171.84133,86.29545833,31.94332848,41.48568871,35.13215
2171.024954,96.48317775,35.40773758,35.49627069,37.50853
2170.208443,110.1844536,41.04617598,30.74283821,37.24253
2169.391796,120.1742977,46.746266,29.16139414,38.18574
2168.575015,133.199625,53.05875895,29.03734373,41.37445
2167.758098,141.5708265,58.48236822,27.56379716,42.12203
2166.941045,145.2183041,63.13257792,26.64711288,38.43004
2166.123858,152.8670273,68.50676799,27.39969276,34.32347
2165.306534,157.3662686,73.75105117,26.6024855,36.17143
2164.489076,160.0126043,77.10119042,23.05835076,41.32152
2163.671482,157.5955208,78.27985537,19.33983646,43.24326
2162.853753,149.6088216,78.79226598,17.96761343,41.05756
2162.035888,137.335259,78.30546197,19.00643752,39.11916
2161.217888,123.7164889,73.77265391,20.50895204,38.33856
2160.399752,112.1501996,64.868228,21.19217147,38.26511
2159.58148,102.1755966,56.75573525,21.28888307,38.02289
2158.763073,97.95197265,50.85465971,21.12390705,38.83526
2157.94453,90.17527443,44.78572818,20.20827619,43.36877
2157.125852,81.92415947,40.66439028,18.44352722,46.14562
2156.307038,72.40913746,40.25487007,18.00531319,47.7854
2155.488088,61.18061797,41.5432512,21.61495535,50.23161
2154.669002,53.86333003,42.29889676,28.12073463,49.72256
2153.849781,48.14796045,46.5980179,33.05292686,51.6324
2153.030424,55.6236355,57.39615736,35.46320949,58.29304
2152.210931,66.24422878,68.60725141,38.23044339,63.43612
2151.391302,73.83180755,78.89282766,41.79866187,65.12127
2150.571537,82.62391242,90.65267751,46.29588912,66.73708
2149.751637,90.85145098,103.2339811,53.5883345,72.67323
2148.9316,105.2839074,117.035261,61.35808136,78.17552
2148.111427,116.7460714,130.7032989,65.81321266,79.91704
2147.291119,128.3376216,146.0595752,68.18678325,84.70527
2146.470674,144.5922056,162.470857,69.52416766,90.88042
2145.650094,148.0189525,170.8758434,68.28878013,93.61631
2144.829377,143.8404092,172.5683562,65.76239482,93.55114
