Raman shift (cm-1),RM_AS,RM_HS_V1,RM_HS_V2,RM_HS_V3
2024.36996,67.68560997,113.18591,93.11231646,60.83575
2023.529063,69.96202473,116.2439821,94.72624296,59.99653
2022.688026,72.6262686,116.6603471,97.42764962,59.24938
2021.846848,69.56182042,114.4985615,98.96528012,58.60173
2021.00553,65.79765938,112.9673869,98.69589766,56.249
2020.164072,68.64358786,110.6052908,95.64889259,53.26392
2019.322473,64.89031404,100.9719473,87.85913099,48.27204
2018.480733,57.60287084,86.56949685,79.38323144,42.42964
2017.638853,56.42163123,74.5042296,76.66883856,38.06784
2016.796833,57.55558515,64.6408069,76.01562184,34.62265
2015.954672,53.54433081,52.51819794,69.32462574,29.42621
2015.11237,43.86693704,36.10425076,57.70358561,21.54924
2014.269927,36.03421674,24.904202,49.00174845,15.25306
2013.427344,37.60900046,22.58869008,47.14409023,16.01151
2012.58462,43.62874867,21.93743721,47.96861847,19.56072
2011.741755,44.40836686,21.85077923,47.03548638,24.45103
2010.898749,47.25382094,25.37403521,47.03736128,34.44693
2010.055603,52.36486227,33.37003575,50.42072589,40.40738
2009.212316,57.91131894,42.44180878,54.2678504,41.14646
2008.368888,65.37516998,51.94874805,56.68432553,44.76195
2007.525318,72.56897958,61.65875053,57.25956577,48.18218
2006.681608,75.76672268,67.44801022,54.64182887,51.52064
2005.837757,74.58343049,70.02486538,49.97223784,54.39562
2004.993765,74.64257404,70.35989775,46.03272536,56.12764
2004.149632,71.67115482,70.86149823,44.27175384,59.90673
2003.305358,69.3726689,73.46472559,45.06274518,60.4512
2002.460943,62.08917605,71.75521171,45.52195097,58.07815
