Raman_shift_cm-1,Benchtop AS,Portable AS,Benchtop V1,Portable V1,Benchtop V2,Portable V2,Benchtop V3,Portable V3
1662,0.22407,0.03883,0.14892,0.05931,0.10953,0.09921,0.13039,0.08167
1663,0.20095,0.04481,0.13508,0.06287,0.10438,0.10699,0.1227,0.09217
1664,0.1715,0.05185,0.11575,0.06701,0.09581,0.11697,0.10922,0.10511
1665,0.13628,0.05888,0.09274,0.07116,0.08447,0.12695,0.09068,0.11806
1666,0.09708,0.0652,0.06775,0.0723,0.07055,0.13491,0.06781,0.12506
1667,0.05525,0.07099,0.04237,0.07129,0.05435,0.14142,0.04293,0.12783
1668,0.01665,0.07679,0.01981,0.07029,0.03853,0.14793,0.01952,0.13061
1669,0.00102,0.0797,0.00423,0.06842,0.02671,0.15191,0.00351,0.13158
1670,0,0.0787,1.33E-04,0.06537,0.02128,0.15243,0,0.13011
1671,0,0.0777,0.00355,0.06233,0.02288,0.15295,0,0.12864
1672,0.0261,0.07631,0.01532,0.05897,0.03033,0.15119,0.00571,0.12598
1673,0.06038,0.07385,0.02985,0.05477,0.04145,0.14319,0.0152,0.12004
1674,0.09384,0.07139,0.04278,0.05057,0.05269,0.13519,0.0234,0.11411
1675,0.11829,0.06874,0.05089,0.04654,0.06007,0.12656,0.02731,0.10702
1676,0.12964,0.06471,0.05272,0.04384,0.0616,0.11311,0.02635,0.09113
1677,0.12921,0.06068,0.04994,0.04114,0.05861,0.09967,0.02324,0.07524
1678,0.12427,0.05664,0.04628,0.03844,0.05423,0.08622,0.02163,0.05934
1679,0.12226,0.04917,0.04527,0.03747,0.05088,0.07557,0.02431,0.05135
1680,0.12467,0.04159,0.04789,0.03656,0.049,0.065,0.03164,0.04361
1681,0.13156,0.034,0.05346,0.03565,0.04972,0.05444,0.04254,0.03588
1682,0.14523,0.02741,0.06148,0.03267,0.05587,0.04712,0.05802,0.02891
1683,0.1635,0.02103,0.07062,0.02925,0.06692,0.0405,0.07477,0.0221
1684,0.17918,0.01465,0.07813,0.02583,0.07968,0.03387,0.0889,0.01529
1685,0.1866,0.01093,0.08113,0.02301,0.09074,0.02987,0.09803,0.01078
1686,0.18429,0.00842,0.07962,0.02046,0.09817,0.02707,0.10232,0.00732
1687,0.17679,0.00591,0.07586,0.01791,0.10207,0.02427,0.10377,0.00386
1688,0.16763,0.0041,0.07164,0.0159,0.10294,0.02274,0.10441,0.00384
1689,0.15827,0.00287,0.06778,0.01431,0.10102,0.02224,0.10491,0.00662
1690,0.15543,0.00163,0.0665,0.01273,0.09888,0.02174,0.10625,0.00941
1691,0.16486,0.0014,0.07002,0.01178,0.09968,0.02385,0.11198,0.01307
1692,0.18404,0.00256,0.07756,0.0117,0.10287,0.02959,0.12085,0.01795
1693,0.20603,0.00372,0.08577,0.01162,0.10639,0.03532,0.12831,0.02283
1694,0.22434,0.00607,0.09119,0.01253,0.10781,0.0431,0.13148,0.02963
1695,0.23603,0.0113,0.09264,0.01587,0.10482,0.05587,0.13132,0.04109
1696,0.23983,0.01653,0.0902,0.01921,0.09682,0.06863,0.12965,0.05256
1697,0.2362,0.02253,0.08468,0.02245,0.08501,0.08019,0.12825,0.0636
1698,0.23094,0.03234,0.07838,0.0252,0.07099,0.0857,0.12954,0.07257
1699,0.22962,0.04214,0.07438,0.02795,0.0568,0.09122,0.13487,0.08154
1700,0.23578,0.05192,0.07431,0.03074,0.04445,0.09655,0.14415,0.08981
1701,0.24842,0.06116,0.07793,0.03452,0.03501,0.09808,0.1559,0.0841
1702,0.26361,0.07039,0.08436,0.0383,0.02961,0.09961,0.167,0.07838
1703,0.27837,0.07962,0.09261,0.04208,0.02882,0.10114,0.17692,0.07266
1704,0.28824,0.08421,0.10041,0.04584,0.03116,0.11056,0.18547,0.0824
1705,0.28539,0.08845,0.1039,0.0496,0.03322,0.12055,0.19014,0.09325
1706,0.26856,0.0927,0.10079,0.05337,0.0315,0.13055,0.18937,0.10411
1707,0.2401,0.09527,0.09174,0.05638,0.02479,0.14076,0.18408,0.11171
1708,0.20461,0.09747,0.07906,0.05923,0.01511,0.15102,0.1756,0.1186
1709,0.16824,0.09967,0.06401,0.06207,0.0055,0.16128,0.1636,0.12549
1710,0.12982,0.10262,0.04736,0.06305,0,0.16441,0.14792,0.12688
1711,0.09477,0.10586,0.03248,0.06327,0,0.16467,0.1303,0.12605
1712,0.06913,0.1091,0.02255,0.06349,0,0.16494,0.11392,0.12521
1713,0.05284,0.10777,0.01786,0.06158,7.77E-04,0.15805,0.09946,0.11796
1714,0.04213,0.1035,0.01685,0.05831,0.00854,0.14658,0.08528,0.10659
1715,0.03656,0.09923,0.01893,0.05504,0.01882,0.13511,0.0716,0.09522
1716,0.0363,0.09234,0.02499,0.05,0.02951,0.12166,0.06071,0.08338
1717,0.04317,0.08294,0.03486,0.04325,0.04136,0.10632,0.0538,0.07108
1718,0.0542,0.07354,0.04659,0.03651,0.05509,0.09098,0.04904,0.05877
1719,0.06644,0.06493,0.05886,0.02994,0.07046,0.07782,0.04596,0.05002
1720,0.0799,0.05745,0.07087,0.02363,0.08589,0.06775,0.04351,0.04629
1721,0.09213,0.04997,0.08147,0.01732,0.09991,0.05769,0.03997,0.04256
1722,0.1027,0.04261,0.09062,0.01249,0.11254,0.04852,0.03586,0.03942
1723,0.11054,0.0355,0.09878,0.01079,0.12368,0.04123,0.0331,0.03754
1724,0.11475,0.02838,0.10544,0.00908,0.13191,0.03395,0.03342,0.03566
1725,0.11604,0.02185,0.10943,0.00727,0.13575,0.02668,0.03662,0.03242
1726,0.1141,0.01719,0.10957,0.00511,0.13393,0.0194,0.04108,0.02476
1727,0.10761,0.01253,0.1049,0.00296,0.12629,0.01213,0.04366,0.0171
1728,0.09725,0.00832,0.09517,0.00141,0.11466,0.00566,0.04284,0.01007
1729,0.08169,0.00668,0.0802,0.00329,0.10061,0.00373,0.03772,0.00664
1730,0.0629,0.00504,0.06106,0.00517,0.08528,0.0018,0.02874,0.0032
1731,0.04446,0.0039,0.04062,0.00741,0.07063,4.23E-04,0.01892,5.09E-04
1732,0.03165,0.00951,0.0225,0.0144,0.05791,0.0065,0.01163,0.00783
1733,0.02873,0.01512,0.00881,0.02139,0.04745,0.01259,0.00898,0.01516
1734,0.03465,0.02073,0.00101,0.02838,0.03933,0.01867,0.01025,0.02248
1735,0.04609,0.03266,0,0.03401,0.03289,0.02825,0.01408,0.03786
1736,0.06374,0.04463,0,0.03963,0.02923,0.03787,0.02013,0.05329
1737,0.09013,0.05661,0.00381,0.04525,0.03178,0.04748,0.03029,0.06873
1738,0.12373,0.06276,0.01592,0.04986,0.04182,0.05624,0.04479,0.08374
1739,0.15832,0.06841,0.03169,0.05438,0.05738,0.06492,0.06153,0.09872
1740,0.18799,0.07405,0.04742,0.0589,0.07548,0.07361,0.07797,0.11371
1741,0.21318,0.07328,0.062,0.05958,0.09224,0.08334,0.09325,0.12706
1742,0.22841,0.0714,0.07354,0.05959,0.10524,0.09325,0.1049,0.14014
1743,0.23309,0.06951,0.08148,0.0596,0.11418,0.10316,0.11262,0.15322
1744,0.22989,0.06764,0.08675,0.05869,0.11969,0.1107,0.11835,0.16543
1745,0.22326,0.06576,0.09099,0.05753,0.12322,0.11759,0.1223,0.1774
1746,0.21541,0.06388,0.09471,0.05636,0.12591,0.12448,0.12276,0.18938
1747,0.20646,0.06115,0.09776,0.05744,0.12752,0.12725,0.11963,0.19638
1748,0.19723,0.05809,0.10028,0.05935,0.12796,0.12847,0.11342,0.20152
1749,0.18996,0.05504,0.1023,0.06127,0.12705,0.12969,0.10408,0.20665
1750,0.18375,0.05336,0.10386,0.05955,0.12428,0.12938,0.09343,0.2055
1751,0.18005,0.05236,0.10615,0.05603,0.12157,0.1283,0.08412,0.20125
1752,0.18482,0.05136,0.11133,0.05251,0.12212,0.12723,0.07988,0.197
1753,0.19739,0.05257,0.11954,0.05013,0.12633,0.12562,0.08156,0.18826
1754,0.21518,0.05516,0.12913,0.04848,0.13228,0.12368,0.08681,0.17672
1755,0.23384,0.05775,0.13784,0.04682,0.13837,0.12174,0.09276,0.16518
1756,0.25191,0.06063,0.14539,0.04541,0.14399,0.1174,0.10002,0.15625
1757,0.27213,0.06373,0.15344,0.04418,0.14955,0.11121,0.10853,0.14931
1758,0.29089,0.06682,0.16098,0.04295,0.15469,0.10502,0.11765,0.14238
1759,0.30186,0.06814,0.16553,0.04062,0.15782,0.09736,0.12519,0.13063
1760,0.30321,0.0678,0.16591,0.03726,0.1583,0.08836,0.12945,0.11444
1761,0.29612,0.06746,0.16284,0.03391,0.15638,0.07935,0.1298,0.09825
1762,0.28223,0.06516,0.15749,0.03246,0.15186,0.07401,0.12843,0.08592
1763,0.2602,0.06071,0.14931,0.03311,0.14488,0.07268,0.1258,0.07783
1764,0.23215,0.05626,0.13818,0.03375,0.13639,0.07135,0.12148,0.06974
1765,0.20308,0.05107,0.1263,0.03479,0.12791,0.07238,0.11758,0.06447
1766,0.17576,0.04493,0.115,0.03633,0.12003,0.07645,0.11388,0.06282
1767,0.14796,0.03879,0.1031,0.03787,0.11177,0.08052,0.10931,0.06116
1768,0.11887,0.03233,0.09013,0.03833,0.10212,0.08233,0.1027,0.06076
1769,0.09183,0.02541,0.07757,0.03722,0.09157,0.08083,0.09448,0.0622
1770,0.06939,0.01848,0.0668,0.0361,0.0814,0.07932,0.08441,0.06365
1771,0.05047,0.0124,0.05824,0.03501,0.07313,0.07724,0.07605,0.06327
1772,0.03609,0.00773,0.05229,0.03394,0.06838,0.07418,0.07151,0.05983
1773,0.02877,0.00306,0.04924,0.03287,0.06714,0.07113,0.06877,0.05639
1774,0.02582,0,0.048,0.0314,0.06747,0.0701,0.06595,0.05691
1775,0.02545,0,0.04722,0.02916,0.06645,0.0729,0.06177,0.06492
1776,0.02574,0,0.04642,0.02692,0.06329,0.07571,0.0562,0.07292
1777,0.02948,0.00107,0.04771,0.02535,0.05882,0.07791,0.0517,0.08194
1778,0.03903,0.00439,0.05188,0.02519,0.05258,0.07884,0.04842,0.0931
1779,0.04753,0.00771,0.05618,0.02503,0.04369,0.07977,0.04342,0.10425
1780,0.05508,0.01202,0.06018,0.02489,0.03397,0.07677,0.03913,0.11031
1781,0.06482,0.01857,0.06539,0.02479,0.0265,0.06472,0.03751,0.10461
1782,0.07579,0.02513,0.07216,0.02469,0.02291,0.05267,0.03757,0.09891
1783,0.08536,0.03119,0.07916,0.02444,0.02191,0.04013,0.04056,0.09212
1784,0.09104,0.036,0.08409,0.0238,0.0221,0.02639,0.04624,0.08259
1785,0.09112,0.04081,0.08554,0.02317,0.02332,0.01265,0.053,0.07306
1786,0.08653,0.04553,0.08324,0.02392,0.02474,0.00412,0.05968,0.06722
1787,0.07551,0.05001,0.07654,0.02836,0.02526,0.00941,0.06408,0.07115
1788,0.05921,0.05449,0.06609,0.0328,0.02452,0.0147,0.06514,0.07509
1789,0.04437,0.05888,0.05461,0.03744,0.02377,0.02298,0.06408,0.08238
1790,0.03529,0.06298,0.04462,0.04265,0.02535,0.0396,0.06225,0.099
1791,0.03206,0.06708,0.03646,0.04786,0.02894,0.05621,0.05862,0.11561
1792,0.03097,0.07068,0.02931,0.05214,0.0324,0.07059,0.05428,0.1291
1793,0.0324,0.07287,0.02369,0.05381,0.03608,0.0786,0.04839,0.13368
1794,0.03912,0.07505,0.02172,0.05547,0.04157,0.08661,0.0401,0.13825
1795,0.05053,0.07619,0.02357,0.05637,0.0483,0.09254,0.03289,0.13951
1796,0.06563,0.07432,0.02893,0.05507,0.05492,0.09248,0.02905,0.13123
1797,0.08409,0.07245,0.03724,0.05378,0.06088,0.09242,0.02807,0.12294
1798,0.1066,0.06998,0.0481,0.05243,0.06625,0.09203,0.0298,0.11631
1799,0.13105,0.06578,0.05939,0.05092,0.06992,0.09068,0.03214,0.11435
1800,0.15386,0.06159,0.06903,0.04942,0.07091,0.08934,0.03206,0.1124
1801,0.17359,0.0582,0.07656,0.04839,0.07062,0.08716,0.03149,0.11014
1802,0.18932,0.05702,0.08191,0.04866,0.071,0.08269,0.02897,0.10702
1803,0.19785,0.05584,0.08404,0.04894,0.07083,0.07822,0.02326,0.1039
1804,0.19591,0.05382,0.08147,0.04831,0.06736,0.07256,0.01671,0.09915
1805,0.1829,0.04956,0.07386,0.04531,0.06012,0.06376,0.01029,0.0901
1806,0.1611,0.0453,0.06225,0.04231,0.05026,0.05495,0.00397,0.08105
1807,0.13561,0.04057,0.04881,0.03899,0.03874,0.04708,2.12E-04,0.07364
1808,0.1112,0.03465,0.0364,0.03486,0.02758,0.04152,0,0.07033
1809,0.09675,0.02873,0.0291,0.03074,0.0198,0.03597,0,0.06701
1810,0.0921,0.02386,0.02784,0.02718,0.01712,0.03233,4.58E-04,0.06227
1811,0.09256,0.02139,0.03096,0.02491,0.01939,0.03307,0.00288,0.05424
1812,0.09348,0.01892,0.03613,0.02264,0.02401,0.03381,0.00618,0.04621
1813,0.0903,0.01647,0.04172,0.0202,0.02934,0.03347,0.01025,0.03949
1814,0.08449,0.01405,0.04694,0.0174,0.03561,0.03088,0.01503,0.03549
1815,0.07454,0.01163,0.04983,0.0146,0.04163,0.02828,0.01882,0.03149
1816,0.06099,0.01047,0.04961,0.01251,0.04645,0.02415,0.02253,0.0261
1817,0.05055,0.01167,0.04916,0.01179,0.05106,0.01712,0.02766,0.0181
1818,0.04813,0.01288,0.05101,0.01106,0.05628,0.01009,0.0345,0.0101
1819,0.05415,0.01553,0.05582,0.01069,0.06268,0.00496,0.04225,0.00444
1820,0.06851,0.0206,0.0625,0.01093,0.06907,0.00305,0.04898,0.00273
1821,0.0878,0.02567,0.06937,0.01117,0.07332,0.00114,0.05359,0.00102
1822,0.10452,0.0298,0.07394,0.0121,0.07497,0,0.05557,0
1823,0.11805,0.03252,0.0745,0.01406,0.0735,0,0.05331,0
1824,0.1245,0.03525,0.07017,0.01601,0.06815,0,0.04839,0
1825,0.1235,0.03733,0.06209,0.01864,0.0601,0,0.04305,0.00295
1826,0.12064,0.03859,0.05329,0.02214,0.05102,0,0.03939,0.00968
1827,0.11913,0.03984,0.04555,0.02564,0.04197,0,0.03806,0.01642
1828,0.11936,0.03905,0.03971,0.02798,0.0343,0.0025,0.03851,0.02678
1829,0.12437,0.03599,0.03674,0.02905,0.02929,0.00777,0.0406,0.04115
1830,0.13204,0.03293,0.03639,0.03011,0.02724,0.01304,0.04328,0.05552
1831,0.13766,0.03043,0.03661,0.03119,0.02674,0.02044,0.04396,0.06906
1832,0.14173,0.02847,0.03629,0.03229,0.02588,0.02983,0.04244,0.08181
1833,0.14097,0.0265,0.03453,0.03339,0.02372,0.03922,0.03878,0.09456
1834,0.13531,0.02766,0.03115,0.03438,0.02045,0.0453,0.0333,0.09937
1835,0.13019,0.03128,0.02646,0.03529,0.01629,0.04878,0.02623,0.09794
1836,0.12529,0.0349,0.02052,0.03621,0.01187,0.05225,0.01884,0.0965
1837,0.12436,0.03748,0.01607,0.03615,0.00892,0.05681,0.01491,0.09684
1838,0.13012,0.03938,0.01511,0.03546,0.00831,0.06206,0.01457,0.09833
1839,0.13843,0.04128,0.01706,0.03478,0.00966,0.06731,0.01564,0.09981
1840,0.14471,0.04549,0.01989,0.03555,0.01182,0.07738,0.01654,0.10794
1841,0.14631,0.05089,0.0219,0.03709,0.01364,0.08995,0.01684,0.1195
1842,0.14049,0.05629,0.02203,0.03862,0.01531,0.10252,0.01651,0.13106
1843,0.12763,0.06197,0.01999,0.03943,0.01813,0.11011,0.01559,0.1369
1844,0.11393,0.06776,0.01761,0.03996,0.02243,0.1157,0.01602,0.14044
1845,0.10214,0.07355,0.01692,0.04048,0.0282,0.12128,0.01924,0.14398
1846,0.09452,0.07129,0.01908,0.03833,0.03497,0.11887,0.02535,0.14288
1847,0.09135,0.06665,0.02312,0.03538,0.04066,0.11408,0.03286,0.1404
1848,0.08712,0.062,0.0263,0.03243,0.04348,0.10929,0.03966,0.13792
1849,0.081,0.05663,0.02758,0.03175,0.04317,0.10618,0.04534,0.13933
1850,0.07735,0.05112,0.02848,0.03152,0.04038,0.10341,0.05067,0.14153
1851,0.07247,0.0456,0.02904,0.03129,0.03657,0.10064,0.05473,0.14372
1852,0.06617,0.0431,0.02919,0.0317,0.03165,0.10614,0.05593,0.15114
1853,0.06038,0.04095,0.02966,0.03218,0.02635,0.11258,0.0547,0.15916
1854,0.05669,0.03879,0.03114,0.03266,0.02312,0.11902,0.0527,0.16717
1855,0.0569,0.03877,0.03333,0.03158,0.02273,0.12645,0.05272,0.17552
1856,0.05921,0.03882,0.03448,0.03044,0.02396,0.13392,0.05366,0.18388
1857,0.05729,0.03899,0.03348,0.02941,0.02627,0.14107,0.0546,0.1919
1858,0.05452,0.04211,0.03255,0.03119,0.03006,0.13999,0.05541,0.19118
1859,0.05186,0.04524,0.03327,0.03297,0.03616,0.13892,0.05562,0.19047
1860,0.04788,0.04817,0.03539,0.03461,0.04425,0.13754,0.05619,0.1889
1861,0.04162,0.04956,0.03796,0.03507,0.05274,0.13376,0.05623,0.18052
1862,0.03476,0.05096,0.04075,0.03553,0.06082,0.12998,0.05516,0.17214
1863,0.03128,0.05214,0.04428,0.03582,0.06879,0.12567,0.05544,0.16263
1864,0.0299,0.05239,0.04777,0.0354,0.07649,0.11908,0.05666,0.14827
1865,0.02974,0.05265,0.05047,0.03497,0.08262,0.11248,0.0562,0.13392
1866,0.02921,0.05141,0.05157,0.0342,0.08556,0.10343,0.05302,0.12001
1867,0.0265,0.04619,0.05028,0.03249,0.08455,0.08781,0.04767,0.10727
1868,0.02096,0.04096,0.04657,0.03079,0.07997,0.07219,0.04138,0.09454
1869,0.01242,0.03488,0.04036,0.0283,0.07275,0.05703,0.03542,0.08376
1870,0.00361,0.02726,0.033,0.0244,0.06362,0.04272,0.02927,0.07652
1871,0,0.01963,0.02658,0.0205,0.05353,0.0284,0.02488,0.06927
1872,0,0.01459,0.02125,0.01799,0.04317,0.01897,0.02209,0.06361
1873,0,0.01278,0.01714,0.01721,0.03274,0.01566,0.01914,0.05993
1874,0.00227,0.01096,0.01445,0.01643,0.02263,0.01235,0.0169,0.05624
1875,0.00855,0.01121,0.01327,0.01542,0.01406,0.01515,0.01805,0.05849
1876,0.01265,0.01324,0.01319,0.01419,0.00815,0.02323,0.02132,0.06586
1877,0.01524,0.01527,0.01418,0.01297,0.00517,0.03132,0.02389,0.07324
1878,0.01826,0.01785,0.01707,0.0131,0.00533,0.04268,0.02686,0.08328
1879,0.02538,0.02076,0.02334,0.01402,0.00884,0.05596,0.0319,0.09488
1880,0.03738,0.02366,0.03306,0.01495,0.0156,0.06923,0.04021,0.10648
1881,0.05249,0.02546,0.04465,0.01811,0.02432,0.07581,0.04985,0.10899
1882,0.06515,0.02686,0.05517,0.02212,0.03234,0.07989,0.05828,0.10812
1883,0.07197,0.02825,0.06161,0.02612,0.03845,0.08396,0.0648,0.10724
1884,0.0717,0.02744,0.06396,0.02637,0.04361,0.08031,0.06803,0.09941
1885,0.06523,0.02619,0.0633,0.02585,0.04779,0.07508,0.06579,0.09014
1886,0.05709,0.02493,0.06149,0.02533,0.05075,0.06984,0.05998,0.08087
1887,0.05025,0.02182,0.06023,0.02431,0.05327,0.06371,0.05374,0.07007
1888,0.04712,0.01858,0.06111,0.02326,0.05731,0.05751,0.0499,0.05915
1889,0.05051,0.01533,0.06487,0.02224,0.06375,0.05134,0.05009,0.04891
1890,0.05647,0.01204,0.06928,0.02187,0.06961,0.04572,0.0523,0.05423
1891,0.06145,0.00875,0.07231,0.02151,0.07161,0.04009,0.05452,0.05955
1892,0.06318,0.0058,0.07248,0.02134,0.06806,0.03486,0.05506,0.06394
1893,0.06016,0.00473,0.07006,0.0223,0.05939,0.03177,0.0519,0.06314
1894,0.05421,0.00366,0.06589,0.02326,0.04752,0.02868,0.04627,0.06234
1895,0.05027,0.00356,0.06179,0.02402,0.03541,0.02574,0.04191,0.06152
1896,0.04867,0.00612,0.05866,0.02422,0.02712,0.0232,0.03975,0.06067
1897,0.04978,0.00869,0.05618,0.02442,0.02376,0.02067,0.03915,0.05981
1898,0.05275,0.01245,0.05359,0.02418,0.0238,0.02024,0.03891,0.06494
1899,0.05624,0.01813,0.0513,0.02326,0.02551,0.02321,0.03971,0.07968
1900,0.06177,0.02381,0.05005,0.02233,0.0274,0.02618,0.04313,0.09442
1901,0.06629,0.02937,0.04867,0.02307,0.02846,0.03223,0.04745,0.10813
1902,0.06538,0.03483,0.04437,0.02544,0.02787,0.0413,0.0492,0.12083
1903,0.05849,0.04028,0.03714,0.02781,0.02533,0.05037,0.04777,0.13352
1904,0.0505,0.04578,0.02983,0.02912,0.02271,0.05479,0.0443,0.13892
1905,0.04495,0.05131,0.02538,0.0298,0.02265,0.05645,0.04098,0.13998
1906,0.04552,0.05684,0.02496,0.03048,0.02573,0.05811,0.0395,0.14104
1907,0.04822,0.05859,0.02754,0.02862,0.03065,0.05997,0.03963,0.14455
1908,0.05303,0.05912,0.03237,0.02594,0.0361,0.06189,0.04245,0.14887
1909,0.05796,0.05965,0.03791,0.02325,0.04103,0.06381,0.04701,0.15318
1910,0.05757,0.05523,0.04122,0.02249,0.04376,0.07299,0.05047,0.16545
1911,0.05068,0.05017,0.04045,0.02198,0.04265,0.08313,0.04959,0.17877
1912,0.04128,0.04511,0.03654,0.0215,0.03789,0.0932,0.04433,0.1919
1913,0.03402,0.03982,0.03212,0.02289,0.03195,0.09993,0.03763,0.19458
1914,0.03529,0.03452,0.02976,0.02428,0.02783,0.10665,0.03278,0.19725
1915,0.04318,0.02904,0.02901,0.02577,0.02574,0.11232,0.03004,0.19735
1916,0.05433,0.02256,0.02973,0.02784,0.02504,0.11218,0.02823,0.18312
1917,0.06536,0.01608,0.03132,0.02991,0.02513,0.11204,0.02714,0.1689
1918,0.07429,0.01071,0.03349,0.03135,0.02506,0.10931,0.0266,0.15402
1919,0.0808,0.00801,0.03621,0.03125,0.0244,0.10033,0.02613,0.13754
1920,0.087,0.00532,0.03977,0.03115,0.02369,0.09134,0.02599,0.12107
1921,0.09106,0.00502,0.04423,0.03107,0.02367,0.07991,0.02525,0.10567
1922,0.09286,0.00785,0.04961,0.03101,0.02481,0.0653,0.02377,0.09167
1923,0.09438,0.01068,0.05654,0.03094,0.02704,0.05068,0.02219,0.07767
1924,0.09895,0.01535,0.0662,0.0304,0.03043,0.03917,0.02251,0.06426
1925,0.10943,0.02135,0.07861,0.02951,0.03524,0.0299,0.02643,0.05128
1926,0.12205,0.02736,0.09072,0.02862,0.03974,0.02064,0.0332,0.03829
1927,0.13211,0.03341,0.09929,0.02643,0.04092,0.01459,0.03854,0.0277
1928,0.13609,0.03948,0.10266,0.02376,0.03795,0.00974,0.0416,0.018
1929,0.13541,0.04554,0.10169,0.02108,0.03192,0.00489,0.04194,0.0083
1930,0.13401,0.04675,0.09823,0.01957,0.0247,0.00554,0.04037,0.00492
1931,0.13716,0.04728,0.09398,0.01822,0.01801,0.00695,0.03791,0.00242
1932,0.14723,0.04771,0.09043,0.01695,0.01261,0.0087,0.03566,3.97E-04
1933,0.16198,0.04515,0.08827,0.01804,0.00841,0.02046,0.03563,0.01215
1934,0.17691,0.0426,0.08665,0.01913,0.00513,0.03222,0.03688,0.02391
1935,0.18692,0.04012,0.084,0.02063,0.00215,0.04489,0.0375,0.03554
1936,0.19085,0.03797,0.08009,0.02389,2.32E-04,0.06144,0.03685,0.0466
1937,0.18994,0.03581,0.07561,0.02715,0,0.07798,0.03641,0.05766
1938,0.18705,0.03491,0.07218,0.03053,0,0.0952,0.03793,0.07016
1939,0.18771,0.03631,0.07168,0.03413,0.00275,0.11369,0.04124,0.08531
1940,0.19005,0.03772,0.07456,0.03773,0.01507,0.13217,0.04515,0.10046
1941,0.19234,0.04259,0.08113,0.04152,0.03202,0.14885,0.04906,0.11302
1942,0.19265,0.05074,0.0903,0.04549,0.05022,0.16384,0.05281,0.12317
1943,0.19235,0.05888,0.09996,0.04947,0.06789,0.17882,0.056,0.13331
1944,0.19023,0.06743,0.10786,0.05393,0.0841,0.18901,0.05845,0.14363
1945,0.18657,0.07617,0.11233,0.05861,0.09661,0.19697,0.06043,0.15405
1946,0.17628,0.0849,0.11098,0.0633,0.10316,0.20493,0.06081,0.16446
1947,0.15742,0.09041,0.10298,0.06368,0.10413,0.20766,0.05761,0.16977
1948,0.13364,0.09535,0.09042,0.0633,0.10074,0.20947,0.05191,0.17418
1949,0.10704,0.10013,0.07618,0.06283,0.09339,0.21097,0.04454,0.17831
1950,0.08515,0.09788,0.06412,0.05814,0.08301,0.19919,0.03639,0.17028
1951,0.06877,0.09563,0.05478,0.05345,0.07218,0.1874,0.02935,0.16224
1952,0.05619,0.09159,0.048,0.04891,0.06341,0.17422,0.02315,0.15327
1953,0.04652,0.08032,0.04388,0.04502,0.05726,0.15543,0.01943,0.14055
1954,0.04025,0.06905,0.04183,0.04112,0.05228,0.13664,0.01916,0.12783
1955,0.03368,0.0568,0.03929,0.03747,0.04784,0.1202,0.02055,0.11494
1956,0.02759,0.0429,0.03577,0.03425,0.04326,0.10764,0.02309,0.10175
1957,0.02319,0.02901,0.03237,0.03103,0.03776,0.09509,0.02652,0.08856
1958,0.02248,0.02021,0.03091,0.02862,0.03293,0.08418,0.03091,0.07567
1959,0.02751,0.01545,0.03225,0.02688,0.0305,0.07456,0.03655,0.06302
1960,0.03713,0.01068,0.03639,0.02513,0.03083,0.06495,0.04237,0.05037
1961,0.05016,0.01252,0.04281,0.02518,0.0344,0.06447,0.04718,0.04535
1962,0.06307,0.01666,0.04933,0.02586,0.04033,0.06718,0.05146,0.04299
1963,0.07295,0.0208,0.05313,0.02654,0.04698,0.06988,0.05394,0.04063
1964,0.07833,0.02882,0.05321,0.02706,0.05334,0.07284,0.05377,0.04159
1965,0.08201,0.03713,0.05062,0.02757,0.0588,0.07583,0.05139,0.0428
1966,0.09121,0.04576,0.04835,0.02792,0.06338,0.07832,0.04992,0.04432
1967,0.10925,0.05669,0.04871,0.02712,0.06832,0.07722,0.05025,0.04805
1968,0.13412,0.06762,0.05235,0.02632,0.0737,0.07611,0.05081,0.05178
1969,0.16315,0.07889,0.05949,0.02475,0.07906,0.07238,0.05049,0.05596
1970,0.19105,0.09088,0.06881,0.0215,0.08501,0.0628,0.04973,0.06114
1971,0.21422,0.10287,0.07773,0.01824,0.0911,0.05323,0.0501,0.06632
