Wavelength,Al_4-ATP-10^-2M_C1_M2_I2
586.6078656,114.1673891
587.6984347,103.6510817
588.7888067,102.6673551
589.8789815,116.9366141
590.9689592,144.5636469
592.0587399,176.1717777
593.1483236,199.4357041
594.2377104,213.8858737
595.3269002,233.3891441
596.4158932,265.0386116
597.5046894,297.5961848
598.5932888,318.7460115
599.6816915,331.7431164
600.7698975,346.8367823
601.857907,364.1244743
602.9457198,373.8797685
604.0333362,371.0458432
605.1207561,360.6449361
606.2079795,348.9151094
607.2950066,336.5687242
608.3818373,319.9613515
609.4684718,292.7923447
610.55491,252.0826458
611.641152,209.1041413
612.7271979,184.250264
613.8130477,183.1752714
614.8987015,188.9559908
615.9841592,184.8937957
617.069421,174.8800193
618.1544869,173.7546806
619.239357,186.0295571
620.3240312,203.0444013
621.4085097,214.1048571
622.4927924,213.3473796
623.5768795,204.244306
624.660771,200.6046447
625.7444669,211.4149832
626.8279673,224.9731752
627.9112722,223.2228014
628.9943817,208.6251132
630.0772957,198.1883471
631.1600145,194.8787111
632.2425379,183.9248239
633.3248661,156.1295765
634.4069992,121.0188178
635.488937,96.48010492
636.5706798,95.42396531
637.6522275,121.9895729
638.7335802,168.8232806
639.814738,220.2083953
640.8957008,272.0887801
641.9764688,342.5639209
643.0570419,445.5712849
644.1374203,564.1733619
645.217604,670.6654846
646.2975929,763.8692353
647.3773873,863.2653779
648.456987,972.663256
649.5363922,1073.398472
650.615603,1150.35771
651.6946193,1205.062152
652.7734412,1244.532232
653.8520687,1269.45925
654.9305019,1271.609255
656.0087409,1239.439647
657.0867857,1170.751759
658.1646363,1078.416341
659.2422928,978.953864
660.3197552,879.0380895
661.3970236,775.7595549
662.474098,665.7215641
663.5509785,552.4137124
664.6276651,446.5226125
665.7041579,358.528217
666.7804569,290.3862281
667.8565621,234.5722506
668.9324737,181.7592578
670.0081916,131.8031422
671.0837159,96.78661006
672.1590466,86.84766948
673.2341838,92.31921972
674.3091276,91.39971986
675.3838779,79.34717253
676.4584349,75.84238889
677.5327986,96.73330383
678.6069689,131.3916567
679.6809461,156.2533774
680.7547301,161.515474
681.8283209,155.3793099
682.9017186,148.6501776
683.9749233,146.4120267
685.047935,150.927512
686.1207537,160.5544534
687.1933795,167.2545573
688.2658125,166.2217053
689.3380527,166.6489348
690.4101001,180.2158301
691.4819547,198.8564846
692.5536167,200.9668796
693.6250861,183.9018026
694.6963629,170.374073
695.7674471,175.5716661
696.8383389,189.0743177
697.9090382,196.0015323
698.9795451,196.156365
700.0498597,197.0612428
701.1199819,201.9133463
702.1899119,206.7694688
703.2596497,203.6273113
704.3291953,188.2547136
705.3985488,166.9375437
706.4677103,150.2882776
707.5366797,139.9259437
708.6054571,129.3852048
709.6740426,117.1737698
710.7424361,107.6156181
711.8106379,100.998159
712.8786478,95.75598026
713.946466,96.17111839
715.0140925,104.3958705
716.0815273,110.607405
717.1487706,104.3863062
718.2158222,90.68832479
719.2826823,83.36995976
720.349351,86.51847775
721.4158282,90.95923381
722.482114,89.20891225
723.5482085,86.85654906
724.6141117,92.57221796
725.6798236,100.6100207
726.7453444,95.55342926
727.810674,75.29540645
728.8758125,57.32634751
729.9407599,59.06376
731.0055163,78.70737874
732.0700817,98.59431252
733.1344562,106.5970945
734.1986398,110.5271723
735.2626326,126.0723644
736.3264346,155.3444835
737.3900458,188.4738698
738.4534664,220.9356087
739.5166963,254.1355037
740.5797355,284.776934
741.6425843,309.9882069
742.7052425,335.2233141
743.7677102,360.680071
744.8299875,371.4537669
745.8920744,358.5888821
746.953971,336.0397852
748.0156773,321.5225489
749.0771934,313.8334393
750.1385192,297.9856035
751.1996549,265.0390815
752.2606005,225.2263211
753.3213561,199.8250654
754.3819216,196.2414228
755.4422971,198.9619852
756.5024827,189.1463523
757.5624785,165.8606207
758.6222844,147.0470014
759.6819005,149.8790904
760.7413269,167.9368654
761.8005636,176.9969569
762.8596106,168.3782616
763.918468,160.2212318
764.9771358,167.4465564
766.0356142,179.7087882
767.093903,180.058862
768.1520024,166.7746782
769.2099125,147.2787756
770.2676332,127.9895933
771.3251646,114.6124346
772.3825068,107.8364895
773.4396597,100.8803946
774.4966235,90.45908729
775.5533982,82.81416511
776.6099839,85.21635075
777.6663805,97.65747465
778.7225881,111.5665355
779.7786068,116.5635927
780.8344366,113.8820561
781.8900776,117.8731681
782.9455298,137.3520428
784.0007932,162.6688427
785.0558679,176.8929053
786.110754,174.8778789
787.1654514,169.0957975
788.2199603,176.3530618
789.2742806,196.7019034
790.3284124,210.4164169
791.3823559,201.8101793
792.4361109,179.99236
793.4896776,167.9150037
794.543056,175.2394985
795.5962461,189.2579351
796.649248,190.6163731
797.7020617,174.3081199
798.7546873,155.3697296
799.8071249,153.4126104
800.8593744,173.0206126
801.9114359,202.1660938
802.9633095,227.3028044
804.0149951,246.0127224
805.0664929,265.5539927
806.1178029,292.9599563
807.1689252,327.4576609
808.2198597,358.596037
809.2706065,374.858572
810.3211657,380.6160737
811.3715374,396.0965799
812.4217214,431.5655855
813.471718,469.6323896
814.5215272,481.7185654
815.5711489,459.9362507
816.6205832,427.0586986
817.6698303,412.8642359
818.71889,424.3497781
819.7677625,441.7724933
820.8164479,440.6808615
821.8649461,414.2942414
822.9132572,375.666617
823.9613812,344.379925
825.0093183,332.9405305
826.0570684,338.2842713
827.1046315,343.2461334
828.1520078,333.3214658
829.1991972,312.5576891
830.2461999,296.0503877
831.2930158,291.0194854
832.339645,291.6395003
833.3860876,287.072885
834.4323436,275.3109056
835.478413,271.0578625
836.5242958,288.1386814
837.5699922,316.7905516
838.6155022,336.9654242
839.6608258,350.1184862
840.705963,379.2947623
841.7509139,437.717895
842.7956786,509.9350529
843.840257,566.397742
844.8846493,589.1059817
845.9288555,582.5767958
846.9728756,566.8403423
848.0167097,559.2946798
849.0603577,558.2539726
850.1038198,546.7880173
851.147096,515.5373371
852.1901864,474.3590401
853.2330909,436.9647419
854.2758097,403.3955516
855.3183427,364.3155393
856.3606901,316.0513209
857.4028518,264.7924868
858.4448279,219.081881
859.4866185,184.611581
860.5282236,163.5367266
861.5696432,152.0104451
862.6108774,143.045479
863.6519262,136.8289702
864.6927896,140.730561
865.7334678,155.760268
866.7739608,170.5635342
867.8142685,172.0579681
868.8543911,158.4718717
869.8943286,140.6929801
870.934081,132.1650895
871.9736484,136.9310891
873.0130308,145.6050283
874.0522282,145.386034
875.0912408,137.8250784
876.1300685,139.787931
877.1687114,158.9131586
878.2071696,178.0493336
879.245443,175.7539343
880.2835317,155.5550505
881.3214359,143.33676
882.3591554,154.9456483
883.3966904,174.8764175
884.4340409,175.7116686
885.4712069,152.4413273
886.5081885,124.7498929
887.5449858,111.4693519
888.5815987,114.9543489
889.6180273,125.2496765
890.6542717,132.7632459
891.6903319,138.2176334
892.7262079,149.5326609
893.7618999,170.9604603
894.7974077,200.0561757
895.8327316,232.0006477
896.8678715,262.0351684
897.9028274,285.8744635
898.9375994,301.4199724
899.9721876,310.1503434
901.006592,313.580969
902.0408126,307.3881582
903.0748495,284.9352915
904.1087028,250.4482902
905.1423724,221.6293396
906.1758584,209.8597563
907.2091608,201.7615999
908.2422798,173.6709587
909.2752153,124.7764314
910.3079674,81.61442834
911.3405361,67.3029511
912.3729215,77.58286916
913.4051236,88.63112258
914.4371424,83.07177352
915.4689781,69.20210042
916.5006306,72.19451619
917.5321,103.198752
918.5633863,145.2973297
919.5944896,174.018967
920.6254099,182.0719769
921.6561473,180.4286282
922.6867017,182.2910312
923.7170733,190.2052651
924.7472621,197.454551
925.7772682,197.2597523
926.8070915,188.2055636
927.8367321,175.7418898
928.8661901,170.3854388
929.8954654,177.4718561
930.9245583,186.7710426
931.9534686,181.4004627
932.9821964,160.433847
934.0107419,142.5824753
935.0391049,142.5111347
936.0672856,152.9755926
937.095284,155.6318182
938.1231002,143.0425446
939.1507341,126.1529859
940.1781859,122.8621926
941.2054555,140.7712058
942.2325431,169.6119345
943.2594486,190.9772933
944.2861722,197.6989688
945.3127137,201.3784035
946.3390734,218.1248379
947.3652512,250.6435693
948.3912472,287.3925145
949.4170614,316.3152118
950.4426938,336.8701941
951.4681446,359.3171584
952.4934137,392.4179302
953.5185012,431.4104083
954.5434071,458.831762
955.5681315,459.6650289
956.5926744,438.9287297
957.6170358,421.7757009
958.6412159,428.2124717
959.6652146,449.3623683
960.689032,459.1101332
961.7126681,445.9113792
962.736123,420.5512964
963.7593967,396.5379281
964.7824893,375.339142
965.8054007,349.7785392
966.8281311,315.4291092
967.8506805,278.5288506
968.8730489,252.0463355
969.8952364,242.4464591
970.917243,243.6041599
971.9390687,243.9276273
972.9607137,234.490549
973.9821778,213.9096379
975.0034613,192.9011276
976.0245641,187.8005897
977.0454862,200.5727862
978.0662278,211.2249606
979.0867888,198.8930076
980.1071693,168.2143902
981.1273693,148.4575739
982.1473889,163.6666249
983.1672281,205.1384084
984.186887,239.2976688
985.2063656,244.6946796
986.2256639,232.3294768
987.244782,225.2188892
988.26372,229.9184436
989.2824778,235.9562392
990.3010555,233.9965158
991.3194532,226.0295317
992.3376709,220.2764131
993.3557086,221.2479354
994.3735665,225.9533604
995.3912444,226.7242225
996.4087425,216.2841037
997.4260608,194.2861118
998.4431994,172.6213151
999.4601582,169.6814947
1000.476937,190.9267538
1001.493537,218.4434229
1002.509957,230.395845
1003.526197,227.7287858
1004.542258,232.5694572
1005.55814,262.2588786
1006.573842,308.5900682
1007.589365,343.170486
1008.604708,346.9611648
1009.619872,332.0583659
1010.634857,324.7783463
1011.649663,332.1905126
1012.664289,339.1339607
1013.678737,331.2110775
1014.693005,305.7654104
1015.707094,268.1352853
1016.721004,229.5683009
1017.734736,200.8643965
1018.748288,179.4816305
1019.761662,150.7839521
1020.774856,107.5755585
1021.787872,61.08250169
1022.800709,29.78792531
1023.813368,20.55417847
1024.825848,19.84607901
1025.838149,8.133081916
1026.850271,-13.5202585
1027.862216,-20.83162055
1028.873981,9.602400292
1029.885568,83.8322352
1030.896977,192.9520677
1031.908207,324.5497817
1032.919259,476.5187169
1033.930133,656.3162818
1034.940829,860.610433
1035.951346,1066.952656
1036.961685,1251.34324
1037.971846,1402.539833
1038.981829,1521.087455
1039.991634,1615.811698
1041.001261,1694.52674
1042.01071,1750.290077
1043.019981,1764.549794
1044.029074,1726.789064
1045.037989,1643.362646
1046.046727,1526.656193
1047.055287,1383.320311
1048.063669,1212.875388
1049.071873,1013.966198
1050.0799,797.0513173
1051.087749,590.118577
1052.095421,421.1574926
1053.102915,297.1312064
1054.110232,207.2944443
1055.117371,139.8888109
1056.124333,90.49620742
1057.131118,60.04190394
1058.137725,47.97922513
1059.144155,48.71064497
1060.150408,55.48438653
1061.156484,64.09530519
1062.162382,74.14682239
1063.168104,92.42738801
1064.173648,129.4998579
1065.179016,184.8566548
1066.184206,241.5706025
1067.18922,282.234995
1068.194056,305.0241273
1069.198716,321.7943253
1070.203199,344.4049817
1071.207505,371.2693839
1072.211635,386.5183912
1073.215588,378.0603234
1074.219364,354.8271906
1075.222964,337.9469114
1076.226387,335.8673247
1077.229634,335.4788713
1078.232704,318.9751132
1079.235597,285.1373657
1080.238315,249.7392026
1081.240856,227.0645485
1082.24322,218.8993564
1083.245409,219.9581294
1084.247421,223.280032
1085.249257,221.6319935
1086.250917,213.1695188
1087.252401,205.0800049
1088.253708,205.4399826
1089.25484,211.129346
1090.255796,209.6106147
1091.256575,195.4016604
1092.257179,178.2587547
1093.257607,170.5662418
1094.25786,169.8196615
1095.257936,157.5651688
1096.257837,120.272557
1097.257562,69.26478911
1098.257111,30.12763957
1099.256485,14.66330115
1100.255683,11.94978753
1101.254706,3.029647432
1102.253553,-17.60205792
1103.252224,-30.76989823
1104.250721,-9.615080749
1105.249042,49.39990377
1106.247187,123.7621102
1107.245157,190.9258693
1108.242953,244.0646983
1109.240572,287.409032
1110.238017,329.0711218
1111.235287,376.4974072
1112.232381,430.0203825
1113.229301,479.5627494
1114.226045,512.7752115
1115.222614,527.2110346
1116.219009,529.7654942
1117.215229,524.3967703
1118.211274,505.2004919
1119.207144,464.2571132
1120.202839,406.0169742
1121.198359,347.0924805
1122.193705,298.011064
1123.188877,255.084372
1124.183873,212.5812199
1125.178695,171.4503126
1126.173343,137.8492617
1127.167816,120.8154013
1128.162115,123.9770187
1129.156239,137.3872828
1130.150189,146.6418988
1131.143964,146.0639361
1132.137566,137.2004194
1133.130993,125.6348426
1134.124246,124.0118815
1135.117325,143.4007745
1136.110229,174.8461316
1137.10296,193.2644163
1138.095516,186.8524984
1139.087899,169.9063281
1140.080107,160.2660096
1141.072142,155.9203346
1142.064003,142.5610721
1143.05569,118.6542922
1144.047203,102.3031522
1145.038542,109.9823909
1146.029708,137.3734525
1147.0207,168.1809113
1148.011518,194.1023432
1149.002163,217.5096921
1149.992635,240.9993767
1150.982932,264.1822644
1151.973057,288.3782433
1152.963007,317.8046978
1153.952785,355.0643088
1154.942389,397.2919955
1155.93182,439.9813416
1156.921077,485.8360597
1157.910162,543.8710773
1158.899073,613.7146282
1159.887811,676.9097223
1160.876375,714.6640883
1161.864767,730.7668296
1162.852986,745.6223737
1163.841032,769.0910142
1164.828904,789.8373234
1165.816604,793.9425585
1166.804131,783.3988854
1167.791485,768.5282426
1168.778667,750.5295075
1169.765675,720.0608555
1170.752511,669.8880624
1171.739175,603.8220162
1172.725665,530.434507
1173.711983,453.0438442
1174.698129,375.1452872
1175.684102,307.065826
1176.669902,253.9437135
1177.65553,207.6088754
1178.640986,160.6433529
1179.626269,116.9381306
1180.61138,83.29619094
1181.596319,60.41939298
1182.581085,42.68705128
1183.565679,22.96348639
1184.550102,2.605674009
1185.534352,-4.346196799
1186.518429,13.185986
1187.502335,45.35139913
1188.486069,70.14025566
1189.469631,77.66487072
1190.453021,75.56131727
1191.436239,75.08521853
1192.419285,82.07942037
1193.40216,97.14446891
1194.384863,115.3678214
1195.367394,126.6785312
1196.349753,123.504106
1197.331941,111.4535619
1198.313957,107.1316308
1199.295801,119.2630726
1200.277474,137.5218259
1201.258976,147.3779264
1202.240306,148.6462203
1203.221464,150.9025302
1204.202451,158.3139407
1205.183267,168.4968463
1206.163912,181.0013034
1207.144385,198.0468607
1208.124688,218.5414938
1209.104819,236.7681813
1210.084778,247.3023751
1211.064567,249.7948094
1212.044185,247.6749665
1213.023632,242.51848
1214.002907,233.0465012
1214.982012,219.5625648
1215.960946,205.5363912
1216.939709,193.6426833
1217.918301,180.8542845
1218.896723,160.3318241
1219.874974,132.205735
1220.853054,108.7926785
1221.830963,102.7932395
1222.808702,113.2105014
1223.78627,127.0914205
1224.763668,132.2983063
1225.740895,127.9539102
1226.717951,126.4902616
1227.694838,143.7388399
1228.671553,182.2353859
1229.648099,226.3183082
1230.624474,255.9661067
1231.600679,263.7489887
1232.576714,259.3492431
1233.552578,259.0787497
1234.528272,269.5959325
1235.503797,281.5166744
1236.479151,279.9261341
1237.454335,260.3818287
1238.429349,233.6739124
1239.404193,215.2197722
1240.378867,209.7302099
1241.353372,206.9225755
1242.327706,193.2432297
1243.301871,166.2993712
1244.275866,137.4387236
1245.249691,122.1654804
1246.223347,126.5762627
1247.196832,140.3889235
1248.170149,146.0495096
1249.143295,138.6827962
1250.116273,133.0349868
1251.08908,144.7813072
1252.061718,170.1590305
1253.034187,192.0000657
1254.006487,199.7322566
1254.978617,195.0470999
1255.950578,185.5322416
1256.922369,181.5326736
1257.893991,190.5628285
1258.865445,205.396682
1259.836729,207.3427255
1260.807843,190.86439
1261.778789,174.028148
1262.749566,174.6319466
1263.720174,187.1845861
1264.690613,193.4602832
1265.660883,185.5911975
1266.630984,170.8266667
1267.600916,163.0183584
1268.570679,173.5983667
1269.540274,201.4954847
1270.5097,230.1007918
1271.478957,241.3284932
1272.448046,233.2196792
1273.416966,220.5515444
1274.385717,219.1992865
1275.3543,230.5960783
1276.322715,241.0440994
1277.290961,237.1857059
1278.259038,221.1477357
1279.226948,208.3554661
1280.194688,210.6905313
1281.162261,221.8856458
1282.129665,221.8184579
1283.096901,199.2457322
1284.063969,165.2290122
1285.030869,138.2460296
1285.997601,124.7719052
1286.964164,120.4603213
1287.93056,119.3510316
1288.896788,116.4190883
1289.862847,111.8595873
1290.828739,116.1737104
1291.794463,140.6297065
1292.760019,181.749897
1293.725407,223.8409723
1294.690628,254.5405146
1295.65568,271.7849111
1296.620565,281.5929626
1297.585283,295.2118927
1298.549833,323.1146289
1299.514215,365.4683175
1300.478429,409.2819296
1301.442477,439.5420516
1302.406356,454.2779844
1303.370069,463.8556297
1304.333614,474.3076718
1305.296991,478.799095
1306.260202,468.5576752
1307.223245,443.9100082
1308.186121,411.5726674
1309.148829,379.9571226
1310.111371,356.5055593
1311.073745,339.5005806
1312.035952,317.2659406
1312.997993,285.0251274
1313.959866,253.2087906
1314.921572,231.0327151
1315.883112,214.0176603
1316.844484,193.7545266
1317.80569,168.4714627
1318.766729,141.207102
1319.727601,117.250057
1320.688306,103.922251
1321.648845,104.3484585
1322.609217,110.1886985
1323.569422,107.4445666
1324.529461,92.41110301
1325.489333,76.32508449
1326.449039,71.4022369
1327.408578,78.08646805
1328.367951,87.70242241
1329.327157,91.17358829
1330.286197,84.13495244
1331.245071,70.10393634
1332.203779,60.68083889
1333.16232,67.2794955
1334.120695,89.74064516
1335.078904,115.8341429
1336.036947,132.5608202
1336.994823,136.4112088
1337.952534,136.0163895
1338.910079,147.6948233
1339.867457,183.4061952
1340.82467,237.7438956
1341.781717,288.5217251
1342.738598,314.950743
1343.695313,317.0247787
1344.651862,314.6280145
1345.608246,325.3253256
1346.564464,345.5481249
1347.520516,358.078105
1348.476402,355.9642921
1349.432123,351.1421615
1350.387679,357.3806649
1351.343068,372.0449245
1352.298293,381.2201779
1353.253352,379.6414685
1354.208245,376.9421228
1355.162973,383.8597433
1356.117536,401.0768343
1357.071934,422.5222762
1358.026166,440.1516653
1358.980233,445.5220375
1359.934135,437.2762463
1360.887871,426.2734318
1361.841443,423.7832547
1362.794849,426.8962852
1363.748091,422.2771605
1364.701167,400.6361608
1365.654079,363.9270541
1366.606825,322.4469726
1367.559407,287.9163553
1368.511823,266.8707335
1369.464075,256.5047493
1370.416163,247.2825909
1371.368085,234.6925825
1372.319843,227.4038394
1373.271436,236.9569315
1374.222864,262.0211675
1375.174128,291.5960799
1376.125228,319.5558942
1377.076162,346.0208628
1378.026933,369.3597411
1378.977539,387.4326091
1379.92798,403.5839267
1380.878257,422.642003
1381.82837,442.2065284
1382.778318,453.5965878
1383.728103,450.4090454
1384.677723,433.5090779
1385.627178,409.8768819
1386.57647,387.1587244
1387.525598,366.3932228
1388.474561,341.3439659
1389.423361,308.5864125
1390.371996,276.2659137
1391.320467,257.3972252
1392.268775,254.3065936
1393.216919,256.7058734
1394.164899,257.8106826
1395.112715,262.2893606
1396.060367,272.5204337
1397.007855,280.7912251
1397.95518,284.0344169
1398.902341,290.9212244
1399.849339,305.122842
1400.796173,316.5990914
1401.742843,317.7623256
1402.68935,316.3801921
1403.635693,324.5094845
1404.581873,340.7891277
1405.52789,349.9252352
1406.473743,337.7507714
1407.419433,304.4211907
1408.364959,264.6569085
1409.310323,235.4382919
1410.255523,221.7868049
1411.200559,214.5394707
1412.145433,201.9512636
1413.090144,181.7650901
1414.034691,161.680914
1414.979076,150.5112177
1415.923297,148.8379482
1416.867356,146.2386031
1417.811251,130.2743776
1418.754984,101.5833599
1419.698554,76.95944112
1420.641961,73.26783969
1421.585205,90.48077099
1422.528287,114.781435
1423.471205,136.3792638
1424.413962,160.4362287
1425.356555,202.4097042
1426.298986,274.0439394
1427.241254,372.4302248
1428.18336,485.0485477
1429.125303,605.9802365
1430.067084,741.9974256
1431.008703,902.1980822
1431.950159,1086.731622
1432.891452,1286.92115
1433.832584,1494.089726
1434.773553,1707.100756
1435.71436,1929.553858
1436.655005,2160.021273
1437.595487,2390.954556
1438.535808,2617.97757
1439.475966,2843.639659
1440.415962,3070.742127
1441.355797,3294.817792
1442.295469,3503.135072
1443.234979,3683.134339
1444.174328,3834.443025
1445.113514,3968.26289
1446.052539,4091.349593
1446.991402,4197.970357
1447.930103,4282.187248
1448.868643,4346.381821
1449.80702,4392.987446
1450.745237,4422.280006
1451.683291,4439.477166
1452.621184,4448.181118
1453.558915,4439.815244
1454.496485,4405.16299
1455.433894,4351.393512
1456.371141,4294.192667
1457.308226,4238.248833
1458.245151,4174.863949
1459.181914,4094.11057
1460.118515,3995.228614
1461.054956,3888.69504
1461.991235,3785.888131
1462.927353,3680.985238
1463.86331,3548.980788
1464.799105,3372.642052
1465.73474,3167.065193
1466.670214,2963.99344
1467.605526,2774.79673
1468.540678,2584.167352
1469.475669,2379.416298
1470.410498,2168.557798
1471.345167,1963.738318
1472.279676,1762.579665
1473.214023,1558.840881
1474.14821,1360.261831
1475.082236,1179.106929
1476.016101,1013.249605
1476.949806,854.6323858
1477.88335,708.3784075
1478.816733,585.416142
1479.749956,483.8530955
1480.683018,391.9318779
1481.61592,303.4229466
1482.548662,223.1557894
1483.481243,160.9593164
1484.413664,120.107156
1485.345924,91.72565704
1486.278025,66.64656013
1487.209964,50.25204544
1488.141744,54.19618143
1489.073364,75.09983809
1490.004823,95.61973123
1490.936123,107.5183179
1491.867262,119.7322624
1492.798241,139.575043
1493.72906,157.920834
1494.65972,161.4056691
1495.590219,152.4215543
1496.520559,146.9255212
1497.450738,153.6723447
1498.380758,163.8448536
1499.310618,164.8490894
1500.240319,158.1791382
1501.169859,153.3195547
1502.09924,148.1085352
1503.028462,133.3865056
1503.957523,117.3512199
1504.886425,123.4156982
1505.815168,159.1801371
1506.743751,206.6858883
1507.672175,247.0320487
1508.600439,277.8364669
1509.528544,304.6166346
1510.456489,328.5969258
1511.384276,346.5336793
1512.311903,356.883092
1513.23937,363.0317861
1514.166679,369.608066
1515.093828,376.4967564
1516.020818,379.710488
1516.947649,376.793807
1517.874321,366.1616996
1518.800834,344.9734551
1519.727188,313.9831391
1520.653383,279.795492
1521.579419,249.6240156
1522.505296,226.9895385
1523.431015,208.9109587
1524.356574,187.7895963
1525.281975,164.6101097
1526.207217,154.9598474
1527.1323,169.3518538
1528.057225,194.233242
1528.981991,205.900587
1529.906598,197.5766679
1530.831047,182.5009778
1531.755337,175.1650823
1532.679469,177.1021765
1533.603442,181.0254937
1534.527257,184.6783634
1535.450914,194.0662862
1536.374412,212.1182587
1537.297752,232.1879424
1538.220933,245.3079197
1539.143957,247.9290405
1540.066822,241.2771193
1540.989528,227.9018399
1541.912077,211.5078368
1542.834468,197.8512551
1543.7567,191.2986965
1544.678775,190.2248743
1545.600691,189.8174939
1546.52245,188.2285301
1547.44405,185.5218105
1548.365493,180.7045979
1549.286778,174.5366805
1550.207905,170.2670539
1551.128874,170.4719934
