Wavelength,AAB_4-ATP^-15M_S1_C1_M1_I3
352.367517,7.485154432
353.5007864,7.49699263
354.6338483,7.895593135
355.7667025,8.680955949
356.8993492,9.85308107
358.0317885,11.4119685
359.1640203,13.35761824
360.2960447,15.69003028
361.4278619,18.40920463
362.5594717,21.51514129
363.6908743,25.00784026
364.8220698,28.88730154
365.9530582,33.15352512
367.0838394,28.53140299
368.2144137,24.59403942
369.344781,22.02758136
370.4749414,21.62000429
371.6048949,24.52310765
372.7346417,32.22076282
373.8641816,46.34510586
374.9935149,68.46628544
376.1226415,99.85507626
377.2515615,141.2912193
378.3802749,193.0792466
379.5087818,255.2318152
380.6370823,327.5217248
381.7651764,409.1499428
382.8930641,498.1106466
384.0207455,590.7245518
385.1482207,681.9466482
386.2754897,766.5948968
387.4025525,840.8211009
388.5294092,902.843669
389.6560599,952.5688304
390.7825045,990.5744942
391.9087433,1017.185799
393.0347761,1032.087398
394.1606031,1034.548296
395.2862243,1024.020841
396.4116397,1000.677392
397.5368495,965.6340543
398.6618536,920.9136598
399.7866521,869.1964446
400.9112451,813.3610158
402.0356326,755.9138056
403.1598146,698.4774037
404.2837913,641.6417383
405.4075626,585.4280437
406.5311287,530.0158012
407.6544895,475.9818326
408.7776451,423.8480552
409.9005955,373.5586155
411.0233409,324.5785986
412.1458813,276.6167754
413.2682166,230.2663322
414.390347,186.9250264
415.5122726,148.0997158
416.6339933,114.7461861
417.7555092,87.08747428
418.8768204,64.7846879
419.9979269,47.14307091
421.1188288,33.28141134
422.239526,22.38839044
423.3600188,14.1094694
424.480307,8.80291254
425.6003909,7.226445335
426.7202703,9.713111979
427.8399454,15.58062626
428.9594163,23.25280991
430.0786829,30.78896938
431.1977453,36.45045511
432.3166036,39.24066442
433.4352578,39.25400061
434.553708,37.48447501
435.6719541,35.06570147
436.7899964,32.4965761
437.9078348,29.51805347
439.0254693,25.71431388
440.1429001,21.22138778
441.2601271,16.87736849
442.3771504,13.6730927
443.4939702,12.00182857
444.6105863,11.38752723
445.7269989,10.86868697
446.843208,9.660539609
447.9592137,7.669017633
449.075016,5.628662645
450.1906149,4.792906035
451.3060106,6.323210769
452.4212031,10.72170761
453.5361923,17.63706254
454.6509785,26.07314858
455.7655615,34.74440204
456.8799415,42.49073332
457.9941186,48.84533167
459.1080926,54.4263526
460.2218639,60.5698985
461.3354322,68.30457128
462.4487978,77.60005114
463.5619607,87.60209889
464.6749208,97.50730978
465.7876783,107.100549
466.9002333,116.4536666
468.0125857,125.2460689
469.1247356,132.5446507
470.236683,137.3480396
471.3484281,139.3846513
472.4599709,139.4214996
473.5713113,138.8205207
474.6824495,138.6854342
475.7933855,139.2376891
476.9041194,139.8708746
478.0146512,139.7353563
479.1249809,138.2886754
480.2351086,135.5218298
481.3450344,132.0054011
482.4547583,128.8625501
483.5642804,127.539578
484.6736006,129.2283244
485.7827192,134.0821241
486.891636,140.7715355
488.0003511,146.883869
489.1088647,149.9953144
490.2171767,148.6671457
491.3252872,142.8418365
492.4331963,133.6483019
493.5409039,122.8802534
494.6484102,112.362667
495.7557152,103.4498624
496.8628189,96.82609799
497.9697215,92.53640043
499.0764228,90.12625604
500.1829231,88.85436392
501.2892223,87.93282849
502.3953205,86.77168785
503.5012177,85.20102691
504.6069141,83.53845113
505.7124095,82.44221997
506.8177042,82.68887149
507.922798,84.96088755
509.0276912,89.56992991
510.1323837,96.137772
511.2368756,103.4646757
512.3411669,109.8275398
513.4452577,113.6862777
514.549148,114.3768086
515.6528379,112.2627542
516.7563274,108.2708811
517.8596166,103.3144043
518.9627055,98.03835683
520.0655942,92.82931549
521.1682827,87.81724236
522.270771,82.86263443
523.3730593,77.62188144
524.4751476,71.71058996
525.5770359,64.98108187
526.6787242,57.78950961
527.7802127,50.9184932
528.8815013,45.00742818
529.9825901,39.92133263
531.0834792,34.71731738
532.1841686,28.33478709
533.2846583,20.47800923
534.3849485,12.03383439
535.4850391,4.660450926
536.5849302,-0.2261573
537.6846219,-2.245080966
538.7841141,-1.882468711
539.883407,0.42783084
540.9825006,4.901190902
542.081395,11.98999622
543.1800901,21.55755507
544.2785861,32.67670026
545.376883,44.16957334
546.4749808,55.19037427
547.5728796,65.39289513
548.6705794,74.7948999
549.7680803,83.63688248
550.8653823,92.42461798
551.9624856,102.0129329
553.05939,113.3624737
554.1560957,126.9425332
555.2526028,142.2735592
556.3489112,158.1179802
557.4450211,173.272301
558.5409324,187.3227543
559.6366452,200.7297021
560.7321596,214.2057413
561.8274756,227.9509089
562.9225933,241.4317686
564.0175127,253.8756766
565.1122338,265.0141502
566.2067567,275.447321
567.3010815,286.2773316
568.3952083,298.1927279
569.4891369,310.6773018
570.5828676,321.9444367
571.6764003,329.6585893
572.769735,332.0410565
573.862872,328.7174954
574.9558111,320.7307259
576.0485525,309.7057268
577.1410961,296.8536905
578.2334421,282.6077341
579.3255905,267.0927856
580.4175413,250.9171745
581.5092945,235.4782436
582.6008503,222.4086572
583.6922087,212.6673293
584.7833697,206.1042143
585.8743334,201.7297121
586.9650998,198.2718421
588.0556689,194.6389033
589.1460409,190.2522741
590.2362157,185.2861855
591.3261934,180.7030083
592.4159741,177.8370359
593.5055578,177.4339357
594.5949445,178.6928588
595.6841344,179.229252
596.7731274,176.2435692
597.8619235,168.1488372
598.950523,155.4485347
600.0389257,140.1042848
601.1271317,123.9272127
602.2151412,107.4805162
603.302954,90.40919577
604.3905704,72.61285735
605.4779902,54.94491509
606.5652137,38.86811927
607.6522407,25.6559739
608.7390715,15.95259232
609.8257059,9.876412655
610.9121442,7.32334939
611.9983862,8.082442037
613.0844321,11.67813481
614.1702819,17.25961331
615.2559356,23.885538
616.3413934,30.97899301
617.4266552,38.31073509
618.5117211,45.39611845
619.5965911,51.08214941
620.6812654,54.0694963
621.7657439,53.99369977
622.8500266,51.9321362
623.9341137,49.74460021
625.0180052,48.75853489
626.1017011,48.84816349
627.1852015,48.67968173
628.2685064,46.9008331
629.3516158,43.17760051
630.4345299,38.24721832
631.5172487,33.28974138
632.5997721,29.46014554
633.6821003,27.74358611
634.7642333,28.64759216
635.8461712,31.71892839
636.927914,35.52875151
638.0094617,38.38480793
639.0908144,39.27886
640.1719721,38.43591085
641.252935,37.16880182
642.3337029,37.04757043
643.4142761,38.84716182
644.4946545,42.10209766
645.5748381,45.63428463
646.6548271,48.46188428
647.7346214,50.22505342
648.8142212,50.98222513
649.8936264,50.90611613
650.9728372,50.23302333
652.0518534,49.27531598
653.1306753,48.28564935
654.2093029,47.3710655
655.2877361,46.67254411
656.3659751,46.60897731
657.4440199,47.83989712
658.5218705,50.83254597
659.599527,55.20628341
660.6769894,59.42671894
661.7542578,61.48614337
662.8313322,60.27715441
663.9082127,56.45577064
664.9848993,52.10219553
666.0613921,49.59264505
667.1376911,50.5022528
668.2137963,55.06308197
669.2897078,62.29220159
670.3654257,70.58238556
671.44095,78.46493238
672.5162808,85.28683164
673.591418,91.47636983
674.6663618,98.17117345
675.7411121,106.3993945
676.8156691,116.3168353
677.8900327,126.9468314
678.9642031,136.6034903
680.0381803,143.8256225
681.1119642,148.2427581
682.1855551,150.784004
683.2589528,153.1623109
684.3321575,156.9533666
685.4051692,162.62669
686.4779879,169.0617747
687.5506137,174.0947433
688.6230467,175.8805772
689.6952868,174.0316672
690.7673342,169.6732927
691.8391889,164.546653
692.9108509,160.0475349
693.9823203,156.8648424
695.053597,155.0870562
696.1246813,154.3835009
697.195573,154.1665964
698.2662724,153.6941522
699.3367793,152.0294937
700.4070938,148.0802557
701.4772161,141.0127136
702.5471461,130.826227
703.6168839,118.4912358
704.6864295,105.4630314
705.755783,92.99635582
706.8249444,81.76720412
707.8939138,71.96504355
708.9626912,63.60981015
710.0312767,56.67081442
711.0996703,50.92000731
712.1678721,45.94473055
713.235882,41.55553828
714.3037002,38.12061072
715.3713267,36.24738288
716.4387615,36.06317277
717.5060047,36.99057877
718.5730564,38.30827568
719.6399165,39.73663044
720.7065851,41.36378875
721.7730624,43.12477535
722.8393482,44.45123263
723.9054427,44.46504913
724.9713459,42.63541277
726.0370578,39.35930134
727.1025786,35.92494763
728.1679082,33.82396118
729.2330466,33.81250105
730.2979941,35.31396939
731.3627504,36.61311573
732.4273159,35.81583566
733.4916904,32.03726607
734.555874,26.04705676
735.6198668,19.8819271
736.6836687,15.72158832
737.74728,14.77995101
738.8107005,16.74441345
739.8739304,19.96179657
740.9369697,22.34225952
741.9998184,22.55177528
743.0624766,20.69029944
744.1249444,17.92649672
745.1872217,15.45906022
746.2493086,13.72912002
747.3112052,12.34641648
748.3729115,10.57025872
749.4344275,8.027715818
750.4957534,5.238856919
751.5568891,3.489397736
752.6178347,4.098442103
753.6785902,7.61755421
754.7391558,13.50411504
755.7995313,20.53630963
756.8597169,27.69042671
757.9197127,34.73654011
758.9795186,42.02692016
760.0391347,49.67423936
761.0985611,56.89232212
762.1577977,62.19982546
763.2168447,64.36726031
764.2757022,63.30650696
765.33437,60.21637474
766.3928483,56.93072418
767.4511372,54.97108052
768.5092366,54.92442006
769.5671467,56.44171927
770.6248674,58.72638526
771.6823988,61.18075926
