Wavelength,AAB_4-ATP^-15M_S1_C1_M1_I3
772.7397409,63.97531458
773.7968939,68.3853586
774.8538577,76.50677669
775.9106324,90.15305007
776.967218,109.6874915
778.0236146,133.8868575
779.0798223,160.8534714
780.135841,188.9222692
781.1916708,216.7837327
782.2473118,243.0777685
783.3027639,266.2158123
784.3580274,284.784975
785.4131021,298.2325363
786.4679881,307.3029673
787.5226856,313.9093827
788.5771944,320.4961981
789.6315148,329.2845958
790.6856466,341.8026067
791.73959,358.7932028
792.7933451,380.3376738
793.8469117,406.0536859
794.9002901,435.3393035
795.9534802,467.6007879
797.0064822,502.3151976
798.0592959,538.8434967
799.1119215,576.0024954
800.164359,611.615698
801.2166085,642.671079
802.2686701,666.4727503
803.3205436,682.0358432
804.3722293,690.3987516
805.4237271,693.4775038
806.4750371,692.552121
807.5261594,687.7637391
808.5770939,678.7891693
809.6278407,665.7086431
810.6783999,649.2334546
811.7287715,630.2970721
812.7789556,609.5893421
813.8289522,587.6438309
814.8787613,565.5126088
815.928383,545.2881543
816.9778174,529.6145822
818.0270644,520.2274447
819.0761242,516.6444951
820.1249967,516.0878917
821.1736821,514.585744
822.2221803,508.3714435
823.2704914,494.8371967
824.3186154,472.8869731
825.3665525,442.96468
826.4143025,406.9670756
827.4618657,367.8947889
828.509242,329.0924486
829.5564314,293.3021333
830.6034341,261.9516127
831.65025,234.9801221
832.6968792,211.2003045
833.7433218,188.8987453
834.7895777,166.4210846
835.8356471,142.6979403
836.88153,117.6803772
837.9272264,92.62922228
838.9727364,70.10981744
840.0180599,53.3399515
841.0631972,44.79676028
842.1081481,44.79352068
843.1529128,51.09872784
844.1974912,59.94189579
845.2418835,67.65591332
846.2860897,71.91033594
847.3301098,72.04670525
848.3739438,68.68208045
849.4175919,63.09661617
850.461054,56.85498309
851.5043302,51.60354723
852.5474206,48.65520112
853.5903251,48.37251296
854.6330439,49.96621698
855.6755769,52.09068966
856.7179243,53.70600248
857.760086,54.36389364
858.8020621,53.7978577
859.8438527,51.49802914
860.8854578,46.88794051
861.9268774,40.00024381
862.9681115,31.9741947
864.0091603,24.74026342
865.0500238,19.96948678
866.090702,18.17899198
867.131195,18.76583564
868.1715027,20.76445545
869.2116253,23.47395149
870.2515628,26.47985283
871.2913152,29.40602578
872.3308825,31.94886322
873.3702649,34.23864886
874.4094624,37.09288792
875.448475,41.7901861
876.4873027,49.42335914
877.5259456,60.35222504
878.5644037,74.2948135
879.6026772,90.97670524
880.6407659,110.5630616
881.67867,133.2091446
882.7163896,158.0774661
883.7539245,182.9776631
884.791275,205.2280719
885.8284411,222.9401804
886.8654227,235.5029543
887.9022199,243.1068718
888.9388328,246.1558896
889.9752615,245.1857216
891.0115059,241.0969631
892.0475661,235.1331556
893.0834421,228.3684852
894.119134,221.0295372
895.1546419,212.2145006
896.1899658,200.3746839
897.2251056,184.3917442
898.2600616,164.4986616
899.2948336,142.3195659
900.3294218,120.0768467
901.3638262,99.6923345
902.3980468,82.35446439
903.4320837,68.57930332
904.4659369,58.50887549
905.4996065,52.11895971
906.5330926,49.10867877
907.566395,48.73450307
908.599514,50.1139153
909.6324495,52.8082841
910.6652016,56.85740882
911.6977703,62.20301807
912.7301557,68.46488315
913.7623578,75.49960647
914.7943766,83.8587439
915.8262123,94.26859249
916.8578648,106.5324831
917.8893342,118.9763705
918.9206205,128.9985909
919.9517238,134.3228259
920.9826441,134.0912089
922.0133814,129.1285175
923.0439359,121.2032529
924.0743075,111.7972844
925.1044963,101.3424532
926.1345023,89.47477079
927.1643256,75.88643463
928.1939662,61.01220429
929.2234242,46.11642602
930.2526996,32.70821668
931.2817924,21.64534081
932.3107028,12.75454083
933.3394306,5.423218059
934.367976,-0.557678298
935.3963391,-4.858404598
936.4245198,-7.06377376
937.4525182,-6.986475643
938.4803343,-4.653969766
939.5079683,-0.290973324
940.5354201,5.62715229
941.5626897,12.52867071
942.5897773,20.06916645
943.6166828,28.15817474
944.6434063,36.5612319
945.6699479,44.51131727
946.6963076,50.76655179
947.7224854,54.15275367
948.7484814,54.32874402
949.7742955,52.29506839
950.799928,50.13489524
951.8253787,49.83993309
952.8506478,51.98553701
953.8757353,55.49672846
954.9006412,58.82077829
955.9253656,61.39294817
956.9499085,64.10303544
957.97427,68.55062491
958.9984501,75.90919921
960.0224488,86.40473689
961.0462662,99.59310688
962.0699023,114.7091941
963.0933572,130.6292998
964.1166309,145.8687227
965.1397234,159.0496007
966.1626349,169.5085109
967.1853653,177.3170109
968.2079147,182.5668788
969.2302831,184.6772035
970.2524706,182.5169735
971.2744771,175.3225155
972.2963029,163.6846463
973.3179478,149.7432258
974.339412,136.1928136
975.3606955,124.650005
976.3817982,114.5937683
977.4027204,103.872383
978.4234619,90.6093146
979.4440229,75.01985469
980.4644034,59.53791413
981.4846035,47.1149745
982.5046231,39.24604846
983.5244623,35.39017297
984.5441212,33.95401334
985.5635997,33.53367896
986.5828981,33.24087201
987.6020162,32.38026762
988.6209541,30.47639588
989.639712,27.73485695
990.6582897,25.08479647
991.6766874,23.43240204
992.6949051,22.80612405
993.7129428,22.27468403
994.7308006,20.80354196
995.7484786,18.32747837
996.7659767,16.02403828
997.783295,15.45419407
998.8004336,17.30685058
999.8173924,20.85922816
1000.834172,24.57432735
1001.850771,27.27634314
1002.867191,28.93044524
1003.883432,30.35467836
1004.899493,32.10102787
1005.915374,33.61678783
1006.931076,33.62411771
1007.946599,31.43435186
1008.961942,27.98229369
1009.977106,25.56935344
1010.992091,26.45827017
1012.006897,31.54940395
1013.021523,40.11303462
1014.035971,50.37360161
1015.050239,60.34724211
1016.064328,68.65543143
1017.078239,75.03075409
1018.09197,80.32722878
1019.105522,86.27976892
1020.118896,95.08846636
1021.13209,108.5369713
1022.145106,126.8891909
1023.157944,148.4359736
1024.170602,170.1278076
1025.183082,188.8667695
1026.195383,202.6750965
1027.207506,210.9832743
1028.21945,213.8297793
1029.231215,210.9370156
1030.242802,201.8993027
1031.254211,187.3005309
1032.265441,169.3579708
1033.276493,151.176522
1034.287367,135.0542289
1035.298063,121.2369361
1036.30858,108.2309426
1037.318919,94.31909275
1038.32908,78.92366504
1039.339063,62.98202118
1040.348868,48.39095893
1041.358495,36.94558773
1042.367944,29.49206047
1043.377215,25.91366435
1044.386308,25.6490163
1045.395223,27.90156808
1046.403961,31.42991058
1047.412521,34.54991107
1048.420903,35.73562027
1049.429107,34.43272125
1050.437134,31.32740735
1051.444983,27.72835696
1052.452655,24.63604445
1053.460149,22.45986791
1054.467466,21.54808239
1055.474605,22.72244445
1056.481567,27.17213254
1057.488352,36.03819221
1058.494959,50.47205591
1059.501389,72.35586706
1060.507642,104.8839982
1061.513718,152.1314655
1062.519616,217.7986549
1063.525338,304.1921635
1064.530882,412.1326606
1065.53625,541.4727121
1066.54144,691.5271771
1067.546454,861.0685051
1068.55129,1047.837467
1069.55595,1247.77166
1070.560433,1454.599544
1071.56474,1660.424514
1072.568869,1857.142115
1073.572822,2037.669504
1074.576598,2196.156392
1075.580198,2327.397888
1076.583621,2426.240693
1077.586868,2487.584135
1078.589938,2507.264375
1079.592832,2483.508523
1080.595549,2417.903748
1081.59809,2315.106112
1082.600455,2181.678056
1083.602643,2024.920067
1084.604655,1852.122827
1085.606491,1670.264204
1086.608151,1485.969336
1087.609635,1305.460636
1088.610942,1134.35258
1089.612074,977.2735282
1090.61303,837.4537694
1091.61381,716.5846597
1092.614413,615.03286
1093.614841,532.1584892
1094.615094,466.5252041
1095.61517,415.981984
1096.615071,377.6491525
1097.614796,347.8723315
1098.614345,322.3940102
1099.613719,297.0581925
1100.612917,268.9680569
1101.61194,237.5678046
1102.610787,204.9935602
1103.609459,175.1868396
1104.607955,151.8755752
1105.606276,136.5768723
1106.604421,128.0527238
1107.602392,123.4623959
1108.600187,120.1279575
1109.597807,116.6675101
1110.595251,112.9917497
1111.592521,109.5432173
1112.589615,106.6381284
1113.586535,104.5335849
1114.583279,104.0134904
1115.579849,106.5586837
1116.576243,113.4779265
1117.572463,124.6613085
1118.568508,138.3076621
1119.564378,152.0548172
1120.560073,164.5463728
1121.555594,176.2413851
1122.55094,189.243276
1123.546111,206.7175877
1124.541107,232.2075349
1125.53593,268.720277
1126.530577,317.7840117
1127.52505,379.0256293
1128.519349,450.3884336
1129.513473,528.693589
1130.507423,610.3660037
1131.501199,692.2532012
1132.4948,772.3440926
1133.488227,850.0062759
1134.48148,925.3713836
1135.474559,998.1358351
1136.467463,1066.828294
1137.460194,1129.216988
1138.45275,1183.144041
1139.445133,1226.670181
1140.437342,1257.744329
1141.429376,1274.667743
1142.421237,1277.591354
1143.412924,1269.47233
1144.404437,1255.006855
1145.395777,1238.217674
1146.386942,1220.89949
1147.377934,1203.037048
1148.368753,1184.084104
1149.359397,1163.631106
1150.349869,1141.530059
1151.340166,1118.207398
1152.330291,1095.032353
1153.320242,1074.182952
1154.310019,1058.040632
1155.299623,1048.585084
1156.289054,1047.031233
1157.278311,1053.549775
1158.267396,1066.923526
1159.256307,1084.420874
1160.245045,1102.333659
1161.23361,1117.041798
1162.222001,1125.926218
1163.21022,1127.853179
1164.198266,1123.509926
1165.186139,1115.599545
1166.173839,1108.356822
1167.161366,1106.039876
1168.14872,1111.091265
1169.135901,1123.389767
1170.12291,1141.248499
1171.109746,1163.208609
1172.096409,1188.989429
1173.082899,1218.936706
1174.069217,1252.880499
1175.055363,1289.644667
1176.041336,1327.384368
1177.027136,1364.092944
1178.012764,1397.736861
1178.99822,1425.891049
1179.983503,1445.229911
1180.968614,1451.685887
1181.953553,1441.655786
1182.938319,1413.446169
1183.922914,1367.77093
1184.907336,1306.980242
1185.891586,1233.743078
1186.875664,1150.258059
1187.859569,1058.547963
1188.843303,961.4027017
1189.826865,862.8442078
1190.810255,767.3911811
1191.793473,678.6959588
1192.77652,598.6740499
1193.759394,527.4693313
1194.742097,463.9236972
1195.724628,406.3240264
1196.706987,353.3058834
1197.689175,304.5469462
1198.671191,260.7611544
1199.653035,222.9662289
1200.634708,191.6575134
1201.61621,166.523896
1202.59754,146.7600958
1203.578698,131.6966368
1204.559686,121.3817412
1205.540502,116.5690453
1206.521146,117.811827
1207.50162,124.2199559
1208.481922,132.9613927
1209.462053,140.1829447
1210.442013,143.0131833
1211.421801,141.2813131
1212.401419,137.442208
1213.380866,134.5841581
1214.360142,134.1972249
1215.339246,135.4566684
1216.31818,136.0832122
1217.296943,133.6398835
1218.275536,126.5405913
1219.253957,114.8152728
1220.232208,100.5332147
1221.210288,87.26021023
1222.188197,78.39003823
1223.165936,75.50034909
1224.143504,78.13363831
1225.120902,85.00693214
1226.098129,95.37647205
1227.075185,109.4006441
1228.052072,127.286778
1229.028788,148.0261253
1230.005333,169.0336056
1230.981708,187.2039565
1231.957913,200.3991555
1232.933948,208.1433657
1233.909812,211.4016745
1234.885507,212.0110358
1235.861031,212.1707184
1236.836385,214.1044012
1237.811569,219.7378613
1238.786583,230.1045344
1239.761427,244.6012783
1240.736101,260.7813687
1241.710606,275.2720717
1242.68494,285.5957115
1243.659105,291.7457661
1244.6331,296.1678441
1245.606925,301.9627484
1246.580581,310.7778128
1247.554067,322.0903111
1248.527383,334.2116592
1249.50053,345.9718294
1250.473507,357.6368424
1251.446314,370.2135734
1252.418953,383.8657645
1253.391421,397.2814455
1254.363721,408.6656558
1255.335851,417.010687
1256.307812,422.3043145
1257.279603,424.8947376
1258.251226,424.9922677
1259.222679,422.8354885
1260.193963,419.1720717
1261.165078,415.0887006
1262.136023,410.7867139
1263.1068,404.4476355
1264.077408,392.7914302
1265.047847,373.3384546
1266.018117,346.5839217
1266.988218,316.2037908
1267.95815,286.9585885
1268.927914,261.7801724
1269.897508,240.1989058
1270.866934,219.2896358
1271.836191,196.3646335
1272.80528,171.1699376
1273.7742,145.7760865
1274.742952,122.623159
1275.711534,103.0147431
1276.679949,87.54345517
1277.648195,77.39346987
1278.616273,74.37756207
1279.584182,79.23209407
1280.551923,89.98059129
1281.519495,102.3642725
1282.4869,112.2513139
1283.454136,117.8795096
1284.421204,120.0237554
1285.388103,120.4671378
1286.354835,120.6970141
1287.321399,121.7062483
1288.287794,124.0554271
1289.254022,127.4716058
1290.220081,130.4754138
1291.185973,130.8856653
1292.151697,127.4820433
1293.117253,122.0474375
1294.082641,119.6999567
1295.047862,126.0307077
1296.012914,143.1318541
1296.977799,168.510945
1297.942517,197.6471709
1298.907067,227.1430284
1299.871449,255.8664413
1300.835664,284.0616684
1301.799711,311.6591219
1302.763591,336.9625053
1303.727303,356.5908008
1304.690848,366.9014433
1305.654226,366.0198152
1306.617436,354.9391082
1307.580479,336.8157819
1308.543355,315.0590596
1309.506063,291.5452133
1310.468605,265.8184062
1311.430979,235.643561
1312.393186,199.0344982
1313.355227,156.8920698
1314.3171,114.3264683
1315.278806,79.37802953
1316.240346,59.54946848
1317.201718,57.76013613
1318.162924,70.27557104
1319.123963,88.77526166
1320.084835,105.1871863
1321.04554,115.0411473
1322.006079,117.4708123
1322.966451,113.8259799
1323.926656,106.7170055
1324.886695,99.21094598
1325.846567,93.70912924
1326.806273,91.10493299
1327.765812,90.92807966
1328.725185,92.28874762
1329.684392,94.84812421
1330.643432,99.27547764
1331.602305,107.0398277
1332.561013,119.521151
1333.519554,136.8356019
1334.477929,157.3564352
1335.436138,178.570554
1336.394181,198.6616572
1337.352058,217.5361914
1338.309768,236.5292612
1339.267313,256.942815
1340.224691,278.2797814
1341.181904,297.4279059
1342.138951,309.6150641
1343.095832,310.6261147
1344.052547,298.8100839
1345.009096,275.7473316
1345.96548,245.4266326
1346.921698,212.5536075
1347.87775,181.0073702
1348.833636,153.2395455
1349.789357,130.6058804
1350.744913,114.0231289
1351.700303,104.4917061
1352.655527,103.4278596
1353.610586,112.6841033
1354.565479,133.8742252
1355.520207,167.0866296
1356.47477,210.0067026
1357.429168,258.4828437
1358.3834,308.4262669
1359.337467,357.8225823
1360.291369,407.4135272
1361.245105,459.4077013
1362.198677,515.0796434
1363.152083,573.1595931
1364.105325,630.2943773
1365.058401,683.0711562
1366.011313,729.9251012
1366.964059,771.5836737
1367.916641,809.9552064
1368.869058,846.5294695
1369.82131,881.5641603
1370.773397,914.5158032
1371.725319,945.1758439
1372.677077,974.4785838
1373.62867,1004.198124
1374.580099,1035.843443
1375.531362,1069.959061
1376.482462,1106.336865
1377.433397,1144.357612
1378.384167,1182.867787
1379.334773,1220.066024
1380.285214,1253.963291
1381.235491,1283.184786
1382.185604,1307.418895
1383.135553,1327.096319
1384.085337,1342.524944
1385.034957,1353.112429
1385.984413,1357.189399
1386.933704,1352.630237
1387.882832,1338.053738
1388.831795,1313.711487
1389.780595,1281.106212
1390.72923,1241.637893
1391.677702,1195.678981
1392.626009,1142.888165
1393.574153,1083.245422
1394.522133,1017.797549
1395.469949,948.4507384
1396.417601,876.90961
1397.365089,803.7889375
1398.312414,728.9338567
1399.259575,652.6118206
1400.206573,576.2877431
1401.153407,502.3756241
1402.100077,433.3404273
1403.046584,370.6988287
1403.992927,314.3716531
1404.939107,262.7906471
1405.885124,213.8723246
1406.830977,166.3769201
1407.776667,120.764996
1408.722193,78.97286088
1409.667557,43.45332878
1410.612757,16.25679245
1411.557794,-1.496427943
1412.502667,-9.72023515
1413.447378,-9.042796114
1414.391925,-0.443939963
1415.33631,14.7247413
1416.280531,34.73094807
1417.22459,58.03879178
1418.168485,84.00933875
1419.112218,112.8102922
1420.055788,144.578664
1420.999195,178.7642398
1421.942439,214.2317826
1422.885521,249.7746148
1423.82844,284.3672839
1424.771196,316.973998
1425.713789,346.2550968
1426.65622,370.4953
1427.598488,387.8278643
1428.540594,396.7455877
1429.482538,396.7071942
1430.424318,388.4205996
1431.365937,373.5515069
1432.307393,354.1127967
1433.248687,331.9325316
1434.189818,308.3103653
1435.130787,283.7972948
1436.071594,258.1337489
1437.012239,230.5253876
1437.952721,200.451328
1438.893042,168.6618715
1439.8332,137.3329734
1440.773196,108.9541275
1441.713031,85.05819204
1442.652703,66.04250908
1443.592213,51.96617994
1444.531562,43.29152577
1445.470748,40.8239549
1446.409773,45.03217271
1447.348636,55.53883135
1448.287337,71.15286791
1449.225877,90.15772861
1450.164255,110.7302377
1451.102471,131.6016832
1452.040525,152.5735515
1452.978418,174.2849183
1453.91615,197.376566
1454.85372,221.7028299
1455.791128,245.8870961
1456.728375,267.3378806
1457.665461,282.9993936
1458.602385,290.6834785
1459.539148,290.1704408
1460.475749,283.3032904
1461.41219,272.868967
1462.348469,260.8637233
1463.284587,247.5114992
1464.220544,232.0912423
1465.156339,214.8203039
1466.091974,197.7028754
1467.027448,183.2948139
1467.96276,172.6255252
1468.897912,164.3388012
1469.832903,155.6832942
1470.767733,144.2342736
1471.702402,129.0895239
1472.63691,111.1969657
1473.571257,92.93829278
1474.505444,77.14753296
1475.43947,66.07586982
1476.373335,60.99416461
1477.30704,62.4607589
1478.240584,70.56987383
1479.173967,84.92419118
1480.10719,104.8365176
1481.040252,129.8868562
1481.973154,160.182279
1482.905896,195.9994778
1483.838477,237.3391589
1484.770898,283.8889604
1485.703158,335.256792
1486.635259,391.0611407
1487.567199,450.5771739
1488.498978,512.0258884
1489.430598,572.2073222
1490.362057,627.1268843
1491.293357,673.1970581
1492.224496,707.9898476
1493.155475,730.2870832
1494.086295,739.9893349
1495.016954,738.1005502
1495.947453,726.417217
1496.877793,706.8848633
1497.807973,681.1497759
1498.737992,650.5295036
1499.667852,616.0593409
1500.597553,578.4389868
1501.527093,538.1339511
1502.456474,495.7593057
1503.385696,452.4050687
1504.314757,409.5106187
1505.24366,368.4213136
1506.172402,330.0967969
1507.100985,295.0925849
1508.029409,263.5382359
1508.957673,235.0364682
1509.885778,208.8102052
1510.813724,184.2753549
1511.74151,161.6611455
1512.669137,142.0552475
1513.596604,126.6763894
1514.523913,115.9178676
1515.451062,108.9595664
1516.378052,104.1642349
1517.304883,99.78783585
1518.231555,94.60710875
1519.158068,88.4762656
1520.084422,82.56233437
1521.010617,78.69252624
1521.936653,78.07867728
1522.862531,80.55501107
1523.788249,84.86453429
1524.713809,89.4617653
1525.639209,93.0941146
1526.564451,94.81089867
1527.489535,93.62668441
1528.414459,88.50163811
1529.339225,78.94194577
1530.263833,65.5937628
1531.188281,50.05832225
1532.112572,34.17280046
1533.036703,19.67335297
1533.960677,8.448243144
1534.884492,2.603146115
1535.808148,3.715039118
1536.731646,11.68799255
1537.654986,24.22625821
1538.578167,37.51977903
1539.501191,47.87666016
1540.424056,53.40121835
1541.346763,54.7111432
1542.269311,54.23655255
1543.191702,54.63122458
1544.113934,57.42204842
1545.036009,62.61941254
1545.957925,69.1291326
1546.879684,75.41726949
