Wavelength,AAB_4-ATP^10-15M_C2_M3_I1
1890.23549383691,43.097809890495725
1889.37175112855,43.123792490767016
1888.50786315516,43.11411368288946
1887.64382988544,42.5506196377578
1886.77965128811,45.06174994726819
1885.91532733186,50.66561076081627
1885.05085798538,52.31096999770663
1884.18624321734,49.113671601497146
1883.32148299643,45.56624895979826
1882.4565772913,40.10934260377658
1881.5915260706,31.513922100279697
1880.72632930297,25.15067657149983
1879.86098695704,22.54638749324539
1878.99549900144,19.914495924183914
1878.12986540477,17.620604691965507
1877.26408613565,15.647881207534095
1876.39816116266,9.514702990343938
1875.5320904544,2.1440095085058455
1874.66587397942,1.7919377575956272
1873.79951170631,5.776333890593646
1872.93300360362,6.815213977112147
1872.06634963988,5.277558682833895
1871.19954978365,1.2182767188626942
1870.33260400344,-4.560713935833406
1869.46551226778,-2.8708501730353517
1868.59827454517,8.153607408660038
1867.73089080412,15.385264118613867
1866.8633610131,12.759943384846386
1865.99568514061,8.514222616698305
1865.12786315511,7.3813439606306686
1864.25989502506,9.487986504701237
1863.39178071891,18.076879869009865
1862.52352020511,30.076737621857454
1861.65511345209,37.75662729361124
1860.78656042827,43.30314418525111
1859.91786110207,51.07055454353184
1859.04901544188,56.88523943933463
1858.1800234161,59.662885061878164
1857.31088499312,66.1062345522873
1856.44160014131,76.91843501162268
1855.57216882904,84.83163020832248
1854.70259102465,87.56139019864369
1853.83286669651,89.29820082585425
1852.96299581294,93.35474142880021
1852.09297834227,101.30353664000218
1851.22281425283,110.89853685036245
1850.35250351291,115.83902176067829
1849.48204609082,115.089960214659
1848.61144195484,111.11427074398702
1847.74069107326,101.142578070062
1846.86979341434,87.55029601138881
1845.99874894634,82.50721418512524
1845.12755763752,88.76294307125187
1844.25621945611,95.99984971622455
1843.38473437035,99.23585680261981
1842.51310234845,100.82526710264982
1841.64132335864,99.80984446950887
1840.76939736911,95.90152685955596
1839.89732434805,93.41857454653444
1839.02510426364,92.04082177798168
1838.15273708407,87.83834397889672
1837.2802227775,82.56127924763595
1836.40756131207,78.51256257079255
1835.53475265593,72.63068091562434
1834.66179677723,65.29268746700062
1833.78869364407,64.12298583232706
1832.91544322459,70.39235248277394
1832.04204548688,73.67026917117758
1831.16850039904,68.68977710220605
1830.29480792916,60.89069191856605
1829.42096804532,51.668776183590005
1828.54698071557,40.26641561479356
1827.67284590798,33.355915222146706
1826.79856359061,34.35681357777428
1825.92413373147,38.23106433293081
1825.04955629861,40.855618057432096
1824.17483126005,40.013078887312346
1823.29995858378,34.55864195531393
1822.42493823782,28.62395282878659
1821.54977019015,27.934777281846607
1820.67445440874,30.432364742282882
1819.79899086158,28.00572875172084
1818.92337951662,19.39786130748069
1818.04762034182,12.669176896040131
1817.17171330511,12.610769248988767
1816.29565837442,14.929380680124007
1815.41945551768,14.391675714555939
1814.5431047028,12.909226143005798
1813.66660589768,15.884344189798604
1812.78995907022,20.27789301602633
1811.91316418829,18.353757769540167
1811.03622121978,15.721166906011026
1810.15913013253,23.404031215687663
1809.28189089441,35.888773394207206
1808.40450347327,43.17189650838397
1807.52696783692,49.51529259345634
1806.64928395321,58.60572167634872
1805.77145178994,63.862215696766874
1804.89347131492,64.8346960449543
1804.01534249594,67.09719698519076
1803.13706530079,68.43765949836852
1802.25863969724,66.56425282392985
1801.38006565306,65.36047818251711
1800.501343136,63.15905935710254
1799.62247211382,54.97768691860389
1798.74345255425,44.9980780370351
1797.86428442501,40.740662656606915
1796.98496769382,40.89187228032167
1796.10550232839,36.986111410963964
1795.22588829641,25.540494625580635
1794.34612556557,14.174724375079556
1793.46621410356,10.269212285203896
1792.58615387802,10.982442029250345
1791.70594485664,12.41695276466838
1790.82558700705,16.8470362192036
1789.94508029688,23.195782597866604
1789.06442469378,23.970545257841387
1788.18362016535,19.871611238920863
1787.30266667921,22.126517009515865
1786.42156420296,32.44843657027887
1785.54031270417,38.71886055901719
1784.65891215045,36.22641166503101
1783.77736250934,33.64374084791474
