Wavelength,AAB_4-ATP^-15M_S1_C1_M1_I2
1321.04554,83.60291263
1322.006079,78.15847477
1322.966451,80.13762594
1323.926656,68.56689507
1324.886695,56.09011186
1325.846567,49.74581598
1326.806273,41.10692204
1327.765812,28.12492381
1328.725185,24.22318476
1329.684392,30.24188561
1330.643432,32.57905437
1331.602305,43.81413375
1332.561013,52.46142879
1333.519554,65.68895801
1334.477929,89.97155952
1335.436138,104.1620098
1336.394181,117.518803
1337.352058,133.966424
1338.309768,145.9151825
1339.267313,157.4109604
1340.224691,169.4617775
1341.181904,175.6190025
1342.138951,171.9356372
1343.095832,162.3986551
1344.052547,148.0700853
1345.009096,135.4232724
1345.96548,122.9229628
1346.921698,96.25604373
1347.87775,61.98657483
1348.833636,35.21598533
1349.789357,15.88432783
1350.744913,0.138939699
1351.700303,-4.990629401
1352.655527,-2.939406107
1353.610586,-1.924818102
1354.565479,2.267137017
1355.520207,5.592004847
1356.47477,20.22975709
1357.429168,50.41364754
1358.3834,70.40011451
1359.337467,82.9888655
1360.291369,94.33362726
1361.245105,101.2824364
1362.198677,111.6424768
1363.152083,122.4434562
1364.105325,128.8888581
1365.058401,130.7424266
1366.011313,126.0846716
1366.964059,114.5574589
1367.916641,106.9782371
1368.869058,102.078445
1369.82131,83.28135162
1370.773397,66.91251172
1371.725319,60.56455538
1372.677077,42.10794248
1373.62867,26.81831954
1374.580099,26.09017206
1375.531362,26.6633798
1376.482462,28.81326137
1377.433397,23.72409581
1378.384167,18.65730449
1379.334773,26.05779933
1380.285214,39.56224918
1381.235491,50.0130112
1382.185604,52.7219456
1383.135553,62.98041732
1384.085337,77.30845727
1385.034957,86.97099292
1385.984413,103.3936565
1386.933704,122.4791097
1387.882832,129.2768226
1388.831795,127.5286564
1389.780595,132.1751854
1390.72923,137.5632734
1391.677702,132.3414428
1392.626009,119.9188166
1393.574153,117.6883668
1394.522133,117.1260281
1395.469949,98.95061607
1396.417601,92.1118824
1397.365089,95.43315906
1398.312414,87.1922002
1399.259575,75.94846372
1400.206573,54.27652755
1401.153407,36.43176686
1402.100077,31.50814173
1403.046584,26.83570731
1403.992927,29.54239476
1404.939107,35.53391553
1405.885124,44.73520102
1406.830977,50.6253425
1407.776667,43.77252795
1408.722193,44.10007241
1409.667557,50.63638147
1410.612757,47.31754486
1411.557794,48.68833309
1412.502667,59.3691525
1413.447378,55.95721341
1414.391925,54.02864728
1415.33631,80.15149892
1416.280531,111.2730614
1417.22459,133.6462414
1418.168485,162.7744099
1419.112218,209.66908
1420.055788,258.3434172
1420.999195,295.824399
1421.942439,338.9639217
1422.885521,385.3497567
1423.82844,436.5372144
1424.771196,491.8811697
1425.713789,533.4645846
1426.65622,570.6669435
1427.598488,604.884929
1428.540594,630.6402987
1429.482538,645.3596458
1430.424318,641.331855
1431.365937,632.7860295
1432.307393,614.9808331
1433.248687,581.5054509
1434.189818,561.5141787
1435.130787,538.1116528
1436.071594,486.9587623
1437.012239,442.4478049
1437.952721,408.5825836
1438.893042,359.3504345
1439.8332,315.5204133
1440.773196,291.3851576
1441.713031,261.7610396
1442.652703,227.8753659
1443.592213,201.6140267
1444.531562,188.1246668
1445.470748,194.0703519
1446.409773,203.6887423
1447.348636,208.3980986
1448.287337,212.421133
1449.225877,215.9784406
1450.164255,229.8700014
1451.102471,248.8077068
1452.040525,253.418133
1452.978418,256.4475317
1453.91615,262.355204
1454.85372,258.6654423
1455.791128,266.1517656
1456.728375,278.2425984
1457.665461,264.1431529
1458.602385,241.0955477
1459.539148,221.1189749
1460.475749,197.2684871
1461.41219,171.6675491
1462.348469,149.407388
1463.284587,134.0941263
1464.220544,114.3871035
1465.156339,92.2593011
1466.091974,74.4887185
1467.027448,63.95831795
1467.96276,61.39624508
1468.897912,55.10073518
1469.832903,46.33246892
1470.767733,38.98952914
1471.702402,28.00844025
1472.63691,15.6574731
1473.571257,14.12439405
1474.505444,10.14745565
1475.43947,7.687927667
1476.373335,13.13737693
1477.30704,7.348331267
1478.240584,16.11521354
1479.173967,29.15617056
1480.10719,37.20896991
1481.040252,60.14089644
1481.973154,83.77370854
1482.905896,119.3050287
1483.838477,154.1501779
1484.770898,181.3017524
1485.703158,224.8287155
1486.635259,267.3691171
1487.567199,300.892252
1488.498978,338.4099798
1489.430598,374.8846849
1490.362057,405.1169121
1491.293357,431.9056198
1492.224496,451.1833384
1493.155475,465.9039127
1494.086295,468.8442553
1495.016954,458.2857992
1495.947453,449.1453781
1496.877793,424.7659489
1497.807973,390.9409238
1498.737992,355.7467166
1499.667852,313.595404
1500.597553,281.5438762
1501.527093,243.324636
1502.456474,203.6463137
1503.385696,173.6724375
1504.314757,138.5847126
1505.24366,109.9388934
1506.172402,78.56275057
1507.100985,44.77299181
1508.029409,24.4952035
1508.957673,9.125719444
1509.885778,4.185194478
1510.813724,6.879196803
1511.74151,4.252176563
1512.669137,6.875556853
1513.596604,10.19603051
1514.523913,11.64050747
1515.451062,27.91258968
1516.378052,38.72797531
1517.304883,44.35970081
1518.231555,57.09290974
1519.158068,60.06497206
1520.084422,61.23531632
1521.010617,62.48033745
1521.936653,69.64735432
1522.862531,74.76072385
1523.788249,68.35509835
1524.713809,67.40443815
1525.639209,54.85359321
1526.564451,41.50619768
1527.489535,45.18433786
1528.414459,45.59373711
1529.339225,36.78515918
1530.263833,27.37731402
1531.188281,28.29543084
1532.112572,31.87211022
1533.036703,34.9047067
1533.960677,36.91505607
1534.884492,34.15523201
1535.808148,33.63240658
1536.731646,34.98474054
1537.654986,48.57913335
1538.578167,65.46627678
