#Wave,#Intensity1,#Intensity2,#Intensity1,#Intensity2,#Intensity3,#Intensity1,#Intensity2,#Intensity3,#Intensity2,#Intensity3,#Intensity2
1674.823249,8012,7130,8081,6665,6094,6685,6025,5622,8629,7074,8622
1673.923264,7917,7041,8031,6627,6149,6697,5960,5717,8522,7196,8490
1673.023126,8001,7107,8028,6549,6041,6644,5916,5641,8662,7212,8469
1672.122835,8036,7114,8086,6632,6093,6749,6007,5642,8728,7220,8584
1671.222391,8070,7207,7982,6766,6227,6754,5994,5664,8726,7277,8730
1670.321793,8006,7104,8003,6588,6147,6715,6105,5732,8768,7185,8703
1669.421042,8012,7140,8035,6595,6188,6815,6004,5746,8664,7306,8538
1668.520138,8032,7095,7983,6694,6106,6748,5993,5662,8765,7182,8498
1667.619081,8028,7169,7895,6524,6120,6599,5972,5686,8650,7293,8644
1666.71787,7918,7174,7925,6570,6097,6724,5957,5774,8717,7288,8500
1665.816505,8067,7161,7972,6662,6114,6737,6046,5652,8744,7257,8513
1664.914988,8068,7159,7989,6599,6128,6813,6016,5694,8773,7308,8500
1664.013316,7980,7151,8111,6638,6068,6657,5913,5704,8660,7190,8553
1663.111492,8036,7193,8032,6688,6055,6662,6029,5722,8678,7309,8620
1662.209513,7951,7176,8009,6753,6180,6720,5994,5700,8648,7255,8548
1661.307381,7957,7151,7980,6627,6110,6569,6032,5652,8734,7178,8527
1660.405096,8111,7211,8065,6590,6102,6685,5933,5629,8673,7217,8533
1659.502657,7992,7297,8150,6751,6130,6680,5990,5709,8769,7263,8619
1658.600064,7935,7150,7941,6671,6138,6693,6054,5794,8656,7340,8516
1657.697317,8104,7150,8127,6691,6125,6736,5998,5823,8623,7189,8603
1656.794417,8086,7153,7932,6668,6148,6683,6054,5654,8751,7095,8676
1655.891362,7902,7192,8019,6646,6128,6759,6007,5785,8761,7271,8672
1654.988154,8098,7240,8059,6599,6119,6642,5966,5696,8668,7329,8478
1654.084793,8009,7345,8156,6662,6103,6726,5995,5709,8797,7325,8715
1653.181277,8045,7212,8068,6673,6024,6692,5970,5766,8702,7395,8696
1652.277607,7979,7192,8105,6765,6131,6747,6085,5736,8744,7274,8569
1651.373783,8116,7223,8046,6726,6116,6822,6013,5736,8671,7345,8577
1650.469806,8102,7213,8089,6635,6121,6736,5983,5711,8657,7267,8502
1649.565674,8051,7219,8037,6655.657864,6132,6857,6005,5787,8913,7285,8573
1648.661388,8114,7211,8037,6676.319248,6121,6780,6027,5754,8654,7330,8682
1647.756948,8086,7261,8085,6696.984152,6135,6726,6016,5774,8777,7294,8590
1646.852354,7992,7219,8169,6717.652579,6265,6831,6024,5859,8672,7239,8657
1645.947606,7984,7103,8106,6738.324528,6095,6754,6010,5760,8651,7331,8554
1645.042704,8052,7182,8025,6759,6075,6683,6036,5733,8746,7227,8624
1644.137647,8124,7214,8121,6719,6188,6839,5931,5807,8746,7325,8631
1643.232436,7961,7326,7961,6677,6170,6684,6028,5700,8622,7323,8558
1642.327071,8040,7235,8055,6615,6082,6764,5983,5689,8768,7178,8620
1641.421552,8036,7267,8208,6650,6155,6776,6121,5674,8758,7304,8678
1640.515878,8091,7077,8003,6648,6131,6714,6123,5643,8721,7370,8557
1639.61005,8083,7175,8100,6616,6090,6757,6015,5702,8649,7320,8422
1638.704067,8178,7183,7951,6730,6137,6708,6000,5733,8581,7337,8489
1637.79793,7987,7236,8018,6668,6202,6688,5957,5753,8736,7350,8611
1636.891638,8097,7137,8032,6614,6136,6784,5953,5716,8788,7237,8538
1635.985192,8218,7212,8098,6720,6228,6750,6010,5803,8782,7340,8579
1635.078591,8123,7214,8147,6615,6142,6682,6097,5794,8746,7268,8529
1634.171835,8126,7278,8037,6698,6167,6772,5931,5728,8712,7387,8589
1633.264925,8062,7187,7959,6651,6042,6730,6073,5760,8765,7257,8613
1632.357861,8149,7211,8041,6610,6057,6652,6009,5742,8578,7331,8621
1631.450641,8121,7158,8130,6741,6126,6715,6114,5713,8795,7325,8558
1630.543267,8135,7272,8096,6607,6189,6711,6055,5749,8702,7336,8632
1629.635738,8139,7136,8036,6610,6119,6823,6020,5762,8868,7262,8583
1628.728054,8118,7273,8142,6607,6080,6626,6051,5725,8823,7193,8609
1627.820215,8092,7240,8078,6648,6158,6743,6207,5740,8823,7263,8650
1626.912222,8072,7098,8034,6639,6239,6695,6008,5791,8839,7239,8468
1626.004073,8138,7272,8108,6660,6124,6791,6113,5755,8738,7284,8627
1625.09577,8237,7293,8095,6596,6190,6761,6131,5795,8680,7397,8593
1624.187311,8186,7341,8116,6668,6189,6775,6038,5738,8863,7321,8543
1623.278698,8102,7227,8054,6673,6186,6728,5998,5755,8908,7376,8689
1622.36993,8182,7244,8211,6674,6185,6856,6079,5748,8676,7260,8584
1621.461006,8102,7229,8047,6650,6103,6836,6199,5728,8759,7349,8662
1620.551927,8101,7305,8106,6732,6324,6668,6078,5728,8728,7250,8611
1619.642693,8103,7222,8217,6672,6107,6791,6132,5795,8612,7246,8665
1618.733304,8197,7318,8063,6764,6092,6798,6096,5804,8766,7360,8587
1617.82376,8189,7374,8175,6667,6186,6694,6190,5870,8843,7349,8727
1616.914061,8171,7331,8164,6685,6125,6756,6115,5851,8751,7370,8593
1616.004206,8182,7263,8097,6624,6125,6776,6170,5794,8755,7275,8587
1615.094196,8204,7327,8119,6690,6174,6750,6105,5801,8781,7320,8655
1614.18403,8306,7304,8056,6730,6169,6748,6101,5836,8707,7358,8710
1613.273709,8221,7368,8024,6749,6160,6772,6125,5802,8792,7298,8696
1612.363233,8277,7414,8208,6763,6188,6827,6131,5841,8814,7314,8599
1611.452601,8278,7358,7982,6697,6171,6793,6069,5866,8733,7343,8666
1610.541814,8168,7296,8141,6726,6161,6785,6109,5717,8659,7346,8653
1609.630871,8168,7295,8025,6645,6178,6785,6130,5821,8764,7306,8568
1608.719772,8157,7413,8025,6682,6198,6797,6078,5825,8687,7301,8715
1607.808518,8251,7399,8033,6689,6109,6865,6042,5834,8862,7246,8650
1606.897109,8304,7436,8151,6632,6136,6808,6129,5855,8821,7387,8626
1605.985543,8288,7411,8117,6644,6082,6837,6143,5857,8788,7343,8705
1605.073822,8232,7387,8036,6676,6101,6729,6046,5863,8873,7428,8621
1604.161945,8304,7386,8144,6641,6130,6813,6183,5827,8632,7349,8638
1603.249913,8211,7352,8141,6615,6261,6795,6123,5912,8725,7345,8505
1602.337724,8319,7428,8145,6733,6172,6889,6112,5955,8833,7329,8682
1601.42538,8173,7353,8161,6827,6154,6800,6163,5798,8774,7410,8560
1600.51288,8412,7504,8132,6740,6252,6840,6101,5902,8859,7389,8746
1599.600224,8268,7465,8281,6748,6165,6851,6160,5855,8897,7361,8748
1598.687412,8238,7333,8176,6767,6169,6857,6179,5897,8867,7403,8758
1597.774444,8311,7491,8156,6788,6179,6846,6209,5777,8930,7375,8661
1596.86132,8185,7461,8108,6734,6280,6895,6186,5928,8920,7394,8732
1595.94804,8297,7379,8170,6780,6242,6828,6074,5903,8656,7434,8725
1595.034604,8470,7398.996582,8278,6815,6332,6927,6174,5975,8932,7433,8694
1594.121012,8333,7418.996582,8301,6829,6270,6921,6149,5979,8795,7482,8748
1593.207263,8434,7439,8239,6743,6328,6897,6209,5911,9035,7431,8772
1592.293359,8398,7452,8137,6767,6272,6935,6235,5898,8953,7415,8691
1591.379298,8396,7389,8244,6829,6236,6801,6222,5995,8906,7415,8831
1590.465081,8442,7384,8299,6806,6311,6892,6211,5978,8894,7459,8737
1589.550708,8429,7512,8251,6914,6295,6982,6254,5973,9074,7509,8726
1588.636178,8519,7601,8296,6759,6254,6936,6288,6029,8943,7548,8793
1587.721492,8613,7525,8328,6841,6322,6954,6261,6063,9012,7396,8733
1586.806649,8409,7622,8341,6986,6247,6999,6245,6027,9089,7384,8847
1585.89165,8437,7538,8307,6974,6369,6953,6218,5913,8984,7600,8827
1584.976495,8675,7587,8387,6906,6304,6965,6250,6068,9061,7540,8930
1584.061183,8520,7647,8537,6909,6396,6969,6188,6076,9144,7499,8883
1583.145715,8593,7781,8538,7056,6474,7076,6385,6062,9113,7473,9070
1582.23009,8601,7714,8690,7089,6364,7100,6414,6050,8958,7651,9012
1581.314308,8544,7685,8657,7016,6559,7011,6395,6023,9072,7610,9060
1580.39837,8582,7811,8750,7028,6544,7121,6450,6074,9134,7609,8998
1579.482275,8744,7761,8791,7170,6597,7206,6395,6084,8987,7619,8855
1578.566024,8663,7785,8952,7265,6661,7132,6415,6186,9268,7688,8930
1577.649615,8939,7876,8892,7355,6714,7348,6441,6149,9156,7683,9113
1576.73305,8810,7833,8943,7313,6672,7315,6443,6192,9324,7657,8916
1575.816328,8920,7894,8928,7396,6771,7257,6530,6284,9179,7673,8920
1574.899449,8880,7938,9048,7394,6789,7362,6584,6322,9200,7773,8862
1573.982414,8774,7927,8992,7417,6727,7288,6559,6329,9208,7758,8942
1573.065221,8878,7935,9128,7422,6814,7368,6534,6287,9172,7720,8923
1572.147871,8903,8027,9110,7629,6761,7403,6589,6242,9300,7792,9007
1571.230365,8834,7927,9049,7484,6765,7226,6563,6330,9272,7728,8903
1570.312701,8914,7897,9175,7516,6819,7327,6601,6322,9253,7756,8937
1569.394881,8813,7926,9013,7528,6755,7390,6624,6318,9311,7783,8929
1568.476903,8712,7844,9021,7403,6652,7183,6474,6216,9100,7639,8973
1567.558768,8758,7836,8922,7477,6666,7319,6482,6247,9030,7681,9032
1566.640476,8650,7882,8924,7333,6595,7208,6495,6246,9189,7762,8951
1565.722027,8798,7769,8874,7254,6538,7286,6564,6268,9201,7657,8844
1564.80342,8780,7813,8952,7222,6587,7258,6508,6307,9216,7597,9002
1563.884656,8505,7694,8808,7196,6563,7165,6483,6156,9200,7568,8927
1562.965735,8608,7655,8718,7152,6528,7211,6439,6110,9093,7575,8916
1562.046657,8580,7634,8666,7121,6478,7051,6395,6135,9073,7546,8932
1561.127421,8482,7626,8698,7070,6476,7113,6368,6154,8997,7591,8859
1560.208028,8560,7690,8581,7035,6434,7094,6480,6023,9130,7589,8954
1559.288477,8529,7553,8657,7098,6390,7083,6320,6017,8997,7525,8922
1558.368769,8570,7713,8699,7056,6431,7105,6337,6015,9078,7511,8909
1557.448904,8485,7609,8489,7019,6458,7019,6270,6116,9063,7525,8934
1556.528881,8515,7599,8526,6969,6497,6946,6302,5955,9037,7491,8869
1555.6087,8401,7614,8447,6926,6401,6965,6291,5961,9178,7482,8767
1554.688362,8441,7469,8461,6911,6351,7034,6214,6025,9075,7558,8958
1553.767866,8460,7623,8396,6989,6391,6955,6200,5924,9069,7494,8905
1552.847212,8481,7675,8531,6907,6246,6933,6325,6011,9144,7450,8887
1551.9264,8488,7557,8463,6933,6369,7060,6249,6031,9042,7454,8823
1551.005431,8366,7501,8311,6958,6358,6984,6117,5920,8905,7496,8763
1550.084304,8274,7542,8399,6977,6367,6930,6137,5887,8915,7458,8833
1549.163019,8501,7419,8430,6924,6302,6936,6209,5976,9059,7551,8780
1548.241577,8392,7633,8391,6900,6300,6876,6279,6004,9094,7474,8903
1547.319976,8527,7528,8307,6913,6298,6994,6182,5914,9041,7592,8893
1546.398218,8386,7467,8426,6907,6378,6916,6218,5835,9111,7571,8907
1545.476301,8380,7498,8276,6834,6335,6986,6195,5930,8939,7473,8802
1544.554227,8419,7514,8229,6970,6277,6936,6175,5809,9085,7411,8883
1543.631994,8399,7479,8457,6947,6281,6958,6223,5886,9091,7492,8925
1542.709604,8471,7503,8331,6904,6260,6950,6152,5918,9135,7522,8771
1541.787055,8424,7482,8327,6917,6318,6924,6161,5886,8976,7517,8835
1540.864348,8342,7464,8315,6890,6256,6806,6114,5930,9023,7444,8925
1539.941483,8371,7492,8145,6761,6352,6881,6211,5863,8996,7518,8767
1539.01846,8320,7388,8305,6700,6309,6879,6116,5884,8984,7437,8845
1538.095278,8399,7348,8290,6883,6275,6940,6173,5859,8987,7502,8859
1537.171938,8392,7515,8221,6916,6236,6896,6299,5902,9021,7565,8786
1536.24844,8321,7492,8131,6795,6246,6942,6234,5808,8999,7506,8847
1535.324784,8365,7499,8349,6899,6240,6859,6144,5830,8990,7542,8883
1534.400969,8440,7499,8187,6831,6247,6873,6131,5869,8974,7493,8900
1533.476996,8476,7526,8262,6861,6276,6948,6142,5884,9019,7449,8824
1532.552864,8432,7529,8292,6952,6334,6952,6225,5863,9053,7478,8826
1531.628574,8371,7385,8186,6735,6244,6852,6150,5870,8977,7465,8714
1530.704125,8394.244019,7492,8170,6789,6240,6898,6149,5881,9137,7459,8966
1529.779517,8417.492024,7453,8226,6750,6290,6913,6059,5775,9054,7470,8836
1528.854751,8440.744018,7462,8210,6790,6307,6833,6093,5870,8979,7446,8960
1527.929827,8464,7550,8249,6774,6264,6939,6165,5887,9015,7537,8906
1527.004744,8313,7407,8233,6778,6238,6784,6144,5821,8982,7452,8851
1526.079502,8306,7492,8362,6855,6378,6755,6098,5895,9138,7544,8833
1525.154101,8261,7441,8274,6712,6265,6771,6081,5850,8944,7496,8900
1524.228541,8446,7496,8289,6844,6198,6923,6076,5883,9150,7529,8926
1523.302823,8423,7373,8187,6726,6185,6844,6117,5809,9130,7600,8920
1522.376946,8449,7382,8250,6734,6104,6904,6131,5894,9051,7508,8914
1521.45091,8297,7451,8282,6821,6249,6861,6145,5898,9011,7473,8760
1520.524715,8370,7504,8295,6766,6244,6851,6068,5822,9007,7601,8721
1519.598361,8376,7397,8301,6729,6288,6879,6125,5835,8948,7516,8939
1518.671848,8357,7473,8144,6822,6285,6846,6172,5838,9084,7498,8875
1517.745176,8443,7436,8244,6775,6253,6753,6124,5923,9102.593615,7586,8734
1516.818345,8350,7544,8230,6698,6350,6799,6102,5899,9121.190422,7567,8862
1515.891354,8399,7446,8194,6756,6180,6911,6109,5889,9139.790422,7598,8900
1514.964205,8348,7431,8281,6755,6269,6776,6124,5797,9158.393614,7606,8896
1514.036897,8501,7371,8316,6806,6292,6786,6111,5834,9177,7628,8791
1513.109429,8395,7420,8173,6816,6232,6907,6150,5800,9090,7649,8825
1512.181802,8357,7444,8273,6864,6274,6803,6119,5833,9005,7550,8691
1511.254016,8449,7526,8213,6889,6281,6838,6150,5846,9006,7545,8804
1510.32607,8471,7503,8269,6735,6313,6878,6162,5875,8965,7481,8714
1509.397965,8361,7548,8273,6761,6238,6900,6194,5871,8958,7538,8850
1508.469701,8408,7493,8183,6837,6280,6865,6121,5803,8851,7557,8778
1507.541278,8402,7467,8265,6789,6288,6885,6123,5875,9065,7582,8864
1506.612694,8458,7505,8261,6883,6306,6810,6186,5832,9150,7461,8843
1505.683952,8371,7436,8269,6749,6350,6783,6175,5851,8966,7508,8810
1504.75505,8501,7474,8266,6769,6260,6816,6156,5812,9052,7476,8738
1503.825988,8425,7456,8236,6723,6382,6885,6150,5807,9105,7440,8889
1502.896767,8365,7459,8252,6809,6204,6755,6134,5759,9019,7507,8689
1501.967386,8441,7452,8158,6852,6311,6763,6159,5795,8956,7582,8801
1501.037845,8305,7518,8287,6826,6315,6890,6193,5882,9018,7381,8857
1500.108145,8438,7540,8321,6753,6280,6841,6125,5775,9124,7646,8888
1499.178285,8455,7449,8249,6785,6248,6833,6091,5802,8981,7614,8949
1498.248265,8460,7440,8245,6814,6328,6804,6066,5860,9039,7565,8825
1497.318085,8402,7445,8160,6795,6292,6880,6177,5870,8908,7436,8833
1496.387746,8412,7475,8264,6780,6260,6848,6093,5849,9019,7494,8801
1495.457246,8476,7513,8282,6789,6261,6868,6157,5814,8980,7494,8964
1494.526587,8440,7420,8225,6818,6315,6860,6003,5821,8975,7499,8829
1493.595768,8398,7515,8285,6939,6370,6868,6102,5837,9116,7496,8839
1492.664788,8375,7524,8241,6856,6321,6906,6201,5867,9102,7602,8795
1491.733649,8447,7615,8216,6752,6295,6914,6201,5752,9041,7583,8844
1490.80235,8453,7501,8143,6726,6321,6907,6124,5872,9096,7552,8909
1489.87089,8602,7620,8363,6857,6232,6857,6113,5868,9029,7541,8916
1488.939271,8499,7547,8379,6892,6330,6813,6171,5852,9062,7564,8946
1488.007491,8361,7587,8299,6968,6387,6939,6104,5739,9169,7584,9000
1487.075551,8474,7549,8324,6795,6302,6908,6201,5864,9165,7617,8850
1486.143451,8479,7378,8396,6880,6249,6924,6154,5898,9168,7654,8983
1485.21119,8434,7630,8376,6902,6387,6876,6189,5781,9181,7510,8900
1484.278769,8552,7595,8312,6863,6292,6889,6179,5870,9169,7599,9061
1483.346188,8540,7527,8404,7062,6301,6926,6196,5878,9090,7599,8952
1482.413447,8592,7595,8292,6902,6402,6886,6214,5829,9108,7557,9110
1481.480545,8578,7540,8361,6898,6424,6912,6191,5835,9132,7753,8929
1480.547482,8465,7602,8346,6960,6426,6944,6180,5875,9087,7645,8969
1479.614259,8536,7613,8362,6864,6393,6848,6204,5888,9155,7502,8990
1478.680876,8636,7657,8336,6877,6416,6987,6299,5893,9175,7601,8999
1477.747332,8513,7619,8423,6860,6409,6988,6243,5957,9212,7730,9057
1476.813627,8681,7797,8491,6837,6400,7055,6146,6020,9212,7759,9085
1475.879762,8696,7728,8385,7028,6375,6962,6180,5873,9245,7608,8952
1474.945736,8686,7727,8461,7013,6386,6961,6274,5971,9288,7679,9100
1474.011549,8541,7693,8540,6949,6446,7109,6289,5955,9272,7744,8964
1473.077202,8683,7669,8411,7003,6445,7033,6180,6048,9372,7854,9011
1472.142694,8901,7802,8408,7035,6585,7008,6285,5980,9462,7852,9097
1471.208025,8671,7807,8473,7090,6435,7088,6307,5980,9308,7794,9033
1470.273195,8640,7788,8581,7009,6423,7076,6306,6088,9215,7884,9007
1469.338204,8774,7830,8507,7118,6482,7137,6280,6122,9401,7822,9080
1468.403053,8708,7734,8595,7052,6475,7136,6268,6084,9275,7796,9031
1467.46774,8610,7722,8436,7051,6560,7119,6372,6058,9271,7664,9019
1466.532266,8671,7719,8540,7083,6391,7091,6392,5970,9360,7913,9180
1465.596632,8586,7690,8504,6942,6497,7078,6405,6094,9336,7690,9053
1464.660836,8651,7853,8493,7004,6503,7070,6395,5986,9256,7765,9108
1463.724879,8470,7743,8418,7024,6398,7077,6233,5963,9447,7797,8893
1462.788761,8626,7737,8508,6989,6447,7051,6299,6105,9220,7694,9015
1461.852482,8652,7692,8445,7137,6344,6981,6302,6084,9357,7792,8978
1460.916042,8752,7695,8561,7122,6398,6996,6275,5913,9316,7824,9021
1459.97944,8673,7721,8517,7022,6464,7130,6270,6018,9471,7751,9164
1459.042677,8716,7692,8543,7060,6440,6963,6298,5936,9339,7822,9226
1458.105753,8643,7714,8532,7033,6481,7120,6255,5962,9355,7806,9156
1457.168667,8642,7792,8522,7082,6426,7027,6365,5941,9405,7768,9086
1456.23142,8722,7878,8566,7062,6561,6973,6389,5945,9361,7691,9068
1455.294012,8841,7764,8554,7039,6494,6980,6390,5946,9334,7749,9258
1454.356442,8683,7710,8634,7048,6489,7079,6306,5928,9272,7854,9061
1453.418711,8726,7864,8565,7073,6483,7142,6284,6055,9401,7903,9089
1452.480818,8780,7695,8543,7122,6506,7067,6374,6030,9480,7812,9137
1451.542763,8764,7945,8564,7036,6498,7113,6399,6093,9411,7855,9135
1450.604547,8802,7814,8482,7124,6491,7219,6402,6132,9344,7814,9115
1449.666169,8854,7875,8534,7082,6562,7113,6305,6162,9392,7901,9059
1448.72763,8742,7853,8614,7105,6542,7124,6392,6078,9398,7822,9215
1447.788928,8882,7951,8668,7097,6442,7179,6360,6191,9442,7937,9219
1446.850065,8836,7855,8726,6974,6559,7260,6485,6063,9488,7837,9267
1445.911041,8763,7971,8590,7059,6517,7190,6331,6205,9480,7828,9339
1444.971854,8903,7976,8757,7117,6709,7232,6508,6161,9457,7936,9252
1444.032506,8940,8018,8588,7213,6488,7107,6514,6194,9485,8033,9316
1443.092995,9127,8201,8778,7190,6665,7149,6507,6282,9507,7998,9302
1442.153323,9221,8173,8892,7216,6575,7237,6526,6356,9470,8120,9350
1441.213489,9264,8220,8960,7115,6593,7398,6514,6408,9687,8114,9443
1440.273492,9208,8281,8832,7149,6668,7361,6478,6336,9492,7947,9442
1439.333334,9261,8318,8969,7233,6697,7536,6623,6474,9587,8119,9518
1438.393014,9278,8360,8999,7333,6786,7573,6692,6345,9779,8165,9599
1437.452531,9420,8461,9160,7265,6811,7569,6763,6474,9651,8258,9583
1436.511886,9501,8429,9210,7397,6797,7676,6940,6620,9870,8295,9731
1435.571079,9544,8634,9331,7463,6936,7745,6933,6681,9828,8351,9812
1434.63011,9600,8649,9562,7462,7015,7998,7019,6847,9908,8403,9750
1433.688979,9759,8677,9438,7534,6961,8062,7011,6894,9940,8501,9689.042073
1432.747685,9969,8680,9794,7656,7179,8135,7112,6928,10051,8688,9628.073633
1431.806229,9926,8835,9922,7906,7252,8216,7217,6998,10033,8713,9567.094678
1430.864611,9879,8989,10095,7867,7461,8206,7169,7085,10207,8794,9506.105206
1429.92283,10193,8995,10239,8085,7466,8293.651546,7280.647407,7228,10364,8834,9445.105214
1428.980886,9982,9048,10337,8201,7399,8381.318212,7392.314072,7152,10183,8787,9384.094699
1428.038781,10057,8998,10571,8392,7587,8469,7504,7221,10283,8639,9323.073661
1427.096512,10009,9021,10561,8388,7591,8549,7624,7146,10149,8657,9262.042095
1426.154081,10050,8925,10593,8444,7584,8482,7506,7075,10216,8635,9201
1425.211488,10126,8972,10601,8603,7607,8482,7555,7034,10188,8596,9270
1424.268732,9807,8983,10568,8595,7599,8353,7541,7067,10147,8645,9137
1423.325813,9792,8848,10591,8618,7630,8233,7501,7079,10004,8532,9163
1422.382732,9690,8630,10445,8574,7558,8072,7323,6962,10060,8349,9187
1421.439487,9413,8521,10361,8434,7608,8001,7120,6819,10003,8389,9002
1420.49608,9360,8408,10238,8430,7550,7856,7179,6762,9931,8288,9022
1419.55251,9277,8428,10116,8305,7474,7699,7000,6646,9845,8127,9272
1418.608778,9141,8311,9973,8123,7315,7565,6899,6471,9767,8096,9059
1417.664882,9062,8198,10039,7909,7272,7471,6742,6429,9737,7976,9126
1416.720824,8952,7985,9718,7748,7129,7341,6600,6358,9533,7892,9113
1415.776602,8903,8036,9412,7498,6955,7294,6588,6192,9406,7830,9021
1414.832218,8944,7973,9467,7433,6912,7212,6557,6162,9483,7809,9009
1413.88767,8944.005773,7874,9306,7373,6828,7207,6441,6094,9432,7848,9012
1412.94296,8944.011547,7797,9047,7240,6706,7149,6435,6090,9401,7807,9082
1411.998086,8944.017322,7896,9031,7276,6650,7081,6355,6016,9410,7767,8964
1411.053049,8944.023098,7814,8913,7191,6677,7160,6471,5956,9426,7799,8991
1410.107849,8944.028875,7737,8798,7072,6615,6928,6362,6013,9302,7833,9007
1409.162486,8944.034653,7863,8938,7124,6501,7063,6282,6093,9267,7719,9050
1408.216959,8944.040432,7757,8669,7044,6623,7031,6371,5976,9326,7765,9012
1407.271269,8944.046212,7806,8548,7026,6462,6981,6297,6036,9452,7776,9009
1406.325416,8944.051993,7893,8595,7058,6460,6966,6368,5966,9387,7898,9185
1405.3794,8944.057775,7838,8679,6995,6433,7039,6227,5941,9251,7730,8987
1404.43322,8721,7817,8712,6981,6535,7057,6344,6062,9328,7725,9098
1403.486876,8827,7829,8645,7062,6527,7050,6326,5978,9271,7774,9091
1402.54037,8780,7914,8633.752915,7074.996632,6578,7066,6343,6020,9432,7822,9180
1401.593699,8861,7859,8622.503887,7087.995508,6523,7066,6467,6045,9444,7869,9062
1400.646865,8989,7893,8611.252915,7100.996631,6684,7117,6362,6023,9456,7899,9119
1399.699868,9041,7804,8600,7114,6548,7204,6342,6094,9374,7770,9172
1398.752707,8998,8066,8772,7212,6610,7205,6533,6057,9358,7895,9185
1397.805382,8994,7984,8799,7179,6608,7176,6474,6176,9524,7938,9217
1396.857893,9120,8099,8918,7173,6679,7410,6471,6126,9577,8054,9236
1395.910241,9086,8248,9200,7279,6646,7369,6666,6250,9590,8003,9413
1394.962425,9272,8098,9254,7405,6739,7354,6674,6379,9589,8076,9484
1394.014445,9340,8222,9374,7473,6744,7564,6590,6321,9691.648923,8242,9499
1393.066301,9426,8518,9546,7587,6930,7508,6624,6367,9794.315589,8203,9604
1392.117994,9441,8416,9638,7639,7138,7619,6634,6532,9897,8242,9491
1391.169522,9698,8643,10029,7756,7147,7834,6856,6567,9939,8495,9647
1390.220887,9851,8785,10017,7982,7327,7846,6900,6745,9980,8485,9722
1389.272088,9849,8898,10090,8019,7328,7837,6805,6759,10113,8544,9692
1388.323124,9944,8841,10279,8092,7374,8012,7076,6852,9995,8669,9542
1387.373996,9877,8929,10315,8260,7456,8056,7114,6872,10169,8670,9556
1386.424705,9958,8902,10284,8280,7496,8144,7180,6807,10085,8564,9484
1385.475249,9918,8798,10263,8345,7442,8139,7134,6807,10058,8319,9532
1384.525629,9959,8919,10330,8431,7560,8092,7241,6760,9995,8481,9451
1383.575845,9668,8788,10205,8397,7459,8057,7245,6775,10082,8351,9450
1382.625896,9723,8748,10226,8452,7453,7974,7177,6741,9881,8336,9326
1381.675784,9665,8648,9958,8305,7420,8023,7185,6709,9865,8359,9306
1380.725506,9601,8521,9856,8143,7385,7892,7098,6611,9718,8218,9271
1379.775065,9397,8570,9782,8135,7358,7669,7096,6587,9888,8162,9226
1378.824459,9442,8397,9734,7928,7404,7689,7021,6465,9742,8217,9279
1377.873689,9543,8369,9648,7742,7286,7565,6899,6494,9815,8085,9227
1376.922754,9373,8311,9401,7705,7181,7514,6901,6363,9848,8030,9212
1375.971655,9221,8374,9420,7608,7285,7416,6776,6339,9788,7979,9282
1375.020391,9200,8293,9376,7623,7240,7364,6752,6375,9695,7944,9187
1374.068962,9188,8254,9234,7498,7110,7339,6708,6278,9622,8096,9294
1373.117369,9121,8153,9253,7652,7061,7421,6602,6244,9618,7973,9357
1372.165612,9196,8194,9081,7446,7013,7381,6566,6222,9789,8012,9383
1371.213689,9207,8085,9201,7510,6996,7337,6609,6266,9650,8040,9289
1370.261602,9160,8221,9103,7349,7005,7335,6632,6268,9706,7962,9252
1369.30935,9185,8211,9052,7343,6764,7351,6498,6188,9674,8054,9188
1368.356933,9128,8305,9016,7499,6834,7275,6643,6268,9712,8110,9300
1367.404352,9132,8119,8919,7361,6734,7209,6523,6241,9549,7932,9010
1366.451605,9151,8230,8938,7376,6868,7331,6631,6243,9844,7996,9229
1365.498694,9160,8171,9020,7294,6888,7224,6456,6213,9706,8075,9371
1364.545617,9078,8166,9077,7244,6869,7253,6616,6220,9617,8049,9175
1363.592376,9238,8149,9033,7213,6857,7212,6565,6147,9679,7923,9255
1362.638969,9064,8009,8762,7296,6745,7152,6388,6181,9504,7927,9099
1361.685398,9226,8199,8885,7385,6819,7224,6463,6219,9581,8033,9211
1360.731661,9012,8168,8917,7262,6745,7150,6638,6075,9538,7892,9340
1359.777759,9020,8125,8850,7276,6694,7163,6592,6153,9598,8010,9235
1358.823692,9200,8080,8860,7284,6764,7258,6492,6166,9492,8009,9284
1357.86946,9062,8122,8859,7229,6683,7180,6575,6202,9698,8024,9276.437093
1356.915063,9033,7955,8800,7141,6680,7177,6453,6065,9457,7978,9268.872876
1355.9605,9005,8006,8825,7305,6626,7177,6428,6137,9614,8039,9261.307349
1355.005772,9106,7979,8697,7174,6690,7181,6511,6151,9561,8095,9253.740512
1354.050878,9201,8022,8675,7293,6675,7258,6456,6200,9402,7926,9246.172364
1353.095819,9144,8040,8785,7274,6706,7147,6488,6100,9542,7978,9238.602905
1352.140595,9010,8061,8814,7163,6583,7155,6453,6069,9619,7855,9231.032134
1351.185205,8938,8003,8687,7142,6625,7302,6436,6191,9552,8003,9223.460052
1350.22965,8966,7992,8762,7223,6582,7168,6456,6036,9501,7941,9215.886658
1349.273929,9054,8133,8809,7130,6719,7185,6445,6067,9636,7932,9208.311952
