#Wave,#Intensity1,#Intensity2,#Intensity1,#Intensity2,#Intensity3,#Intensity1,#Intensity2,#Intensity3,#Intensity2,#Intensity3,#Intensity2
1981.495086,6952,6071,7190,6077,5608,6088,5507,5345,7698,6425,7610
1980.64685,6868,6123,7211,6096,5578,6056,5572,5278,7518,6318,7729
1979.798472,6928,6271,7185,6103,5446,6095,5442,5297,7531,6353,7620
1978.949951,6960,6232,7326,5999,5611,6093,5538,5208,7575,6445,7641
1978.101289,7028,6216,7187,6052,5576,6114,5532,5203,7554,6463,7744
1977.252485,6990,6123,7236,6158,5656,6143,5491,5294,7600,6280,7691
1976.403539,6965,6230,7284,6088,5604,6144,5539,5342,7678,6410,7667
1975.554451,6991,6177,7259,6120,5672,6097,5614,5246,7580,6500,7648
1974.70522,6912,6221,7171,6130,5605,6226,5561,5333,7459,6415,7667
1973.855848,6907,6266,7291,6084,5632,6219,5578,5366,7610,6391,7583
1973.006333,6892,6271,7247,6048,5583,6143,5597,5325,7435,6472,7638
1972.156676,6956,6213,7256,6064,5626,6130,5529,5377,7529,6501,7743
1971.306877,6928,6208,7235,6079,5598,6207,5552,5275,7647,6361,7669
1970.456935,7046,6238,7337,6122,5688,6176,5678,5228,7627,6375,7809
1969.606851,6953,6245,7272,6012,5565,6185,5473,5368,7563,6467,7695
1968.756625,7035,6221,7278,6130,5619,6133,5563,5356,7669,6499,7789
1967.906257,7037,6233,7327,6064,5634,6290,5625,5272,7542,6442,7707
1967.055746,6997,6276,7238,5997,5632,6161,5541,5248,7536,6384,7622
1966.205093,6928,6196,7232,6030,5625,6203,5509,5332,7512,6504,7619
1965.354297,7058,6263,7287,6071,5593,6177,5579,5339,7634,6408,7650
1964.503359,7013,6265,7382,6127,5611,6200,5506,5386,7621,6447,7688
1963.652278,6939,6282.848171,7303,6050,5626,6210,5559,5293,7568,6397,7722
1962.801054,6965,6300.699332,7369,6098,5601,6214,5521,5316,7705,6448,7679
1961.949688,6985,6318.553483,7279,6122,5586,6220,5524,5320,7649,6471,7677
1961.09818,6965,6336.410625,7305,6062,5629,6170,5593,5345,7464,6347,7742
1960.246529,7015,6354.270758,7211,6089,5610,6136,5540,5300,7460,6439,7663
1959.394735,7020,6372.133883,7364,6113,5641,6186,5545,5277,7577,6506,7748
1958.542798,7022,6390,7342,6065,5601,6154,5548,5318,7649,6442,7820
1957.690719,6969,6248,7319,6041,5527,6238,5581,5305,7599,6533,7704
1956.838497,7033,6244,7180,6098,5759,6176,5559,5314,7622,6346,7885
1955.986132,6995,6244,7296,6049,5663,6195,5543,5326,7619,6444,7618
1955.133625,6966,6251,7329,6043,5613,6252,5494,5335,7566,6382,7688
1954.280974,6971,6253,7224,6014,5617,6165,5624,5339,7661,6412,7704
1953.428181,7083,6181,7442,6067,5613,6187,5620,5308,7539,6494,7780
1952.575244,6899,6275,7243,6079,5674,6158,5562,5330,7553,6400,7783
1951.722165,6978,6323,7299,6091,5671,6259,5536,5257,7595,6389,7723
1950.868943,6963,6288,7268,6091,5600,6157,5577,5343,7614,6457,7636
1950.015578,6906,6234,7386,6119,5565,6200,5534,5275,7727,6431,7648.991285
1949.162069,6968,6330,7318,6099,5569,6112,5568,5326,7649,6372,7661.984749
1948.308418,7039,6168,7257,6088,5632,6112,5558,5272,7631,6473,7674.98039
1947.454624,6967,6349,7265,6091.998994,5609,6140,5603,5318,7632,6478,7687.978209
1946.600686,7054,6411,7176,6095.998659,5673,6106,5633,5307,7673,6465,7700.978207
1945.746605,7057,6308,7334,6099.998994,5607,6320,5588,5372,7678,6440,7713.980385
1944.892381,6914,6327,7265,6104,5582,6127,5638,5341,7621,6386,7726.984743
1944.038014,7047,6274,7282,6209,5666,6185,5533,5305,7623,6491,7739.991281
1943.183504,6953,6325,7212,6081,5600,6259,5522,5417,7682,6473,7753
1942.32885,7098,6253,7290,6076,5587,6197,5561,5306,7752,6418,7635
1941.474053,7130,6317,7267,6117,5708,6205,5588,5283,7678,6402,7732
1940.619113,7127,6371,7291,6042,5635,6149,5574,5303,7709,6572,7737
1939.764029,6983,6265,7290,6096,5594,6192,5587,5348,7680,6471,7802
1938.908802,6954,6194,7234,5983,5538,6165,5571,5326,7678,6390,7712
1938.053432,6927,6220,7267,5994,5617,6144,5583,5310,7597,6427,7818
1937.197918,6991,6272,7290,6145,5607,6201,5536,5272,7598,6506,7753
1936.34226,7124,6257,7271,6008,5587,6158,5551,5257,7646,6472,7852
1935.486459,7045,6367,7362,6185,5665,6184,5531,5259,7756,6385,7763
1934.630514,6951,6294,7441,6100,5653,6257,5569,5311,7706,6435,7789
1933.774426,7035,6404,7291,6106,5684,6218,5522,5316,7682,6377,7782
1932.918195,7076,6305,7300,6037,5692,6198,5515,5332,7645,6429,7814
1932.061819,7046,6301,7369,6161,5599,6219,5622,5359,7681,6525,7698
1931.2053,7061,6283,7385,6179,5636,6143,5535,5308,7620,6504,7809
1930.348637,7042,6348,7266,6049,5563,6266,5506,5245,7680,6460,7722
1929.49183,7038,6395,7384,6180,5709,6153,5601,5344,7645,6440,7770
1928.63488,7115,6357,7244,6097,5734,6165,5547,5327,7672,6497,7714
1927.777786,7036,6314,7348,6054,5688,6168,5563,5307,7675,6519,7634
1926.920548,7095,6308,7344,6101,5674,6169,5600,5261,7648,6515,7745
1926.063166,7072,6328,7341,6012,5734,6162,5569,5286,7652,6419,7741
1925.20564,7100,6396,7305,6097,5560,6150,5587,5360,7531,6379,7726
1924.347971,7146,6290,7295,6165,5733,6198,5507,5319,7701,6420,7800
1923.490157,7115,6416,7360,6163,5612,6211,5630,5299,7699,6491,7870
1922.632199,7020,6335,7408,6134,5593,6279,5640,5326,7745,6469,7753
1921.774098,6971,6278,7309,6105,5585,6184,5595,5277,7639,6483,7779
1920.915852,7094,6247,7400,6174,5610,6264,5636,5265,7571,6441,7800
1920.057462,7004,6315,7419,6047,5665,6160,5566,5287,7754,6437,7792
1919.198928,7059,6312,7291,6202,5628,6313,5569,5325,7743,6462,7830
1918.34025,7186,6302,7292,6058,5657,6243,5579,5242,7665,6603,7766
1917.481428,7055,6275,7332,6138,5695,6197,5603,5322,7708,6518,7795
1916.622461,7104,6361,7423,6116,5610,6329,5587,5388,7815,6548,7899
1915.763351,7160,6345,7347,6169,5642,6334,5551,5377,7751,6443,7765
1914.904096,7073,6319,7403,6123,5683,6242,5610,5358,7607,6476,7818
1914.044696,7147,6326,7421,6199,5723,6315,5636,5380,7690,6533,7684
1913.185153,7133,6380,7436,6127,5687,6283,5632,5294,7665,6491,7804
1912.325465,7064,6348,7414,6155,5686,6217,5658,5393,7800,6533,7820
1911.465633,7195,6469,7441,6169,5648,6181,5564,5379,7746,6596,7917
1910.605656,7172,6357,7431,6077,5635,6274,5639,5350,7659,6527,7819
1909.745535,7208,6372,7479,6196,5710,6302,5659,5324,7864,6433,7846
1908.885269,7159,6427,7334,6210,5738,6241,5576,5386,7592,6532,7778
1908.024859,7099,6297,7437,6194,5709,6299,5529,5412,7828,6445,7861
1907.164304,7115,6384,7405,6135,5696,6283,5663,5361,7783,6503,7866
1906.303605,7018,6430,7307,6138,5763,6251,5583,5413,7691,6479,7715
1905.442761,7206,6367,7460,6263,5636,6307,5656,5350,7799,6535,7943
1904.581772,7157,6397,7420,6144,5703,6226,5632,5418,7889,6453,7888
1903.720639,7074,6369,7392,6162,5645,6346,5661,5389,7773,6581,7834
1902.859361,7029,6378,7384,6188,5743,6311,5625,5351,7753,6485,7857
1901.997938,7100,6455,7380,6257,5700,6292,5656,5386,7731,6581,7813
1901.136371,7029,6383,7332,6260,5732,6307,5692,5356,7787,6498,7872
1900.274658,7096,6477,7520,6251,5713,6225,5765,5487,7758,6611,7856
1899.412801,7191,6437,7326,6167,5707,6304,5657,5368,7856,6568,7874
1898.550799,7154,6474,7459,6222,5685,6256,5599,5455,7784,6530,7916
1897.688652,7175,6471,7475,6305,5753,6282,5613,5348,7835,6527,7851
1896.826361,7173,6420,7513,6192,5790,6309,5633,5387,7815,6586,7802
1895.963924,7235,6465,7487,6201,5757,6264,5632,5374,7812,6612,7893
1895.101342,7194,6387,7377,6152,5804,6257,5699,5437,7816,6618,7802
1894.238615,7163,6344,7362,6332,5677,6229,5680,5371,7827,6589,7805
1893.375744,7162,6532,7492,6214,5731,6366,5695,5457,7872,6631,7833
1892.512727,7149,6478,7401,6209,5831,6352,5674,5414,7937,6563,7904
1891.649565,7207,6365,7359,6221,5691,6336,5637,5373,7694,6591,7930
1890.786258,7163,6368,7358,6233,5803,6279,5600,5294,7811,6548,7814
1889.922805,7313,6457,7478,6353,5681,6356,5674,5345,7906,6637,7920
1889.059208,7170,6389,7503,6212,5705,6302,5749,5438,7798,6601,8006
1888.195465,7077,6554,7522,6238,5803,6321,5707,5442,7865,6549,7889
1887.331577,7306,6527,7423,6192,5823,6351,5663,5460,7828,6699,7977
1886.467544,7207,6436,7559,6168,5708,6361,5661,5410,7954,6670,7990
1885.603365,7213,6421,7498,6239,5778,6304,5685,5386,7864,6650,7882
1884.739041,7218,6491,7565,6303,5834,6290,5701,5396,7814,6473,7889
1883.874572,7295,6445,7403,6210,5775,6402,5630,5449,7942,6656,7936
1883.009957,7266,6387,7538,6171,5732,6304,5692,5412,7849,6582,7989
1882.145197,7251,6503,7561,6216,5768,6513,5679,5395,7839,6659,8040
1881.280291,7362,6491,7560.750147,6223.745437,5778,6255,5601,5419,7983,6614,7918
1880.41524,7305,6455,7560.500252,6231.492177,5772,6289,5647,5414,7865,6598,7923
1879.550043,7195,6468,7560.250315,6239.240221,5792,6324,5585,5441,7967,6598,8019
1878.684701,7243,6502,7560.000337,6246.989568,5757,6354,5719,5406,7852,6660,8101
1877.819213,7194,6582,7559.750315,6254.74022,5793,6324,5676,5335,7888,6657,8014
1876.95358,7326,6551,7559.500252,6262.492175,5792,6364,5607,5374,7954,6713,8048
1876.0878,7280,6642,7559.250147,6270.245435,5812,6292,5766,5398,8118,6664,8023
1875.221875,7401,6481,7559,6278,5776,6370,5695,5449,7961,6733,7917
1874.355805,7235,6473,7473,6337,5753,6355,5681,5470,7863,6625,7891
1873.489588,7320,6538,7507,6243,5731,6277,5618,5475,7899,6727,7966
1872.623226,7219,6520,7524,6252,5774,6289,5697,5400,7941,6595,8029
1871.756718,7401,6542,7626,6178,5799,6380,5618,5455,7880,6654,7999
1870.890064,7194,6528,7575,6309,5805,6256,5699,5482,7905,6721,7951
1870.023264,7357,6518,7600,6394,5869,6400,5734,5447,7930,6726,8104
1869.156318,7300,6435,7505,6344,5792,6258,5711,5443,7828,6558,7871
1868.289226,7272,6521,7579,6275,5753,6313,5799,5498,7928,6693,8086
1867.421989,7237,6387,7484,6284,5709,6361,5670,5433,7758,6585,7856
1866.554605,7214,6617,7457,6298,5803,6417,5717,5440,7951,6750,7940
1865.687075,7264,6559,7495,6313,5781,6309,5617,5467,8045,6672,7908
1864.819399,7211,6638,7568,6331,5886,6307,5770,5414,8021,6672,8066
1863.951577,7335,6537,7573,6254,5743,6340,5617,5479,7907,6624,8052
1863.083609,7245,6558,7485,6375,5722,6373,5683,5422,8074,6655,7954
1862.215495,7275,6519,7589,6353,5777,6380,5694,5505,7914,6761,7966
1861.347234,7266,6576,7484,6218,5760,6324,5648,5417,7938,6708,7983
1860.478828,7291,6520,7534,6323,5797,6371,5708,5440,7988,6748,8033
1859.610275,7343,6582,7595,6368,5773,6364,5734,5408,7999,6737,7948
1858.741575,7303,6466,7511,6337,5823,6340,5678,5383,8026,6632,7989
1857.87273,7285,6580,7585,6254,5863,6318,5721,5516,7928,6646,8063
1857.003738,7186,6602,7641,6141,5801,6326,5678,5441,7898,6667,8036
1856.134599,7351,6501,7571,6136,5791,6337,5646,5494,7841,6603,8080
1855.265314,7374,6566,7508,6281,5847,6396,5741,5472,7941,6718,7965
1854.395883,7273,6567,7517,6292,5724,6301,5699,5443,7968,6687,7990
1853.526305,7408,6538,7549,6315,5781,6377,5737,5378,8006,6680,8081
1852.656581,7414,6589,7530,6251,5762,6354,5746,5486,8101,6806,8140
1851.78671,7322,6600,7633,6367,5854,6420,5626,5419,7973,6717,7967
1850.916692,7321,6591,7563,6304,5731,6383,5651,5459,7975,6649,7934
1850.046528,7388,6635,7515,6293,5823,6323,5721,5423,7928,6636,7963
1849.176218,7358,6506,7443,6273,5790,6362,5678,5477,8038,6716,7960
1848.30576,7345,6494,7480,6373,5821,6334,5757,5474,7951,6668,7921
1847.435156,7380,6678,7616,6289,5885,6273,5765,5450,8038,6747,7998
1846.564405,7372,6630,7599,6308,5864,6326,5663,5497,8046,6763,8134
1845.693508,7352,6565,7563,6197,5785,6390,5723,5393,7961,6685,8053
1844.822463,7397,6575.196561,7624,6179,5765,6325,5594,5388,7962,6704,8021
1843.951272,7285,6585.394842,7515,6261,5868,6416,5732,5407,7987,6767,8079
1843.079934,7422,6595.594841,7500,6299,5864,6406,5719,5469,7946,6685,7966
1842.208448,7435,6605.796561,7677,6289,5803,6391,5738,5393,8081,6701,8072
1841.336816,7346,6616,7526,6350,5897,6336,5775,5503,7992,6707,8041
1840.465037,7384,6589,7570,6263,5732,6324,5671,5421,7990,6752,8039
1839.593111,7392,6547,7561,6283,5796,6296,5696,5390,8050,6803,8033
1838.721038,7389,6567,7582,6233,5710,6377,5752,5410,8018,6773,7937
1837.848818,7397,6642,7572,6227,5796,6446,5661,5425,8047,6668,8112
1836.976451,7343,6547,7531,6347,5738,6395,5713,5422,8005,6671,7982
1836.103937,7265,6639,7707,6334,5677,6358,5735,5455,7945,6726,8058
1835.231275,7444,6558,7609,6279,5869,6429,5762,5463,8050,6772,7966
1834.358467,7342,6585,7652,6282,5818,6366,5664,5491,8080,6785,7908
1833.485511,7412,6606,7699,6275,5921,6361,5705,5408,8129,6733,8050
1832.612408,7412,6640,7643,6315,5862,6377,5701,5413,7973,6736,7925
1831.739157,7306,6579,7528,6275,5820,6339,5563,5385,7995,6700,7999
1830.86576,7475,6649,7693,6261,5888,6381,5712,5454,8086,6765,8085
1829.992215,7347,6613,7589,6271,5921,6357,5735,5500,8090,6734,8043
1829.118522,7471,6647,7656,6325,5736,6474,5673,5409,8122,6664,8026
1828.244682,7398,6508,7621,6334,5731,6281,5695,5457,8059,6719,7970
1827.370695,7434,6440,7591,6252,5772,6375,5727,5455,8000,6800,8027
1826.49656,7381,6673,7517,6327,5852,6380,5707,5475,8100,6722,7996
1825.622278,7375,6574,7634,6328,5734,6341,5703,5381,7993,6705,7946
1824.747848,7475,6669,7597,6249,5870,6459,5745,5461,8130,6784,8052
1823.87327,7496,6650,7630.994262,6276.328721,5770,6437,5810,5454,7994,6691,7999
1822.998545,7281,6583,7664.994262,6303.662054,5838,6411,5786,5484,7969,6694,7976
1822.123673,7362,6681,7699,6331,5790,6368,5745,5380,8113,6828,8016
1821.248652,7459,6588,7599,6443,5782,6368,5708,5409,8099,6711,7946
1820.373484,7427,6588,7608,6254,5777,6437,5677,5436,7947,6769,8032
1819.498169,7501,6620,7594,6271.993923,5784,6422,5726,5462,8049,6744,7921
1818.622705,7470,6643,7635,6289.990884,5775,6369,5692,5433,8031,6671,8097
1817.747094,7413,6643,7578,6307.990884,5879,6393,5739,5423,8073,6789,8123
1816.871334,7528,6573,7632,6325.993922,5844,6338,5745,5487,8112,6742,8133
1815.995427,7313,6549,7688,6344,5888,6371,5671,5388,7962,6724,8125
1815.119372,7369,6614,7588,6332,5784,6332,5721,5450,8064,6734.437391,7953
1814.24317,7335,6595,7610,6367,5834,6380,5710,5483,8116,6744.876545,7930
1813.366819,7416,6649,7459,6293,5787,6437,5735,5496,8018,6755.317461,8022
1812.49032,7470,6692,7490,6284,5700,6345,5700,5401,8073,6765.760141,7979
1811.613673,7430,6712,7656,6424,5847,6327,5809,5501,8177,6776.204584,8049
1810.736878,7431,6669,7630,6259,5918,6446,5744,5418,8101,6786.650791,8074
1809.859935,7469,6727,7645,6414,5866,6424,5691,5495,8091,6797.098763,8036
1808.982844,7450,6640,7609,6375,5815,6339,5702,5412,8045,6807.548499,8075
1808.105605,7397,6638,7614,6385,5804,6397,5725,5297,8013,6818,7989
1807.228218,7469,6690,7654,6270,5874,6496,5619,5409,8164,6842,8110
1806.350682,7294,6717,7737,6310,5830,6451,5765,5497,8135,6799,8093
1805.472998,7524,6605,7709,6426,5818,6462,5848,5493,8228,6780,8063
1804.595166,7475,6713,7559,6373,5894,6434,5683,5423,8061,6820,8111
1803.717185,7549,6688,7609,6421,5916,6352,5780,5537,8080,6800,8020
1802.839057,7453,6815,7720,6363,5851,6419,5729,5485,8229,6765,8049
1801.960779,7432,6681,7677,6407,5775,6405,5781,5396,8205,6818,8100
1801.082354,7421,6717,7695,6306,5806,6439,5747,5486,8153,6752,8064
1800.20378,7582,6782,7737,6324,5959,6460,5839,5467,8225,6924,8139
1799.325057,7534,6655,7609,6392,5839,6422,5880,5432,8216,6682,8162
1798.446186,7556,6780,7697,6490,5984,6384,5762,5472,8110,6842,8187
1797.567167,7470,6754,7728,6348,5869,6340,5701,5459,8099,6753,8132
1796.687999,7383,6724,7681,6357,5836,6424,5670,5450,8114,6726,8063
1795.808682,7468,6698,7694,6365,5849,6451,5767,5482,8273,6864,8030
1794.929216,7556,6707,7658,6423,5869,6443,5833,5577,8155,6831,8125
1794.049602,7707,6696,7558,6380,5937,6509,5719,5507,8231,6840,8223
1793.16984,7547,6745,7702,6341,5906,6460,5781,5502.377736,8283,6910,8054
1792.289928,7485,6710,7631,6501,5958,6500,5730,5497.754691,8073,6867,8192
1791.409868,7446,6679,7830,6388,5885,6556,5787,5493.130864,8130,6824,8090
1790.529659,7540,6656,7749,6365,5902,6526,5800,5488.506256,8194,6949,8125
1789.649301,7481,6681,7638,6324,5839,6377,5702,5483.880865,8206,7013,8262
1788.768794,7525,6668,7839,6364,5917,6472,5807,5479.254692,8321,6942,8185
1787.888139,7576,6736,7748,6356,5933,6546,5776,5474.627737,8359,6821,8103
1787.007334,7593,6747,7779,6441,5908,6491,5751,5470,8274,6943,8061
1786.126381,7546,6668,7703,6540,5897,6473,5769.393777,5561,8367,6772,8133
1785.245278,7577,6798,7697,6413,5903,6492,5787.790665,5522,8267,6873,8255
1784.364027,7574,6816,7606,6428,5839,6448,5806.190664,5563,8257,6909,8097
1783.482626,7625,6776,7711,6417,5892,6492,5824.593776,5536,8179,6903,8204
1782.601077,7727,6829,7775,6421,5954,6478,5843,5528,8230,6890,8198
1781.719378,7543,6776,7729,6448,5858,6436,5769,5605,8143,6827,8185
1780.83753,7595,6806,7830,6358,5944,6449,5790,5469,8169,6879,8179
1779.955533,7660,6821,7716,6419,5961,6560,5820,5572,8325,6965,8218
1779.073387,7504,6809,7733,6414,5900,6508,5734,5432,8186,6967,8214
1778.191091,7659,6825,7823,6414,5902,6403,5854,5536,8276,6999,8215
1777.308646,7577,6813,7772,6431,5931,6472,5804,5525,8341,6938,8202
1776.426052,7628,6836,7800,6479,5975,6456,5759,5549,8293,6971,8172
1775.543308,7644,6751,7692,6387,6024,6489,5824,5496,8339,6936,8208
1774.660416,7589,6837,7656,6423,5936,6556,5878,5524,8430,6911,8324
1773.777373,7613,6846,7871,6400,5902,6500,5760,5527,8386,6974,8075
1772.894182,7656,6900,7728,6397,6067,6428,5844,5610,8227,6913,8156
1772.01084,7792,6895,7708,6506,6031,6520,5861,5662,8283,6970,8200
1771.12735,7706,6852,7791,6397,5946,6532,5832,5539,8289,6885,8233
1770.243709,7762,6829,7845,6397,5934,6557,5791,5555,8324,6935,8318
1769.359919,7638,6778,7824,6563,5991,6661,5876,5535,8333,6939,8231
1768.47598,7552,6750,7694,6477,5879,6464,5856,5521,8233,6857,8235
1767.591891,7677,6916,7838,6485,5879,6529,5823,5537,8326,6882,8240
1766.707652,7708,6821,7761,6539,6034,6526,5809,5577,8318,6854,8141
1765.823264,7777,6872,7722,6464,5937,6578,5863,5534,8265,6925,8326
1764.938725,7672,6851,7816,6519,5863,6521,5851,5576,8426,6939,8334
1764.054037,7600,6769,7874,6451,5951,6467,5766,5559,8252,6970,8365
1763.1692,7694,6861,7863,6485,5980,6569,5927,5581,8285,6979,8274
1762.284212,7601,6748,7773,6388,5925,6557,5810,5601,8351,6931,8245
1761.399075,7601,6871,7817,6449,5930,6491,5886,5651,8396,7074,8238
1760.513787,7707,6817,7756,6477,5930,6474,5820,5606,8284,7082,8188
1759.62835,7637,6932,7748,6499,5893,6647,5876,5618,8394,7033,8268
1758.742763,7672,6790,7805,6495,5990,6506,5851,5625,8312,7058,8402
1757.857025,7701,6773,7802,6479,5875,6547,5856,5597,8462,6954,8227
1756.971138,7829,6907,7776,6420,5888,6559,5868,5580,8312,7024,8292
1756.085101,7684,6905,7692,6469,5937,6684,5845,5565,8364,6861,8201
1755.198913,7772,6812,7776,6488,5945,6421,5942,5533,8321,6892,8205.997459
1754.312575,7722,6786,7744,6489,5931,6592,5881,5584,8161,7017,8210.995765
1753.426088,7765,6866,7724,6534,6038,6641,5918,5595,8328,6965,8215.994918
1752.53945,7704,6868,7799,6433,5980,6516,5851,5674,8435,7001,8220.994917
1751.652661,7647,6783,7723,6428,5925,6541,5848,5538,8462,6966,8225.995764
1750.765723,7702,6781,7780,6479,5885,6549,5821,5560,8358,7005,8230.997458
1749.878634,7710,6872,7858,6502,5921,6538,5847,5668,8192,7015,8236
1748.991395,7642,6938,7838,6433,5967,6518,5852,5587,8305,6947,8130
1748.104006,7737,6818,7849,6520,5969,6526,5857,5588,8257,7049,8288
1747.216466,7740,6828,7827,6529,5920,6553,5874,5676,8324,6966,8306
1746.328776,7770,6832,7924,6463,5979,6522,5820,5623,8407,6940,8189
1745.440935,7649,6724,7791,6403,5887,6579,5886,5590,8352,7012,8202
1744.552944,7662,6893,7917,6493,5911,6507,5793,5523,8330,6941,8308
1743.664802,7594,6876,7821,6400,5941,6463,5832,5540,8320,6911,8208
1742.77651,7743,6919,7787,6501,6000,6573,5857,5650,8256,6929,8338
1741.888067,7787,6879,7835,6485,6015,6551,5818,5562,8382,7078,8410
1740.999473,7662,6798,7872,6411,5957,6564,5841,5560,8346,6952,8184
1740.110729,7767,6818,7766,6429,5908,6490,5824,5575,8315,6844,8343
1739.221834,7830,6855,7742,6499,5944,6583,5856,5605,8345,6943,8368
1738.332789,7673,6834,7846,6491,5945,6466,5770,5594,8187,6951,8243
1737.443592,7701,6777,7690,6395,5975,6437,5832,5625,8277,6957,8308
1736.554245,7869,6901,7806,6488,6013,6583,5875,5539,8261,6974,8236
1735.664747,7790,6889,7860,6516,6024,6600,5891,5575,8384,6918,8398
1734.775098,7722,6856,7828,6523,5945,6547,5885,5635,8323,7056,8329
1733.885299,7782,6861,7805,6499,5934,6583,5858,5536,8367,7020,8178
1732.995348,7691,6820,7763,6440,6036,6599,5905,5609,8416,6950,8247
1732.105247,7723,6846,7865,6376,5995,6492,5788,5620,8274,6969,8176
1731.214994,7622,6944,7737,6502,5894,6501,5864,5648,8217,7031,8252
1730.32459,7741,6906,7674,6513,5921,6550,5928,5568,8357,6951,8229
1729.434036,7701,6871,7881,6436,6044,6577,5847,5598,8358,6979,8262
1728.54333,7674,6838,7786,6552,5981,6454,5852,5549,8444,6998,8339
1727.652473,7781,7030,7838,6447,6018,6621,5850,5572,8359,7023,8308
1726.761465,7710,6818,7733,6405,5969,6518,5816,5640,8462,6950,8239
1725.870306,7680,6882,7752,6407,5919,6562,5792,5518,8310,6942,8218
1724.978996,7728,6923,7824,6536,5965,6589,5809,5538,8449,6984,8436
1724.087534,7700,6896,7817,6514,5966,6595,5916,5590,8317,7038,8172
1723.195921,7753,6807,7782,6465,5975,6541,5860,5534,8321,6941,8288
1722.304157,7688,6982,7908,6539,5995,6569,5929,5558,8374,6936,8339
1721.412242,7680,6882,7725,6391,5985,6591,5839,5570,8316,6866,8347
1720.520175,7636,7017,7823,6416,5974,6599,5864,5624,8308,6943,8266
1719.627956,7795,6834,7922,6491,5949,6519,5807,5529,8353,6995,8181
1718.735586,7623,6830,7735,6575,6028,6616,5850,5563,8255,7002,8257
1717.843065,7634,6971,7723,6392,5919,6485,5803,5485,8312,7047,8243
1716.950392,7627,6893,7760,6519,5967,6487,5778,5537,8332,6999,8301
1716.057568,7703,6986,7843,6632,6119,6689,5902,5623,8320,6980,8339
1715.164592,7860,6890,7793,6515,5913,6630,5928,5538,8311,6888,8294
1714.271465,7821,6859,7862,6474,5931,6517,5868,5592,8371,7018,8234
1713.378185,7780,6813,7851,6489,5940,6521,5854,5662,8424,6963,8320
1712.484755,7728,6978,7827,6481,5984,6628,5888,5592,8445,7109,8222
1711.591172,7809,6887,7809,6633,6046,6568,5952,5613,8394,7057,8265
1710.697438,7647,6869,7916,6497,6093,6593,5917,5672,8286,7063,8215
1709.803551,7859,6954,7868,6515,5995,6564,5896,5648,8385,6977,8221
1708.909514,7660,6830,7714,6460,6085,6530,5824,5542,8458,7111,8333
1708.015324,7886,6883,7828,6438,6007,6516,5836,5597,8380,7047,8254
1707.120982,7805,6917,7867,6451,5982,6656,5875,5647,8297,7030,8320
1706.226489,7778,6956,7853,6462,6014,6525,5871,5610,8496,7066,8329
1705.331843,7844,6976,7937,6513,5944,6629,5877,5617,8324,7134,8358
1704.437046,7814,6984,7761,6536,5998,6654,5900,5655,8446,7000,8461
1703.542096,7775,6980,7959,6524,5945,6591,5905,5657,8428,6960,8427
1702.646994,7599,6974,7860,6479,5997,6527,5810,5620,8465,7131,8415
1701.751741,7818,7051,7852,6475,6060,6530,5799,5571,8473,7067,8309
1700.856335,7923,6943,7940,6517,6012,6683,5865,5603,8443,7108,8431
1699.960777,7777,7013,7829,6400,6047,6590,5924,5622,8497,7077,8405
1699.065067,7809,7032,7863,6586,6015,6608,5907,5592,8475,7002,8438
1698.169205,7814,7020,7883,6600,6032,6553,5935,5598,8471,7124,8417
1697.27319,7700,7006,7908,6599,5906,6622,5853,5634,8409,7038,8290
1696.377023,7895,7011,7996,6485,6033,6497,5914,5655,8496,7083,8370
1695.480704,7845,7043,8024,6553,6089,6567,5917,5603,8410,7089,8412
1694.584233,7931,7041,7910,6632,6056,6650,5807,5622,8567,7125,8551
1693.687609,7961,7101,7859,6542,6000,6649,5968,5631,8512,7167,8331
1692.790833,7769,6994,7826,6571,5983,6585,5954,5583,8490,7162,8425
1691.893904,7743,7033,7980,6582,6062,6650,5892,5572,8471,7073,8456
1690.996823,7833,7038,7891,6588,5925,6505,5842,5632,8615,7088,8414
1690.099589,7918,7097,7896,6473,5966,6609,5934,5590,8587,7161,8315
1689.202203,7964,6966,7896,6587,5983,6592,5901,5624,8423,7148,8439
1688.304664,7848,7025,7928,6614,6125,6679,5956,5656,8558,7082,8482
1687.406972,7936,7090,7875,6639,6033,6532,5981,5706,8523,7099,8385
1686.509128,7935,7018,7841,6479,6111,6621,5936,5577,8573,7216,8460
1685.611132,7805,7070,7913,6584,5946,6652,5914,5636,8398,7073,8376
1684.712982,7870,7187,7914,6598,6057,6601,5965,5711,8510,7086,8524
1683.81468,7967,7051,7966,6586,6046,6641,5927,5712,8514,7178,8634
1682.916225,8012,7184,7826,6663,6085,6670,5965,5643,8603,7210,8647
1682.017617,7983,7027,7879,6651,6117,6667,5839,5606,8614,7177,8362
1681.118856,7966,7074,7859,6646,6058,6618,5967,5727,8734,7076,8447
1680.219943,7928,7076,7854,6543,6106,6610,5909,5654,8601,7206,8603
1679.320876,7963,7087,7914,6628,6059,6605,6001,5661,8526,7179,8398
1678.421657,7974,7115,8012,6578,6104,6685,6025,5654,8626,7213,8489
1677.522284,8022,7067,8034,6623,6036,6616,5922,5668,8546,7219,8435
1676.622759,7952,7144,7977,6636,6156,6701,5992,5672,8589,7147,8586
1675.72308,7958,7136,8039,6609,6015,6656,6005,5680,8654,7278,8537
