#Wave,#Intensity1,#Intensity2
1388.233526,10194,8495
1387.284562,10182,8528
1386.335435,10061,8534
1385.386143,10164,8547
1384.436687,10124,8524
1383.487067,10086,8543
1382.537283,10046,8498
1381.587335,9974,8580
1380.637222,10060,8491
1379.686945,9884,8432
1378.736503,9957,8471
1377.785897,9868,8394
1376.835127,9898,8521
1375.884192,9973,8296
1374.933093,9853,8472
1373.981829,9847,8446
1373.030401,9802,8383
1372.078808,9827,8500
1371.12705,9804,8511
1370.175127,9856,8560
1369.22304,9856,8525
1368.270788,9676,8537
1367.318371,9766,8517
1366.36579,9659,8436
1365.413043,9725,8528
1364.460132,9898,8588
1363.507055,9832,8625
1362.553814,9871,8535
1361.600408,9671,8510
1360.646836,9737,8540
1359.693099,9927,8720
1358.739198,9829,8570
1357.785131,9726,8610
1356.830898,9672,8687
1355.876501,9732,8524
1354.921938,9508,8781
1353.96721,9782,8610
1353.012316,9665,8673
1352.057258,9674,8684
1351.102033,9570,8617
1350.146643,9662,8573
1349.191088,9531,8690
1348.235367,9688,8766
1347.279481,9602,8750
1346.323428,9594,8715
1345.36721,9491,8636
1344.410827,9534,8540
1343.454278,9705,8595
1342.497562,9688,8725
1341.540682,9567,8851
1340.583635,9604,8750
1339.626422,9643,8826
1338.669043,9551,8900
1337.711499,9526,8776
1336.753788,9613,8685
1335.795912,9635,8801
1334.837869,9652,8814
1333.87966,9611,8920
1332.921285,9530,8629
1331.962744,9607,8741
1331.004036,9584,8852
1330.045162,9628,8832
1329.086122,9597,8933
1328.126916,9577,8914
1327.167543,9578,8727
1326.208004,9514,8715
1325.248298,9657,8874
1324.288426,9565,8779
1323.328387,9601,8731
1322.368181,9526,8711
1321.407809,9620,8813
1320.447271,9500,8750
1319.486565,9557,8738
1318.525693,9629,8695
1317.564654,9506,8762
1316.603449,9549,8829
1315.642076,9552,8760
1314.680537,9584,8634
1313.718831,9533,8729
1312.756957,9535,8635
1311.794917,9656,8811
1310.83271,9588,8775
1309.870335,9532,8727
1308.907794,9585,8538
1307.945085,9448,8666
1306.982209,9522,8780
1306.019166,9645,8737
1305.055956,9510,8784
1304.092578,9437,8706
1303.129034,9515,8558
1302.165321,9509,8667
1301.201441,9469,8603
1300.237394,9509,8686
1299.27318,9524,8578
1298.308797,9342,8541
1297.344247,9292,8577
1296.37953,9283,8447
1295.414645,9264,8508
1294.449592,9155,8447
1293.484372,9151,8448
1292.518984,9114,8435
1291.553428,9186,8410
1290.587704,9008,8359
1289.621812,9133,8337
1288.655752,9081,8364
1287.689525,9087,8410
1286.723129,8995,8338
1285.756566,9006,8243
1284.789834,9043,8122
1283.822934,9050,8307
1282.855866,9059,8287
1281.88863,9009,8268
1280.921226,8954,8182
1279.953653,8778,8174
1278.985912,8905,8098
1278.018003,8908,8216
1277.049926,8936,8361
1276.08168,8850,8157
1275.113265,8807,8105
1274.144682,8916,8127
1273.175931,8772,8121
1272.207011,8759,8079
1271.237922,8823,8107
1270.268665,8704,8162
1269.299239,8672,7881
1268.329644,8528,7900
1267.359881,8622,7990
1266.389948,8607,8025
1265.419847,8661,7984
1264.449577,8685,7995
1263.479139,8609,7994
1262.508531,8460,7889
1261.537754,8470,7727
1260.566808,8525,7862
1259.595693,8596,8010
1258.624409,8638,7882
1257.652956,8636,7933
1256.681334,8462,7898
1255.709542,8459,7835
1254.737582,8545,7680
1253.765451,8476,7832
1252.793152,8418,7771
1251.820683,8384,7860
1250.848045,8437,7768
1249.875237,8378,7604
1248.90226,8442,7726
1247.929113,8486,7775
1246.955797,8367,7665
1245.982311,8401,7697
1245.008656,8328,7612
1244.034831,8235,7608
