#Wave,#Intensity1,#Intensity2
2053.079557,6642,5967
2052.243276,6641,5985
2051.406856,6679,5911
2050.570296,6641,5997
2049.733597,6647,5943
2048.896758,6540,6006
2048.05978,6680,5979
2047.222662,6703,6002
2046.385405,6696,5991
2045.548008,6694,5997
2044.710471,6703,5955
2043.872795,6634,5943
2043.034979,6592,5964
2042.197023,6713,6070
2041.358928,6690,5964
2040.520692,6757,6020
2039.682317,6610,6022
2038.843802,6689,5986
2038.005148,6626,6032
2037.166353,6699,5973
2036.327418,6673,5903
2035.488344,6846,6082
2034.649129,6764,6072
2033.809775,6726,6084
2032.97028,6733,5958
2032.130646,6603,6096
2031.290871,6678,5943
2030.450956,6695,6050
2029.610901,6730,6103
2028.770705,6646,6062
2027.93037,6741,5985
2027.089894,6704,6044
2026.249278,6754,5938
2025.408521,6711,6051
2024.567625,6669,6031
2023.726588,6667,6069
2022.88541,6727,5959
2022.044092,6703,6002
2021.202634,6687,6073
2020.361035,6835,6105
2019.519295,6790,6069
2018.677415,6700,6104
2017.835394,6824,5975
2016.993233,6670,6066
2016.150931,6773,6061
2015.308489,6707,5916
2014.465905,6749,6078
2013.623181,6708,6008
2012.780317,6806,6094
2011.937311,6801,6084
2011.094165,6855,6067
2010.250877,6807,6149
2009.407449,6716,6096
2008.56388,6834,6018
2007.72017,6820,6157
2006.876319,6881,6105
2006.032327,6903,6055
2005.188194,6829,6070
2004.34392,6903,6146
2003.499505,6787,6110
2002.654948,6806,6112
2001.810251,6801,6048
2000.965412,6768,6099
2000.120432,6877,6140
1999.275311,6848,6178
1998.430049,6863,6169
1997.584645,6778,6161
1996.7391,6857,6139
1995.893414,6844,6187
1995.047586,6907,6171
1994.201617,6916,6161
1993.355506,6952,6190
1992.509254,6874,6192
1991.66286,6854,6173
1990.816325,6928,6189
1989.969648,6830,6154
1989.122829,6851,6255
1988.275869,6937,6148
1987.428768,6888,6276
1986.581524,6852,6254
1985.734139,6907,6139
1984.886612,6852,6198
1984.038943,6880,6185
1983.191133,6959,6221
1982.34318,6889,6289
1981.495086,6952,6071
1980.64685,6868,6123
1979.798472,6928,6271
1978.949951,6960,6232
1978.101289,7028,6216
1977.252485,6990,6123
1976.403539,6965,6230
1975.554451,6991,6177
1974.70522,6912,6221
1973.855848,6907,6266
1973.006333,6892,6271
1972.156676,6956,6213
1971.306877,6928,6208
1970.456935,7046,6238
1969.606851,6953,6245
1968.756625,7035,6221
1967.906257,7037,6233
1967.055746,6997,6276
1966.205093,6928,6196
1965.354297,7058,6263
1964.503359,7013,6265
1963.652278,6939,6282.848171
1962.801054,6965,6300.699332
1961.949688,6985,6318.553483
1961.09818,6965,6336.410625
1960.246529,7015,6354.270758
1959.394735,7020,6372.133883
1958.542798,7022,6390
1957.690719,6969,6248
1956.838497,7033,6244
1955.986132,6995,6244
1955.133625,6966,6251
1954.280974,6971,6253
1953.428181,7083,6181
1952.575244,6899,6275
1951.722165,6978,6323
1950.868943,6963,6288
1950.015578,6906,6234
1949.162069,6968,6330
1948.308418,7039,6168
1947.454624,6967,6349
1946.600686,7054,6411
1945.746605,7057,6308
1944.892381,6914,6327
1944.038014,7047,6274
1943.183504,6953,6325
1942.32885,7098,6253
1941.474053,7130,6317
1940.619113,7127,6371
1939.764029,6983,6265
1938.908802,6954,6194
1938.053432,6927,6220
1937.197918,6991,6272
1936.34226,7124,6257
1935.486459,7045,6367
1934.630514,6951,6294
1933.774426,7035,6404
1932.918195,7076,6305
1932.061819,7046,6301
1931.2053,7061,6283
1930.348637,7042,6348
1929.49183,7038,6395
1928.63488,7115,6357
1927.777786,7036,6314
1926.920548,7095,6308
1926.063166,7072,6328
1925.20564,7100,6396
1924.347971,7146,6290
1923.490157,7115,6416
1922.632199,7020,6335
1921.774098,6971,6278
1920.915852,7094,6247
1920.057462,7004,6315
1919.198928,7059,6312
1918.34025,7186,6302
1917.481428,7055,6275
1916.622461,7104,6361
1915.763351,7160,6345
1914.904096,7073,6319
1914.044696,7147,6326
1913.185153,7133,6380
1912.325465,7064,6348
1911.465633,7195,6469
1910.605656,7172,6357
1909.745535,7208,6372
1908.885269,7159,6427
1908.024859,7099,6297
1907.164304,7115,6384
1906.303605,7018,6430
1905.442761,7206,6367
1904.581772,7157,6397
1903.720639,7074,6369
1902.859361,7029,6378
1901.997938,7100,6455
1901.136371,7029,6383
1900.274658,7096,6477
1899.412801,7191,6437
1898.550799,7154,6474
1897.688652,7175,6471
1896.826361,7173,6420
1895.963924,7235,6465
1895.101342,7194,6387
1894.238615,7163,6344
1893.375744,7162,6532
1892.512727,7149,6478
1891.649565,7207,6365
1890.786258,7163,6368
1889.922805,7313,6457
1889.059208,7170,6389
1888.195465,7077,6554
1887.331577,7306,6527
1886.467544,7207,6436
1885.603365,7213,6421
1884.739041,7218,6491
1883.874572,7295,6445
1883.009957,7266,6387
1882.145197,7251,6503
1881.280291,7362,6491
1880.41524,7305,6455
1879.550043,7195,6468
1878.684701,7243,6502
1877.819213,7194,6582
1876.95358,7326,6551
1876.0878,7280,6642
1875.221875,7401,6481
1874.355805,7235,6473
1873.489588,7320,6538
1872.623226,7219,6520
1871.756718,7401,6542
1870.890064,7194,6528
1870.023264,7357,6518
1869.156318,7300,6435
1868.289226,7272,6521
1867.421989,7237,6387
1866.554605,7214,6617
1865.687075,7264,6559
1864.819399,7211,6638
1863.951577,7335,6537
1863.083609,7245,6558
1862.215495,7275,6519
1861.347234,7266,6576
1860.478828,7291,6520
1859.610275,7343,6582
1858.741575,7303,6466
1857.87273,7285,6580
1857.003738,7186,6602
1856.134599,7351,6501
1855.265314,7374,6566
1854.395883,7273,6567
1853.526305,7408,6538
1852.656581,7414,6589
1851.78671,7322,6600
1850.916692,7321,6591
1850.046528,7388,6635
1849.176218,7358,6506
1848.30576,7345,6494
1847.435156,7380,6678
1846.564405,7372,6630
1845.693508,7352,6565
1844.822463,7397,6575.196561
1843.951272,7285,6585.394842
1843.079934,7422,6595.594841
1842.208448,7435,6605.796561
1841.336816,7346,6616
1840.465037,7384,6589
1839.593111,7392,6547
1838.721038,7389,6567
1837.848818,7397,6642
1836.976451,7343,6547
1836.103937,7265,6639
1835.231275,7444,6558
1834.358467,7342,6585
1833.485511,7412,6606
1832.612408,7412,6640
1831.739157,7306,6579
1830.86576,7475,6649
1829.992215,7347,6613
1829.118522,7471,6647
1828.244682,7398,6508
1827.370695,7434,6440
1826.49656,7381,6673
1825.622278,7375,6574
1824.747848,7475,6669
1823.87327,7496,6650
1822.998545,7281,6583
1822.123673,7362,6681
1821.248652,7459,6588
1820.373484,7427,6588
1819.498169,7501,6620
1818.622705,7470,6643
1817.747094,7413,6643
1816.871334,7528,6573
1815.995427,7313,6549
1815.119372,7369,6614
1814.24317,7335,6595
1813.366819,7416,6649
1812.49032,7470,6692
1811.613673,7430,6712
1810.736878,7431,6669
1809.859935,7469,6727
1808.982844,7450,6640
1808.105605,7397,6638
1807.228218,7469,6690
1806.350682,7294,6717
1805.472998,7524,6605
1804.595166,7475,6713
1803.717185,7549,6688
1802.839057,7453,6815
1801.960779,7432,6681
1801.082354,7421,6717
1800.20378,7582,6782
1799.325057,7534,6655
1798.446186,7556,6780
1797.567167,7470,6754
1796.687999,7383,6724
1795.808682,7468,6698
1794.929216,7556,6707
1794.049602,7707,6696
1793.16984,7547,6745
1792.289928,7485,6710
1791.409868,7446,6679
1790.529659,7540,6656
1789.649301,7481,6681
1788.768794,7525,6668
1787.888139,7576,6736
1787.007334,7593,6747
1786.126381,7546,6668
1785.245278,7577,6798
1784.364027,7574,6816
1783.482626,7625,6776
1782.601077,7727,6829
1781.719378,7543,6776
1780.83753,7595,6806
1779.955533,7660,6821
1779.073387,7504,6809
1778.191091,7659,6825
1777.308646,7577,6813
1776.426052,7628,6836
1775.543308,7644,6751
1774.660416,7589,6837
1773.777373,7613,6846
1772.894182,7656,6900
1772.01084,7792,6895
1771.12735,7706,6852
1770.243709,7762,6829
1769.359919,7638,6778
1768.47598,7552,6750
1767.591891,7677,6916
1766.707652,7708,6821
1765.823264,7777,6872
1764.938725,7672,6851
1764.054037,7600,6769
1763.1692,7694,6861
1762.284212,7601,6748
1761.399075,7601,6871
1760.513787,7707,6817
1759.62835,7637,6932
1758.742763,7672,6790
1757.857025,7701,6773
1756.971138,7829,6907
1756.085101,7684,6905
1755.198913,7772,6812
1754.312575,7722,6786
1753.426088,7765,6866
1752.53945,7704,6868
1751.652661,7647,6783
1750.765723,7702,6781
1749.878634,7710,6872
1748.991395,7642,6938
1748.104006,7737,6818
1747.216466,7740,6828
1746.328776,7770,6832
1745.440935,7649,6724
1744.552944,7662,6893
1743.664802,7594,6876
1742.77651,7743,6919
1741.888067,7787,6879
1740.999473,7662,6798
1740.110729,7767,6818
1739.221834,7830,6855
1738.332789,7673,6834
1737.443592,7701,6777
1736.554245,7869,6901
1735.664747,7790,6889
1734.775098,7722,6856
1733.885299,7782,6861
1732.995348,7691,6820
1732.105247,7723,6846
1731.214994,7622,6944
1730.32459,7741,6906
1729.434036,7701,6871
1728.54333,7674,6838
1727.652473,7781,7030
1726.761465,7710,6818
1725.870306,7680,6882
1724.978996,7728,6923
1724.087534,7700,6896
1723.195921,7753,6807
1722.304157,7688,6982
1721.412242,7680,6882
1720.520175,7636,7017
1719.627956,7795,6834
1718.735586,7623,6830
1717.843065,7634,6971
1716.950392,7627,6893
1716.057568,7703,6986
1715.164592,7860,6890
1714.271465,7821,6859
1713.378185,7780,6813
1712.484755,7728,6978
1711.591172,7809,6887
1710.697438,7647,6869
1709.803551,7859,6954
1708.909514,7660,6830
1708.015324,7886,6883
1707.120982,7805,6917
1706.226489,7778,6956
1705.331843,7844,6976
1704.437046,7814,6984
1703.542096,7775,6980
1702.646994,7599,6974
1701.751741,7818,7051
1700.856335,7923,6943
1699.960777,7777,7013
1699.065067,7809,7032
1698.169205,7814,7020
1697.27319,7700,7006
1696.377023,7895,7011
1695.480704,7845,7043
1694.584233,7931,7041
1693.687609,7961,7101
1692.790833,7769,6994
1691.893904,7743,7033
1690.996823,7833,7038
1690.099589,7918,7097
1689.202203,7964,6966
1688.304664,7848,7025
1687.406972,7936,7090
1686.509128,7935,7018
1685.611132,7805,7070
1684.712982,7870,7187
1683.81468,7967,7051
1682.916225,8012,7184
1682.017617,7983,7027
1681.118856,7966,7074
1680.219943,7928,7076
1679.320876,7963,7087
1678.421657,7974,7115
1677.522284,8022,7067
1676.622759,7952,7144
1675.72308,7958,7136
1674.823249,8012,7130
1673.923264,7917,7041
1673.023126,8001,7107
1672.122835,8036,7114
1671.222391,8070,7207
1670.321793,8006,7104
1669.421042,8012,7140
1668.520138,8032,7095
1667.619081,8028,7169
1666.71787,7918,7174
1665.816505,8067,7161
1664.914988,8068,7159
1664.013316,7980,7151
1663.111492,8036,7193
1662.209513,7951,7176
1661.307381,7957,7151
1660.405096,8111,7211
1659.502657,7992,7297
1658.600064,7935,7150
1657.697317,8104,7150
1656.794417,8086,7153
1655.891362,7902,7192
1654.988154,8098,7240
1654.084793,8009,7345
1653.181277,8045,7212
1652.277607,7979,7192
1651.373783,8116,7223
1650.469806,8102,7213
1649.565674,8051,7219
1648.661388,8114,7211
1647.756948,8086,7261
1646.852354,7992,7219
1645.947606,7984,7103
1645.042704,8052,7182
1644.137647,8124,7214
1643.232436,7961,7326
1642.327071,8040,7235
1641.421552,8036,7267
1640.515878,8091,7077
1639.61005,8083,7175
1638.704067,8178,7183
1637.79793,7987,7236
1636.891638,8097,7137
1635.985192,8218,7212
1635.078591,8123,7214
1634.171835,8126,7278
1633.264925,8062,7187
1632.357861,8149,7211
1631.450641,8121,7158
1630.543267,8135,7272
1629.635738,8139,7136
1628.728054,8118,7273
1627.820215,8092,7240
1626.912222,8072,7098
1626.004073,8138,7272
1625.09577,8237,7293
1624.187311,8186,7341
1623.278698,8102,7227
1622.36993,8182,7244
1621.461006,8102,7229
1620.551927,8101,7305
1619.642693,8103,7222
1618.733304,8197,7318
1617.82376,8189,7374
1616.914061,8171,7331
1616.004206,8182,7263
1615.094196,8204,7327
1614.18403,8306,7304
1613.273709,8221,7368
1612.363233,8277,7414
1611.452601,8278,7358
1610.541814,8168,7296
1609.630871,8168,7295
1608.719772,8157,7413
1607.808518,8251,7399
1606.897109,8304,7436
1605.985543,8288,7411
1605.073822,8232,7387
1604.161945,8304,7386
1603.249913,8211,7352
1602.337724,8319,7428
1601.42538,8173,7353
1600.51288,8412,7504
1599.600224,8268,7465
1598.687412,8238,7333
1597.774444,8311,7491
1596.86132,8185,7461
1595.94804,8297,7379
1595.034604,8470,7398.996582
1594.121012,8333,7418.996582
1593.207263,8434,7439
1592.293359,8398,7452
1591.379298,8396,7389
1590.465081,8442,7384
1589.550708,8429,7512
1588.636178,8519,7601
1587.721492,8613,7525
1586.806649,8409,7622
1585.89165,8437,7538
1584.976495,8675,7587
1584.061183,8520,7647
1583.145715,8593,7781
1582.23009,8601,7714
1581.314308,8544,7685
1580.39837,8582,7811
1579.482275,8744,7761
1578.566024,8663,7785
1577.649615,8939,7876
1576.73305,8810,7833
1575.816328,8920,7894
1574.899449,8880,7938
1573.982414,8774,7927
1573.065221,8878,7935
1572.147871,8903,8027
1571.230365,8834,7927
1570.312701,8914,7897
1569.394881,8813,7926
1568.476903,8712,7844
1567.558768,8758,7836
1566.640476,8650,7882
1565.722027,8798,7769
1564.80342,8780,7813
1563.884656,8505,7694
1562.965735,8608,7655
1562.046657,8580,7634
1561.127421,8482,7626
1560.208028,8560,7690
1559.288477,8529,7553
1558.368769,8570,7713
1557.448904,8485,7609
1556.528881,8515,7599
1555.6087,8401,7614
1554.688362,8441,7469
1553.767866,8460,7623
1552.847212,8481,7675
1551.9264,8488,7557
1551.005431,8366,7501
1550.084304,8274,7542
1549.163019,8501,7419
1548.241577,8392,7633
1547.319976,8527,7528
1546.398218,8386,7467
1545.476301,8380,7498
1544.554227,8419,7514
1543.631994,8399,7479
1542.709604,8471,7503
1541.787055,8424,7482
1540.864348,8342,7464
1539.941483,8371,7492
1539.01846,8320,7388
1538.095278,8399,7348
1537.171938,8392,7515
1536.24844,8321,7492
1535.324784,8365,7499
1534.400969,8440,7499
1533.476996,8476,7526
1532.552864,8432,7529
1531.628574,8371,7385
1530.704125,8394.244019,7492
1529.779517,8417.492024,7453
1528.854751,8440.744018,7462
1527.929827,8464,7550
1527.004744,8313,7407
1526.079502,8306,7492
1525.154101,8261,7441
1524.228541,8446,7496
1523.302823,8423,7373
1522.376946,8449,7382
1521.45091,8297,7451
1520.524715,8370,7504
1519.598361,8376,7397
1518.671848,8357,7473
1517.745176,8443,7436
1516.818345,8350,7544
1515.891354,8399,7446
1514.964205,8348,7431
1514.036897,8501,7371
1513.109429,8395,7420
1512.181802,8357,7444
1511.254016,8449,7526
1510.32607,8471,7503
1509.397965,8361,7548
1508.469701,8408,7493
1507.541278,8402,7467
1506.612694,8458,7505
1505.683952,8371,7436
1504.75505,8501,7474
1503.825988,8425,7456
1502.896767,8365,7459
1501.967386,8441,7452
1501.037845,8305,7518
1500.108145,8438,7540
1499.178285,8455,7449
1498.248265,8460,7440
1497.318085,8402,7445
1496.387746,8412,7475
1495.457246,8476,7513
1494.526587,8440,7420
1493.595768,8398,7515
1492.664788,8375,7524
1491.733649,8447,7615
1490.80235,8453,7501
1489.87089,8602,7620
1488.939271,8499,7547
1488.007491,8361,7587
1487.075551,8474,7549
1486.143451,8479,7378
1485.21119,8434,7630
1484.278769,8552,7595
1483.346188,8540,7527
1482.413447,8592,7595
1481.480545,8578,7540
1480.547482,8465,7602
1479.614259,8536,7613
1478.680876,8636,7657
1477.747332,8513,7619
1476.813627,8681,7797
1475.879762,8696,7728
1474.945736,8686,7727
1474.011549,8541,7693
1473.077202,8683,7669
1472.142694,8901,7802
1471.208025,8671,7807
1470.273195,8640,7788
1469.338204,8774,7830
1468.403053,8708,7734
1467.46774,8610,7722
1466.532266,8671,7719
1465.596632,8586,7690
1464.660836,8651,7853
1463.724879,8470,7743
1462.788761,8626,7737
1461.852482,8652,7692
1460.916042,8752,7695
1459.97944,8673,7721
1459.042677,8716,7692
1458.105753,8643,7714
1457.168667,8642,7792
1456.23142,8722,7878
1455.294012,8841,7764
1454.356442,8683,7710
1453.418711,8726,7864
1452.480818,8780,7695
1451.542763,8764,7945
1450.604547,8802,7814
1449.666169,8854,7875
1448.72763,8742,7853
1447.788928,8882,7951
1446.850065,8836,7855
1445.911041,8763,7971
1444.971854,8903,7976
1444.032506,8940,8018
1443.092995,9127,8201
1442.153323,9221,8173
1441.213489,9264,8220
1440.273492,9208,8281
1439.333334,9261,8318
1438.393014,9278,8360
1437.452531,9420,8461
1436.511886,9501,8429
1435.571079,9544,8634
1434.63011,9600,8649
1433.688979,9759,8677
1432.747685,9969,8680
1431.806229,9926,8835
1430.864611,9879,8989
1429.92283,10193,8995
1428.980886,9982,9048
1428.038781,10057,8998
1427.096512,10009,9021
1426.154081,10050,8925
1425.211488,10126,8972
1424.268732,9807,8983
1423.325813,9792,8848
1422.382732,9690,8630
1421.439487,9413,8521
1420.49608,9360,8408
1419.55251,9277,8428
1418.608778,9141,8311
1417.664882,9062,8198
1416.720824,8952,7985
1415.776602,8903,8036
1414.832218,8944,7973
1413.88767,8944.005773,7874
1412.94296,8944.011547,7797
1411.998086,8944.017322,7896
1411.053049,8944.023098,7814
1410.107849,8944.028875,7737
1409.162486,8944.034653,7863
1408.216959,8944.040432,7757
1407.271269,8944.046212,7806
1406.325416,8944.051993,7893
1405.3794,8944.057775,7838
1404.43322,8721,7817
1403.486876,8827,7829
1402.54037,8780,7914
1401.593699,8861,7859
1400.646865,8989,7893
1399.699868,9041,7804
1398.752707,8998,8066
1397.805382,8994,7984
1396.857893,9120,8099
1395.910241,9086,8248
1394.962425,9272,8098
1394.014445,9340,8222
1393.066301,9426,8518
1392.117994,9441,8416
1391.169522,9698,8643
1390.220887,9851,8785
1389.272088,9849,8898
1388.323124,9944,8841
1387.373996,9877,8929
1386.424705,9958,8902
1385.475249,9918,8798
1384.525629,9959,8919
1383.575845,9668,8788
1382.625896,9723,8748
1381.675784,9665,8648
1380.725506,9601,8521
1379.775065,9397,8570
1378.824459,9442,8397
1377.873689,9543,8369
1376.922754,9373,8311
1375.971655,9221,8374
1375.020391,9200,8293
1374.068962,9188,8254
1373.117369,9121,8153
1372.165612,9196,8194
1371.213689,9207,8085
1370.261602,9160,8221
1369.30935,9185,8211
1368.356933,9128,8305
1367.404352,9132,8119
1366.451605,9151,8230
1365.498694,9160,8171
1364.545617,9078,8166
1363.592376,9238,8149
1362.638969,9064,8009
1361.685398,9226,8199
1360.731661,9012,8168
1359.777759,9020,8125
1358.823692,9200,8080
1357.86946,9062,8122
1356.915063,9033,7955
1355.9605,9005,8006
1355.005772,9106,7979
1354.050878,9201,8022
1353.095819,9144,8040
1352.140595,9010,8061
1351.185205,8938,8003
1350.22965,8966,7992
1349.273929,9054,8133
1348.318042,9063,7993
1347.36199,9006,7986
1346.405772,8948,8030
1345.449389,8992,7910
1344.492839,8947,7991
1343.536124,8826,7896
1342.579243,8926,7908
1341.622196,8949,7891
1340.664984,8860,7965
1339.707605,8898,8029
1338.75006,8928,8007
1337.79235,8876,7909
1336.834473,9015,8071
1335.87643,8865,7854
1334.918222,8927,7983
1333.959846,8935,7957
1333.001305,8741,7870
1332.042598,9096,7975
1331.083724,8833,7957
1330.124684,9064,7906
1329.165477,8916,7828
1328.206104,8813,7860
1327.246565,8849,7734
1326.286859,8838,7913
1325.326987,8914,8057
1324.366948,8895,8007
1323.406743,8891,7914
1322.446371,8925,7872
1321.485832,8897,7851
1320.525127,8941,7922
1319.564255,8942,7883
1318.603216,8904,8062
1317.64201,8792,7968
1316.680638,8894,7862
1315.719099,8996,7830
1314.757392,8942,8103
1313.795519,8932,7866
1312.833479,8923,7955
1311.871271,8989,7948
1310.908897,8911,7943
1309.946356,8920,8011
1308.983647,9039,7956
1308.020771,9095,8060
1307.057728,8962,8122
1306.094518,9125,8085
1305.13114,9101,8048
1304.167595,8994,8006
1303.203883,8983,8056
1302.240003,8959,8052
1301.275956,9138,8050
1300.311741,8980,7986
1299.347359,9071,8032
1298.382809,8852,7937
1297.418092,8889,7898
1296.453207,8969,7889
1295.488154,8883,8042
1294.522934,8937,7978
1293.557545,8894,7776
1292.591989,8964,7992
1291.626265,8954,7855
1290.660374,8896,7887
1289.694314,8878,7819
1288.728086,8937,7982
1287.761691,8909,7860
1286.795127,8779,7874
1285.828396,8841,7831
1284.861496,9053,7996
1283.894428,8878,7954
1282.927192,8942,7858
1281.959787,8812,7966
1280.992215,8981,7966
1280.024474,8832,7934
1279.056565,8974,7943
1278.088487,8871,7965
1277.120241,8882,7966
1276.151827,8860,7966
1275.183244,8876,7950
1274.214492,8821,7791
1273.245572,8855,7807
1272.276484,8821,7965
1271.307226,8925,7914
1270.3378,8840,7914
1269.368206,8795,7875
1268.398442,8971,7843
1267.42851,9131,7978
1266.458409,8829,7839
1265.488139,8877,7924
1264.5177,8878,7809
1263.547092,8823,7789
1262.576316,8959,7878
1261.60537,8838,7838
1260.634255,8992,7884
1259.662971,8917,7888
1258.691518,8786,7894
1257.719896,8852,7938
1256.748104,8795,7900
1255.776143,8837,7799
1254.804013,8857,7996
1253.831714,9040,7769
1252.859245,8839,7837
1251.886607,8965,7907
1250.913799,8832,7781
1249.940822,8956,7934
1248.967675,8714,7847
1247.994359,8760,7794
1247.020873,8842,7806
1246.047217,8780,7844
1245.073392,8885,7832
1244.099397,8790,7814
1243.125233,8747,7824
1242.150898,8782,7800
1241.176394,8755,7811
1240.20172,8699,7788
