#Wave,#Intensity1,#Intensity2,#Intensity1
1109.040479,6130,5428,6290
1110.038099,6239,5431,6359
1111.035544,6110,5393,6302
1112.032813,6150,5445,6298
1113.029908,6163,5459,6361
1114.026827,6123,5507,6283
1115.023571,6132,5481,6376
1116.020141,6154,5464,6366
1117.016536,6159,5483,6324
1118.012755,6158,5497,6371
1119.0088,6152,5571,6325
1120.00467,6146,5534,6376
1121.000365,6077,5544,6410
1121.995886,6087,5451,6304
1122.991232,6201,5439,6408
1123.986403,6230,5471,6342
1124.9814,6143,5521,6447
1125.976222,6130,5458,6474
1126.970869,6090,5428,6481
1127.965342,6127,5514,6502
1128.959641,6210,5530,6585
1129.953765,6138,5546,6614
1130.947715,6089,5529,6676
1131.941491,6180,5497,6929
1132.935092,6125,5538,6834
1133.928519,6185,5514,6949
1134.921772,6258,5630,7051
1135.914851,6266,5659,7216
1136.907756,6328,5718,7172
1137.900486,6212,5753,7318
1138.893043,6365,5771,7324
1139.885425,6389,5770,7363
1140.877634,6529,5836,7280
1141.869668,6534,5937,7222
1142.861529,6544,5893,7152
1143.853216,6569,5800,7059
1144.844729,6622,5760,6907
1145.836069,6547,5747,6775
1146.827234,6608,5707,6774
1147.818227,6520,5706,6630
1148.809045,6586,5658,6685
1149.79969,6403,5589,6592
1150.790161,6433,5589,6552
1151.780459,6430,5508,6533
1152.770583,6328,5537,6374
1153.760534,6447,5518,6526
1154.750311,6363,5519,6406
1155.739915,6453,5519,6499
1156.729346,6338,5522,6348
1157.718604,6323,5453,6372
1158.707688,6312,5450,6330
1159.696599,6344,5542,6398
1160.685337,6414,5465,6401
1161.673902,6237,5513,6335
1162.662294,6281,5468,6402
1163.650512,6122,5449,6340
1164.638558,6261,5504,6344
1165.626431,6285,5478,6327
1166.614131,6262,5561,6502
1167.601658,6286,5468,6401
1168.589012,6250,5482,6377
1169.576193,6224,5489,6415
1170.563202,6192,5415,6260
1171.550038,6183,5483,6296
1172.536701,6230,5519,6348
1173.523192,6256,5550,6385
1174.50951,6256,5491,6254
1175.495655,6188,5534,6270
1176.481628,6268,5472,6316
1177.467429,6185,5562,6289
1178.453057,6154,5477,6424
1179.438512,6213,5589,6338
1180.423796,6227,5616,6433
1181.408906,6156,5580,6397
1182.393845,6270,5441,6411
1183.378612,6200,5505,6470
1184.363206,6219,5486,6515
1185.347628,6171,5591,6477
1186.331878,6283,5549,6453
1187.315956,6290,5668,6470
1188.299862,6289,5661,6442
1189.283596,6360,5662,6492
1190.267158,6305,5616,6441
1191.250547,6265,5582,6391
1192.233766,6341,5638,6423
1193.216812,6317,5654,6387
1194.199686,6312,5631,6492
1195.182389,6360,5591,6357
1196.16492,6329,5646,6357
1197.147279,6303,5544,6435
1198.129467,6335,5592,6328
1199.111483,6293,5485,6337
1200.093328,6255,5496,6428
1201.075,6344,5554,6383
1202.056502,6236,5446,6436
1203.037832,6260,5433,6297
1204.018991,6254,5470,6237
1204.999978,6232,5462,6195
1205.980794,6077,5506,6409
1206.961438,6085,5466,6295
1207.941912,6183,5428,6336
1208.922214,6130,5470,6373
1209.902345,6133,5445,6349
1210.882305,6137.877979,5400,6310
1211.862094,6142.755107,5464,6252
1212.841711,6147.631383,5424,6381
1213.821158,6152.506809,5383,6355
1214.800434,6157.381382,5418,6326
1215.779539,6162.255106,5452,6231
1216.758473,6167.127978,5339,6298
1217.737236,6172,5457,6191
1218.715828,6131,5337,6236
1219.694249,6079,5418,6267
1220.6725,6140,5442,6315
1221.65058,6164,5465,6247
1222.628489,6154,5455,6273
1223.606228,6102,5452,6284
1224.583796,6096,5490,6298
1225.561194,6198,5500,6249
1226.538421,6194,5466,6346
1227.515478,6150,5472,6334
1228.492364,6140,5409,6307
1229.46908,6182,5479,6327
1230.445625,6071,5531,6424
1231.422,6247,5446,6377
1232.398205,6204,5533,6264
1233.37424,6177,5422,6290
1234.350104,6180,5474,6255
1235.325799,6201,5505,6379
1236.301323,6108,5508,6335
1237.276677,6121,5481,6276
1238.251861,6127,5540,6382
1239.226875,6202,5486,6380
1240.20172,6199,5476,6266
1241.176394,6198,5555,6355
1242.150898,6181,5485,6278
1243.125233,6223,5471,6363
1244.099397,6177,5453,6368
1245.073392,6166,5507,6384
1246.047217,6195,5464,6276
1247.020873,6190,5514,6396
1247.994359,6200,5450,6379
1248.967675,6213,5494,6335
1249.940822,6224,5493,6249
1250.913799,6214,5535,6320
1251.886607,6149,5554,6362
1252.859245,6168,5481,6264
1253.831714,6226,5578,6271
1254.804013,6139,5499,6264
1255.776143,6240,5410,6302
1256.748104,6184,5414,6376
1257.719896,6269,5548,6372
1258.691518,6306,5518,6367
1259.662971,6151,5532,6311
1260.634255,6236,5479,6461
1261.60537,6147,5439,6362
1262.576316,6193,5477,6337
1263.547092,6261,5518,6318
1264.5177,6207,5517,6413
1265.488139,6212,5555,6318
1266.458409,6181,5569,6305
1267.42851,6239,5569,6296
1268.398442,6218,5581,6405
1269.368206,6228,5576,6310
1270.3378,6244,5568,6271
1271.307226,6298,5531,6340
1272.276484,6242,5540,6293
1273.245572,6254,5479,6347
1274.214492,6195,5588,6208
1275.183244,6189,5582,6398
1276.151827,6199,5495,6391
1277.120241,6255,5545,6451
1278.088487,6238,5496,6446
1279.056565,6249,5587,6426
1280.024474,6227,5559,6401
1280.992215,6195,5449,6315
1281.959787,6204,5494,6310
1282.927192,6345,5466,6313
1283.894428,6263,5570,6303
1284.861496,6316,5528,6403
1285.828396,6159,5445,6408
1286.795127,6172,5523,6281
1287.761691,6302,5504,6269
1288.728086,6204,5510,6341
1289.694314,6185,5543,6319
1290.660374,6219,5494,6350
1291.626265,6270,5510,6298
1292.591989,6154,5475,6340
1293.557545,6196,5561,6342
1294.522934,6206,5512,6386
1295.488154,6187,5589,6344
1296.453207,6275,5532,6384
1297.418092,6264,5530,6288
1298.382809,6193,5600,6331
1299.347359,6145,5504,6349
