#Wave,#Intensity17
1321.485832,9014
1320.525127,9019
1319.564255,9142
1318.603216,9148
1317.64201,9017
1316.680638,9063
1315.719099,9086
1314.757392,9032
1313.795519,9105
1312.833479,9106
1311.871271,9022
1310.908897,9037
1309.946356,9052
1308.983647,9112
1308.020771,9019
1307.057728,9079
1306.094518,9140
1305.13114,9079
1304.167595,9049
1303.203883,9175
1302.240003,9181
1301.275956,9150
1300.311741,9192
1299.347359,8986
1298.382809,8985
1297.418092,9059
1296.453207,9083
1295.488154,9105
1294.522934,9005
1293.557545,8966
1292.591989,9084
1291.626265,8878
1290.660374,9042
1289.694314,8993
1288.728086,8902
1287.761691,8887
1286.795127,8969
1285.828396,8930
1284.861496,9041
1283.894428,9111
1282.927192,8978
1281.959787,8960
1280.992215,8954
1280.024474,8983
1279.056565,9028
1278.088487,9070
1277.120241,9120
1276.151827,8969
1275.183244,8814
1274.214492,9113
1273.245572,9068
1272.276484,8970
1271.307226,8975
1270.3378,8998
1269.368206,9001
1268.398442,8960
1267.42851,8911
1266.458409,8920
1265.488139,8978
1264.5177,8897
1263.547092,9054
1262.576316,9055
1261.60537,8946
1260.634255,8916
1259.662971,9086
1258.691518,9000
1257.719896,8972
1256.748104,8883
1255.776143,8885
1254.804013,9061
1253.831714,8882
1252.859245,8813
1251.886607,9010
1250.913799,8949
1249.940822,8957
1248.967675,9027
1247.994359,8910
1247.020873,8952
1246.047217,8876
1245.073392,8888
1244.099397,8859
1243.125233,8980
1242.150898,8856
1241.176394,9000
1240.20172,8859
1239.226875,8890
1238.251861,8996
1237.276677,8828
1236.301323,8906
1235.325799,8786
1234.350104,8818
1233.37424,8780
1232.398205,8835
1231.422,8782
1230.445625,8855
1229.46908,8890
1228.492364,8780
1227.515478,8743
1226.538421,8809
1225.561194,8802
1224.583796,8792
1223.606228,8653
1222.628489,8756
1221.65058,8570
1220.6725,8749
1219.694249,8703
1218.715828,8860
1217.737236,8754
1216.758473,8661
1215.779539,8646
1214.800434,8689
1213.821158,8689
1212.841711,8681
1211.862094,8659
1210.882305,8688
1209.902345,8664
1208.922214,8725
1207.941912,8565
1206.961438,8706
1205.980794,8556
1204.999978,8724
1204.018991,8701
1203.037832,8691
1202.056502,8782
1201.075,8621
1200.093328,8617
1199.111483,8822
1198.129467,8540
1197.147279,8730
1196.16492,8801
1195.182389,8719
1194.199686,8669
1193.216812,8686
1192.233766,8704
1191.250547,8810
1190.267158,8656
1189.283596,8887
1188.299862,8968
1187.315956,8806
1186.331878,8887
1185.347628,8998
1184.363206,8928
1183.378612,8895
1182.393845,8936
1181.408906,8821
1180.423796,8737
1179.438512,8829
1178.453057,8768
1177.467429,8782
1176.481628,8734
1175.495655,8759
1174.50951,8703
1173.523192,8704
1172.536701,8672
1171.550038,8707
1170.563202,8732
1169.576193,8688
1168.589012,8640
1167.601658,8651
1166.614131,8776
1165.626431,8594
1164.638558,8639
1163.650512,8601
1162.662294,8605
1161.673902,8675
1160.685337,8688
1159.696599,8621
1158.707688,8578
1157.718604,8551
1156.729346,8564
1155.739915,8672
1154.750311,8600
1153.760534,8649
1152.770583,8628
1151.780459,8660
1150.790161,8655
1149.79969,8577
1148.809045,8809
1147.818227,8853
1146.827234,8763
1145.836069,8859
1144.844729,8857
1143.853216,8893
1142.861529,9014
1141.869668,9112
1140.877634,9049
1139.885425,9170
1138.893043,9206
1137.900486,9346
1136.907756,9249
1135.914851,9117
1134.921772,9064
1133.928519,8942
1132.935092,8983
1131.941491,8956
1130.947715,8829
1129.953765,8709
1128.959641,8609
1127.965342,8509
