#Wave,#Intensity1,#Intensity2
2140.940778,5340,4809
2140.119108,5271,4788
2139.297302,5349,4733
2138.475359,5451,4785
2137.653279,5334,4809
2136.831064,5474,4772
2136.008712,5418,4839
2135.186223,5408,4756
2134.363598,5396,4831
2133.540837,5315,4859
2132.717938,5321,4794
2131.894904,5378,4741
2131.071732,5396,4754
2130.248425,5409,4731
2129.42498,5429,4794
2128.601399,5339,4787
2127.777681,5388,4798
2126.953826,5376,4724
2126.129834,5333,4791
2125.305706,5374,4798
2124.481441,5314,4796
2123.657039,5400,4809
2122.8325,5490,4810
2122.007824,5410,4762
2121.183011,5403,4750
2120.358061,5382,4793
2119.532975,5399,4873
2118.707751,5394,4804
2117.88239,5404,4798
2117.056892,5407,4806
2116.231257,5457,4809
2115.405484,5425,4861
2114.579575,5424,4808
2113.753528,5357,4676
2112.927344,5452,4800
2112.101023,5453,4782
2111.274565,5388,4812
2110.447969,5414,4816
2109.621236,5422,4812
2108.794365,5397,4730
2107.967357,5428,4859
2107.140212,5431,4836
2106.312929,5393,4799
2105.485509,5404,4904
2104.657951,5484,4745
2103.830255,5481,4895
2103.002422,5416,4833
2102.174452,5420,4863
2101.346344,5425,4829
2100.518098,5438,4815
2099.689714,5388,4837
2098.861193,5482,4877
2098.032533,5444,4865
2097.203736,5414,4839
2096.374802,5453,4887
2095.545729,5424,4780
2094.716519,5419,4843
2093.88717,5482,4828
2093.057684,5563,4864
2092.22806,5434,4884
2091.398297,5429,4842
2090.568397,5483,4801
2089.738359,5488,4895
2088.908182,5415,4896
2088.077868,5429,4827
2087.247415,5499,4838
2086.416824,5442,4928
2085.586095,5417,4806
2084.755228,5479,4836
2083.924222,5459,4834
2083.093078,5431,4880
2082.261796,5442,4883
2081.430376,5369,4882
2080.598817,5420,4841
2079.76712,5391,4881
2078.935284,5379,4829
2078.10331,5451,4905
2077.271197,5431,4860
2076.438946,5446,4828
2075.606556,5462,4875
2074.774028,5432,4888
2073.941361,5375,4821
2073.108556,5452,4807
2072.275612,5455,4884
2071.442529,5462,4860
2070.609307,5471,4893
2069.775947,5504,4873
2068.942448,5488,4833
2068.10881,5487,4795
2067.275033,5417,4844
2066.441117,5470,4787
2065.607063,5405,4798
2064.772869,5514,4854
2063.938537,5451,4899
2063.104066,5461,4824
2062.269455,5422,4851
2061.434706,5406,4817
2060.599817,5525,4858
2059.764789,5336,4851
2058.929623,5424,4854
2058.094317,5510,4932
2057.258872,5444,4850
2056.423287,5403,4864
2055.587564,5457,4848
2054.751701,5439,4834
2053.915698,5501,4840
2053.079557,5479,4910
2052.243276,5461,4830
2051.406856,5447,4844
2050.570296,5416,4928
2049.733597,5389,4860
2048.896758,5426,4878
2048.05978,5389,4892
2047.222662,5389,4891
2046.385405,5478,4799
2045.548008,5359,4883
2044.710471,5483,4867
2043.872795,5542,4845
2043.034979,5436,4818
2042.197023,5429,4879
2041.358928,5489,4905
2040.520692,5436,4864
2039.682317,5399,4803
2038.843802,5462,4845
2038.005148,5503,4743
2037.166353,5429,4839
2036.327418,5515,4906
2035.488344,5422,4901
2034.649129,5514,4858
2033.809775,5483,4912
2032.97028,5459,4878
2032.130646,5488,4869
