#Wave,#Intensity1,#Intensity2,#Intensity4,#Intensity17
1883.009957,13693,12580,12877,8186
1883.874572,13517,12373,12724,8344
1884.739041,13701,12285,12798,8318
1885.603365,13502,12273,12706,8283
1886.467544,13596,12470,12755,8361
1887.331577,13611,12382,12951,8328
1888.195465,13589,12367,12887,8242
1889.059208,13685,12589,12943,8306
1889.922805,13457,12472,12886,8332
1890.786258,13580,12274,12876,8396
1891.649565,13401,12209,12535,8229
1892.512727,13657,12393,12870,8386
1893.375744,13708,12499,12892,8378
1894.238615,13623,12418,12743,8209
1895.101342,13656,12382,12783,8274
1895.963924,13488,12450,12776,8281
1896.826361,13468,12435,12826,8241
1897.688652,13467,12319,12563,8155
1898.550799,13551,12385,12542,8355
1899.412801,13533,12341,12770,8338
1900.274658,13565,12442,12623,8252
1901.136371,13528,12345,12735,8265
1901.997938,13457,12305,12667,8186
1902.859361,13438,12245,12788,8267
1903.720639,13536,12440,12721,8286
1904.581772,13453,12405,12822,8338
1905.442761,13520,12364,12873,8300
1906.303605,13570,12251,12887,8255
1907.164304,13409,12248,12786,8309
1908.024859,13481,12340,12767,8307
1908.885269,13407,12181,12645,8208
1909.745535,13574,12266,12726,8253
1910.605656,13489,12254,12710,8231
1911.465633,13649,12456,12667,8288
1912.325465,13512,12330,12765,8213
1913.185153,13478,12260,12751,8154
1914.044696,13621,12185,12596,8212
1914.904096,13369,12203,12707,8145
1915.763351,13474,12241,12614,8318
1916.622461,13479,12250,12670,8179
1917.481428,13578,12435,12782,8201
1918.34025,13493,12286,12734,8271
1919.198928,13341,12240,12709,8187
1920.057462,13502,12317,12730,8297
1920.915852,13417,12136,12704,8159
1921.774098,13275,12065,12843,8270
1922.632199,13435,12257,12756,8184
1923.490157,13556,12504,12753,8242
1924.347971,13551,12265,12803,8204
1925.20564,13459,12232,12618,8142
1926.063166,13351,12025,12424,8149
1926.920548,13389,12065,12635,8204
1927.777786,13451,12242,12755,8049
1928.63488,13584,12127,12639,8119
1929.49183,13512,12194,12615,8153
1930.348637,13349,12043,12666,8307
1931.2053,13394,12088,12669,8179
1932.061819,13349,12202,12583,8065
1932.918195,13452,12063,12605,8174
1933.774426,13353,12130,12718,8273
1934.630514,13401,12220,12715,8203
1935.486459,13640,12124,12952,8276
1936.34226,13583,12203,12801,8203
1937.197918,13446,12126,12716,8247
1938.053432,13245,12153,12689,8168
1938.908802,13435,12058,12468,8187
1939.764029,13363,12168,12752,8231
1940.619113,13423,12266,12812,8260
1941.474053,13397,12333,12783,8165
1942.32885,13414,12210,12795,8233
1943.183504,13405,12031,12870,8103
1944.038014,13397,12160,12596,8182
1944.892381,13403,12115,12542,8115
1945.746605,13443,11999,12776,8169
1946.600686,13492,12014,12799,8255
1947.454624,13580,12261,12915,8113
1948.308418,13543,12294,12701,8281
1949.162069,13542,12086,12569,8150
1950.015578,13352,12041,12779,8147
1950.868943,13254,12077,12548,8102
1951.722165,13348,12237,12867,8017
1952.575244,13510,12212,12898,8179
1953.428181,13468,12199,12823,8147
1954.280974,13406,12292,12874,8183
1955.133625,13441,12125,12861,8209
1955.986132,13319,12223,12764,8173
1956.838497,13364,12113,12878,8197
1957.690719,13462,12274,12698,8214
1958.542798,13522,12212,12796,8344
1959.394735,13536,12283,12788,8159
1960.246529,13499,12161,12692,8089
1961.09818,13366,12175,12781,7942
1961.949688,13330,12173,12674,8121
1962.801054,13460,12233,12768,8234
1963.652278,13290,12172,12895,8119
1964.503359,13576,12352,12962,8261
1965.354297,13458,12201,12725,8246
1966.205093,13233,12112,12801,8133
1967.055746,13401,12024,12723,8159
1967.906257,13371,12281,12751,8149
1968.756625,13558,12181,12709,8282
1969.606851,13469,12262,12791,8180
1970.456935,13655,12284,12929,8270
1971.306877,13599,12134,12710,8191
1972.156676,13553,12259,12833,8152
1973.006333,13310,12121,12743,8108
1973.855848,13560,12147,12895,8228
1974.70522,13414,12148,12782,8071
1975.554451,13474,12309,12923,8282
1976.403539,13598,12369,13020,8287
1977.252485,13284,12230,12945,8164
1978.101289,13580,12273,12969,8047
1978.949951,13517,12253,12788,8052
1979.798472,13356,12148,12715,8137
1980.64685,13507,12069,12672,8228
1981.495086,13437,12318,12778,8176
1982.34318,13553,12193,12893,8177
1983.191133,13499,12154,12765,8236
1984.038943,13489,12164,12705,8150
1984.886612,13538,12218,12741,8111
1985.734139,13363,12102,12855,8145
1986.581524,13377,12182,12750,8119
1987.428768,13460,12049,12864,8267
1988.275869,13568,12368,12913,8236
1989.122829,13374,12176,12775,8185
1989.969648,13436,12268,12795,8166
1990.816325,13211,12014,12811,8093
1991.66286,13276,12166,12602,8237
1992.509254,13496,12145,12884,8249
1993.355506,13335,12196,13016,8140
1994.201617,13447,12148,12960,8211
1995.047586,13478,12002,12720,8048
1995.893414,13297,12188,12667,8098
1996.7391,13362,12069,12772,8155
1997.584645,13438,12034,12705,8067
1998.430049,13366,11988,12763,8130
1999.275311,13398,12006,12725,8067
2000.120432,13444,12006,12797,8261
2000.965412,13515,12154,12805,8064
2001.810251,13352,12112,12747,8071
2002.654948,13330,11987,12699,8167
2003.499505,13298,12088,12594,7855
2004.34392,13306,11976,12919,8048
2005.188194,13404,12165,12872,8124
2006.032327,13474,12045,12815,8012
2006.876319,13236,12026,12748,8129
2007.72017,13314,12020,12737,8140
2008.56388,13317,12053,12751,8099
2009.407449,13302,11910,12851,8169
2010.250877,13206,11934,12773,8048
2011.094165,13318,12115,12838,8247
2011.937311,13482,11934,12869,8178
2012.780317,13432,12063,12815,8002
2013.623181,13270,12143,12752,7967
2014.465905,13367,11849,12818,8111
2015.308489,13274,11771,12721,7964
2016.150931,13235,12002,12811,8021
2016.993233,13383,11960,12859,8135
2017.835394,13419,12100,12606,8030
2018.677415,13291,12100,12749,8154
2019.519295,13308,11809,12544,7998
2020.361035,13060,11974,12737,8028
2021.202634,13217,12076,12735,8095
2022.044092,13311,11818,12687,7990
2022.88541,13366,11850,12723,8111
2023.726588,13272,11959,12553,8068
2024.567625,13265,11945,12647,8005
2025.408521,13375,11796,12540,8004
2026.249278,13201,11848,12576,8022
2027.089894,13260,11866,12706,8014
2027.93037,13272,12008,12605,7993
2028.770705,13331,11923,12804,8054
2029.610901,13280,11991,12810,7983
2030.450956,13195,11980,12732,8062
2031.290871,13155,11888,12692,8030
2032.130646,13291,11760,12803,8019
2032.97028,13081,11827,12664,8017
2033.809775,13268,11984,12682,8075
2034.649129,13219,11871,12756,7926
2035.488344,13222,12051,12500,8055
2036.327418,13248,11919,12759,8019
2037.166353,13104,11952,12661,7961
2038.005148,13276,11843,12747,7895
2038.843802,13257,11857,12645,7939
2039.682317,13250,11922,12760,7995
2040.520692,13218,11972,12627,8006
2041.358928,13126,12099,12627,7966
2042.197023,13345,12002,12714,7975
2043.034979,13326,11830,12709,8038
2043.872795,13002,11752,12607,7975
2044.710471,13199,11961,12684,7982
2045.548008,13270,11843,12823,8077
2046.385405,13097,12014,12876,8076
2047.222662,13255,12061,12802,8012
2048.05978,13188,11992,12785,7935
2048.896758,13123,11825,12754,7895
2049.733597,13086,11756,12698,7926
2050.570296,13152,11804,12644,7896
2051.406856,13269,11913,12722,8016
2052.243276,13330,11966,12702,8019
2053.079557,13207,11858,12931,7880
2053.915698,13225,11932,12707,8039
2054.751701,13249,11809,12960,8005
2055.587564,13199,11996,12674,7991
2056.423287,13021,11822,12684,7968
2057.258872,13303,11857,12763,8052
2058.094317,13149,11770,12703,8030
2058.929623,13343,11828,12720,7979
2059.764789,13122,11894,12752,7999
2060.599817,13361,11900,12703,8001
2061.434706,13077,11934,12731,7971
2062.269455,13196,11933,12793,7950
2063.104066,13286,11868,12706,7969
2063.938537,13312,11956,12857,8051
2064.772869,13304,11853,12845,8047
2065.607063,13402,11932,12752,7965
2066.441117,13371,11980,12790,8026
2067.275033,13202,11972,12887,8008
2068.10881,13293,11818,12773,7916
2068.942448,13347,11926,12803,8016
2069.775947,13203,12034,12779,8070
2070.609307,13485,12029,12826,7991
2071.442529,13213,11982,12815,7922
2072.275612,13157,12077,12724,8088
2073.108556,13334,11902,12880,7997
2073.941361,13279,11888,12834,8049
2074.774028,13164,11939,12813,7885
2075.606556,13428,12010,12785,7938
2076.438946,13304,11825,12898,7991
2077.271197,13401,11981,12846,7948
2078.10331,13414,11810,12900,8030
2078.935284,13385,11917,12836,7962
2079.76712,13276,11850,12765,7808
2080.598817,13213,12024,12881,7973
2081.430376,13390,12008,12845,8082
2082.261796,13377,12136,12887,8033
2083.093078,13455,12164,12875,7999
2083.924222,13223,11980,12811,8045
2084.755228,13264,11858,12880,7973
2085.586095,13166,11947,12840,7978
2086.416824,13133,11873,12887,7975
2087.247415,13375,12084,12860,7921
2088.077868,13301,11988,12934,8050
2088.908182,13424,12044,12809,7950
2089.738359,13185,11906,12773,8047
2090.568397,13245,11805,12656,7910
2091.398297,13199,11872,12701,7951
2092.22806,13252,11912,12846,8042
2093.057684,13412,11934,12960,8069
2093.88717,13437,11940,13063,8030
2094.716519,13591,11967,13040,8061
2095.545729,13124,11905,13043,7947
2096.374802,13375,11869,12920,7874
2097.203736,13257,11896,12842,7934
2098.032533,13219,11966,12906,8039
2098.861193,13442,11967,12794,7973
2099.689714,13329,12154,12940,7984
2100.518098,13211,11967,13016,7969
2101.346344,13245,11955,12931,7856
2102.174452,13251,11915,12795,7909
2103.002422,13221,11837,12759,7888
2103.830255,13104,11987,12811,7892
2104.657951,13205,11910,12978,7863
2105.485509,13268,11887,12945,7938
2106.312929,13529,11986,12895,8031
2107.140212,13187,11915,12688,7946
2107.967357,13213,11753,12879,7929
2108.794365,13221,11764,12779,7957
2109.621236,13255,11870,12806,7969
2110.447969,13308,11966,13043,7883
2111.274565,13233,11917,12979,8069
2112.101023,13150,11858,12845,7892
2112.927344,13306,11802,12857,7892
2113.753528,13206,11833,12856,7962
2114.579575,13055,11810,12724,7868
2115.405484,13200,11910,12866,7911
2116.231257,13220,11848,13052,7988
2117.056892,13326,11846,12859,7981
2117.88239,13278,11830,12988,7946
2118.707751,13114,11915,12827,7900
2119.532975,13128,11751,12732,7904
2120.358061,13013,11718,12669,7943
2121.183011,13138,11787,12955,8014
2122.007824,13223,11801,12767,7892
2122.8325,13356,11873,12969,7860
2123.657039,13202,11934,12805,7981
2124.481441,13329,11942,12954,7977
2125.305706,13058,11813,12946,8015
2126.129834,13184,11926,12924,7765
2126.953826,13173,11851,12789,7895
2127.777681,13314,11806,12822,7914
2128.601399,13346,11841,12824,7997
2129.42498,13416,11925,12995,8025
2130.248425,13371,11755,12786,8070
2131.071732,13130,11838,12634,7759
2131.894904,13022,11621,12874,7807
2132.717938,13038,11712,12837,7856
2133.540837,13154,11911,12922,8017
2134.363598,13234,11809,12878,8123
2135.186223,13283,11923,12856,7858
2136.008712,13096,11720,12927,7889
2136.831064,13179,11773,12802,7828
2137.653279,13107,11812,12730,7882
2138.475359,13085,11636,12773,7954
2139.297302,13134,11819,12840,7912
2140.119108,13092,11745,12805,7935
2140.940778,13202,11772,12946,7923
2141.762312,13237,11684,12980,7912
2142.58371,13224,11771,12844,7946
2143.404971,13240,11795,12749,7881
2144.226097,13172,11779,12843,7824
2145.047086,13084,11834,12949,7887
2145.867938,13146,11764,12858,7939
2146.688655,13249,11810,13012,7772
2147.509236,13200,11652,12802,7939
2148.329681,13093,11722,12924,7821
2149.149989,13168,11766,12799,7882
2149.970162,13228,11732,12848,7911
2150.790198,13259,11676,12914,7829
2151.610099,13132,11917,12813,7885
2152.429864,13250,11884,13101,7942
2153.249493,13125,11634,13087,7885
2154.068986,13191,11876,12914,7857
2154.888343,13108,11727,12904,7918
2155.707564,13095,11516,13025,7863
2156.52665,13065,11632,12935,7816
2157.345599,12984,11717,12887,7810
2158.164414,13259,11728,12877,7879
2158.983092,13143,11812,12830,7884
2159.801635,13153,11815,12930,7865
2160.620042,13140,11720,12936,7776
2161.438313,13169,11725,12811,7837
2162.256449,13219,11831,12869,7826
2163.07445,13105,11811,13052,7869
2163.892314,13207,11933,13049,7960
2164.710044,13129,11859,13058,7855
2165.527638,13311,11743,12894,7946
2166.345096,12982,11608,13039,7946
2167.162419,13070,11512,12829,7818
2167.979607,13135,11783,12785,7707
2168.796659,13306,11725,13087,7821
2169.613576,13277,11881,12861,7989
2170.430358,13309,11858,13043,7922
2171.247004,13350,11830,12751,7953
2172.063516,13127,11765,12973,7925
2172.879892,13279,11791,12809,7860
2173.696132,13242,11668,12958,7862
2174.512238,13196,11719,12848,7723
2175.328208,13372,11699,12952,7926
2176.144044,13259,11751,12936,7995
2176.959744,13169,11808,12896,8052
2177.77531,13158,11626,12948,7794
2178.59074,13133,11710,12823,7890
2179.406035,13265,11804,12926,7838
2180.221196,13209,11848,13041,7773
2181.036221,13285,11831,12926,7998
2181.851112,13399,11808,12943,7962
2182.665867,13162,11798,12893,7873
2183.480488,13239,11787,13024,7906
2184.294974,13102,11865,12974,7900
2185.109325,13216,11784,12940,7934
2185.923542,13106,11779,13021,7886
2186.737623,13225,11868,13172,8009
2187.55157,13347,11887,13053,7871
2188.365383,13232,11907,13076,7943
2189.179061,13332,11802,12987,7907
2189.992604,13286,11894,13001,7988
2190.806012,13336,11748,13036,7984
2191.619286,13298,11981,13105,8070
2192.432425,13316,11877,13054,8007
2193.24543,13439,11842,13057,7855
2194.058301,13430,11894,13151,8081
2194.871037,13382,11941,13139,7929
2195.683638,13276,11869,13169,7972
2196.496105,13164,11824,13101,7971
2197.308438,13445,11875,13170,7977
2198.120637,13327,11844,13015,7921
2198.932701,13242,11895,13312,8043
2199.744631,13380,12021,13184,8057
2200.556426,13243,11859,13115,7852
2201.368088,13308,11831,13164,7835
2202.179615,13255,11765,13169,7897
2202.991008,13233,11890,12983,7896
2203.802267,13295,11722,13086,7891
2204.613392,13430,11793,13049,7961
2205.424382,13351,11898,13190,7904
2206.235239,13279,12011,13228,7960
2207.045961,13203,11905,13071,7986
2207.85655,13229,11784,13084,7877
2208.667005,13329,11808,13101,7698
2209.477325,13223,11768,13231,7914
2210.287512,13354,11930,13002,8040
2211.097565,13217,11860,13218,7873
2211.907484,13322,11890,13096,7970
2212.717269,13365,11937,13131,7820
2213.52692,13439,11831,12939,7966
2214.336438,13224,11878,13119,7954
2215.145822,13290,11798,13074,7899
2215.955072,13413,11829,13148,7875
2216.764188,13336,11777,13228,7895
2217.573171,13421,11759,13280,7854
2218.38202,13316,11787,13172,7953
2219.190736,13373,11778,12998,7785
2219.999318,13312,11762,13038,7876
2220.807766,13074,11820,13060,7825
2221.616081,13265,11773,13205,7819
2222.424262,13374,11868,13053,7849
2223.23231,13386,11766,13147,7840
2224.040224,13389,11877,13082,7860
2224.848005,13146,11793,12997,7953
2225.655653,13284,11802,12813,7915
2226.463167,13141,11723,13040,7922
2227.270548,13136,11702,13069,7923
2228.077796,13272,11866,13069,7764
2228.88491,13342,11780,13110,7882
2229.691891,13329,11688,13076,8007
2230.498739,13207,11677,13112,8034
2231.305454,13181,11640,13016,7775
2232.112035,13144,11605,13138,7774
2232.918484,13199,11665,12916,7842
2233.724799,13395,11712,13067,7818
2234.530981,13359,11831,13019,7791
2235.33703,13357,11983,13052,7897
2236.142946,13330,11803,13084,7830
2236.948729,13208,11812,13105,7827
2237.754379,13316,11703,12974,7765
2238.559896,13094,11647,13003,7853
2239.365281,13307,11825,12979,7757
2240.170532,13306,11907,12901,7846
2240.97565,13262,11713,13138,7930
2241.780636,13189,11721,13167,7733
2242.585489,13270,11752,13087,7736
2243.390209,13124,11599,12897,7743
2244.194796,13049,11710,12914,7727
2244.999251,13256,11664,13025,7798
2245.803573,13162,11949,12952,7890
2246.607762,13266,11755,13033,7828
2247.411818,13212,11707,13144,7759
2248.215742,13031,11686,12881,7672
2249.019534,13122,11646,13098,7862
2249.823192,13065,11703,13041,7693
2250.626719,13163,11683,13061,7724
2251.430112,13205,11599,12979,7831
2252.233374,13206,11582,13184,7839
2253.036502,13169,11797,13227,7761
2253.839499,13123,11738,13025,7814
2254.642363,13223,11732,13053,7698
2255.445094,13132,11618,13001,7786
2256.247694,13128,11599,13051,7775
2257.050161,13219,11594,13124,7922
2257.852495,13358,11685,13123,7976
2258.654698,13503,11751,13182,7877
2259.456768,13282,11817,13348,7729
2260.258706,13062,11801,13051,7769
2261.060512,12960,11665,13041,7843
2261.862186,13217,11523,13070,7802
