#Wave,#Intensity1,#Intensity2,#Intensity4,#Intensity17
1166.614131,14114,13411,12146,8776
1167.601658,13830,13311,12093,8651
1168.589012,13964,13362,12342,8640
1169.576193,13855,13246,12268,8688
1170.563202,13849,13173,12320,8732
1171.550038,13905,13389,12167,8707
1172.536701,13949,13398,12273,8672
1173.523192,13976,13388,12286,8704
1174.50951,13825,13203,12288,8703
1175.495655,13767,13292,12204,8759
1176.481628,13978,13262,12207,8734
1177.467429,13955,13285,12325,8782
1178.453057,14096,13516,12152,8768
1179.438512,14118,13467,12305,8829
1180.423796,13944,13524,12282,8737
1181.408906,13964,13255,12123,8821
1182.393845,14046,13452,12272,8936
1183.378612,13817,13435,12234,8895
1184.363206,13930,13461,12395,8928
1185.347628,14089,13534,12296,8998
1186.331878,13879,13249,12369,8887
1187.315956,13957,13451,12325,8806
1188.299862,13792,13472,12238,8968
1189.283596,13820,13588,12288,8887
1190.267158,13945,13424,12424,8656
1191.250547,14063,13383,12445,8810
1192.233766,13861,13465,12271,8704
1193.216812,14009,13361,12353,8686
1194.199686,13821,13463,12176,8669
1195.182389,13847,13489,12317,8719
1196.16492,13969,13515,12387,8801
1197.147279,13852,13540,12338,8730
1198.129467,13926,13467,12290,8540
1199.111483,13886,13346,12150,8822
1200.093328,13998,13384,12357,8617
1201.075,13781,13223,12221,8621
1202.056502,13982,13264,12188,8782
1203.037832,13873,13240,12303,8691
1204.018991,13692,13323,12258,8701
1204.999978,13773,13155,12098,8724
1205.980794,13622,13186,12102,8556
1206.961438,13840,13253,12064,8706
1207.941912,13851,13096,12180,8565
1208.922214,13898,13256,12200,8725
1209.902345,13816,13102,12163,8664
1210.882305,13754,13160,12056,8688
1211.862094,13659,13261,12105,8659
1212.841711,13650,13298,12147,8681
1213.821158,13833,13219,12412,8689
1214.800434,13901,13290,12230,8689
1215.779539,13784,13198,12212,8646
1216.758473,13784,13049,12166,8661
1217.737236,13798,13241,12140,8754
1218.715828,13976,13286,12122,8860
1219.694249,13845,13165,12148,8703
1220.6725,13904,13422,12305,8749
1221.65058,13758,13152,12343,8570
1222.628489,13769,13141,12159,8756
1223.606228,13793,13212,12341,8653
1224.583796,13794,13198,12155,8792
1225.561194,13910,13309,12260,8802
1226.538421,13845,13317,12183,8809
1227.515478,13865,13232,12330,8743
1228.492364,13835,13021,12364,8780
1229.46908,13963,13255,12395,8890
1230.445625,13908,13279,12329,8855
1231.422,13933,13303,12372,8782
1232.398205,13979,13604,12359,8835
1233.37424,13806,13345,12373,8780
1234.350104,13887,13387,12457,8818
1235.325799,13723,13239,12253,8786
1236.301323,13803,13354,12450,8906
1237.276677,13981,13370,12364,8828
1238.251861,14006,13345,12453,8996
1239.226875,14138,13296,12420,8890
1240.20172,13958,13370,12295,8859
1241.176394,13982,13373,12285,9000
1242.150898,13941,13417,12488,8856
1243.125233,14068,13386,12417,8980
1244.099397,14098,13409,12623,8859
1245.073392,14034,13367,12418,8888
1246.047217,14196,13275,12289,8876
1247.020873,14068,13222,12478,8952
1247.994359,13977,13431,12537,8910
1248.967675,14042,13455,12457,9027
1249.940822,14120,13469,12634,8957
1250.913799,13989,13514,12440,8949
1251.886607,13980,13349,12483,9010
1252.859245,14170,13407,12373,8813
1253.831714,13967,13411,12527,8882
1254.804013,14189,13598,12593,9061
1255.776143,13978,13531,12472,8885
1256.748104,14115,13482,12474,8883
1257.719896,13941,13609,12462,8972
1258.691518,14045,13309,12575,9000
1259.662971,14176,13530,12525,9086
1260.634255,14155,13416,12442,8916
1261.60537,14086,13552,12512,8946
1262.576316,13982,13480,12512,9055
1263.547092,14040,13443,12542,9054
1264.5177,14079,13356,12567,8897
1265.488139,14069,13384,12527,8978
1266.458409,14108,13485,12562,8920
1267.42851,14193,13469,12588,8911
1268.398442,14192,13411,12541,8960
1269.368206,13925,13477,12378,9001
1270.3378,14261,13338,12472,8998
1271.307226,14019,13411,12544,8975
1272.276484,13998,13489,12653,8970
1273.245572,14196,13437,12664,9068
1274.214492,14293,13375,12599,9113
1275.183244,14116,13437,12458,8814
1276.151827,13905,13443,12531,8969
1277.120241,14305,13461,12660,9120
1278.088487,14222,13458,12589,9070
1279.056565,14353,13525,12586,9028
1280.024474,14065,13465,12455,8983
1280.992215,13994,13352,12553,8954
1281.959787,13981,13352,12641,8960
1282.927192,14160,13586,12596,8978
1283.894428,14252,13496,12506,9111
1284.861496,14289,13502,12693,9041
1285.828396,14101,13343,12536,8930
1286.795127,14105,13487,12599,8969
1287.761691,14112,13168,12383,8887
1288.728086,14190,13568,12442,8902
1289.694314,14092,13473,12600,8993
1290.660374,14211,13616,12644,9042
1291.626265,14000,13470,12404,8878
1292.591989,14094,13307,12504,9084
1293.557545,14000,13201,12368,8966
1294.522934,14142,13501,12660,9005
1295.488154,14194,13577,12622,9105
1296.453207,14151,13425,12628,9083
1297.418092,14052,13306,12538,9059
1298.382809,13962,13430,12617,8985
1299.347359,14089,13455,12467,8986
1300.311741,14051,13369,12737,9192
1301.275956,14149,13540,12579,9150
1302.240003,14060,13643,12662,9181
1303.203883,14014,13523,12674,9175
1304.167595,14181,13274,12453,9049
1305.13114,13857,13495,12528,9079
1306.094518,13969,13393,12472,9140
1307.057728,14138,13553,12578,9079
1308.020771,14129,13458,12788,9019
1308.983647,13922,13611,12485,9112
1309.946356,14038,13568,12594,9052
1310.908897,14219,13557,12480,9037
1311.871271,14164,13629,12611,9022
1312.833479,14070,13366,12610,9106
1313.795519,14207,13421,12551,9105
1314.757392,14081,13591,12764,9032
1315.719099,13915,13359,12499,9086
1316.680638,13971,13397,12616,9063
1317.64201,13946,13523,12647,9017
1318.603216,13912,13443,12720,9148
1319.564255,13958,13439,12618,9142
1320.525127,14070,13423,12596,9019
1321.485832,14169,13556,12486,9014
1322.446371,14004,13342,12443,9080
1323.406743,13989,13390,12614,9047
1324.366948,14010,13385,12660,9236
1325.326987,13852,13428,12729,9170
1326.286859,14037,13467,12467,9222
1327.246565,13932,13609,12550,9055
1328.206104,14171,13433,12679,9143
1329.165477,14130,13430,12543,9149
1330.124684,14074,13618,12610,9056
1331.083724,14334,13430,12702,9180
1332.042598,14194,13461,12679,9284
1333.001305,14029,13377,12553,9249
1333.959846,14067,13429,12737,9173
1334.918222,14002,13342,12602,9233
1335.87643,14152,13457,12672,9045
1336.834473,14067,13481,12624,9261
1337.79235,14227,13654,12750,9146
1338.75006,14210,13523,12721,9155
1339.707605,14077,13360,12531,9204
1340.664984,14091,13520,12751,9233
1341.622196,14170,13455,12691,9175
1342.579243,14127,13607,12721,9308
1343.536124,14210,13446,12801,9221
1344.492839,14121,13322,12706,9263
1345.449389,14331,13526,12571,9261
1346.405772,14248,13471,12740,9132
1347.36199,14373,13518,12741,9217
1348.318042,14081,13426,12636,9210
1349.273929,14416,13613,12823,9228
1350.22965,14132,13545,12760,9103
1351.185205,14381,13680,12709,9275
1352.140595,14220,13444,12708,9187
1353.095819,14369,13576,12956,9382
1354.050878,14239,13656,12797,9230
1355.005772,14195,13629,12878,9198
1355.9605,14411,13742,12863,9427
1356.915063,14095,13411,12801,9187
1357.86946,14360,13507,12716,9316
1358.823692,14298,13755,12824,9312
1359.777759,14336,13732,12792,9282
1360.731661,14304,13857,12802,9357
1361.685398,14315,13504,12895,9336
1362.638969,14280,13701,12665,9313
1363.592376,14417,13597,12857,9374
1364.545617,14529,13692,12944,9395
1365.498694,14339,13621,13008,9429
1366.451605,14572,13716,13034,9470
1367.404352,14181,13875,12917,9285
1368.356933,14429,13688,12930,9381
1369.30935,14271,13847,12892,9321
1370.261602,14388,13748,12891,9386
1371.213689,14462,13745,13047,9415
1372.165612,14420,13730,12893,9540
1373.117369,14460,13715,13136,9437
1374.068962,14332,13794,12943,9356
1375.020391,14157,13695,12845,9480
1375.971655,14445,13806,12757,9403
1376.922754,14366,13845,12991,9406
1377.873689,14473,14221,13085,9428
1378.824459,14706,13953,12950,9489
1379.775065,14499,13858,13028,9448
1380.725506,14393,14103,12885,9399
1381.675784,14484,14025,12958,9505
1382.625896,14542,14140,13152,9589
1383.575845,14465,14108,13175,9645
1384.525629,14608,14443,13113,9691
1385.475249,14631,14371,13048,9605
1386.424705,14653,14334,13049,9702
1387.373996,14685,14474,13291,9564
1388.323124,14676,14590,13206,9601
1389.272088,14643,14570,13274,9751
1390.220887,14653,14404,12918,9688
1391.169522,14570,14337,13049,9576
1392.117994,14709,14204,13164,9310
1393.066301,14590,14145,13157,9400
1394.014445,14652,14000,13191,9384
1394.962425,14422,13991,13091,9366
1395.910241,14366,13726,13008,9327
1396.857893,14431,13684,12858,9426
1397.805382,14194,13759,12671,9207
1398.752707,14230,13561,12702,9140
1399.699868,14217,13601,12949,9269
1400.646865,14343,13572,12816,9193
1401.593699,14238,13549,12772,9238
1402.54037,14229,13502,12837,9167
1403.486876,14084,13496,12782,9263
1404.43322,14022,13345,12630,9062
1405.3794,14197,13387,12695,9127
1406.325416,14346,13453,12727,9313
1407.271269,14125,13454,12728,9054
1408.216959,14159,13559,12634,9111
1409.162486,14088,13438,12577,9117
1410.107849,14246,13279,12745,9095
1411.053049,14198,13323,12667,8947
1411.998086,14284,13412,12686,9072
1412.94296,14325,13650,12793,9128
1413.88767,14092,13590,12871,9094
1414.832218,14168,13447,12763,9068
1415.776602,14000,13445,12752,9150
1416.720824,14356,13520,12825,9129
1417.664882,14231,13659,12801,9451
1418.608778,14215,13755,13027,9413
1419.55251,14395,13732,13015,9347
1420.49608,14426,13836,12810,9406
1421.439487,14434,13666,12869,9429
1422.382732,14524,13933,12997,9609
1423.325813,14468,14062,13101,9621
1424.268732,14658,14236,13099,9864
1425.211488,14818,14411,13237,9835
1426.154081,14664,14327,13170,9933
1427.096512,14789,14490,13194,10017
1428.038781,14737,14390,13297,9941
1428.980886,14769,14521,13458,9925
1429.92283,14874,14499,13424,9963
1430.864611,14662,14610,13455,9953
1431.806229,15011,14264,13346,9774
1432.747685,14761,14319,13204,9692
1433.688979,14682,14329,13341,9681
1434.63011,14763,14147,13163,9625
1435.571079,14698,14086,13401,9573
1436.511886,14553,14002,13231,9659
1437.452531,14759,14094,13247,9535
1438.393014,14507,13825,13188,9463
1439.333334,14650,13848,13164,9457
1440.273492,14390,13745,13143,9481
1441.213489,14762,13682,13216,9512
1442.153323,14569,13758,13153,9364
1443.092995,14406,13809,12905,9347
1444.032506,14465,13779,13025,9296
1444.971854,14471,13744,13166,9309
1445.911041,14312,13513,12895,9254
1446.850065,14394,13767,13143,9277
1447.788928,14401,13722,13175,9335
1448.72763,14378,13615,13029,9312
1449.666169,14287,13636,12982,9344
1450.604547,14329,13652,13029,9240
1451.542763,14437,13617,13160,9330
1452.480818,14182,13685,12911,9339
1453.418711,14546,13625,12926,9379
1454.356442,14320,13706,13170,9281
1455.294012,14415,13858,12917,9395
1456.23142,14398,13735,13006,9345
1457.168667,14230,13626,12934,9111
1458.105753,14214,13679,12994,9232
1459.042677,14404,13709,12876,9409
1459.97944,14390,13635,12891,9378
1460.916042,14483,13551,13028,9098
1461.852482,14375,13456,12898,9301
1462.788761,14404,13587,12830,9282
1463.724879,14270,13468,12833,9179
1464.660836,14136,13597,13079,9355
1465.596632,14455,13584,13204,9219
1466.532266,14426,13610,12985,9334
1467.46774,14416,13604,12942,9149
1468.403053,14258,13417,12925,9107
1469.338204,14302,13578,12943,9225
1470.273195,14237,13568,12830,9046
1471.208025,14268,13620,13048,9281
1472.142694,14291,13593,13044,9217
1473.077202,14261,13471,13130,9264
1474.011549,14273,13642,12804,9119
1474.945736,14290,13445,12930,9051
1475.879762,14291,13504,12874,9203
1476.813627,14438,13603,13008,9237
1477.747332,14418,13387,12915,9185
1478.680876,14391,13458,12987,9170
1479.614259,14322,13412,12890,9179
1480.547482,14232,13237,12871,9144
1481.480545,14197,13401,12665,9069
1482.413447,14082,13259,12852,9228
1483.346188,14032,13393,12716,9085
1484.278769,14245,13402,12855,9150
1485.21119,14116,13228,12813,9251
1486.143451,14107,13350,12816,9062
1487.075551,14154,13284,12906,9073
1488.007491,14054,13393,12845,8949
1488.939271,14116,13422,12941,9156
1489.87089,14280,13379,12893,9201
1490.80235,14091,13507,12746,9147
1491.733649,14115,13243,12747,9082
1492.664788,14030,13285,12818,9100
1493.595768,14211,13208,12815,9089
1494.526587,14113,13203,12929,8998
1495.457246,14189,13242,12914,9138
1496.387746,14259,13437,12875,9098
1497.318085,14078,13255,12644,9022
1498.248265,13952,13299,12819,9039
1499.178285,14007,13167,12741,9082
1500.108145,14111,13325,12784,9050
1501.037845,14168,13308,12871,9039
1501.967386,14072,13334,12693,9015
1502.896767,14069,13262,12778,9080
1503.825988,14099,13298,12696,9075
1504.75505,14030,13335,12737,8970
1505.683952,13929,13164,12932,9040
1506.612694,14008,13228,12882,9073
1507.541278,14233,13266,12732,9134
1508.469701,14164,13195,12704,8904
1509.397965,14026,13243,12686,8932
1510.32607,14065,13246,12604,9047
1511.254016,14098,13242,12915,9014
1512.181802,13907,13178,12751,8925
1513.109429,14203,13384,12738,9098
1514.036897,14075,13198,12781,9018
1514.964205,14155,13140,12686,9143
1515.891354,14040,13127,12575,8974
1516.818345,14050,13337,12724,9115
1517.745176,14022,13388,12883,9008
1518.671848,14104,13256,12756,9116
1519.598361,14180,13251,12799,9073
1520.524715,14007,13213,12877,9075
1521.45091,14098,13214,12709,9060
1522.376946,14083,12997,12807,8957
1523.302823,14009,13260,12783,9124
1524.228541,14085,13055,12863,9046
1525.154101,14286,13184,12896,9180
1526.079502,14158,13218,12806,9100
1527.004744,14104,13121,12779,9026
1527.929827,14078,13069,12786,9120
1528.854751,14080,13233,12835,8994
1529.779517,14160,13286,12984,9123
1530.704125,14304,13318,12686,9103
1531.628574,14102,13214,12811,9149
1532.552864,14029,13119,12902,9057
1533.476996,14183,13191,12845,9211
1534.400969,14062,13261,12784,9103
1535.324784,14147,13259,12812,9120
1536.24844,14154,13208,12826,9099
1537.171938,14328,13390,12906,9207
1538.095278,14161,13313,12779,9075
1539.01846,14120,13279,12826,9232
1539.941483,14142,13340,12856,9097
1540.864348,14358,13298,12968,9183
1541.787055,14312,13305,12960,9182
1542.709604,14104,13413,12748,9125
1543.631994,14264,13302,13035,9200
1544.554227,14100,13307,12778,9153
1545.476301,14098,13315,12972,9162
1546.398218,14090,13266,12739,9235
1547.319976,14276,13426,13013,9239
1548.241577,14320,13332,12782,9283
1549.163019,14126,13358,12978,9223
1550.084304,14084,13441,12820,9121
1551.005431,14204,13255,12953,9152
1551.9264,14099,13400,12794,9220
1552.847212,14153,13326,13034,9205
1553.767866,14349,13463,13026,9367
1554.688362,14443,13464,12955,9323
1555.6087,14258,13463,12976,9196
1556.528881,14240,13510,12959,9100
1557.448904,14277,13296,12865,9309
1558.368769,14327,13287,13048,9164
1559.288477,14519,13441,13087,9315
1560.208028,14317,13333,13071.49336,9431
1561.127421,14320,13340,13055.98938,9337
1562.046657,14160,13429,13040.48806,9416
1562.965735,14373,13427,13024.98939,9443
1563.884656,14174,13382,13009.49337,9483
1564.80342,14406,13483,12994,9657
1565.722027,14440,13569,13304,9522
1566.640476,14258,13477,13136,9480
1567.558768,14442,13451,13207,9603
1568.476903,14310,13390,13122,9460
1569.394881,14528,13597,13156,9548
1570.312701,14500,13552,13222,9674
1571.230365,14546,13639,13433,9899
1572.147871,14621,13710,13427,9708
1573.065221,14380,13552,13160,9671
1573.982414,14399,13550,13224,9643
1574.899449,14439,13635,13219,9770
1575.816328,14454,13715,13338,9740
1576.73305,14555,13681,13471,9599
1577.649615,14610,13819,13388,9807
1578.566024,14523,13658,13292,9762
1579.482275,14316,13650,13325,9950
1580.39837,14391,13555,13197,9664
1581.314308,14329,13630,13232,9771
1582.23009,14445,13486,13209,9747
1583.145715,14441,13613,13208,9818
1584.061183,14521,13649,13278,9797
1584.976495,14332,13642,13189,9660
1585.89165,14439,13496,13067,9869
1586.806649,14322,13446,13106,9776
1587.721492,14264,13543,13219,9842
1588.636178,14385,13643,13221,9880
1589.550708,14461,13517,13204,9772
1590.465081,14250,13495,13213,9486
1591.379298,14320,13500,13104,9503
1592.293359,14102,13420,12843,9551
1593.207263,14280,13379,13098,9560
1594.121012,14184,13380,13155,9354
1595.034604,14221,13355,13006,9433
1595.94804,14103,13299,13084,9342
1596.86132,14237,13252,12996,9207
1597.774444,14085,13336,12866,9293
1598.687412,14075,13189,12892,9108
1599.600224,14060,13064,12988,9219
1600.51288,14209,13213,12830,9140
1601.42538,14269,13206,13033,9223
1602.337724,14037,13233,12886,9192
1603.249913,14016,13218,12799,9177
1604.161945,13714,12944,12776,9105
1605.073822,14073,13127,12906,9018
1605.985543,14055,13191,12967,9166
1606.897109,14135,13228,12855,9247
1607.808518,14013,13273,12935,9248
1608.719772,14032,13027,12854,9265
1609.630871,13885,12983,12816,9223
1610.541814,13943,13038,12675,9167
1611.452601,14035,13239,12878,9241
1612.363233,14100,12960,12982,9098
1613.273709,14009,13104,12900,9186
1614.18403,13863,13179,12735,9102
1615.094196,14054,13144,12759,9209
1616.004206,13891,12881,12782,9174
1616.914061,14027,13020,12754,9091
1617.82376,13971,13036,12917,9049
1618.733304,14030,13138,12818,9306
1619.642693,13989,12978,12897,9066
1620.551927,13833,12928,12670,9029
1621.461006,13949,13011,12808,9097
1622.36993,14029,12956,12841,9145
1623.278698,14072,13127,12859,9118
1624.187311,13889,12990,12757,9209
1625.09577,14034,13208,12900,8924
1626.004073,13883,12961,12716,9089
1626.912222,13864,13003,12827,9021
1627.820215,14042,13050,12837,9069
1628.728054,14038,13046,12738,9144
1629.635738,14220,13116,12831,9215
1630.543267,14043,13049,12820,9135
1631.450641,14174,13183,12845,9012
1632.357861,14159,13044,12838,8949
1633.264925,14067,13009,12826,9045
1634.171835,14040,13121,12917,9001
1635.078591,13997,13096,12841,9082
1635.985192,13973,13065,12923,9042
1636.891638,14066,13322,12984,8962
1637.79793,14079,12857,12874,8999
1638.704067,14131,13085,12807,8952
1639.61005,14051,13095,12839,9010
1640.515878,13999,13255,12935,9114
1641.421552,14196,13138,12938,8935
1642.327071,14235,13121,13103,9033
1643.232436,14013,13354,12932,9010
1644.137647,14182,13139,12902,8936
1645.042704,14068,13072,12791,8971
1645.947606,14043,13123,12941,8956
1646.852354,14055,13091,12903,8990
1647.756948,14240,13159,13023,8956
1648.661388,14215,13138,12996,9036
1649.565674,14161,12996,12915,8841
1650.469806,14118,13058,13044,8917
1651.373783,13879,12997,12905,8959
1652.277607,14132,13051,13111,9034
1653.181277,14046,13133,12862,8976
1654.084793,14085,13160,12854,9104
1654.988154,14169,13119,12790,8903
1655.891362,13951,13162,12937,8771
1656.794417,14126,13002,12821,8882
1657.697317,14007,13058,12919,8828
1658.600064,14116,12995,12846,9044
1659.502657,14222,13160,12991,9027
1660.405096,14183,13090,12904,8977
1661.307381,14228,13080,12916,8902
1662.209513,14177,13098,13023,8922
1663.111492,13940,13070,12893,8863
1664.013316,14167,13016,12854,8878
1664.914988,13976,13178,13041,9086
1665.816505,14135,13187,13121,8966
1666.71787,14133,12958,13029,8903
1667.619081,13941,12963,12854,8949
1668.520138,13967,12910,12890,8739
1669.421042,14131,13074,12804,8925
1670.321793,14210,13211,12927,8860
1671.222391,14117,13266,13084,8918
1672.122835,14092,13037,12913,8912
1673.023126,14124,13095,12842,8880
1673.923264,14206,13136,12952,8864
1674.823249,13987,12947,12892,8748
1675.72308,14211,13001,12919,8889
1676.622759,14100,13010,12733,8877
1677.522284,14024,12988,12960,8878
1678.421657,13962,13133,12802,8987
1679.320876,14015,13006,12927,8728
1680.219943,13984,12800,12810,8649
1681.118856,14070,12948,12887,8929
1682.017617,14026,12911,12923,8926
1682.916225,14207,12950,12958,8836
1683.81468,14072,13022,13030,8810
1684.712982,14068,13075,12700,8735
1685.611132,13917,12850,12907,8703
1686.509128,13919,12980,12591,8685
1687.406972,13845,12848,12895,8726
1688.304664,14003,13008,12757,8840
1689.202203,13928,13028,12826,8831
1690.099589,13969,12839,12819,8692
1690.996823,13863,13125,12991,8665
1691.893904,13794,12851,12838,8554
1692.790833,13945,12945,12876,8616
1693.687609,14092,13024,12849,8718
1694.584233,14000,12965,12828,8525
1695.480704,13921,13026,12948,8624
1696.377023,13984,12826,12819,8610
1697.27319,13962,12865,12745,8571
1698.169205,13945,12752,12725,8631
1699.065067,13946,12814,12910,8545
1699.960777,13835,12964,12751,8657
1700.856335,13980,12997,12701,8746
1701.751741,13992,12908,12709,8596
1702.646994,13936,12816,12605,8681
1703.542096,13835,12851,12797,8550
1704.437046,13761,12868,12795,8594
1705.331843,13795,12781,12747,8652
1706.226489,13959,12817,12845,8567
1707.120982,13965,12835,12798,8471
1708.015324,13810,12673,12864,8505
1708.909514,13762,12716,12613,8627
1709.803551,13796,12724,12764,8447
1710.697438,13732,12703,12843,8464
1711.591172,13909,12804,12836,8525
1712.484755,13822,12830,12692,8474
1713.378185,13930,12754,12669,8474
1714.271465,13736,12674,12742,8581
1715.164592,13693,12750,12548,8520
1716.057568,13835,12637,12763,8458
1716.950392,13715,12755,12809,8622
1717.843065,13812,12767,12926,8464
1718.735586,14036,12683,12854,8613
1719.627956,13849,12733,12762,8612
1720.520175,13856,12576,12678,8449
1721.412242,13637,12785,12635,8623
1722.304157,13717,12733,12729,8540
1723.195921,13878,12774,12698,8525
1724.087534,13915,12746,12650,8603
1724.978996,14003,12733,12921,8457
1725.870306,13808,12648,12783,8502
1726.761465,13752,12554,12638,8490
1727.652473,13846,12490,12647,8494
1728.54333,13924,12735,12828,8479
1729.434036,13771,12751,12789,8581
1730.32459,13783,12927,12790,8548
1731.214994,13818,12570,12615,8506
1732.105247,13725,12647,12610,8533
1732.995348,13841,12631,12608,8516
1733.885299,13796,12743,12629,8557
1734.775098,13890,12819,12656,8553
1735.664747,13974,12868,12799,8531
1736.554245,13937,12880,12807,8518
1737.443592,13737,12558,12716,8450
1738.332789,13898,12703,12819,8472
1739.221834,13916,12643,12653,8501
1740.110729,13810,12881,12744,8602
1740.999473,13764,12808,12689,8633
1741.888067,14031,13013,12828,8706
1742.77651,13942,12725,12706,8618
1743.664802,13915,12757,12709,8563
1744.552944,13807,12721,12771,8627
1745.440935,13863,12772,12730,8575
1746.328776,13884,12795,12780,8538
1747.216466,13904,12877,12823,8638
1748.104006,13842,12634,12803,8574
1748.991395,14066,12711,12865,8548
1749.878634,13929,12683,12803,8606
1750.765723,13892,12631,12746,8460
1751.652661,13700,12853,12689,8481
1752.53945,13915,12668,12857,8634
1753.426088,13901,12817,12852,8601
1754.312575,13728,12678,12914,8470
1755.198913,13816,12759,12712,8538
1756.085101,13861,12775,12853,8594
1756.971138,13745,12659,12931,8680
1757.857025,13791,12808,12882,8422
1758.742763,14116,12756,13000,8591
1759.62835,14057,12848,12936,8425
1760.513787,13746,12824,12857,8539
1761.399075,13894,12843,12813,8555
1762.284212,13653,12522,12802,8449
1763.1692,13795,12762,12796,8550
1764.054037,14053,12658,12783,8743
1764.938725,13975,12896,12888,8588
1765.823264,13897,12855,12832,8575
1766.707652,13989,12666,12852,8506
1767.591891,13854,12814,12773,8576
1768.47598,13813,12589,12857,8494
1769.359919,13824,12734,12804,8536
1770.243709,13916,12710,12850,8567
1771.12735,13890,12690,12896,8547
1772.01084,13943,12853,13032,8677
1772.894182,13928,12654,12841,8442
1773.777373,13785,12671,12938,8556
1774.660416,13556,12661,12825,8593
1775.543308,13897,12727,12870,8537
1776.426052,13825,12681,12933,8529
1777.308646,13866,12795,13011,8613
1778.191091,13907,12816,12870,8590
1779.073387,13651,12632,12775,8476
1779.955533,13899,12615,12691,8494
1780.83753,13758,12769,12782,8568
1781.719378,13763,12807,12940,8472
1782.601077,13917,12681,12859,8502
1783.482626,13864,12609,12997,8533
1784.364027,13747,12672,12744,8486
1785.245278,13704,12611,12711,8324
1786.126381,13738,12640,12854,8507
1787.007334,13904,12650,12785,8571
1787.888139,13852,12556,12775,8435
1788.768794,13846,12708,12867,8598
1789.649301,13759,12556,12840,8441
1790.529659,13796,12561,12817,8414
1791.409868,13709,12544,12833,8489
1792.289928,13682,12481,12743,8487
1793.16984,13765,12660,12744,8470
1794.049602,13724,12510,12893,8353
1794.929216,13827,12623,12772,8403
1795.808682,13804,12699,12702,8425
1796.687999,13746,12555,12785,8405
1797.567167,13648,12447,12860,8404
1798.446186,13748,12598,12858,8435
1799.325057,13770,12783,12767,8478
1800.20378,13834,12581,12825,8395
1801.082354,13828,12633,12785,8500
1801.960779,13682,12513,12770,8418
1802.839057,13818,12724,12777,8428
1803.717185,13686,12493,12658,8417
1804.595166,13734,12428,12788,8424
1805.472998,13549,12624,12569,8483
1806.350682,13748,12596,12847,8485
1807.228218,13556,12509,12728,8517
1808.105605,13751,12367,12796,8413
1808.982844,13756,12555,12791,8457
1809.859935,13644,12626,12835,8324
1810.736878,13777,12562,12778,8516
1811.613673,13659,12624,12841,8414
1812.49032,13572,12528,12686,8510
1813.366819,13693,12575,12767,8294
1814.24317,13662,12506,12649,8370
1815.119372,13538,12453,12668,8347
1815.995427,13610,12432,12738,8339
1816.871334,13564,12442,12724,8392
1817.747094,13806,12570,12805,8464
1818.622705,13645,12447,12781,8428
1819.498169,13672,12397,12811,8409
1820.373484,13567,12414,12701,8305
1821.248652,13537,12354,12572,8372
1822.123673,13450,12410,12709,8255
1822.998545,13636,12344,12668,8395
1823.87327,13726,12461,12771,8339
1824.747848,13789,12432,12814,8377
1825.622278,13685,12515,12722,8372
1826.49656,13600,12415,12528,8398
1827.370695,13630,12325,12850,8245
1828.244682,13737,12642,12679,8340
1829.118522,13554,12502,12600,8408
1829.992215,13679,12443,12761,8354
1830.86576,13614,12406,12709,8334
1831.739157,13852,12453,12641,8375
1832.612408,13612,12530,12754,8231
1833.485511,13697,12442,12820,8386
1834.358467,13658,12394,12815,8339
1835.231275,13845,12479,12713,8451
1836.103937,13634,12323,12757,8337
1836.976451,13718,12404,12823,8381
1837.848818,13623,12322,12596,8333
1838.721038,13636,12508,12736,8369
1839.593111,13585,12470,12878,8288
1840.465037,13605,12409,12948,8318
1841.336816,13665,12523,12783,8536
1842.208448,13631,12485,12837,8282
1843.079934,13728,12515,12819,8292
1843.951272,13666,12462,12669,8537
1844.822463,13602,12473,12679,8382
1845.693508,13536,12328,12773,8322
1846.564405,13827,12598,12781,8418
1847.435156,13733,12582,12879,8446
1848.30576,13639,12385,12697,8376
1849.176218,13521,12409,12738,8268
1850.046528,13599,12436,12594,8206
1850.916692,13568,12305,12735,8315
1851.78671,13596,12415,12898,8334
1852.656581,13659,12538,12764,8458
1853.526305,13638,12449,12839,8348
1854.395883,13653,12453,12866,8332
1855.265314,13714,12658,12747,8347
1856.134599,13566,12441,12720,8404
1857.003738,13670,12642,12775,8363
1857.87273,13617,12534,12870,8365
1858.741575,13698,12647,12867,8492
1859.610275,13777,12446,12697,8357
1860.478828,13665,12580,12798,8339
1861.347234,13583,12350,12677,8396
1862.215495,13528,12478,12896,8411
1863.083609,13644,12402,12798,8302
1863.951577,13697,12470,12861,8369
1864.819399,13927,12554,12886,8432
1865.687075,13596,12573,12952,8384
1866.554605,13542,12448,12840,8282
1867.421989,13586,12359,12844,8417
1868.289226,13603,12531,12697,8295
1869.156318,13772,12470,12892,8323
1870.023264,13731,12549,12711,8309
1870.890064,13807,12544,12903,8523
1871.756718,13676,12481,12947,8299
1872.623226,13466,12410,12735,8368
1873.489588,13619,12439,12819,8267
1874.355805,13636,12580,12741,8406
1875.221875,13621,12399,12762,8390
1876.0878,13665,12509,12891,8310
1876.95358,13691,12364,12730,8343
1877.819213,13694,12455,12813,8320
1878.684701,13722,12416,12939,8252
1879.550043,13610,12392,12816,8436
1880.41524,13649,12432,12764,8340
1881.280291,13669,12510,12795,8296
1882.145197,13717,12514,13006,8403
