file,record_group,sample_type,concentration_molar,concentration_label,replicate,accumulation,instrument,acquisition,analyte,matrix,provenance_status,source_record_group,source_axis_status,blank_replication_design,intensity_column,baseline_lambda,filter_fft_peak_index,analysis_lineage
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,164,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,154,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,77,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,133,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,94,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,109,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,153,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,36,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,106,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10nM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-08,10 nM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,94,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,164,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,101,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,61,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,77,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,130,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,81,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,77,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,163,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,62,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,186,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,161,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,186,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10pM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-11,10 pM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,153,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,90,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,82,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,86,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,69,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,68,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,84,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,84,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,84,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,84,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,94,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,37,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,163,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,146,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10uM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-05,10 µM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,77,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,153,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,153,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,94,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,77,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,94,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,81,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,118,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,189,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,104,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,178,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,163,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,208,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,71,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,121,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1fM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-15,1 fM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,178,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,56,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,53,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,100,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,39,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,71,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,164,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,100,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,89,reference_2026
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_1mM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.001,1 mM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,,83,reference_2026
