Raman shift [cm-1],Intensity E [1x10-3 M],,,,,,Intensity I [1x10-4 M],,,,,,Intensity D [1x10-5 M],,,,,,Intensity H [1x10-6 M],,,,,,Intensity C [1x10-7 M],,,,,,Intensity G [1x10-8 M],,,,,,Intensity B [1x10-9 M],,,,,,Intensity F [1x10-10 M],,,,,,Intensity A [1x10-11 M],,,,,
,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV
863.8064877,136.7217725,-119.8791165,-75.51342882,-19.55692428,111.9802121,-572.5860083,-39.209327,-103.55977,174.9932346,10.7413792,119.0777026,1108.588575,44.18588254,-86.55133603,-85.68584573,-42.68376641,61.42713407,-143.912169,-45.53670235,-73.06821867,-43.89836239,-54.16776113,13.38136791,-24.70356468,-36.49130779,-81.0079243,-3.343287111,-40.28083973,31.8194844,-78.994094,-66.50621101,21.35351295,-41.38791453,-28.84687086,36.94853273,-128.085063,-49.34944935,-52.43052111,-44.76105148,-48.84700731,3.151140228,-6.451040507,7.056902476,-42.20633483,-70.22123949,-35.12355728,31.94372249,-90.94671771,-72.30322114,-61.14965371,-11.60724,-48.35337162,26.37940052,-54.55545217
868.1192356,434.8603864,33.11525779,84.08045525,184.0186998,178.5880299,97.04884888,124.8544108,39.19773152,466.5505249,210.2008891,184.608809,87.82494203,269.7151097,115.7366132,46.45557122,143.969098,93.3059851,64.80973095,142.0785431,82.13838339,142.5545814,122.2571693,28.36893127,23.20430894,79.70467487,82.42113314,158.3852361,106.8370147,36.46696341,34.13326694,121.0540935,173.3061021,65.729967,120.0300542,43.92374227,36.59395354,86.80766902,84.44445236,87.41687011,86.22299716,1.281977039,1.486815677,120.0089307,94.39595958,94.40652296,102.9371377,12.07158133,11.7271391,94.97904982,95.21278955,128.152689,106.1148428,15.58340265,14.68541274
872.425486,706.7915304,259.149848,378.2132352,448.0515379,189.3036544,42.25041951,338.906998,323.0682519,709.5675915,457.1809471,178.5814103,39.06142883,557.9119147,396.6510015,299.6003303,418.0544155,106.5357476,25.48370346,393.6054894,295.243084,492.22942,393.6926645,80.41935852,20.42693852,256.4022931,354.5261052,418.2006009,343.0429997,66.55108005,19.40021516,318.9803123,495.6426619,269.9507021,361.5245588,96.92514244,26.81011292,306.8013155,295.3439448,360.4664649,320.8705751,28.38654262,8.846726632,310.0817607,288.8511543,393.6905045,330.8744732,45.25538646,13.67750918,281.6752519,347.2290346,331.6827397,320.1956754,27.96770867,8.734567896
876.7252503,687.003362,192.4344226,375.8417958,418.4265268,204.1399903,48.78753549,399.410879,385.2156973,638.6118072,474.4127945,116.250771,24.50413908,571.98411,508.4620302,352.3762964,477.6074789,92.27097936,19.31941677,445.9340161,372.8621243,509.4620973,442.7527459,55.81205677,12.6056941,278.6989437,398.1208962,464.2790097,380.3662832,76.79587634,20.18997996,407.7478899,537.0907959,315.1288409,419.9891756,91.02806955,21.67390848,347.0518171,419.0425928,427.4007491,397.8317197,36.06857887,9.066290365,387.7668692,358.1639973,445.5143925,397.1484197,36.27242296,9.133215988,407.2135368,414.8853951,371.3498981,397.8162767,18.97482979,4.769746968
881.0185394,578.3877708,3.33685054,124.5905856,235.4384023,247.5026183,105.1241496,277.2638687,172.2877884,491.4478416,313.6664996,132.8147797,42.34267283,405.5508081,248.6846046,235.7436457,296.6596862,77.17868634,26.01589968,249.9967402,276.3429164,317.475856,281.2718375,27.76782871,9.872239237,182.5461356,253.2127147,371.7740619,269.1776374,78.07244967,29.00406231,323.9708376,371.7000587,206.5189789,300.7299584,69.40845835,23.07999466,231.1037206,295.2216399,300.2599966,275.5284523,31.48029917,11.42542591,273.2660118,290.8207375,323.8193039,295.9686844,20.95685814,7.080768757,317.5743102,291.1777246,308.4060246,305.7193531,10.94253429,3.579274319
885.3053646,489.3663424,105.5344188,135.9497386,243.6168333,174.2142146,71.51156687,325.4693665,227.1431006,558.1370178,370.2498283,138.7881134,37.48499061,363.6386575,326.1591415,297.8658601,329.2212197,26.93878818,8.182579544,345.121192,311.7288542,394.7860567,350.5453676,34.12419456,9.734601483,220.1838149,366.0689555,394.4766926,326.909821,76.3526038,23.35586112,340.7989646,408.2231576,240.7993573,329.9404931,68.78038494,20.84629998,263.8132401,327.2478452,331.5014075,307.5208309,30.95467998,10.0658807,284.8246962,307.6092207,358.1569057,316.8636075,30.64458618,9.671223027,349.7415815,377.1972378,330.9380178,352.6256124,18.9950359,5.386743115
889.5857371,246.6624115,92.58163895,169.5779095,169.60732,62.90321541,37.08755932,324.6214772,329.9064332,449.4704823,367.9994642,57.64909816,15.66553861,276.7855351,392.2758801,333.2919567,334.1177906,47.15235199,14.11249365,397.9574905,349.1611113,373.2038112,373.4408043,19.92174323,5.334645544,224.2124231,391.8353045,310.4709851,308.8395709,68.44147732,22.16085106,348.8975746,385.5684955,267.8249044,334.0969915,49.1947237,14.72468324,289.114342,338.9737619,313.0416757,313.7099265,20.36050684,6.490233529,271.6064015,266.9419466,355.7836988,298.1106823,40.82541617,13.69471763,332.6007538,352.3119518,301.3266921,328.7464659,20.99231332,6.385563191
893.8596679,-153.0087818,-301.74208,-189.8402901,-214.8637173,63.24569777,-29.43526184,1.978603504,18.56050332,-35.07780783,-4.846233668,22.42321576,-462.6936564,-39.62316239,-63.36521557,70.35502723,-10.87778357,58.25231575,-535.5164069,-10.13494098,85.54816721,-31.76167721,14.55051634,50.97338359,350.3201014,93.92609826,65.59178588,4.574455389,54.69744651,37.28220303,68.16077423,51.29221881,58.76993642,11.8008057,40.62098698,20.60632915,50.72828281,52.55745156,78.86376832,76.71197099,69.37773029,11.9261307,17.1901425,59.38995993,88.9424003,117.2556606,88.52934027,23.6253789,26.68649605,66.80658723,28.33819984,72.89576698,56.01351802,19.72666478,35.21768579
898.1271683,-269.0117235,-413.8359195,-380.6915468,-354.5130633,61.95426641,-17.47587686,-115.7652418,-133.8615856,-127.5776062,-125.7348112,7.501836887,-5.966396112,-158.3095571,-198.3681258,-40.62248605,-132.4333897,66.94825738,-50.55240038,-155.861596,-12.60853011,-135.5316043,-101.3339101,63.28492151,-62.45186969,-49.72819856,-61.83510152,-107.7640584,-73.1091195,24.9982382,-34.19305056,-20.42739813,-89.93122912,-143.0082499,-84.45562572,50.19298078,-59.43118691,-72.5053574,6.026055935,-16.11186455,-27.53038867,33.06138472,-120.0905121,-42.60541958,-46.42859357,-21.36566319,-36.79989212,11.02469143,-29.95848845,-27.81798375,-70.82413606,-47.4212565,-48.6877921,17.58001457,-36.10764384
902.3882493,71.53242968,-94.14802761,-82.9084235,-35.17467381,75.59270964,-214.9066401,63.54924477,59.75992589,435.1833594,186.1641767,176.0899482,94.58852465,153.1601045,32.59542035,188.8744619,124.8766622,66.86179543,53.54226662,98.13850557,132.1194378,182.8653465,137.7077633,34.81457003,25.28148682,102.5577209,107.4782861,97.9283585,102.6547885,3.899345761,3.798503526,160.4178482,132.6722334,35.67875787,109.5896132,53.47626067,48.79683314,89.39797679,132.7343967,110.1262167,110.7528634,17.6975674,15.97933169,70.43585556,87.90003374,126.2296651,94.85518482,23.30261633,24.56651829,99.72162531,120.7899898,110.1722384,110.2279512,8.601214007,7.803115194
906.6429221,378.4238125,157.0399975,168.0857087,234.5165062,101.8576999,43.43306214,228.5677243,235.5991139,899.8344286,454.6670889,314.7939329,69.23613795,441.7085794,277.5651951,368.2798699,362.5178815,67.13500344,18.51908744,270.5288576,253.1402544,324.767587,282.812233,30.50442237,10.78610428,180.4021202,294.295444,253.0696671,242.5890771,47.08364455,19.40880649,270.5615371,286.417045,230.7917563,262.5901128,23.39801828,8.910471927,219.8090209,182.0910946,202.0059781,201.3020312,15.40632224,7.653336705,183.9321537,208.7695365,253.5326678,215.4114527,28.7998169,13.36967767,190.5862439,245.1199209,233.615597,223.1072539,23.4705409,10.51984662
910.8911978,268.4629872,15.98320265,22.86380949,102.4366665,117.431938,114.6385782,34.40370687,28.53172605,992.3789537,351.7714622,452.9842445,128.7723119,367.1132068,156.5102927,259.9215118,261.1816704,85.98289697,32.92072405,68.28499434,28.05613486,104.4279825,66.92303722,31.19354604,46.61107346,55.44235481,82.72366348,124.8896777,87.68523198,28.56799531,32.58016734,91.03636257,118.2702989,116.6925363,108.6663992,12.4829478,11.48740354,47.90247178,80.33954283,81.3270847,69.85636644,15.5289821,22.2298738,46.73943729,31.47997096,54.10211654,44.10717493,9.421145419,21.35966639,90.74586987,65.48572482,103.7190273,86.65020733,15.87507887,18.32087811
915.1330875,109.8071983,57.73246832,-92.92030168,24.87312166,85.96283039,345.6053147,-111.3634768,-149.4117991,1204.89818,314.7076345,629.6513975,200.075031,287.1005192,40.87195372,181.4302699,169.8009143,100.8581778,59.39790033,-41.30205695,-116.2524362,-75.76288237,-77.77245849,30.63134161,-39.38584712,-55.70845651,-118.7817882,-48.52814843,-74.33946437,31.56188962,-42.45643937,-100.8974089,-20.79291895,-58.8971851,-60.19583764,32.71541125,-54.34829472,-144.7422522,-92.10449372,-74.08745576,-103.6447339,29.97674569,-28.9225941,-91.93594482,-101.1168031,-119.2088561,-104.0872014,11.33050079,-10.88558501,-64.38258354,-75.37518752,-33.78236609,-57.84671238,17.59789585,-30.42160068
919.3686022,263.6442143,346.291282,166.0627329,258.6660764,73.66215162,28.47770092,25.86848152,-6.104389136,1578.19079,532.6516275,739.4230505,138.8192605,481.9983307,368.6768088,383.1682791,411.2811396,50.35336151,12.24305145,61.65111064,17.56342689,60.84374467,46.68609407,20.59547309,44.11479157,37.96070606,5.07456363,-4.663881324,12.79046279,18.23668806,142.5803614,25.13604232,98.69579038,17.56956005,47.13379758,36.59045631,77.63103799,13.43084695,-8.310151318,5.507508477,3.542734704,8.983800362,253.5837739,35.10188143,8.425325499,3.257894401,15.59503378,13.95381465,89.4760143,1.64160096,23.14004196,52.22515026,25.66893106,20.72792521,80.75102605
923.5977531,332.0822841,442.8858891,200.2219078,325.0633603,99.19140059,30.51448201,169.8486128,120.4767495,1603.046315,631.1238925,687.5484429,108.9403287,549.1822161,444.6116114,522.8961232,505.5633169,44.41525616,8.785300411,201.4985038,141.5354343,154.5343679,165.856102,25.75562945,15.52890074,100.6420869,197.0557707,120.1614913,139.2864496,41.61908719,29.88021255,202.8646484,178.6022542,82.58491035,154.6839376,51.93501226,33.57492254,130.5215638,114.9808864,90.46706132,111.9898372,16.48839133,14.72311395,127.5804191,153.5948263,106.9650662,129.3801038,19.07900733,14.74647705,124.9428993,132.8804238,169.2936626,142.3723286,19.31009654,13.56309666
927.8205513,223.8499057,123.1463837,20.99279934,122.6630296,82.81677215,67.5156748,86.89238044,105.2094921,1331.292494,507.7981221,582.3464686,114.6807054,402.8946416,209.0507088,565.8991164,392.6148223,145.8639835,37.15192988,89.55825663,108.6732745,124.0621697,107.4312336,14.11351606,13.13725589,73.48348994,183.0839539,192.127257,149.5649003,53.92421276,36.0540559,183.6913103,191.4392081,115.165246,163.4319214,34.27595318,20.97261837,163.2580338,105.1971045,117.2248015,128.5599799,25.02175828,19.46310064,183.5309252,185.7205299,172.2746107,180.5086886,5.890592585,3.263329112,93.09818961,120.0929504,198.6584065,137.2831822,44.77624293,32.61597103
932.0370079,224.2722838,109.4226948,114.6208452,149.4386079,52.95793598,35.4379211,197.6275351,107.9774406,1174.830919,493.4786314,483.1769788,97.91244201,374.1996911,303.113733,620.1865355,432.4999865,135.8503683,31.41049076,161.3889349,149.4905599,150.5269198,153.8021382,5.381333389,3.498867734,92.53996382,223.5513747,214.4575766,176.8496384,59.73142785,33.77526151,270.0988989,212.5056038,130.3520447,204.3188491,57.3443576,28.06611228,244.6564046,229.1028646,182.23551,218.6649264,26.53054763,12.13296895,239.5994525,243.0121935,195.6145864,226.0754108,21.58406924,9.547287412,230.305467,251.1289473,213.0779703,231.5041282,15.55735205,6.720118631
936.2471338,314.1419154,63.39786675,133.5045577,170.3481133,105.6290054,62.00773426,150.7430383,36.11774868,1255.641203,480.8339968,549.8662836,114.3567816,431.2634051,96.32064864,630.1852447,385.9230995,220.2947408,57.08254858,102.9063242,117.3542145,189.5095951,136.5900446,37.88178544,27.7339286,101.8139137,147.8467588,215.9971776,155.2192834,46.90572125,30.21900387,190.7797984,221.4897613,103.2810209,171.8501935,50.08042888,29.14191009,197.9369445,157.223594,173.0194537,176.0599974,16.75963217,9.519273214,213.3724504,223.4856252,163.7774841,200.2118532,26.09171666,13.03205392,191.1379248,176.7770746,249.6746383,205.8632126,31.52923801,15.31562518
940.4509402,451.571668,195.6348869,248.0770031,298.4278527,110.3851289,36.98888287,160.6695763,145.3527848,1469.336445,591.7862685,620.5531858,104.8610315,420.9311768,270.7847633,700.8763561,464.1974321,178.2295733,38.3952088,176.3619769,193.0314644,224.8804448,198.0912954,20.12812046,10.16103228,129.2584715,221.6408545,224.4969656,191.7987639,44.23803395,23.06481703,261.1642473,275.8427972,176.7218657,237.9096368,43.67930439,18.35961964,225.7582343,212.0284887,199.2404923,212.3424051,10.82809824,5.099357443,237.2578134,240.8191167,184.3124983,220.7964762,25.8390041,11.70263428,212.6582249,203.6253347,271.8904921,229.3913506,30.27684537,13.19877375
944.648438,385.7111898,142.8202631,298.8474957,275.7929829,100.4909067,36.43707886,76.16924293,55.59831515,1402.915699,511.5610857,630.3388378,123.218684,280.4256428,208.4104594,690.3003835,393.0454952,212.2371286,53.99810738,68.70856273,82.19297778,49.49151857,66.79768636,13.41851817,20.08829782,46.39779974,120.1089813,134.1336844,100.2134885,38.48176487,38.39978575,101.5182296,177.343007,91.01175427,123.290997,38.46046757,31.19487109,77.19561903,90.37345197,108.0221829,91.86375129,12.62893512,13.74746289,106.3228233,141.6225968,46.57246325,98.17262779,39.22967617,39.95989213,110.806226,133.0312193,167.0239113,136.9537855,23.11776993,16.87997878
948.8396385,193.5826396,-69.6860523,92.28497777,72.06052169,108.4262345,150.4655142,-41.71993453,-35.93632909,1051.271076,324.5382706,513.8831189,158.3428413,151.8836573,81.56347933,706.2019405,313.2163591,279.3617515,89.19130289,-87.79337331,-9.273844513,-117.2498869,-71.43903491,45.57268715,-63.79241714,-43.23649927,19.99995983,19.83455499,-1.133994818,29.77104298,-2625.324429,21.1941172,56.74822194,20.61833432,32.85355782,16.89771408,51.43343735,-12.11810338,12.78056961,18.85708366,6.506516634,13.4012029,205.9658593,9.704055536,101.5937609,-12.97243877,32.77512591,49.53489844,151.1356465,-5.341933442,12.04788117,88.06179669,31.58924814,40.55829523,128.392721
953.0245526,223.8544807,63.13951579,133.8244284,140.2728083,65.76985728,46.88710384,114.5870079,201.6303404,921.6055288,412.6076257,361.6658535,87.65370076,203.353762,236.3641302,875.8827589,438.5335503,309.5460857,70.58663709,151.2148035,155.3386213,15.94833367,107.5005861,64.75910576,60.24070015,80.75746941,207.8702333,63.14214803,117.2566169,64.47581198,54.98692839,223.5420715,106.3364344,106.377911,145.4188056,55.24149365,37.98786093,128.2978441,192.4988848,69.16620434,129.9876444,50.36453176,38.74563,130.4005393,227.8244543,71.9146965,143.3798967,64.30816915,44.85159401,144.8677463,162.9490317,137.0795201,148.298766,10.83626102,7.307047327
957.2031912,330.758273,31.63383175,261.4772977,207.9564675,127.8468284,61.47768806,106.2292919,210.7468178,997.0586833,438.0115977,397.6021557,90.77434428,334.3907261,217.5458219,1036.539754,529.4921006,361.6961661,68.31002119,79.77831006,162.5022892,155.2167425,132.4991139,37.39770196,28.22486947,103.1681434,197.1437841,198.0511457,166.1210244,44.51595028,26.79730061,155.949648,184.5003978,172.9272603,171.1257687,11.72519669,6.851800744,149.177481,129.2325558,117.3883995,131.9328121,13.1175446,9.942594561,164.2329879,239.0813933,121.8385539,175.0509784,48.47158988,27.68998512,144.5980517,151.8710978,232.6446199,176.3712564,39.90190366,22.62381324
961.3755656,382.6809318,223.2988859,272.5833496,292.8543891,66.62754897,22.75108431,256.2096783,353.5707722,967.4765306,525.7523271,314.8650501,59.88847484,420.4216119,378.3017308,1177.533653,658.7523321,367.2365865,55.74729206,264.0307561,262.0625988,215.2210622,247.1048057,22.55952476,9.129537041,151.2155057,314.9012837,266.8652357,244.3273417,68.69850063,28.1174019,323.8571378,255.7022894,303.486137,294.3485214,28.56446343,9.704299956,242.0844205,244.5752129,197.487319,228.0489841,21.63427131,9.486677344,210.0217166,358.2814055,232.6933883,266.9988368,65.20675673,24.42211266,255.7758881,314.0241939,313.355965,294.385349,27.30237459,9.274365956
965.5416866,292.003209,82.52255651,91.63679861,155.3875214,96.67351216,62.21446311,87.07726544,235.2499492,763.2657815,361.864332,290.2081193,80.19804486,366.0982393,145.9601633,1090.333922,534.1307748,403.4324799,75.53065633,49.85497119,136.7828782,111.3545685,99.33080598,36.49240473,36.73825494,84.13978248,172.7093392,187.2046022,148.017908,45.55465105,30.77644569,135.4004841,161.3330501,184.635673,160.4564024,20.10973796,12.53283612,125.8455046,109.3887046,93.97154339,109.7352509,13.01479726,11.86017907,140.3958792,282.3639019,124.1907898,182.316857,71.05260788,38.97204518,114.6997091,133.0281758,206.964273,151.5640526,39.88208861,26.31368581
969.7015654,156.1127483,7.831179271,-49.29089195,38.21767856,86.56469013,226.5043127,-4.637265603,152.7673155,570.3127778,239.4809426,242.5988842,101.3019581,276.995514,30.78853403,991.7082201,433.1640894,407.5398784,94.08441013,-25.3405766,72.48927951,-9.612390938,12.51210399,42.89359038,342.8167669,92.21986998,65.80462452,90.25461879,82.75970443,12.0158674,14.51898298,40.09748516,69.76576747,23.7202285,44.52782704,19.05726216,42.79854515,-12.10971707,47.52468878,27.96470245,21.12655806,24.82117046,117.4879997,10.15885144,182.6141092,-4.777609261,62.66511713,85.03565915,135.6985561,65.50466672,19.57100843,86.61335818,57.22967777,27.98839934,48.9053939
973.8552128,180.1413594,107.4163055,-8.246388744,93.10375869,77.57199948,83.31779573,34.84861396,241.7582993,492.3255782,256.3108305,187.0474544,72.9768048,269.0459667,140.5736497,1081.816588,497.1454016,416.7385924,83.82629931,95.44138953,69.4914164,36.54622116,67.1596757,24.10031778,35.88510148,46.6365465,158.7205382,64.13395496,89.83034656,49.23368566,54.80740924,104.1278526,130.0408795,80.25628567,104.8083393,20.33017037,19.39747401,50.8066091,120.719788,73.05107321,81.52582343,29.16423824,35.77300666,77.22490099,219.0590137,62.66142404,119.6484463,70.54487654,58.96012757,73.53827499,171.8625892,100.3273859,115.24275,41.50316256,36.01368637
978.0026399,142.2750989,130.7104844,-57.78982588,71.73191913,91.70731305,127.8472877,-50.61743329,155.2192335,331.2084205,145.2700736,156.0384247,107.4126425,221.5918341,19.11732114,993.7897803,411.4996452,419.9566114,102.0551576,-4.176640494,7.962685996,-43.99073289,-13.40156246,22.19029552,-165.5799133,-38.56384544,75.44442233,50.93527165,29.27194951,48.99963214,167.3944953,55.93167913,68.33066746,-6.598009135,39.22144582,32.79228128,83.60803788,4.607726637,37.38924886,29.12257833,23.70651794,13.92018516,58.71880972,63.67121076,202.6591392,3.359361818,89.8965706,83.45029436,92.82923008,12.04493215,62.98782056,75.16687003,50.06654091,27.34123091,54.60978612
982.1438578,88.47903575,-5.69048996,-71.97211384,3.605477316,65.83288999,1825.913304,6.425995238,166.1528215,193.044033,121.8742832,82.36914761,67.5853391,207.8200652,17.95392492,946.916,390.8966634,400.7330074,102.5163541,19.37857647,5.102724966,17.60407364,14.02845836,6.352886616,45.28570748,17.67477021,129.2720853,122.3471023,89.76465261,51.05358104,56.87492744,81.34705137,68.61083535,4.235263482,51.39771674,33.75179548,65.66788882,72.50070723,65.27192288,71.66297785,69.81186932,3.228393085,4.624418621,66.69605871,203.3185542,18.090185,96.03493262,78.41328258,81.65079148,41.71018241,42.384899,113.3607756,65.81861899,33.61850978,51.07750708
986.2788773,96.86897033,60.37729933,6.182271136,54.47618027,37.25709559,68.39153444,99.34507308,315.4940735,179.4557279,198.0982915,89.22165835,45.03908523,204.0571048,137.368908,996.4346981,445.9535703,390.1998915,87.49787365,177.6774619,96.30536159,171.2587857,148.4138697,36.9393405,24.88941268,95.56135403,248.726128,160.4709849,168.2528223,62.77090483,37.30748999,145.5889053,166.821431,96.91624604,136.4421941,29.26238159,21.44672459,158.5286679,192.8390594,125.8089499,159.0588924,27.36749591,17.20588865,139.8302155,237.5646185,145.5673222,174.3207187,44.78148233,25.6891336,82.4850978,152.0385198,166.2196331,133.5810836,36.59121766,27.39251448
990.4077095,-16.83416298,40.52602535,-75.75599599,-17.35471121,47.47336341,-273.5474122,-1.781488511,228.3091142,114.6817084,113.7364447,93.93647322,82.59135713,122.4972993,-22.46643211,852.6258705,317.5522459,382.9547046,120.5958105,30.29768307,1.663653576,-7.034021088,8.309105187,15.94857474,191.9409416,42.16565081,88.88084285,69.00030855,66.6822674,19.14170452,28.7058393,77.96752002,111.8195808,29.74370585,73.17693555,33.67812926,46.02287457,46.56080424,103.9773572,58.15958594,69.5659158,24.78902189,35.63386122,62.92989115,169.9341094,52.68368463,95.18256172,53.02258383,55.70619541,67.67729128,20.40065411,73.35677366,53.81157302,23.73859385,44.11429088
994.5303653,8.582475873,348.0955682,54.47128764,137.0497772,150.403214,109.743494,43.42904457,263.4313027,191.306395,166.0555808,91.57310782,55.14605856,159.3219645,18.0345488,814.530843,330.6291187,346.9977834,104.9507632,-21.99359182,-0.151907544,-9.728396419,-10.62463193,8.939322179,-84.13771169,-19.14066508,60.7804164,60.74637144,34.12870759,37.66713721,110.3678981,14.12477795,69.22358073,64.02377094,49.12404321,24.83909461,50.56402729,20.72946573,-1.485519975,29.99709983,16.41368186,13.21005502,80.48197306,31.15984188,117.013957,38.88963015,62.35447635,38.77870143,62.19072584,21.04077656,2.968926242,26.5290403,16.8462477,10.06529675,59.74800398
998.6468558,256.1999476,1415.20482,539.0809908,736.8285862,493.3904183,66.96135676,284.7223202,484.9192545,686.6232536,485.4216094,164.0757535,33.80066942,313.2997173,390.8608077,897.9713171,534.0439474,259.2762729,48.5496136,155.5667789,34.89469397,75.40967112,88.62371467,50.14243866,56.57903062,61.12990981,83.70650704,16.59574405,53.8107203,27.88239024,51.81567927,15.7359118,11.89243364,-2.457484437,8.390287003,7.829375879,93.31475642,-30.98705902,33.18995901,0.461939039,0.888279675,26.20189224,2949.734523,-14.47821952,116.8582588,28.46619255,43.61541063,54.67748923,125.3627753,-9.071141524,39.23982101,5.347687176,11.83878889,20.24990661,171.047113
1002.757192,770.2566671,2861.931372,1422.097991,1684.76201,873.8878869,51.87010875,414.0790062,638.5396359,1904.559975,985.7262056,656.1439196,66.56452024,718.0825417,642.2331246,982.81631,781.0439921,145.9961979,18.69244235,-20.86513408,-96.58468312,-10.98278215,-42.81086645,38.23726576,-89.31672945,-40.29155908,-111.8962206,-100.0221823,-84.06998734,31.33327605,-37.270466,-152.7202575,-65.10202395,-169.8576751,-129.2266522,45.87954322,-35.50315856,-133.1019523,-132.0125031,-81.8890198,-115.6678251,23.88936289,-20.65342102,-84.15568662,7.124542136,-124.6045303,-67.2118916,55.09661983,-81.97451153,-143.0463028,-61.60040554,-54.54344668,-86.39671835,40.16077466,-46.48414365
1006.861385,1587.991453,4664.223982,2683.744361,2978.653266,1273.061949,42.73951467,869.3990754,911.1425575,3401.822785,1727.454806,1184.079594,68.5447509,1316.17535,1510.821,1145.306306,1324.100885,149.3259489,11.27753561,310.2074102,58.19095054,215.4131004,194.6038204,103.9321689,53.40705473,125.109419,48.2923533,38.27990546,70.56055925,38.78784906,54.97100571,19.06878827,83.06652689,-34.66932365,22.48866384,48.12625262,214.0022767,7.205912111,8.72828854,34.19426197,16.70948754,12.37921403,74.08494128,62.91389478,108.9160333,26.7090294,66.1796525,33.6402215,50.83166839,33.46066364,108.5777013,16.67565628,52.90467373,39.95871715,75.52965426
1010.959445,1926.753664,4178.275503,2721.184279,2942.071149,932.3557636,31.69045602,923.7851708,678.4744826,3419.870906,1674.04352,1238.54196,73.98505149,1322.819549,1560.878951,1010.619243,1298.105915,225.321266,17.35769504,346.8576623,132.9176847,384.395067,288.0568047,110.7651392,38.45253346,190.9174458,191.0937194,260.3079441,214.1063698,32.66952576,15.25854919,160.364388,237.7479679,157.6366696,185.2496752,37.13859778,20.04786121,135.7136805,134.3836636,189.5601086,153.2191509,25.70267356,16.77510507,211.10758,197.7145571,202.2929678,203.705035,5.558100166,2.728504068,134.4419661,164.1743117,151.4170217,150.0110998,12.17882195,8.118613863
1015.051383,1528.354204,2022.859106,1477.731398,1676.314903,245.913712,14.66989953,622.0020004,309.6236449,1860.799819,930.8084881,669.8546937,71.96482437,729.0238441,860.4523273,580.1494897,723.2085537,114.5070111,15.8331937,164.5155805,132.9383125,218.9524811,172.135458,35.52610499,20.63845845,116.038163,147.6495158,319.2093754,194.2990181,89.26278597,45.94093519,177.9327833,224.7891103,185.6637508,196.1285481,20.51036863,10.45761508,179.4706423,222.6015378,221.9693348,208.0138383,20.18473763,9.7035552,250.4812297,192.6102203,221.6011567,221.5642022,23.62575512,10.6631644,182.5620472,164.6496025,231.9430915,193.0515804,28.45611997,14.74016422
1019.137211,909.4225541,564.2342031,533.8860977,669.1809516,170.3276696,25.45315571,271.855312,136.3584319,648.6791934,352.2976458,216.7508054,61.52490884,253.6146147,347.7463715,269.3976569,290.252881,41.16148841,14.18125059,25.91966205,77.37066399,151.9873307,85.09255226,51.75574004,60.82287893,85.40583319,93.26492914,327.0444478,168.5717367,112.1030522,66.50168907,175.448814,197.4745932,167.040503,179.98797,12.83254755,7.129669584,138.1049148,240.4956607,194.0922748,190.8976168,41.86184097,21.92894897,257.8025291,130.2848892,225.943172,204.6768634,54.1872004,26.47451182,162.213402,111.4550717,227.8360541,167.168176,47.64133781,28.49904746
1023.21694,348.1924546,88.26563725,182.1029815,206.1870244,107.4725343,52.12381068,42.14676358,-15.55317736,240.0445963,88.87939419,109.4547381,123.1497347,37.74059863,35.21338047,53.54346799,42.1658157,8.111100901,19.23620062,-38.83182721,-3.506902714,96.60640896,18.08922634,57.36243571,317.1082866,97.13189097,7.099612304,250.6033201,118.2782745,100.5282417,84.99298979,100.1495611,146.670186,124.5959561,123.8052344,19.0001941,15.34684232,54.33540628,123.5641792,124.3042765,100.7346206,32.81059032,32.57131472,204.0255788,61.16806606,160.8886163,142.0274204,59.82683771,42.12344177,53.25116477,16.23441523,150.3275054,73.27102846,56.5439971,77.17101601
1027.290579,47.06306777,-137.2164925,-67.72755155,-52.62699211,75.9857849,-144.3855745,-43.15709877,-100.0768009,-61.64148426,-68.29179464,23.70841052,-34.71633839,-51.59605483,-129.6268198,-63.23964613,-81.48750692,34.36993248,-42.17816175,-30.02627771,-20.05091621,-50.0697318,-33.38230858,12.48277559,-37.39338627,-25.68271345,-43.69944798,138.2861879,22.96800883,81.87332697,356.4668037,112.0051034,58.67082496,75.13560882,81.93717906,22.29846531,27.21409934,41.59217055,114.1719762,89.12299483,81.62904721,30.10068091,36.87496295,165.4087021,61.94882962,96.47492621,107.9441526,43.00886473,39.84362625,64.8694588,-8.936140813,110.6314894,55.52160245,49.25878169,88.72002881
