Wavelength,AAB_AS_750_5_5_H_S1_I1,AAB_AS_750_5_5_H_S1_I2,AAB_AS_750_5_5_H_S1_I3,AAB_AS_750_5_5_H_S1_I4,AAB_AS_750_5_5_H_S1_I5
1249.39828140607,123.74375577534397,183.7880176626523,200.57220222483136,27.461687022022943,30.018161815926298
1253.13738772656,186.68115036517815,165.9128241830494,129.9642582258987,1.4605558906586609,-41.29480309378728
1256.87104628142,123.21028880065344,95.63857234301315,116.63329694849733,-19.7170688952299,-44.48945933384121
1260.59926792247,-13.181458991926789,-22.188365696813776,185.8927674062163,5.216925466941596,28.758044271270585
1264.3220635032,84.61181153132901,125.79033551478173,260.66900509198143,78.40462213403742,111.27281430185855
1268.03944387878,164.36562386537736,180.95693831900434,234.8839430849656,114.17798975911757,126.77769541710461
1271.75141990626,24.303789134306598,58.867292849004365,120.93113510320447,57.03652164562826,75.90853246831452
1275.45800244457,-15.754975312939806,103.79801193832343,75.75320191724225,9.84925018211748,31.69377269141649
1279.15920235469,126.68522515416858,182.45218098878098,151.58601929175717,49.20858922410736,31.662075445175482
1282.85503049969,164.83663384135127,155.44269188577871,184.53007906466306,68.70920257040001,25.5185146064986
1286.54549774485,20.19571279965556,21.460011386840584,80.03686077984393,-2.191443344074706,-26.081217142714806
1290.23061495775,-84.44786678822771,-90.42974859598854,-3.138380302870786,-47.226404841243834,-67.72396945632656
1293.91039300836,-33.54775744322775,-6.427577944995484,65.37908460975439,11.079913526235913,-38.87569444332601
1297.58484276915,35.417367547981954,146.33714650202663,168.1088705800205,68.12178458205977,28.151433890135458
1301.25397511517,46.33867721083722,138.75282102560436,193.46532016733303,53.23894113207115,80.91567765183733
1304.91780092412,91.0426088703983,35.29136461888133,209.65482527584987,66.78480488119605,118.5972445367151
1308.5763310765,183.98688273650671,179.6731713616234,240.24287534594765,144.20385752235666,128.5234229886812
1312.22957645564,182.18021905205916,265.0789465411875,196.33606159574927,133.4684898206583,77.01643413996439
1315.87754794785,40.89254208816772,-21.687678992047307,102.7097462442116,14.285668202996561,8.616531956620022
1319.52025644247,-12.703817110178186,-23.433177543602373,86.34695108521417,3.829032958448593,20.96598553373326
1323.15771283199,130.01297319432015,211.33625267285325,139.57469781953793,136.41477280870956,112.21720888961961
1326.7899280121,178.90957093428509,148.24185438059874,151.9013494329765,175.76780592458462,172.0140063399967
1330.41691288184,15.559356811421813,66.45660347941686,121.6425513013472,69.71137661613965,137.94491226970564
1334.03867834365,-53.67252437160189,94.62040759596377,120.65281343871818,14.416862428596716,62.714127046404826
1337.65523530349,26.469098580715595,65.4708754754725,137.2279696476477,49.68337542527043,18.261841299245827
1341.26659467089,24.647410612817666,7.180694268196778,118.62543364807647,34.91141274035806,8.922872297844862
1344.87276735909,-10.892140419492637,-11.446589072242482,65.01212243551106,-31.872909259914692,-4.587471008149549
1348.47376428508,-4.8386882422897735,-41.124242179899426,6.404292126417658,-37.478532647890844,-34.69635109355285
1352.06959636975,-33.43676637367409,-99.68327560961731,2.345724087905147,28.16743842664762,-40.616447192453705
1355.66027453791,16.173305084013997,1.1628086476753658,96.90678963734095,99.08460609748882,12.62551727218927
1359.24580971846,148.72861606404484,148.55844048235622,185.18935741737624,125.40110977840472,78.01735449083681
1362.8262128444,119.79631270972772,100.61379121160616,136.7052833521969,105.80895540186333,77.31525620806313
1366.40149485297,6.977568553794988,13.529487730039747,50.781528152658595,115.49726495128232,27.787807120042867
1369.97166668575,107.46794103880525,45.45270131106599,110.8579720013061,197.5352922489975,23.127224837696655
1373.53673928868,327.9528065037982,163.72608325392298,279.63409686076454,273.79305104224,94.46639129920817
1377.09672361223,377.4752622702058,255.48035870352874,395.8335785474306,294.6314358632743,189.20102881403602
1380.65163061145,364.323573383784,304.36584697970954,439.952143130788,330.1200419336305,272.5263440596151
1384.20147124605,535.3069526299691,436.2705412795529,495.7327785054053,424.1761876226261,351.62605921072026
1387.7462564805,661.0422846465729,541.3692093779454,566.062908166275,511.1202806338374,410.4186115284219
1391.28599728413,484.25132288199,479.1302161865764,580.6899926292988,520.7011503675772,407.1790558289038
1394.82070463121,260.795061629904,396.09569632710594,507.41188360360997,453.5161601793229,338.2469244304458
1398.35038950102,197.24490202722308,289.574603680571,376.30550191415716,338.1352550774413,246.86958991436865
1401.87506287796,183.6248005015796,97.98016041804017,235.32418744138292,201.29311559449013,163.89046286551175
1405.39473575164,147.8876307968781,32.7705093768019,102.47523998269756,73.27552283744187,78.81572279586517
1408.90941911693,39.40755786243004,24.56652231275571,-7.871351369027963,-13.485872519236835,-6.40695959323868
1412.41912397411,-54.582884425820495,-80.10144748960631,-8.287817749292387,4.421854113040837,-26.01622446896443
1415.92386132889,103.11182947700196,62.176731431523216,164.5885489960163,167.44476910368232,84.24375552287239
1419.42364219255,378.0263496052669,421.44355446393615,392.865507949683,374.041374150046,283.0917475001496
1422.91847758199,521.4600458470114,568.2082840159682,534.0648910806713,494.29721683426664,455.20551044227466
1426.40837851985,635.2376783920073,569.3797033196996,608.3930788280928,541.7236587209183,529.3104386261926
1429.89335603454,677.4944782261447,581.2817316509136,651.3649787137515,568.3051880741668,513.6749296980876
1433.3734211604,518.6582759159418,561.3631042497079,619.8473276487649,549.6107222543613,451.1876147559789
1436.84858493773,367.7546566899593,484.77159663909134,499.80701265324024,442.4952762829081,369.75606582185384
1440.3188584129,265.82771919648343,390.29002981678326,313.5746062006832,243.55744279768493,261.60491094623086
1443.78425263843,37.60828647482781,153.46975748116017,115.26873577557248,34.23513987110702,124.72736626176773
