Wavelength,HS_AAB_P4_750_5_5_H_S3_I1,HS_AAB_P4_750_5_5_H_S3_I2,HS_AAB_P4_750_5_5_H_S3_I3,HS_AAB_P4_750_5_5_H_S3_I4,HS_AAB_P4_750_5_5_H_S3_I5
753.4438587,27.63614524,39.41856836,7.561912824,10.38710738,58.88165502
757.9227042,0.896065357,5.107514285,-82.64422404,-8.641753574,13.29157
762.3947696,-60.52791738,26.33161522,25.32849447,-13.72027826,-30.12633784
766.8600662,0.523319212,81.55488866,22.55596175,85.25429763,0.176476181
771.3186056,48.467239,112.1071066,198.9338616,159.6627933,86.29380419
775.770399,-6.982781651,99.66343547,-3.295886319,142.3938381,148.0966037
780.215458,135.6588792,68.57380585,87.01824554,168.0112158,134.0949164
784.6537939,69.72071634,39.87410667,110.1955337,138.8260945,52.69532213
789.0854181,-61.73699147,35.78340214,-50.49167993,-3.145680693,-9.47403548
793.510342,44.33614209,74.27850988,-7.55645958,2.696610934,20.52999763
797.9285769,165.44239,119.3363355,169.0166396,114.2177478,65.76672078
802.3401342,1.131873188,109.2137734,11.18460635,72.18082629,31.56563631
806.7450253,-35.54337565,47.38716972,13.59712418,-11.58940441,-14.84552388
811.1432614,5.644408327,3.444067361,-16.44652911,-6.4403418,-2.337484979
815.5348538,30.75751857,23.82604599,1.569896602,-5.744804924,9.591951032
819.9198139,32.44198112,79.89805037,47.02843129,-6.984575842,-3.105409292
824.2981531,11.6140936,112.9727108,-37.36888462,39.31131713,14.81396513
828.6698824,198.3593718,105.1097006,30.17184234,90.95276037,41.12429815
833.0350133,92.3166283,83.59910511,118.6396295,79.60960874,20.21794024
837.393557,-5.033121216,75.77863144,-53.58913746,1.805926908,7.159647724
841.7455248,64.63334692,79.42502571,9.990163056,-25.28290527,61.7385342
846.0909278,87.05837956,70.0289554,59.56511863,25.87802213,107.1185169
850.4297774,82.46034397,37.89891888,55.09520584,25.78862219,63.19576046
854.7620848,-65.85148555,6.564886671,-79.39594266,-6.847681741,-10.91474223
859.0878611,8.549676377,-5.608487855,-9.156287105,11.91979883,-33.70728606
863.4071176,44.38562225,-6.250762884,42.55069744,-6.086263665,-15.71411498
867.7198655,-92.63008826,11.721231,-51.15670913,-62.32359256,9.955441019
872.026116,21.07825733,70.29350338,-15.64671006,-31.98641771,39.25739448
876.3258802,123.9422479,149.7809355,122.5776065,39.2325008,68.96876495
880.6191693,50.09543034,193.6587747,12.2366971,89.63566239,98.61088802
884.9059946,131.2509948,170.4869854,28.2054808,139.5794683,124.0010034
889.186367,73.95066782,102.7500522,115.5901929,97.41497931,117.3079628
893.4602979,-30.47723084,48.68802263,-0.639904578,-3.095586415,74.79227806
897.7277982,72.28791788,46.82182175,88.79601708,-0.719552386,32.69766214
901.9888793,-13.78313717,76.70306855,-42.35008348,20.17470727,11.07836297
906.2435521,23.94197372,98.79757696,-12.44440795,-1.087770862,19.19491225
910.4918277,50.38802636,99.73234837,12.97619361,38.51169106,55.80682874
914.7337174,-41.27134113,80.3675965,117.1549762,54.2768623,72.44746576
918.9692321,34.96053363,58.16222259,54.87177988,-21.09714084,57.03106629
923.1983831,15.38068145,75.99588538,21.67531146,-4.999309167,87.77752675
927.4211813,75.32714865,136.2831038,128.8595235,115.178283,184.2619613
931.6376378,182.8640726,166.3390431,262.2591277,117.5416445,247.392675
935.8477637,5.382431411,121.398535,-84.58262943,28.44288719,212.5497424
940.0515701,17.49219544,46.93155366,101.6492423,5.279215031,109.4640273
944.249068,-30.61817977,1.239276249,-4.639344891,-13.61178814,3.146895882
948.4402684,-127.7920485,4.947544229,5.018641756,-50.70853757,-23.81672223
952.6251825,27.60458209,49.6295358,45.7270434,-10.14675625,50.61207662
956.8038212,35.21747976,93.61118034,4.320184662,68.29875945,124.4685415
960.9761955,45.84726794,97.98516177,125.2493397,98.93811383,125.8401375
965.1423166,-0.182555475,76.0843489,4.735230361,103.5714453,121.207582
969.3021953,123.4372076,60.50191662,42.96679083,89.7288172,146.2283983
973.4558427,44.28747112,56.54727784,-23.24741078,38.82005685,123.8394434
977.6032699,-39.07808868,60.61037672,-27.65644177,33.97354143,47.73129425
981.7444877,17.63691746,76.03828547,-2.804496702,62.65824127,22.00890498
985.8795072,-64.19132296,93.05980063,17.25794774,4.076121786,69.63402777
