Wavelength,AA_HS_V2S1_H_I1,AA_HS_V2S1_H_I2,AA_HS_V2S1_H_I3,AA_HS_V2S1_H_I4,AA_HS_V2S1_H_I5,AA_HS_V2S1_H_I1,AA_HS_V2S1_H_I2,AA_HS_V2S1_H_I3,AA_HS_V2S1_H_I4,AA_HS_V2S1_H_I5,HS_AAB_P2_750_5_5_H_S1_I1,HS_AAB_P2_750_5_5_H_S1_I2,HS_AAB_P2_750_5_5_H_S1_I3,HS_AAB_P2_750_5_5_H_S1_I4,HS_AAB_P2_750_5_5_H_S1_I5,HS_AAB_P2_750_5_5_H_S3_I1,HS_AAB_P2_750_5_5_H_S3_I2,HS_AAB_P2_750_5_5_H_S3_I3,HS_AAB_P2_750_5_5_H_S3_I4,HS_AAB_P2_750_5_5_H_S3_I5
680.8508407,6.204473909,-2.575032038,-4.119663986,21.76592126,49.59755025,-16.71386207,3.546505955,-72.16679141,-31.2107138,-29.02451054,105.7765805,15.40993179,97.51675487,35.73971981,36.74960496,99.52908269,106.7573473,111.7507238,83.06008147,107.8748889
685.4397355,-0.49397136,114.7150509,6.908461888,-16.85212694,59.7094952,-19.32532708,47.6599304,-39.83765258,-39.03609373,26.04531308,61.62211663,-21.38928391,26.04707573,17.52561515,21.1671375,16.9360992,21.04987929,47.62812233,47.96886551,55.92755181
690.0216654,-12.53860392,-71.56032564,10.90026685,43.71088301,0.950565454,91.14449415,116.3341329,82.20799821,145.7546391,61.87498089,-40.40452437,72.64588411,-0.937904741,3.541002234,-41.98318228,-84.60684028,-28.70568201,1.190843662,16.96895171,1.629886584
694.5966419,-10.43765017,23.79597347,-6.225870157,0.726338047,15.05204198,18.23598362,-4.053845929,27.2795435,21.74599491,28.92546786,-9.00758335,89.53251016,-27.60162258,-7.356177032,-58.49721891,90.85122198,11.64703046,27.56921004,7.161565546,7.283368787
699.1646767,-2.827056125,-87.37318911,-21.18674262,-92.3976457,10.51196574,-19.41863754,2.341935512,-60.53922106,-87.02958283,-7.254642499,-41.56996369,-20.14498751,-69.30535652,-4.36816023,-21.59983965,111.0809903,68.58228252,71.82109049,19.28446645,54.49879006
703.7257814,20.18058639,63.57160431,14.52528272,33.33812191,21.97126034,44.41443304,73.56568211,23.98023737,46.15297349,24.89463075,22.68502136,6.621880146,16.73489731,9.677804878,56.14346957,11.50815634,74.94360406,93.59791085,50.64417841,99.49924895
708.2799676,-84.10450666,21.66835473,113.3705398,155.2216985,21.09360506,-45.93304305,133.9660213,108.1016156,205.0328186,70.50948912,114.9156949,176.5024959,125.8402394,24.05886199,-3.830405938,83.92365832,61.30087512,134.2602553,101.8656783,138.8338513
712.827247,72.16474857,60.05244888,213.0180556,187.4631656,24.36499282,160.5507583,207.864933,328.3072476,284.2357782,99.74216229,-0.14007903,155.4840494,144.4182822,46.94882558,118.5938377,87.64355462,59.73497976,192.0068815,157.9219465,154.0558859
717.367631,294.2306814,261.8774872,228.2902765,246.3064491,142.8073012,296.5864237,295.2096431,236.0213232,234.5197713,170.4262036,93.01498617,28.03542848,107.6033343,72.47975573,141.0699971,45.75143931,48.9407849,191.6833051,181.8272547,106.2443829
721.9011314,72.45636246,126.0993095,144.6724499,102.8289357,195.7806814,76.99410091,226.8751338,147.5876328,124.4340701,200.8491039,56.33643945,73.09045172,35.00955463,59.42182198,-90.21803778,-19.50035696,19.95859403,115.115766,147.2868343,24.95960081
