Wavelength,AA_HS_V2S1_H_I1,AA_HS_V2S1_H_I2,AA_HS_V2S1_H_I3,AA_HS_V2S1_H_I4,AA_HS_V2S1_H_I5
501.195039,301.8270432,419.02064,51.16673803,226.096867,302.2790991
506.0573969,319.957337,328.0410982,183.6103494,213.9423113,235.0113423
510.9123349,306.4545076,356.7609586,116.8364937,123.1043721,289.4852262
515.7598651,260.9232047,430.9005365,124.4665059,44.3806651,337.6752807
520.6,204.0349157,189.7754369,46.11187572,102.9710368,265.6522853
525.4327518,193.9489874,243.1805014,-10.18389941,41.97829693,190.5679923
530.2581327,34.23010407,269.3934651,-10.7365852,82.09905897,239.0240682
535.076155,71.88420686,300.8248166,45.32284096,229.6340251,334.2782447
539.8868309,201.783318,376.8051969,258.3446988,213.3358997,326.0859091
544.6901726,-0.134384099,168.4589521,7.681435883,33.02001772,251.1869783
549.4861922,27.75336834,127.8030965,28.67816137,-39.78190839,240.4360752
554.2749019,168.4599965,258.0477511,142.9590356,118.6470586,182.0196099
559.0563139,37.26633844,168.7376407,159.7078164,92.78377013,-8.447915811
563.8304402,-76.51832725,-28.08787446,-160.5495567,-71.09823867,-62.87595148
568.597293,-46.34308001,11.82798557,89.13837708,-8.365803225,68.05506273
573.3568844,45.50010137,106.8713031,-62.66814143,120.5967798,92.44006106
578.1092263,82.43477406,158.8495223,59.73910814,169.0892325,30.8112184
582.8543308,134.3641804,255.2320104,149.808344,167.1363276,52.49584401
587.5922101,126.3978589,145.6984944,26.68948524,117.2671679,86.25089168
592.322876,78.51784493,115.9595253,180.6083647,152.1188782,89.83072708
597.0463405,232.6015535,248.3419521,271.4856469,251.1844786,92.50504403
601.7626157,276.5805748,20.09211106,170.5242824,190.8586774,62.6483737
606.4717135,121.5063961,-17.7790662,-24.52601661,97.39612182,34.62566178
611.1736458,135.5475978,167.7550246,100.6146705,156.3948326,73.61752576
615.8684246,304.4999912,218.0233546,93.77372019,206.5424282,105.2382585
620.5560617,257.0034482,145.6525282,44.96399533,107.2079658,31.1465227
625.2365691,-3.754558935,25.46335219,-36.85557984,-13.42519352,-44.67792267
629.9099585,-6.587794156,56.09548504,25.11967977,-10.89620954,7.736127276
634.5762419,153.7877357,-24.89988716,149.2663504,30.19416425,84.39864219
639.2354312,109.9654523,101.1413665,2.983699431,13.65681964,87.72243853
643.887538,138.9067044,215.3538344,19.88196381,29.43496041,123.2360049
648.5325743,299.9633866,227.6321973,279.0150151,138.0199283,221.3425156
653.1705518,269.9479411,220.0444739,128.7434874,114.6238288,228.8898815
657.8014823,184.5425313,111.4915818,134.9376006,-8.244823747,120.4967926
662.4253775,186.5485977,233.3265108,24.36627538,22.17520139,70.8467633
667.0422493,224.3346,118.6783856,18.24029917,30.63529259,104.6342214
671.6521092,141.697386,15.44732278,47.31647684,89.15845746,72.85267517
676.2549691,21.18647365,111.8649923,1.761691887,167.3449485,-13.06289194
680.8508407,-16.71386207,3.546505955,-72.16679141,-31.2107138,-29.02451054
685.4397355,-19.32532708,47.6599304,-39.83765258,-39.03609373,26.04531308
690.0216654,91.14449415,116.3341329,82.20799821,145.7546391,61.87498089
694.5966419,18.23598362,-4.053845929,27.2795435,21.74599491,28.92546786
699.1646767,-19.41863754,2.341935512,-60.53922106,-87.02958283,-7.254642499
703.7257814,44.41443304,73.56568211,23.98023737,46.15297349,24.89463075
708.2799676,-45.93304305,133.9660213,108.1016156,205.0328186,70.50948912
712.827247,160.5507583,207.864933,328.3072476,284.2357782,99.74216229
717.367631,296.5864237,295.2096431,236.0213232,234.5197713,170.4262036
721.9011314,76.99410091,226.8751338,147.5876328,124.4340701,200.8491039
726.4277595,-8.449600355,163.0016362,20.47150401,40.97498853,76.33525382
730.9475271,4.535332141,114.8958049,7.245867005,-15.41676567,-44.24951562
735.4604456,19.52514407,34.17420334,23.25039223,31.03431466,8.553124143
739.9665264,48.47479903,120.1011671,108.5901204,75.58527474,100.1613717
744.4657813,45.75212176,116.2242367,39.3696755,0.390303427,73.62816999
748.9582215,28.86706862,34.58245769,-7.602261121,-11.3684075,-2.139803988
753.4438587,-29.1946704,-71.76816566,-18.41224012,18.88139209,-5.183371145
757.9227042,-41.24070366,61.97733807,-23.0807652,15.26999225,18.33155872
762.3947696,-3.492221514,14.93720347,18.62968976,-11.41137367,-14.79712179
766.8600662,-29.79007151,-29.47198538,-52.7832197,-66.09099001,31.86240369
771.3186056,71.20256837,227.1435736,235.8091514,47.27981221,188.6714184
775.770399,167.0108467,150.2329748,21.42954851,99.92124341,172.1933266
780.215458,10.99780161,-29.41646431,-20.93654574,-70.62425533,27.01049317
784.6537939,156.1179318,23.02720515,-21.45249359,31.88271815,104.8771244
789.0854181,263.5729336,164.485691,227.3232928,171.9786728,270.8524923
793.510342,117.4560013,-19.40773856,85.53138464,33.51846675,179.4159089
797.9285769,187.9894288,6.188060449,52.28761255,-11.33573223,-30.53826615
802.3401342,-5.922668643,23.96045106,6.932758383,-15.28592269,-40.61969836
806.7450253,78.85272767,33.57076454,-33.26654932,-12.12333512,124.4205225
