Wavelength,HS_AAB_P2_750_5_5_H_S3_I1,HS_AAB_P2_750_5_5_H_S3_I2,HS_AAB_P2_750_5_5_H_S3_I3,HS_AAB_P2_750_5_5_H_S3_I4,HS_AAB_P2_750_5_5_H_S3_I5
341.60705174836,-79.66543953321667,-54.21635142611735,1.2897195074050742,-0.24042117678904162,-14.032384269418529
346.713478559637,2.234239511889484,12.751379054651624,50.42736562468568,100.43996775295884,-10.655780122214939
351.81207977484,27.277061977082653,14.787298688125013,39.399130401631844,176.7107617031726,2.118561812572881
356.902868441672,44.30020040288699,4.866898064298114,27.926935874722112,214.4574225488776,12.44142099042741
361.985857582014,41.499441136548235,19.19282259204303,80.17195910094102,221.9849569906184,17.521937293129458
367.061060192105,31.318791813577967,15.032019017187984,147.1771376110653,222.66602105315104,46.29183742572091
372.128489242741,177.37696179516183,-3.936866758799063,164.27840276706064,227.21801871952673,112.95156230374874
377.188157679431,167.83014936466938,15.689020395740897,139.85158731841162,221.9069640349908,166.92690057918887
382.240078422621,117.65121864393406,55.86708511740552,82.5298923261021,189.00867353878587,142.03556807371453
387.28426436785,158.39351126654734,44.75624268112979,23.161217962582676,132.7996901951353,54.619636252331574
392.320728385954,-59.47172350546579,-11.013969788529794,60.94331553671978,80.72797093858048,-5.304046926357632
397.349483323229,-65.13644662743299,-29.072822660080035,148.81595291225676,57.58241253210263,9.881185086269777
402.370542001634,67.22802099960944,13.192976895040971,113.45420138093604,62.890001072227804,64.4866708341787
407.383917218955,-12.261396623419898,52.36022647061364,26.470825514907418,79.23358863219308,116.89582179723936
412.389621748998,33.09963070970868,43.172223140932694,63.938442230575404,95.23556632274614,147.82630045204002
417.38766834176,19.245732781957273,16.056880549539855,148.17053356688984,110.70321476844961,134.52860036731767
422.378069723627,-13.299210376987627,27.923764517650135,162.51632853133484,126.72561723586978,93.19785132495198
427.36083859752,42.893185904630435,81.701358630818,154.9765259279199,142.7751449507216,88.54350006139936
432.33598764311,37.2466166720844,122.8524537708017,184.60336194907185,157.59935857347145,140.29547941143073
437.303529516963,82.347969614482,107.65869993081073,234.4059026861287,161.81214686079932,194.35619722556737
442.263476852746,11.273686865015918,42.16068597554619,263.4439335793945,138.57868235561574,196.44940104355985
447.215842261372,-5.95084845215348,-24.937397666230744,241.9528910240311,85.21377480009359,133.78647979995378
452.160638331203,40.336625804307786,-45.017986084453284,126.30124831938413,27.895315214583228,35.80361863611202
457.09787762821,-94.82022599905596,-18.239378294178387,-3.330464433534317,2.0539402301334135,-26.948592170566315
462.027572696154,-54.43323983426661,20.60694619580678,54.11372335202652,16.736783132644035,-1.9288587917175306
466.94973605674,67.95777047506341,47.12454902818082,219.3418977863879,46.70929933681583,75.16150386385439
471.864380209825,118.27209228476892,64.8867089030066,238.74133929473652,63.12801064309678,133.56074016283085
476.771517633557,184.4642364868292,91.0454034201073,151.9323336838256,60.85100928743849,159.74543279547564
481.671160784555,157.87537176821942,113.77487711295596,118.63476015099906,52.25415833395654,166.27753946571252
486.563322098094,89.02227656778247,91.69896055158597,130.1763110682699,51.32605720248992,136.0025515224246
491.448013988253,37.15400347562095,28.05296580587742,130.32058283035752,68.8460740712608,74.06750197251029
496.325248848098,27.89173035134909,-3.293748899867686,128.7050437090557,103.41100091305785,40.46765550465907
501.19503904985,44.23158949017486,41.76578771223538,162.0540729466489,128.24393603951572,61.644802621622304
506.057396945047,74.20506304725316,98.42583443455571,188.88675061192995,107.20810921752344,81.56959757106989
510.912334864715,-22.657950726957903,86.24719624373991,113.81119519350878,42.15932315569423,53.05758396036835
515.759865119533,-109.08120596650006,26.301526653800572,1.3954572101582414,-10.295746653992133,10.881291240194901
520.599999999993,30.038306640679977,-12.889319796629398,8.542048877826048,7.1472765962107445,10.755913677825328
525.43275177658,47.343589045942174,0.32661077650452586,97.04713767149238,88.0759936416214,52.99700224872768
530.258132699922,33.27017074807945,63.78778542934224,133.58755504763081,169.79344715319667,97.68722747292408
535.076155000963,90.80406549690787,121.08478425122682,116.06477701216713,199.41113983781332,108.356522633554
539.886830891122,19.458118319639816,94.74165120849807,90.48562403012315,176.37325312211834,77.79923576048716
544.690172562456,-26.365450198677593,10.85164117974836,69.33816999218521,135.62768998782744,40.544099511791806
549.48619218782,-13.332589243413807,-33.39137549596136,72.93647270551219,108.09846888603857,31.27657802168944
554.274901921033,-7.4952324541845385,-15.649758809922284,83.21154012295898,101.98164566647095,31.23481544115753
559.056313897039,-33.4464200665763,30.092957888825467,56.06603779014528,110.71196697823937,12.276142762890922
563.830440232063,39.94512167533597,83.2843766841155,34.83219066422875,124.60760309734934,2.3060800795452643
568.597293023768,126.86994673709309,99.84860534358401,63.35024623109494,129.65319387449262,29.813762978680355
573.356884351426,18.25700927875856,50.64401862051979,81.33397662370207,109.88741714674616,57.152330072382895
578.109226276065,-51.02294141310424,-1.095318109309055,60.98269584461254,65.78750071985351,40.14451465647866
582.854330840628,-31.32618230742591,-4.541824365797719,52.261810627509924,20.50802412421914,-3.399431388192383
587.592210070137,18.377028752896784,-2.1623369954346217,66.54660158415793,-1.697511878874387,-23.820456418453787
592.32287597184,70.3100091944305,-14.192991095702352,64.48008323552398,5.501443215038417,4.899157473924831
597.046340535378,74.72252752512466,3.1349782237098758,39.03707044359563,33.63217681284282,68.81776965790756
601.762615732927,53.503367627501255,54.75353535436131,49.629524596833775,67.5196827022856,123.84989188612732
606.47171351937,22.287649637932944,83.75128264921345,105.47014262403532,88.10639235045035,126.29969044475709
611.173645832432,12.93123695857568,58.88082639745262,116.38385150169282,80.29968842397673,80.81314465222925
615.868424592853,-45.19140153125115,21.123928845771204,76.64735830890031,46.521189334814096,44.4871519621979
620.556061704518,-34.971933962312754,13.007561087470219,66.52276655799945,8.298414748294356,53.849500741540865
625.236569054636,-23.32785702345103,9.09008439828673,74.410580161455,-10.791249527918737,79.05857225297254
629.909958513867,-41.220651742832096,-14.061579121297761,53.27135864056801,-2.2779093315101804,82.2383657801981
634.576241936495,51.218066429631534,-2.9349799282118276,8.113145655108195,27.18715448295769,79.77804266341279
639.235431160565,31.97689501343466,83.34993706575646,-0.5446457712999475,63.31556546459214,104.83759580234198
643.887538008037,38.45797636848788,174.6863466464839,107.97822583922698,86.94427829717827,140.87251734446968
648.532574284938,115.70838687099342,170.34143271069985,228.98596611276804,81.75177443983429,144.47950853492043
653.170551781504,83.71596312165289,72.93999901460501,167.89929083287745,52.39517605013606,115.01983966765721
657.801482272336,22.86159862582214,-13.483170471983708,23.071098614373028,27.36034585115366,92.9465530626764
662.425377516553,-58.77241920924521,-10.519037638680924,1.214124716591595,31.384015905794513,96.81759468401425
667.042249257922,-4.626957999869842,52.21565222688169,56.59740019372501,60.3760619163255,104.3182696621059
671.652109225024,75.80967175815705,110.65750552325939,91.4736979450095,90.24136499840073,105.25395096550378
676.25496913138,48.5879472175367,137.8964475719353,118.17947698186552,100.18655457265291,113.69500267840525
680.850840675623,99.52908269014826,106.75734725291542,111.75072375455169,83.06008146511807,107.87488889716602
685.439735541628,16.936099198252084,21.049879286665295,47.62812233040671,47.96886550874779,55.92755181180704
690.021665398646,-84.60684027581057,-28.705682006854637,1.190843662228243,16.96895171381332,1.6298865844955976
694.596641901473,90.85122197682054,11.647030464667372,27.569210037990516,7.1615655456709515,7.283368786710032
699.164676690576,111.08099026899936,68.58228251975974,71.82109049060185,19.28446644647054,54.49879005598666
703.725781392244,11.5081563430683,74.94360405797907,93.59791084637925,50.64417840541425,99.49924895247182
708.279967618726,83.92365831762679,61.300875120257146,134.2602552882475,101.86567831472334,138.8338512748649
712.827246968383,87.6435546214108,59.73497975915124,192.00688148480668,157.92194648576464,154.0558858781296
717.367631025822,45.75143930558739,48.940784896772456,191.68330514552596,181.8272547133065,106.24438288295809
721.901131362029,-19.50035696220246,19.958594033278995,115.11576601227505,147.2868343047433,24.959600807487544
726.427759534527,-74.16339414710168,-2.0100283985604612,55.74995596793757,71.54857575458112,-15.262244104871424
730.947527087514,45.906005109517835,-9.780778755795446,76.42962684089785,4.2506990469698955,-9.162192514385925
735.460445551988,108.01573838110471,-13.21196497904069,107.74631564518475,-14.132350307372139,-0.522004218933688
739.9665264459,53.431233270789605,-4.220776098436389,107.28675368234623,17.96118317639201,8.898774285852465
